group,ATF3,BACH1,CTCF,E2F6,E2F7,EPAS1,ESRRA,ETV6,FOXA1,FOXH1,FOXP1,FOXP2,GATA4,GRHL2,GTF2B,HEY1,HIF1A,HOXA4,HOXB13,IRF1,IRF4,JUN,KLF1,MNT,MXI1,NANOG,NFAT5,NFATC1,NKX2-1,NR2F2,PPARG,RBPJ,RFX5,RUNX1,RUNX2,RXRA,RXRG,STAT5A,TFAP2C,TFDP1,TP63,YY1,ZBTB33,ZBTB7A,ZNF76
progressive,0.155813414856893,-0.0322463240636266,-0.160101602783721,0.0557252143956681,-0.146590381570249,-0.118628979486819,-0.0861801667320552,0.118261560490804,0.0437604189120913,0.0927202248611293,-0.263788876432581,0.427229909646754,0.0817450112068205,-0.0590025918401254,0.165890493187608,-0.246784725296989,0.0054133065412934,0.0420213023309517,-0.0087217104787476,0.0175479312496952,-0.14646300965163,0.230046748811843,-0.223382584710782,-0.0285574373436321,0.171284204049114,0.191288127165508,-0.0435171058880633,-0.130154505148493,-0.0216434283252802,0.170291356273215,-0.213073624169247,-0.073044529381176,-0.113904787684719,-0.170882492613471,0.12309189555842,-0.0022469712822985,-0.0445409801569595,-0.0816813252475112,-0.0111450428791336,0.104025299125194,0.0561301917779429,0.22625661774628,0.231220856625777,-0.0820993664163109,-0.176744866816561
progressive,0.0213650048027033,0.201860888776088,0.211895184764853,-0.214506226988858,-0.212851554881785,-0.447268496876487,-0.364601685626238,0.309973217327951,0.149670405252077,-0.149014608600466,0.347475070294129,0.119743610831124,0.142171249097085,-0.0932142073969868,0.318289083201847,-0.187169222122645,-0.502795649475128,0.296410978241171,0.571478204348903,0.396480689523976,-0.156984359574901,-0.0444545119114937,-0.211561214247829,0.237577517523992,0.019412795325918,-0.283073410229479,0.266101635773445,0.300063401259169,-0.113777682958833,0.100315635027159,-0.337859755499449,0.300831533448324,0.263038215303653,-0.239062168276944,0.187913065546925,0.346236343285531,0.160151007295409,0.240668262854268,-0.351312695144295,0.0718704552635487,0.323535456414732,-0.0040501515428174,-0.0939671591080953,-0.113838404871019,0.209159662620866
progressive,-0.291393271068255,0.08136720072539,0.0697967992161818,-0.0959296707902413,-0.318429359884004,-0.158981185095658,-0.0391787601277117,0.262871989086391,0.0537233834527151,-0.113561075632361,0.125598936485305,-0.0304048957875671,0.267609828864964,-0.109874706276494,0.155139987444093,-0.307342933780408,-0.0538324990463466,0.0332341519796853,-0.100834001865554,0.214011763967059,-0.167585975058296,-0.0499841783538775,-0.148851673003645,-0.164962895676526,-0.343100990495428,-0.0310336802665071,0.180060611386466,0.0947964810850734,-0.136122642357468,-0.042856049563305,-0.234205976306374,-0.0175338739743546,0.0348876367715598,0.0765570346853279,0.0628594270265277,-0.0897788075566918,0.190058229808989,0.257415426653065,-0.0562372689656786,0.0687137838980425,-0.232783403280076,-0.125796424751254,0.157695280524511,0.118437853846154,-0.105331693407928
progressive,0.0509460967194694,0.318928471137839,-0.243854108731913,0.317862138232124,-0.441109138324797,-0.0518827255709177,-0.0596219181195381,0.0479744940464005,0.154029359729077,-0.14767993232362,0.20289246453024,0.328793154379993,-0.129334811661015,0.0690395363235823,0.173848691153154,-0.0182998622266478,0.012064132843228,0.0057285037414156,-0.17500719672722,0.0798634776351636,-0.329405799061848,-0.14767993232362,0.363885000210922,0.0103476238697428,-0.188170226472766,0.331226071278746,0.0377764437881736,-0.115275996042811,-0.229171609788938,0.0417117199878357,0.0853049766607554,-0.0933157198251168,0.080582093289015,-0.131884186242535,-0.0378901418102115,-0.266162654133617,0.244149392429924,0.0274299237827224,-0.155993686236033,-0.152188114090638,-0.0796785803663156,0.19857966674284,0.0594949737260006,-0.388181053269705,0.0179631836177006
progressive,0.0171614857092239,0.0257746087255513,0.320304559689891,-0.093060584770395,-0.169348245772152,-0.054269151035206,-0.232424800793979,0.0913768163611881,0.136061439528601,-0.316807502224615,0.203930258484324,0.155619057204773,-0.346791531973184,-0.0187157334715687,0.262085028925392,-0.0277174184284823,0.06391843922643,0.0546577129757922,0.0049217845807585,0.365248224151028,-0.161188445019842,0.0985652122620329,-0.145905008690118,-0.0905349321565847,-0.189035384095186,0.166369270894325,-0.47754262498044,0.186380210834514,-0.314087568640512,-0.0209823447916548,-0.101932749080447,0.241361725427462,-0.34530204453427,0.0257098484021203,-0.362139728626339,0.160087519521515,0.444709141000906,0.363046373154373,-0.0933196260641192,-0.40293873238789,-0.0395685576163614,-0.0345172523887408,0.392188518698338,-0.269338185149668,0.194216209969669
stable,0.0299635727039712,0.198915796401073,0.030690991640805,-0.165285474670285,0.230884796234999,-0.0968034690750476,-0.136656034135398,0.178352389274928,0.198573048585074,-0.0304724474888215,0.239771492693198,0.0914717957752362,-0.103349351964606,0.239309814256507,0.14881290499584,0.11030324310733,0.231399205104921,0.170753516179599,-0.0347757207155868,-0.0127879653920185,0.0087481354980072,0.312978771606095,-0.0932379520383632,-0.08836075242298,-0.248970134041054,0.134599547239404,0.183051976084519,-0.031928068487735,-0.14235749917637,-0.0462526300291032,-0.0745825512615705,-0.0847470470794918,0.0708036064911765,-0.186515947880972,0.0245174587015445,-0.210739995657015,0.205466117000359,0.09984674598935,-0.121943460138812,-0.173387166381895,0.0954946057472344,0.324430046619892,-0.219114528204331,0.281950409609314,-0.185571028959149
stable,0.047103147083416,0.150957171985712,0.0628091212839115,0.0427558925506243,-0.0459532263292191,0.0302260524723613,0.0845231905198996,0.196898674262549,-0.0419501450054,-0.0730537347683942,0.112009267709164,0.0127162203904481,-0.0373397015569743,0.0215023135775511,-0.0070974281354266,-0.147567515567012,0.140540953707115,0.0697072003779769,-0.0552691101710578,-0.0045894445463851,0.0615916667759242,0.0786836889636973,-0.089369881653999,-0.0467498997791065,-0.186926323789037,0.0163158256786902,-0.002725400519348,-0.0827870269957297,-0.030660123466552,0.109481088235368,0.0209394787614781,0.0396346045090563,0.158305543023155,0.0936742952145586,-0.0169097372637489,-0.0095856173483572,-0.120146522928815,0.16413243720796,0.019973770172793,0.0418443073270459,0.102834875513198,0.0656986986874743,-0.247870397274304,-0.070386191644535,-0.13476505112
stable,-0.102437302960694,-0.0033374580764123,0.0398321833528679,0.142268475888488,-0.0689060581946555,0.221506539444051,0.0586567392856185,0.260283670615721,0.0332571789936474,-0.151361531704771,-0.0223105946104874,0.0261430406843494,0.0421265218870486,-0.0285340191595146,0.0199463202265576,-0.127970167189184,-0.0282809076785344,0.193824958180703,-0.0026643465731005,0.0242585498062828,0.038223923443779,-0.0265820222634241,-0.0393710205376498,-0.0030231918207291,-0.166805181282937,-0.0158709631534127,-0.0678442457885591,-0.205207180117098,-0.119028891653626,0.0878992107682872,0.0112464159949322,0.0146593913167392,0.282000857015025,-0.103348826665936,0.0593627617770476,-0.0983632209477611,0.0127087416540804,-0.0945594998152821,0.0599207810529087,0.0031909704984551,0.15582077813273,0.201136466187745,0.104152956620481,-0.0856290021471777,-0.0432233142468895
stable,-0.0826306665388156,0.163771128010688,0.124772019221515,0.01067548665889,-0.112570590620738,-0.105447417186234,0.119501961080851,0.110739980510803,0.0581969353915,-0.148656239370859,-0.105713295012172,0.0511545091997525,0.0134256427504065,-0.0109457750485077,0.0114739117763382,-0.0146867246887444,-0.0788614440544767,0.198857275176107,-0.160974717546221,0.131219019316469,-0.176247029382011,0.0584971929958662,0.0718030719786554,0.0283711205083749,-0.242530563643644,-0.0072430502934973,-0.0208452286824784,-0.0663812452108503,-0.0547464044058819,-0.0231232282774869,0.154541627690565,0.164726523958593,0.0010900877772073,-0.139581787327793,0.0747679885939728,0.01157558092373,-0.362849723010428,0.0630521743634956,0.0649749539452031,0.118717785476831,-0.0851255753937768,0.100156776415063,-0.21937227703947,0.0445689721686977,-0.195639712425891
stable,-0.156220462220565,0.16600811078809,0.0229822829225619,0.0176575402593819,-0.152690737786474,-0.0920628110850998,-0.108196645284725,0.124451103532525,0.125264856162399,0.0627014283465617,0.105843005320338,-0.0015438407141397,0.0142257309253719,-0.310521420723298,0.169103515097503,-0.0589594166203705,0.0065050563296953,0.305568571562304,0.0927187962861114,0.139271680183271,-0.219294335703678,0.31210102573221,-0.14255004322429,0.0854552427022681,-0.10938523346674,0.0677685577605147,0.0018451250173934,-0.0242695217171469,-0.110247437981819,0.337929282291396,-0.073503256697179,0.1227542762207,0.0457640467528454,-0.0592700787078573,-0.183548336805497,0.0597784097767281,0.141026429103594,0.0220280474073132,-0.104782396311387,-0.104257975906822,0.265039167192752,-0.048758869729405,-0.142331320197912,-0.118795564127475,-0.0112687868419892
