group,ASCL1,ASCL2,ATF1,CTCF,E2F1,E2F8,EBF1,EPAS1,ETS2,FOXP1,GMEB1,HES1,HINFP,IRF2,IRF3,KLF5,MEF2A,MNT,MYBL2,NANOG,NFAT5,NR2F2,OTX2,PRDM1,PRDM14,SOX17,SP2,SPDEF,STAT5B,TEAD4,ZBTB7A,ZNF384
progressive,-0.0033643394390131,0.0215349002092786,0.411293917450161,-0.354846909140164,0.313948974565153,0.367238860159283,0.261636526344357,-0.0595884920278895,-0.0768363519177284,-0.375046629897469,0.161609495306923,-0.189139996364228,-0.0674392690105024,-0.193286285701908,0.0987739563248204,-0.361208071565817,0.0289516949981315,-0.0859108804917545,0.0033213321945864,0.120893364083352,-0.176560377369429,-0.0931908340483407,0.0663289001543958,-0.0382510341680242,0.330749168138006,-0.190578784177775,-0.138583025665938,-0.169034109594763,0.36787419445195,0.216187643359106,-0.136665293539458,-0.168647044394923
progressive,0.0617125325094544,-0.0035888101881577,0.0527503772540989,-0.0283235690757358,0.059142328513315,-0.0923457319043016,0.0706983762809033,-0.105330986809528,-0.0689138414018634,0.0667029132331413,0.0936880811495971,-0.173388093546012,0.0590199378468322,0.0456359262540326,-0.0270957143248919,0.0304950163843021,-0.100340606085841,0.0285209733765145,-0.0210314542049686,-0.0756255876283411,0.113116612432242,0.0605478471348597,0.0944382174925564,0.138664677039029,0.0819385771672456,-0.0115876324557129,-0.0142644347742728,-0.102030386900507,0.0532833688662016,0.0333060536273915,-0.0079080162891969,0.0001934562147631
progressive,0.0886015887694121,-0.164319248687591,0.0035207536606628,0.209228599336561,-0.0375881211288693,-0.120954305764836,0.300344434288742,0.0415997296507595,-0.0747231116414891,0.0236706886617268,0.0043088298459583,0.0609001216897458,0.183485627324837,-0.0291888047942488,-0.308129082855541,0.0004656174292724,-0.0750895380490016,-0.0496454581321025,-0.393357473402688,-0.31008661063515,-0.0237128096718536,0.0268903518449904,-0.0502952120858124,-0.0606151233727917,0.246082900362073,0.0519818991322477,0.190522737881014,0.112215559160718,-0.0133310798668803,0.255886279679355,0.117482883809144,0.0371395631483747
progressive,-0.305079537293848,-0.190269801858683,-0.0541391204137948,-0.0021882477220328,-0.0676244894649945,-0.0718341264023998,0.0256777386042932,0.0471846302561243,-0.135167704675822,0.126725649381283,-0.076939011563732,-0.0797466676167623,0.0216152573240533,0.0374508068915724,-0.210524331139491,0.0674921109449503,-0.372974325225352,-0.0480090713646786,-0.151148562758367,0.28916887061263,-0.0146361386045141,-0.140777475355463,-0.340037318010263,0.0039479584675505,-0.145691489162312,-0.0426012548923616,0.0202674592757894,0.0469475803481382,-0.202371661446909,0.152350436577559,-0.404669437208212,0.178923423405779
progressive,0.128494731999227,-0.116704016890683,-0.146621953866783,-0.398798881086239,-0.338241126617191,-0.162182489452208,0.231563228016085,0.325888948884431,-0.307120055446342,-0.130018701979243,-0.389414434367195,0.312012801171655,0.34586097651727,-0.35676939321633,0.045077427829941,0.140686491839353,-0.195790037958872,0.473714036945963,0.0452378457225742,0.358694407927929,0.347946409121502,0.332867127213977,-0.184640994420861,-0.397515537945173,0.393344672736709,0.367758018861707,0.418129237148545,0.33399005246241,0.399520761603089,-0.0332065037750811,0.218408960820159,-0.373132018264921
stable,0.0083637954933767,-0.109290181968603,-0.0803234625749543,0.100742433090806,-0.0093290438034379,-0.131503060095515,0.0766632247605416,0.0921568071972401,-0.0390038388819205,-0.0703777403981542,-0.0286769566018903,0.0228119578103474,0.145368292967131,0.0660782283615844,-0.0789020967786412,-0.0180768238811442,0.118643704608235,0.0583132952838661,-0.0509637781955319,-0.095962686844751,0.0029691814387671,-0.0115201893332174,-0.0334943625959366,0.147830878372819,-0.0720340450838609,-0.0247210173431514,0.0702720034134086,0.113960135564744,-0.052055693619511,0.0529234611203478,0.0374460289217303,-0.0767885158452059
stable,-0.0991227644114455,-0.314344100502858,0.187461894107078,0.0489665168104789,0.047020142365982,0.128611869427393,-0.0777236753128542,0.0957481279598909,0.0769084778559837,0.0671098514209006,0.177314438546677,-0.191605259026992,-0.172520363920765,0.0638118000825069,0.0290414393732694,-0.234647483336182,0.0809546847049744,-0.0111927920016541,0.0895838655736569,0.0416994192036055,0.0364617072064647,-0.149562429682281,-0.0233836841662499,-0.215847300701361,0.0551867433964992,0.112783831788423,-0.0224101852325202,0.158519962629744,-0.100749083098124,-0.0038588922265695,0.153652276138646,0.0725835529871489
stable,-0.124608244375631,-0.120062306677686,0.215126999565649,-0.0173721360906496,0.157898444387101,-0.0044739962887084,-0.0725927920867896,0.103868377628735,0.0101906323739806,0.234426734738755,-0.141715594145164,-0.106040702174592,-0.0562247755946127,0.237636103624138,0.234024100857207,-0.0106604474612394,0.0930038364413311,0.0338622744708963,-0.0674118772399712,0.0067992140382843,0.0799962969619335,-0.148884035636682,-0.0256632772506109,-0.249626007927196,-0.0738483241012352,0.115203782281554,-0.0190953297669496,-0.167707098762689,-0.0486361044692283,0.103326989481322,0.0393880207278793,-0.0474025033924546
stable,0.294453276777308,-0.0489540962633851,-0.150416494078558,-0.07018118082162,0.0356990012466372,-0.0846782150555654,0.0110414116820963,-0.113721647485795,-0.150025066894835,0.107696049941707,-0.165614496577716,0.044181907798332,-0.131912703172062,-0.0686864690796223,0.194891972264682,0.0340681030438339,0.223182313892994,-0.0562786919576096,-0.0599313347944408,-0.162215352206307,-0.0451768820157104,-0.0749931508327933,-0.110971639219143,-0.0388286764589249,-0.0238471494534355,-0.111984907140212,0.070781533716536,-0.108909387098373,0.0227708698863224,0.0690172076272931,0.127128464092673,-0.240346453974486
stable,0.0374384117947841,-0.0706497521047383,-0.179232037896904,0.146301633434503,0.0013222180496265,-0.158993042621174,0.136211429520752,0.17296550378702,-0.0567396207571591,-0.0370772085622148,-0.0541639668383131,0.120360298594368,0.0674780289714451,0.108314899905104,-0.0325690721825882,-0.0320943073763638,0.11796724652407,0.165705822096625,-0.0739823971497906,-0.135570580913056,0.0484624015573644,-0.0032130182509859,-0.0613379611594959,0.0120647557756818,-0.0801418220481582,0.0704383727210482,0.0808710680171646,0.0560097295519388,0.302217415504106,-0.149380700647473,-0.0133421944320603,-0.103603772212569
