group,ARNTL,BACH1,CLOCK,E2F7,EBF1,ESR2,FOS,FOXP1,GLIS1,HNF1B,HOXB13,IRF2,KLF1,KLF3,MAF,MAFF,MAFK,MECOM,MYOD1,NFE2,NKX2-1,NR3C1,PPARG,PRDM14,RARG,REST,RXRG,STAT2,STAT5A,TBX21,TFDP1,ZBTB33,ZBTB7B
progressive,0.0523683847500007,-0.0241212442960333,-0.183035209493648,-0.134571661936529,0.164772834556026,0.309610023030208,0.38998351287098,-0.349929887400351,-0.088079895804908,0.360069555549142,-0.0205294395062166,-0.0267432940639813,-0.284835283253547,0.395616482557077,0.0804283511897638,-0.103484639887738,-0.204958772691868,-0.166234728149725,-0.370144680934414,0.128183541917264,-0.154247523395211,-0.0143898091264984,-0.273030411805974,0.258805186726448,-0.0892820047754441,0.325201941127242,-0.137277617297052,-0.124433607356827,0.126813621761579,-0.0620352771560169,0.0019782357018487,0.0926317742020657,-0.0069722320291096
progressive,-0.175519839661232,0.351167804693486,-0.388106647125162,-0.148303627128286,0.434210923074611,-0.312193854624412,-0.338119874467762,0.39097307984431,-0.388383755485745,-0.102756547559794,0.341290232485613,0.209675679847914,-0.0481840784837162,-0.211135713145609,-0.435998718949339,-0.320843806998305,-0.286241017842941,-0.356957283667814,0.0251662065965906,0.193630211872229,-0.0702603778768182,-0.0642802006758524,-0.353548552866666,0.275999927140539,-0.239633179388776,0.388458246980525,0.272156166009874,0.354236854278436,0.159927279973811,-0.410790797115672,0.37801155975253,-0.0877777977893633,-0.174068745342911
progressive,0.0213559429616498,0.161872404671643,-0.206315707771754,-0.299363586235344,0.145770964585758,-0.111273602235033,0.258297594479499,0.109915250293632,-0.113836981083045,-0.0963971444246072,-0.0746393974144939,-0.0884912741632773,-0.16217396958932,0.109802606474101,-0.0874723175878355,-0.14638441882044,0.199331328674302,-0.0293466428025307,-0.186863846008509,0.0006139165212189,-0.0472399825538265,-0.114078371703148,-0.25249458862751,0.0026270202946136,0.0024567447534622,0.0423644005429411,0.122505624130528,-0.0885166999228158,0.264292141053344,-0.0079296009702324,0.204004891468492,0.15725354578434,0.0076778859508019
progressive,0.249634704138674,0.327673628328087,-0.104825000062751,-0.494426589444674,0.156245029912799,-0.291008594123077,-0.21771555615055,0.133839981533992,0.253937314236163,0.172510105016175,-0.15666380059562,0.246265478892103,0.494979323180777,0.217105098497179,-0.183199376450626,0.0942658797247818,-0.210727694769589,-0.0079010973173593,-0.1198702489899,-0.392915813537513,-0.270561802409321,0.0538041365462638,0.116356713950159,-0.135108274018114,0.0317497881931218,0.18092799476266,0.140129710255165,0.0781745209384663,-0.0428257009602161,0.0171145969046778,-0.168291357968303,-0.0492880568679357,0.288405572193449
progressive,-0.394849364197855,-0.159223504659962,0.204840571357062,0.13978016475628,0.118841183321545,-0.42507378680454,-0.0232447621284406,0.17941466532917,-0.191566752768972,0.229518656619428,0.422269458933817,-0.543416422949067,0.141961308655731,-0.166764030712351,0.184150863510837,-0.400146427953665,-0.368924910992945,0.112547025211699,-0.157291634349019,0.0756545341124046,-0.450935921612322,-0.49817326663473,0.13778597604821,0.386187106997176,0.556378649551522,-0.197487000496054,0.478293697951157,0.288284905110365,0.379456720107439,-0.275758907287801,0.0446822907401928,0.350852575826061,-0.350665620634679
stable,-0.007454471029726,-0.0693918624378422,-0.162942324995273,0.0187464520292224,0.129183919116513,0.0003520980966552,0.0705588161296139,0.0919143355855531,-0.17089158110543,-0.137407770681058,0.0098606457777142,0.205303113555609,-0.0365984927709353,0.173496183148122,0.0937397537790727,-0.159471130494282,0.141235169378957,0.051870465418965,-0.234215345937563,-0.0028052363662818,0.0471277656485224,-0.166140412503216,-0.165375240721156,0.004027673737716,-0.185499802647637,0.129471962049228,0.170513101314652,0.0199633461653156,-0.0038153883546597,-0.0277069893053267,-0.068070519376575,-0.174330748024451,-0.0139679265340763
stable,-0.0583429546544833,0.100365665426564,-0.100013170596612,-0.132270644838199,0.0359606705388005,-0.113640904726838,0.126514889896735,0.019990057907161,-0.153604309791376,-0.161629980805618,-0.0210008621335349,0.0799792175509337,-0.126688234505411,0.01378766306654,-0.0701358406129991,-0.0172945668944597,-0.0437843611524835,0.020589408953993,-0.161172278860829,-0.0729005674786789,0.0244005582638964,-0.192382506888836,0.0285941719174487,-0.129067711902477,-0.007543059853225,0.0899501610576424,-0.0458890918559179,-0.0931845933644353,-0.0142981254771968,-0.0055218044444866,0.132706771871295,-0.18222190029479,0.130094873834626
stable,0.215807525911625,0.0900908639264372,-0.0595942305650631,-0.0095397866427324,0.0603785077344781,0.0712933117381218,-0.0226284562667218,0.204374978177131,0.0174906194206077,0.012962253667192,0.0157308547779101,0.105213563710102,-0.0528582976701924,0.0663550988252734,0.0126016661927281,-0.13487372249733,0.054658062305169,-0.0082729948778524,-0.112123362611366,-0.0582570040311699,-0.0371384652168292,-0.0943013213980909,-0.0031048642655528,0.0021515859536708,-0.0615727025686002,0.0537611647109589,0.0476952434376414,0.0256452359429316,-0.0859964111327443,-0.129776050155802,-0.0352240825076193,-0.0303734371454359,-0.0620959457108452
stable,-0.13580831657808,0.0455944878260289,-0.119491833376625,0.0499329055270363,-0.0423687036533979,0.0777905104237092,-0.0246538673308473,-0.124804622468857,-0.0179390691475465,0.0897775496686351,0.0218836391742158,-0.0545304539482341,0.0423894208165769,-0.0428816473192729,-0.0744110647252534,-0.169704919147938,-0.008628310709649,-0.0057034239444729,0.0158105191146186,0.0831181449697701,-0.0671144133814396,-0.011441302636265,0.0698973820394913,0.0748477869565448,0.14105651686746,0.0334769415317724,0.0298932046627176,0.0701324719874366,-0.0216997328058891,-0.0016570406934108,0.112963932809811,-0.0569237848367648,-0.0068846346065807
stable,0.0309178907940248,0.300177315131907,-0.204700779932336,-0.139013563439426,-0.154906537096107,-0.0585887499728073,0.0217888192734572,0.0515835168287362,-0.0106245707310997,0.142348539229559,0.0321680248601361,-0.111042743802758,-0.151983401815097,0.22926867099134,0.0760231223482203,-0.0755702232946531,-0.0611264011029195,0.247835291000671,-0.147155436943786,0.0681206972548023,-0.0677362888736273,0.256125082842003,-0.112438375723965,-0.0542349306071019,-0.113664036028868,0.0264415233273244,0.0056678720828844,-0.019103877338711,-0.103873993660725,0.028268718202583,-0.0056421432569988,-0.103518900004513,0.0851391053371528
