group,ATF1,ATF2,BACH1,BARX2,CDX2,CLOCK,CTCFL,E2F7,E2F8,EBF1,EHF,ELK1,ELK4,ETV1,ETV5,ETV6,FOS,FOXD2,FOXP1,HEY1,HOXB13,KLF1,KLF4,KLF5,MAF,MAFF,MAFK,MECOM,MYB,NANOG,NFAT5,NFE2,POU2F1,POU2F2,PPARG,PRDM14,RBPJ,REST,RFX5,RUNX1,RUNX3,SP2,SPI1,SRF,STAT2,TAL1,TBX21,TEAD4,TFDP1,ZBTB33,ZNF263
progressive,0.208228945033423,0.201864181731285,-0.0814284324068205,0.10000083725812,-0.0134556969409048,-0.274280122070107,-0.0745098644743306,-0.202620675664387,0.138160689453238,0.112165387380713,-0.0954921972559787,0.127161203826774,0.338894918221154,0.126803704584126,-0.0042804150392013,0.0491561458640574,0.254183557501269,-0.130758539955916,-0.419033799788424,-0.16432037733823,0.0671428265097693,-0.370894292395646,0.302809838416402,-0.316640590366335,-0.01791486160143,-0.150867872354849,-0.288509868710495,-0.199489365333696,0.225192603292808,0.268204230923858,-0.160196368217687,0.131269253159699,-0.0741491732741592,-0.149832082138428,-0.329976588900103,0.335904054021503,-0.162133886434536,0.377201600462358,-0.267818004063498,-0.36967017668533,0.0090619674096142,-0.301721380900841,0.305371384329124,0.201878545540141,-0.263516841300393,0.117926870710883,0.0294218684741525,0.35778013490977,0.0655500397054729,0.0309316643828343,0.272487837920583
progressive,-0.399659917065357,-0.374680617711875,0.460215346175294,-0.403123184830326,0.330672569596815,-0.407154298377424,-0.0059801258930546,-0.291825411532882,-0.45258787600804,0.49903588646819,0.491269412385519,-0.0035608662587723,0.089639780263399,0.422287979977207,0.085011245633018,0.322568937081004,-0.409434554096289,-0.185466713527921,0.327218174422192,-0.213986176429368,0.415101181797126,-0.104134635358286,0.407124723076272,0.236859714340784,-0.493756695212452,-0.4568053139524,-0.307180907891309,-0.366367000557881,0.30747961843295,-0.353614130700882,0.234396091754773,-0.0018336686714608,0.104983446501365,-0.349615549985051,-0.385354343897847,0.312610933182925,0.504232266880701,0.478750187407625,0.106592342884066,-0.371983350246759,-0.207358351441071,-0.302227044948249,0.389344052023332,0.375842927047172,0.403404150191275,0.369135248745764,-0.363850142429795,-0.319084966605228,0.392804362258185,-0.199151205371226,-0.23389922669541
progressive,-0.088319457758215,0.144559068674935,0.305428510458401,0.140226671243583,-0.370897150027755,-0.238325926339682,-0.0524707587188092,-0.241907032134814,0.135636371153809,0.258965789641055,0.129713637750756,-0.244660875561061,0.219494135873217,0.268018777351232,-0.123904363155901,0.36327176943895,0.252657923641593,0.110584620399696,0.122105165049079,-0.467979483695277,-0.0268347295302956,-0.109299008927696,0.0950709836556854,-0.0659816906602398,-0.261466550304306,-0.189116859711196,0.252814991027454,-0.0009674983738941,0.11519718381596,-0.115595092960561,0.0389557719447188,0.0864576010108571,-0.081877782280978,-0.0247031881579197,-0.345153859039447,0.129208543312637,0.0281277621111262,-0.002718191501351,0.118144052578071,-0.0813237238258348,-0.0201962034033646,-0.0817083973845838,0.179442411516191,-0.177577953555429,-0.175645711033598,0.0020613851167328,-0.16933279561988,0.234868531193814,0.19516292123213,0.23158748301551,-0.0962681538719352
progressive,0.0695856981254608,0.295448006058504,0.316392366818783,0.155117745042168,-0.0893336886471498,-0.0997939107604796,-0.0853390839749995,-0.48446743750726,0.0482005121659547,0.179861573302561,-0.161993748457967,-0.330143286535215,0.345399317196971,0.165838331237409,-0.0859549347157188,0.0441493775052476,-0.136465023048767,-0.06410826836886,0.0915003091701041,-0.0220363679430733,-0.134138596596623,0.344383408075696,0.0109130055793662,-0.0459963861698233,-0.22643956608542,0.122468958862728,-0.157555057241096,0.0401237900509076,-0.0116353936062117,0.260653254544235,0.0652687638070204,-0.37629513017357,-0.0515265410119049,-0.0739200262865339,0.0087925874509053,-0.119686487599054,-0.130141274136561,0.236211100742006,0.0437460577791984,-0.0859364537579214,0.0094834491379788,0.0470269713458197,0.0059361923560421,0.105509418738117,0.117589442446631,0.123878947231153,-0.0114397128765921,0.117766098660871,-0.16375433146696,0.0334902133168046,0.0752637006299215
progressive,0.0732751848014466,0.302916612937721,-0.0438275636056434,-0.192316099359428,0.0293225782183263,-0.151427045724491,-0.376629448160336,-0.14986400850603,0.0023758165720605,-0.218762689095786,-0.0699615458983095,-0.213073233620589,-0.466722913432422,-0.310794320518764,0.170371056812237,0.0974710009432212,0.0773390815694449,-0.375128932430614,0.219763032915601,0.00919065884455,0.152739996987998,0.104786015125618,0.206445955814314,-0.142423951346156,0.174622518046451,-0.197130253992288,-0.388195923576947,-0.294476211958032,0.209697073228713,0.0587701994141295,-0.366563488473448,0.0220700855246678,-0.0779017749680908,0.373628416700891,-0.0493294546146257,0.386757929335963,0.410516095056568,-0.0108787390404878,-0.469223772981959,0.0060020629188898,0.0064397133400588,0.0328863030764171,0.14667541258037,-0.0160055011170395,0.010191002664365,0.0041264182567367,-0.0327612600989403,-0.104410886193188,-0.202194494580101,0.280533919969361,0.0917190239792851
stable,-0.232286455188523,-0.151567408648085,-0.0015052016656361,0.0118527290450381,-0.0583421066162985,-0.108423424298502,-0.213851835461693,0.0240261715487,-0.122944226065938,0.146102319686458,0.0710179580171006,0.223055830780575,-0.0722601594589719,-0.0357176579156455,-0.0076073637390741,0.203828717212972,0.127955304246675,-0.181830963366984,0.111376873779584,0.235102354793192,0.0470231743680607,0.0812715242001007,0.0632690956013329,-0.114304251053691,0.133188932761131,-0.0095541729026702,0.183037018098602,0.0806355648524711,-0.0547284481038166,-0.0358741417831445,0.0871054716083785,0.0901856877035723,0.270100318545018,-0.101593670460684,-0.187485037859952,0.0252747518217925,0.125384584638868,0.129116605908455,0.237269689264723,-0.265285870367958,0.0560881516668348,-0.133587154081658,-0.0395108855895699,0.0480403954452714,-0.102847920805974,-0.021817273422942,-0.0023279190162434,-0.035605977743629,-0.0081152908314772,-0.0503891216014508,-0.0327200122468156
stable,-0.136260805816428,-0.0338413527335282,0.159888892947436,0.0272725177648583,-0.079880409132317,-0.113703793295103,0.0305600661365195,-0.0698927229893319,0.0291989663492933,0.0252227783378839,0.0624769538291362,-0.0558048968112236,-0.0327297516071505,0.0872474842436612,0.0178171602533673,0.269757485393339,0.212289640142224,0.118437811611521,0.130845459746191,0.119148386909059,-0.100250428793444,-0.146922468934292,0.204055173115955,-0.13941467891181,-0.12350234272917,-0.0356000557646912,0.0112874516530237,-0.0228692845007416,0.106329484083849,0.0166393632235189,-0.0069737500985365,-0.0751394678600712,0.0305636831864742,0.0121092998529288,0.0203219867934498,-0.135564193109576,0.176939822005577,0.0701748139927824,0.202044793415369,-0.148901034152482,-0.0568693985021706,-0.062888364091717,-0.0700557624883619,-0.0183327259974372,-0.0679412273062864,0.132346107654248,-0.0141404484209966,0.0929046670517247,0.150123169214032,-0.104786014971492,-0.122438191075316
stable,-0.101385653581834,-0.0496778112367634,0.0262326426567272,-0.0057990794455353,-0.0580219037201262,0.051856742386731,0.0506815397713142,-0.102848908400006,-0.0711034195179999,0.11289102104522,0.0545505155444883,0.0973480488029829,0.0446561835670895,-0.101944384372459,0.0397478924992121,0.349282558398509,0.153291904940913,-0.15903716116074,0.110943870242012,0.0735995299109782,0.0292157739533918,0.0684856705005421,0.130049296386228,-0.109417207559585,0.0251624046595584,-0.0369891956584504,-0.0349647847396562,0.116859131364533,-0.158289162909172,0.0105131591513222,0.0167314907423504,0.0067460230777457,0.0901910522821389,0.161014161933144,-0.0272855070390115,-0.116126547823621,0.0439243929159847,0.143225166071111,0.202208192158817,-0.0586721666428607,0.0085074744241417,-0.0671107296146756,0.0683604638719321,-0.214432150990053,-0.0192475866225179,-0.193475606990407,-0.115668397437018,0.0260143414366828,-0.0311012659139759,0.0109908752599227,0.0758165897325378
stable,-0.0651229989590882,-0.0027832498906303,0.157337577265661,0.121950354799758,-0.296871025449796,-0.206371613913364,-0.174646296646624,-0.0487051170924099,0.144388551049344,0.0400767131826516,0.0819273091721746,-0.132551398044461,0.0397348431743979,0.0192659937717157,-0.0818438994751368,0.217317819654361,0.006876800271964,-0.220321666243736,-0.121775962683189,0.0242578446402265,0.065956986179865,0.129788781078888,-0.0649346686431449,-0.130589075172045,-0.125219466175634,-0.178779247134848,-0.24794838464748,0.178797026570269,0.0285077882035061,-0.0952218271335907,0.10118364497897,0.0167139862911626,-0.0563398481114045,0.0641103393872883,0.0691381881250469,0.0463989487189156,0.267113079537135,0.160912231531739,0.133296707587335,-0.231484188449025,-0.0046508588570679,0.0116547491674134,0.120556644612017,-0.144325993776566,0.116520273772995,-0.196671944144676,-0.060629082031973,-0.0740338983427614,0.0992172613713036,-0.13008960473623,0.0632200506210109
stable,-0.197166954538378,0.1608804759087,0.263908338427509,0.156479768704625,0.0142764685030604,-0.236007689796994,-0.285122210858977,-0.188355695941283,0.124066490649775,-0.100003922784879,0.0881844219443343,-0.0647461175567863,0.154233963329304,0.155351323117783,-0.0785285141984594,0.23579164975852,0.0227586119183912,0.0883754524217043,0.145235399083089,0.0928767299885172,0.105944757783758,-0.129107247508065,-0.3516213922255,0.144609982682711,-0.0702288873673567,-0.145436894554112,-0.0315927516033049,0.284309311436706,-0.12292616108709,0.10552979417948,0.159726932074367,0.20036587251365,0.0541769173986753,-0.291357395975958,-0.155148319978183,0.005437894498802,0.154328059585799,-0.180371349215589,-0.011177500085818,-0.194805058682612,0.136081190227874,0.0505217079628327,0.0261420862647901,-0.0183015001722517,0.0036882007717672,-0.154282740842096,0.0950874155546278,0.181256616729566,0.0981415973464887,-0.114615980575947,-0.169171145414726
