group,AHR,ARID3A,CEBPA,CEBPD,CLOCK,ESR2,ESRRA,ETV1,FOXA1,FOXH1,FOXM1,FOXP1,GATA1,GLIS1,GTF2I,HEY1,HNF1B,IRF3,JUN,KLF10,KMT2A,MAF,MAFK,MEF2A,MITF,MNT,MYC,MYOD1,NANOG,NFAT5,NR3C1,PBX1,PPARG,PRDM14,REST,RXRG,SOX17,SP1,SP2,SP4,SPDEF,STAT2,STAT5A,TAL1,TCF3,TFAP4,YY1,ZBTB7A
progressive,0.386414975121054,-0.303941995865294,0.0005174285162016,0.0286363843827273,-0.413827472858648,0.423636187424291,-0.513221806345485,0.223846304281496,0.110399701617814,-0.0571173800160071,0.166390913686794,-0.282543202925908,-0.0044822445459202,-0.208744760559412,-0.102008709147645,0.0523163482418387,0.42490172466206,-0.0548570343925998,-0.0595122890925442,0.165637999127615,0.0953622357305535,-0.21251894503053,-0.497002104405727,-0.267111658354482,0.0888327043620149,-0.472098253901482,0.187293103406296,-0.400451224839193,0.43108523572255,-0.492579131857018,-0.122904491083666,-0.463053667516112,-0.405803325992845,0.322514956288954,0.422031037661956,-0.357999659268468,-0.374044749108332,-0.459987543119796,-0.482916194365599,0.417848356993837,-0.421105112948753,-0.241360378484693,0.244580289684586,0.334279646762592,0.100882541200618,-0.107642752774522,0.426622214527077,0.0682172629533487
progressive,-0.17973675205211,-0.0065753333487384,-0.0631674946101379,-0.215292036614246,-0.132108233658016,-0.14555220152444,-0.289874333860746,0.0118098613537195,-0.0927130980779328,-0.175714336020838,0.253834204509126,0.160714076237553,-0.204805023389858,-0.274541865610593,-0.274562815694089,-0.191256305105953,0.164799342519313,-0.259071725383178,-0.0747259549619029,0.0468892797335843,0.0137073403446618,-0.230780134056085,-0.21615099003759,-0.387866852979723,-0.158502345994168,0.200803557442082,0.300163817726455,0.179078320856515,-0.18564168272897,0.196323232442965,-0.0228236195345831,-0.460674378867188,-0.230208496063546,0.03266716590873,0.226201044377628,0.231145264082733,-0.13920731909416,0.101925149078123,-0.251589552705961,-0.0311737242423574,-0.038697797086567,0.246513646761737,0.258787402821444,0.259329112123275,0.201150730254305,0.215857688868643,-0.178602454674244,0.0242991039865303
progressive,0.170792136250305,-0.173755546022518,-0.204066203864444,-0.0544533043679046,-0.300264949468615,-0.0531293106148104,-0.119412249565618,0.456421599601874,0.0635087366697274,-0.202332069428553,0.08746255794193,0.102689747485788,-0.26767661567082,-0.208104847318582,-0.414188652841993,-0.261759734297647,0.208562538328442,0.062484340556126,-0.0379680187910965,0.100041759979599,-0.241379297170076,-0.0898270782250413,0.208179307155496,0.0429114180664637,-0.043398312010309,-0.216275476589149,0.270988320121656,-0.259740068556957,0.0483372008848774,0.197636207064816,-0.173661974317813,-0.168082226292474,-0.186599409205358,0.0921714163757651,0.111409575389199,0.177180316283206,0.0191406120402283,0.0712766406622012,-0.124948651874807,-0.0510456583407568,-0.129835709363926,-0.277459063423415,0.228065434934518,0.13671980414227,0.190321330786462,-0.0004292525505874,-0.087900449056759,0.24245376637729
progressive,0.0364217784860078,-0.211867249619424,0.339792120064746,-0.0988959699564072,-0.157676709778858,-0.0796563457985188,-0.124831061535511,0.23870126215108,0.0483543430821529,-0.250329660140923,0.0878395138173418,0.427417630948369,-0.069900745056047,0.127046046214972,0.0247993551973596,-0.0940662387720601,0.0490604441324961,-0.165621432904527,0.0885749452190068,0.164234215917929,-0.0780964056319145,-0.467761529191706,-0.0990779267655341,-0.142655767819443,0.0575369156645385,-0.291273201122398,0.0318397258239349,0.0388122021187464,0.314904230658767,0.009278710956163,0.0936795126583337,0.195536761788949,0.0678644582577882,-0.454073488753477,0.147911332252612,0.363330270155262,-0.402610128431197,0.272836902697938,0.0799181463417999,0.110829077707206,0.319160390528374,-0.0957587086742672,0.0342171137449749,0.184450432143908,0.008050095128566,-0.120873093571011,0.235124588753765,-0.437539861082365
progressive,0.0826904581168801,-0.454292539745943,-0.404488897414479,-0.204832470678837,0.152440806375775,-0.234941897031319,-0.216005150897682,-0.134009040139035,-0.248008251863528,-0.423046908625443,0.476132920286738,0.0150231519326851,-0.472850550956907,-0.511355268095302,0.179141618424203,-0.468873834268844,0.0843316427817953,0.494122829113693,-0.437880693096792,0.10945439265242,-0.441289307400846,0.414399127891082,-0.0674148162357465,-0.423046908625443,0.143161800770293,0.354495887621678,0.539886632269981,-0.172071899867645,0.189430583823479,0.10737135057772,-0.454292539745943,-0.22219115463467,0.138806349159557,-0.0382522271899461,0.100175387046938,0.409096838973664,0.0430495362104673,0.234500039621534,0.0407140041873188,0.500182587876456,0.182234620292697,0.580411268995964,0.422541928728546,-0.112294904572465,0.406319449540731,0.44229926719464,0.232227630085498,0.198015242070727
stable,-0.106630055665542,-0.074400009750116,0.107831853114636,-0.0820143300850599,-0.0685393925600888,-0.0220587634409551,-0.0020176782018936,-0.0410855744954415,0.0337294077534937,-0.198979751081527,-0.106463654526972,0.0805364509946035,-0.0344735247954482,-0.0924308868074364,-0.218783753336161,0.207927547289772,-0.0783512382717714,0.0862478223337209,0.101742756342702,-0.19965256806906,-0.0920525946834353,0.0350587107189848,0.161109685398786,0.0644390212222842,-0.0991236127250772,-0.0214084595486404,0.183067011117807,-0.0135395403199456,-0.0067984910995248,0.0123859631388706,-0.128607061023862,-0.0094055281327643,-0.0035492384026875,0.0089414080530794,0.0480862713128888,0.0634998078608972,-0.133946579911524,-0.110536154962,-0.105850185561616,0.0140680056077031,0.0591084148414254,-0.0077289980236305,0.0880896717164376,0.0165543374187535,0.201636193282535,-0.0625689918325092,0.195081482426885,0.133450055399591
stable,-0.0519178835056008,-0.0455540975932776,-0.253878401130867,-0.101814568466644,-0.0447073106874626,-0.18833714111986,-0.171939513549529,0.155273392570037,0.0295411723704925,-0.02873910207518,-0.18294696834054,-0.0866333954487424,-0.234882715240804,-0.18203899640181,0.0160466758014225,0.206153610466759,-0.14709680146782,0.0741216180815382,0.282403142470085,0.157187681991218,-0.208914338050692,-0.135762535677695,-0.0593154213546527,0.116046501616713,0.0085150656193216,-0.0485983145380741,0.0751548275290581,-0.121352704816346,0.0528238017351825,0.0952055386826829,0.093812077651245,-0.0671098288092213,-0.0347434501373984,-0.185753071271872,0.0955456406674144,-0.266898994626761,-0.0966615409700576,-0.0252314443490927,-0.0652333198865149,-0.115577015955666,-0.0774054990089672,0.0137675236380478,0.0124155242818592,-0.0952929569437692,0.146969742745257,-0.0256730305651119,0.0244442925070241,0.198783972062735
stable,-0.0962257569571014,0.124741401386984,-0.259483669279144,0.0654135790754242,0.0273291497427623,-0.0705190376438882,-0.0179953280756761,-0.133904897925903,0.0448697589477803,0.0333868827294056,0.0109564378383235,0.157472406997307,-0.029287168967639,0.187806625079578,-0.330375420838308,0.153617593651558,-0.13117649183111,0.156491017569487,0.0871204207843296,-0.135216443204667,-0.176259342930787,0.112629185893242,0.261018220672418,0.0607859410001001,-0.115019286720516,0.0041454294347982,0.156308247748205,-0.136282136141262,0.138290584234511,0.063338310409811,0.072131879158779,-0.0541402426991577,0.0396964350099554,-0.0695309150798678,0.129935389087631,-0.0688462015636779,-0.0895921783013203,0.0409162935478353,-0.0626284753302792,-0.0271331226084776,-0.0818354893095502,-0.0137065060575138,-0.0894160719631053,-0.432092537939018,0.0899986275507327,-0.119697284011079,0.257513646497661,-0.0989822100468268
stable,-0.4162587244643,0.0780245353920901,-0.178872530602612,-0.268485414784258,-0.0886326410829797,0.135563719080443,-0.132357091639522,-0.118787973467757,-0.0185351733544575,-0.0253386855803075,0.0289160630398897,-0.0426447866008541,-0.0239062272122433,-0.152675411869979,-0.12227302364317,0.130208071576198,0.0946773626876777,0.137104132760369,0.0432491811753708,-0.181828998763378,-0.114753171396212,-0.0090092808720002,-0.151784060106131,0.0773201657751721,0.0772967791521714,0.137024662576996,0.109614099538145,0.0717263293949622,0.0378826716376942,0.0836277929237458,0.0753072536409711,-0.141880878217538,0.126739979473387,0.157114436757086,0.105317500293483,-0.0912689009316648,-0.128956720990045,0.0192300109828538,-0.203319864419071,0.0271966474824941,0.0231802443655379,0.0887931331687857,-0.0301660835811329,-0.255613129308254,0.146302280009588,0.0607220919950459,0.0481447439778335,-0.0560132896653617
stable,-0.0788179451272955,0.0507138841149275,-0.214414477832515,0.0732088767459515,-0.268134726203394,0.0211557833807658,-0.12892818244863,-0.0756980992307193,0.0811281327891758,0.183486054815087,0.0368968199533971,0.0457801304095682,-0.130399936816385,0.0152588744830667,-0.122805029646167,-0.0031076164963186,0.223960603798231,0.0900906645808386,0.182265902373218,0.0935311725459315,-0.134302913939745,-0.0581266991121937,0.0172411163895122,0.0779847273126918,-0.21128599941811,-0.135352394310373,0.200786609686734,-0.23849353748513,0.0160326538155365,0.0548881560954711,0.136332275006006,0.0327846841168089,-0.0172004716180681,-0.0642619014707927,-0.105135524559399,0.0174411030525468,-0.0726248329615946,0.190603206076716,-0.001115573085255,0.0212447162988149,-0.104573871368161,-0.0052510886576295,0.109713816358744,-0.138979760317636,0.034339346624545,-0.0222657812982564,0.0005548191146238,-0.0915784250754012
