group,AHR,AR,ASCL1,ATF2,CEBPD,CTCF,DUX4,E2F4,E2F8,ELK4,ESRRA,ETV1,ETV6,FOXK1,FOXP2,GMEB1,HNF1B,IRF2,JUND,KLF10,KLF3,MYOD1,NFAT5,NFIC,NKX2-1,NRF1,PBX1,PPARG,PRDM14,RFX5,RUNX1,SP1,SP4,SPI1,SPIB,SRF,TAL1,TBP,TCF7L2,USF1,VDR,YY1,ZKSCAN1,ZNF143,ZNF76
progressive,0.462279251456263,-0.0581908602442228,0.443772734216819,0.179789980197293,-0.0712825195162278,-0.225085034318645,0.0847819386233142,0.263605495904391,0.128360869659224,0.465504407002242,-0.445768188842827,0.226791525281997,0.242471014688456,-0.0049396732777387,0.0629571553243678,0.424532570344963,0.53487976634494,-0.0566786170763223,0.218992717097644,0.165932567219249,0.438680552339345,-0.495821511275917,-0.277519096261284,-0.0140340018830003,0.132184822128374,-0.0169669830589602,-0.47741452596472,-0.405992340678208,0.449556823530986,-0.136700682034217,-0.453107865874294,-0.422758654526991,0.464077247579457,0.564077939102662,-0.163246810510229,0.421039320734187,0.416504196584167,-0.0303684755914799,0.477833523275571,-0.0757775098242123,-0.428964951859372,0.562002216792582,-0.254318524857358,-0.16446687930811,-0.24638968302481
progressive,-0.319959746279297,-0.463147995158797,-0.103743196981111,-0.0008816533536149,-0.0783509846852749,0.210345810244217,0.156439856211367,-0.264028372380035,-0.0047478224515616,-0.037410696356094,-0.272937241233624,0.0856454747629879,0.244885176083808,0.301972230730376,0.0284184278609469,-0.0816065492646707,-0.104693357183149,0.212609514800795,0.199822562614752,0.0006463472220758,0.0003187057730972,0.139911834389714,0.221315841667743,-0.24340483244615,-0.0245284302939836,-0.0572836395159554,-0.213372025809327,-0.15349108317056,-0.0299106857331128,0.41692374382518,-0.170590988248612,0.156978975322868,-0.0639377394888467,0.0149672571010647,0.416605038052083,0.149624914072614,0.172571729735619,0.109959448835822,-0.095945330495422,0.0425606242223111,-0.102212217846793,0.066293779362865,0.101422899810618,0.0110742809754743,0.131315714191968
progressive,0.242190647396312,0.0558628410626511,-0.135691502965205,0.241121565471722,-0.118962096899463,0.40423880487469,0.218298155151222,-0.143067686021337,0.230945347627632,0.234697429453468,-0.183399331689652,0.43087667990701,0.414773322460242,0.331887516427373,-0.0278131992216292,0.225798491631976,0.0889408496876684,-0.239988875966455,0.213215059823081,0.0463858473455117,0.122815981471752,-0.302229620822655,0.0890173931060538,0.122733238036477,-0.107918029777718,-0.245889761176626,-0.149260967089741,-0.236120983948601,0.174023222197945,-0.0164918918384924,0.0236613311215656,-0.0571202963398873,0.0643150714944461,0.199614595614099,-0.0954064722386874,-0.269430306783979,0.124960039164147,0.187167258003094,0.0630230185920997,0.206762908913698,-0.0403644062513835,-0.166484920181672,-0.180196219260476,-0.0622168633096641,-0.248253957740297
progressive,0.110998764140086,0.0431630444546305,-0.0923963847986503,0.46434501123217,-0.122437389599158,-0.163322170010744,-0.0415606472864085,0.371638151787081,0.2156548194348,0.245968780929724,-0.0298550462557053,0.119364723702442,0.12814827438295,0.145697432375608,0.26202755187179,-0.217836841774832,0.0971366964757996,0.15910004106224,0.419715504218091,0.0661838423196396,0.202340840113089,-0.168461041960818,-0.0157325278810093,-0.114369398699233,-0.248553713450161,-0.0775110013995174,0.0921892204548795,-0.118798691991509,-0.17041360668124,-0.062454884131765,-0.115971795867455,0.208233333534202,0.125539961109804,-0.0254920890525112,0.0474525969690869,0.122862049316966,0.130608147063315,0.122178570104053,0.232471018016951,-0.16367070634764,-0.0474210601398515,0.289296578130188,-0.130944177416203,-0.424074655252239,0.254610959617108
progressive,0.165411838439311,-0.15508540467302,-0.0508765761168494,0.163522856652794,-0.325156731519072,0.275287612355032,0.492835348102203,-0.237445010565147,0.108868316962912,-0.0450836986381982,-0.0397945496359515,-0.218303328461778,0.176242000682007,0.492898314161754,0.491638992970742,0.0858857052269586,0.035890653943817,-0.431758270338163,0.130402709329202,0.403297611421312,0.125428390624708,-0.334412742273004,-0.407516337411199,0.43024708490895,-0.546545396898827,0.434339878779736,-0.0612030098831406,0.0259420165348291,0.125806186982011,-0.136636349224707,-0.288132688503345,0.224599934416834,0.0797779974505547,0.190346398021331,-0.141925498226954,0.142932955179762,-0.340457483989857,0.362054842415698,0.0992974759112271,0.0765667284134763,0.172023274692119,0.114031533846057,-0.553030901032535,0.315208094110084,0.500957969784225
stable,0.0671117228787964,-0.247430059100011,-0.188348347309626,0.070168135036484,-0.232477066919108,0.187267779978209,0.0662741309214605,0.12287833333083,0.0896325252574521,0.112222632177188,-0.142535947069211,-0.200121776132074,0.280358366384379,0.173177153312901,0.223910687820373,0.306212901455117,-0.245709832352141,0.456216387233177,0.267601058766776,-0.281704891171817,0.0129216627737385,-0.158261116729236,0.188236968667536,-0.259340100788147,-0.12347213095348,-0.335207894515489,-0.14367205016656,-0.0801627814279043,0.0599284146844353,0.3621953080262,-0.273630605025772,-0.284824363295982,0.146275218815191,-0.0565534268519457,-0.216828726000708,0.178709283375283,0.126181610925466,0.303661173769401,0.0658293841286658,-0.142692317359461,0.178305331057556,0.291516653423445,-0.173936790457782,-0.202663829845661,-0.230987838246492
stable,0.0479870918863821,-0.143673856072595,0.293868851295728,0.037704057224107,-0.136676480694271,0.0900718200503462,-0.0706636232225834,-0.110102187025756,0.096932079975623,0.0380049386294695,-0.0375382622440285,0.203871363897076,0.400069608131291,0.159933587108982,-0.056693532957207,0.220919138100718,-0.172238469897345,0.135039133329231,0.105653816794198,0.0624521868863492,0.0653448391005547,-0.151182819585493,0.0472050967826511,0.0171379098600275,0.0208106061897307,-0.142033504185675,-0.0556003942500055,-0.0096829887211954,-0.131324451732744,0.257449988060523,-0.132300179968057,-0.0243731497237732,-0.0995421510540958,-0.15990440032501,0.0265308256506738,0.141216157175154,0.0035631288305126,0.0149232260569456,0.201100453348638,0.0443841238761425,-0.128531573056797,0.184265883139147,0.0179712939938276,0.0270469010581858,-0.228647821908468
stable,-0.0750116100382032,-0.15496882567454,0.150148387185095,-0.02745762750275,0.0109285234025116,0.0771505094524519,0.068157771792569,-0.0937088230997691,-0.204896643837567,-0.0181587961865778,-0.0280538335535481,-0.107800423158712,0.277763265250829,0.131440512172239,0.0734092144135908,-0.0554455296025882,0.0289194346843137,0.0719772933580717,0.0817980936812683,-0.0437785552542787,0.10775364588883,-0.0990614726019633,0.0063710641580127,-0.0242341486758812,-0.196873560487341,-0.0523517206340774,-0.0339267256198883,-0.0378401050191754,0.036639783942771,0.202647205418479,-0.148132111875835,0.0205174437828835,0.0296236367362523,-0.149077479333647,-0.0308056901805779,-0.230193884711325,-0.237140344284357,0.0278803260442628,-0.0154812699245585,-0.0180633285614607,-0.0210449420731808,0.0244474110319894,0.164159870962354,0.13649250398018,0.0119615661621787
stable,-0.246612613174187,-0.0289522573375211,0.191159622488269,-0.0038506104320118,-0.284413260460371,0.284783675145535,-0.221867674173489,-0.251609287305326,0.0860709534518867,0.0897927864717184,-0.0116509843764867,-0.0851184427559588,0.236695536512255,0.0707466624795571,0.198855869117488,-0.0985112936226893,0.151751965744339,-0.0448026012751426,0.183258437385075,-0.355047173617676,-0.109547241500146,0.0349592538268801,0.191898904318879,-0.143939211482126,-0.154920442776725,-0.274748211695239,-0.194831049928741,0.241376291463986,0.0756036158819446,0.188415834569699,-0.233225952466325,-0.0567464022738311,0.144062240889643,-0.0498630561503401,-0.0565169242414827,-0.190641417760114,-0.192880265576677,0.175632051120232,-0.138786788532307,0.127666057586059,0.121724831534681,0.107148665477059,-0.0324659462653914,-0.103967587049833,-0.0657030094641462
stable,-0.0215720639198028,-0.0631156203527533,0.0389115575590128,0.136860080102159,-0.0755185221770247,0.100066154663419,0.165610559511,-0.0272479681444694,0.139294970906213,0.0831740379737129,-0.0767052115362566,0.0038278476970092,0.232486858159271,0.047697189555923,-0.0512545636736658,0.102137271075173,0.248431239737563,0.0127450347382838,0.150082304946758,-0.0240012076092906,0.0609272268843855,-0.237330418557171,-0.0471877617288384,0.218544358221944,0.007107654140943,-0.128366652961468,-0.0646937420931347,-0.156937804436114,0.0847779319309767,0.005390254670999,-0.159088841659802,0.0626592635367399,0.129368087674609,0.0426772645797762,0.132134604948859,-0.0469798778191433,-0.13514223163889,0.0488240730042015,0.23376990148615,-0.135565183351488,-0.0508774092802663,-0.0307630470909524,0.0439405522003342,0.0018952008268322,0.0708555468946309
