group,ARID3A,ASCL1,EBF1,ELK4,ESRRA,FOXA2,GATA2,GMEB1,HINFP,HNF1B,IRF2,IRF4,KLF1,KLF3,MAF,MAX,MNT,MYC,MYOD1,NANOG,NR2F2,NR3C1,ONECUT1,POU2F2,PPARG,SETDB1,SOX17,SP1,SP2,STAT2,TBP,TCF12,USF1,ZBTB7A,ZNF384
progressive,-0.432274743835975,0.44423708588659,-0.157174411471335,0.505006933268268,-0.414906911484822,-0.027287745422628,0.127181525555616,0.423638734516829,-0.0121731322189076,0.49441632420677,-0.0638805992592105,-0.302887905989357,-0.424462732447428,0.509293000023554,-0.314581969643963,0.0626382147824546,-0.372129282483104,0.0460927834666863,-0.464924863388354,0.423391215758606,0.208423569585122,0.0165709816391978,-0.205973932326326,-0.42136475573161,-0.528359928882764,-0.141850604994536,-0.428538009034421,-0.466425944889833,-0.330713805099217,-0.436763616283483,-0.0556038913632905,-0.115832391267307,-0.0566642297856117,-0.1527270582994,0.0828085982347729
progressive,-0.126377780829698,0.0539127371610167,0.152625009522551,0.0622956759180582,-0.234526140121855,0.414919257075038,-0.182792122105037,0.326602673704867,-0.069568131787198,0.262460216462364,0.205979487623074,0.129280727944267,-0.349433960470805,-0.0619577028652186,-0.205590215089,-0.148807724595389,0.12160692907488,0.153530294485515,0.0634695287533675,-0.240383333832228,0.0704553110509021,-0.0478593983753344,0.124588334219573,-0.360614229763404,-0.105372152072402,0.410751928628863,-0.219181559999624,-0.0587137650812662,-0.372096260710324,0.294778889640159,0.0136577324745753,-0.0653555390928747,-0.276048543756445,-0.0158002402202554,0.209700208820854
progressive,-0.052624744238507,0.0230871286824034,-0.11330758839078,0.167073927488279,-0.0484671957747684,-0.0834173311736892,-0.136508554161396,0.165248465725121,0.159533736430996,0.341808714882573,-0.166652661176677,-0.0299958808404084,-0.0846285485808997,0.433740108413709,-0.240787395315121,0.0279346081972864,-0.220619270647166,0.0984218730703507,-0.192950103212547,-0.0605865086528091,0.0122084328102145,-0.100102639680927,-0.453530797503284,-0.005274119121276,-0.216425260540204,0.132003276763335,0.0821949066087722,0.18527496569466,-0.0152603874900598,-0.290307526584832,0.03141681026717,0.201042822497038,0.0919095933065559,0.251301244471011,0.0836076225706393
progressive,-0.209870801218363,-0.13287807004144,0.163442370389404,0.150869964037423,0.0451556888491355,-0.117138494224281,0.0593609035017279,-0.12493376689729,-0.108286410582556,-0.023083949728938,0.0395229897281704,-0.337642673949295,0.284476325322873,0.128105287617099,-0.44019195529972,0.0726284227811507,-0.302291993506266,-0.0844333765974338,-0.0197405544511693,0.288928746624941,0.016699571370316,-0.127360679168219,-0.109451459010241,-0.190655660763993,-0.120079398448601,-0.0228604040222253,-0.340850092519817,0.333705876321104,0.0433314253447209,0.0465372121947565,0.159912415069293,0.383946550114417,-0.116186113366729,-0.336371563689957,0.0121247710317261
progressive,-0.304214901131257,0.289737315842521,0.490505539184179,-0.379510718637204,0.081173469653083,-0.181402906267408,-0.434265688639474,-0.243149188823641,0.506715485105755,0.0330385920691664,-0.481967476065181,0.406733528581835,0.138960070762824,-0.231393884529368,0.298646599097128,-0.433708858436061,0.439462770537995,0.410074509802313,0.159315308198696,0.239560727512757,0.420035583441144,-0.4009177464573,0.0297594808712904,0.301987580317605,0.284663973989204,-0.0786367987264242,0.100662526772535,0.30303937070183,0.479925765319333,0.238694547196337,0.504859384427712,0.412858660819377,0.555778413028693,0.466314360347017,-0.579969591865854
stable,0.0219588093629098,-0.0244339333455808,0.0085396139532327,0.014318615333382,-0.056181619425774,-0.114816398225789,-0.0698007030360005,0.114724690853675,0.256684675053804,-0.210242511976345,0.0459070580024571,0.0121309300699095,-0.0281901893021974,0.119800927402419,0.0239957701989077,0.0838898703219738,-0.0745122655017903,0.121527253250502,-0.175806573364859,-0.0509633313907349,0.034023845607529,-0.0637159933090802,0.0754975424112512,-0.101385348085861,-0.0274915300050777,0.0075578267479149,-0.312819799303789,-0.112521866432523,-0.141533932379599,-0.146076962662948,0.286356602998996,0.0495005808438125,-0.139366774787556,0.130076566528486,0.0781302162721474
stable,-0.115290398069249,0.0068598936004329,0.141236659111947,0.167292993639614,-0.105776558166474,-0.0109125033407136,-0.144686812733189,0.0087879562257419,0.142215801612499,0.0365883248811464,-0.0320698063708632,-0.0920769192161384,-0.0234374524287668,-0.0202022134798425,-0.0690095932733634,0.0034750265584269,-0.0245989053590155,0.154413927334401,-0.0635649971316561,-0.0281236387448154,0.127068651430788,-0.072339716425364,-0.0284303138604373,-0.0960591662675534,-0.0091290707928508,-0.0022544174274949,-0.361890224788836,-0.159942279284997,-0.0927263098257523,0.0704287173378098,0.127185128623289,0.041956310814444,-0.066493443823967,-0.0054500236743112,0.120035857726972
stable,0.038652657423832,0.245492049104343,-0.0142146028869887,0.116568750828701,-0.0133749652033469,-0.0727031491404019,0.0248867845073569,0.0550174886459486,-0.0379575164054231,-0.157661266883019,0.140353137838969,-0.039682582471028,-0.090035836719718,0.0247493416385166,-0.056574089293361,-0.0756891933698217,-0.0372325324022763,0.0770362325678849,-0.0844633847521512,0.0962609653795844,0.073568241828417,0.1817990042691,-0.0375959562598949,0.0272464799266649,-0.0199837590496106,0.0161746854063161,-0.0831274098701688,-0.0336846379558462,-0.125356436430216,0.056946053198786,0.118298889022147,0.0777228335384873,-0.0133806271134948,-0.149955100484922,0.128665988050712
stable,0.286050250434891,0.262374594917171,-0.0522732035183327,0.152963608413498,0.0359316377229333,-0.120320771605898,0.236224378571856,0.0456127064252287,-0.091468059910045,0.151085124910112,-0.192496194377741,-0.0920320770797741,0.209590844418258,-0.16489800091847,-0.210951095287593,0.150105972657894,0.245750965639382,-0.181624068977524,-0.0604325128333506,-0.0281675905864291,-0.030878759745884,-0.164409193357708,0.0844680765236177,-0.0947927638065929,0.166976421207155,-0.0943128496448475,-0.290336978555922,-0.0974177438521219,0.133952375987388,-0.0702745410783408,0.16887367966402,0.234926820675835,0.203984050416042,-0.150788019505929,-0.0337110328450336
stable,0.0465289819318647,-0.007916276385938,-0.036532963424313,0.0146504710136373,-0.0737933274197238,-0.108066552142445,0.0486051509203771,-0.0313474540110462,0.212414187353053,0.28874417128972,0.063418914116744,-0.197693236288992,-0.006478715610956,0.0330507665604376,-0.0216346063017727,-0.21952025580827,0.0169019915090962,0.063110642058429,-0.214635425545478,0.059845870343768,0.0889671731043745,0.158929387212881,-0.163803587404696,-0.174147986389625,-0.0303820827754015,-0.139522897384753,0.0659862102500306,0.228001355209197,0.040537731004254,-0.0786168784498285,0.0553529234538614,0.0932397470102582,0.0098582742264965,0.046499682240434,-0.0925740723134854
