group,ARID3A,ATF2,BACH1,BACH2,BARX2,CDX2,CLOCK,DUX4,E2F1,E2F7,EBF1,EHF,EPAS1,ESRRA,ETV1,ETV6,FOS,FOXM1,FOXP1,GLIS1,GTF2B,HEY1,HOXA4,JUND,KLF5,MAF,MAFF,MYB,NANOG,NR2C2,PAX6,PBX1,PPARG,RBPJ,REST,RXRG,TP73,ZNF263
progressive,-0.23213176563517,0.21707153278355,0.12153599997315,0.0058183306319029,0.157728042472903,-0.222677769752593,-0.448252042512906,-0.123145695906949,-0.0446140602615474,-0.17998521476502,0.308350947239982,0.0128506600654026,-0.184589546595326,-0.133546199329755,0.268675187188319,0.179249218099123,0.387371664540786,0.0904072979770578,-0.328670786372835,-0.108104456517674,0.199863455898335,-0.20669002282309,0.164337767369211,0.0883623351978362,-0.244311323364358,0.0034093264910552,-0.114150708697726,0.210075607486213,0.227647725733054,0.0037828645838542,-0.0533478873635171,-0.271722055106277,-0.195290779838605,-0.102450735892768,0.206884705812133,-0.290840557745765,-0.0344604718492359,0.350693705962688
progressive,-0.280166843044259,-0.386033003053562,0.521819836925371,-0.501747587178753,-0.127900469235828,0.461641214401868,-0.582514636531779,-0.0694874069618085,0.297285738685845,-0.143778780183839,0.604604669420663,0.580719748038949,-0.467020014231689,-0.532914711383503,0.479317346667044,0.466060980674246,-0.604490289271611,0.130803965327171,0.483913082399504,-0.556028299965194,0.361147988573718,-0.360059910745548,0.48257864732722,0.149298355581725,0.338145847316745,-0.460098548801821,-0.52939238935754,0.185020155978249,-0.471947159113969,0.246891018142868,-0.154260694356021,-0.496324794983911,-0.517446995842348,0.506489964127947,0.524696937597702,0.498354309423517,0.464219166992061,-0.394939990558015
progressive,0.0148718579870481,-0.009169039978761,0.378119707881432,0.10275262264946,-0.0797119269033352,-0.244340208590732,-0.100546596161736,-0.0067974664498861,-0.0979692484971909,-0.242347484560714,0.33851183686052,-0.0235483631998322,-0.0588041036469619,0.170672763846298,0.264197868944813,0.253465523466754,0.427526792666138,-0.0329067518843649,-0.0556446417885691,0.0632866490923907,-0.0301465192248881,-0.420993806055076,0.27390788349902,-0.085517708023114,0.115943459556273,-0.256233588622895,-0.0688284066352865,-0.0356871361129298,-0.0539723657288812,-0.12555514966206,0.325620079656438,0.0956344040546163,-0.216050371293602,0.166881607329735,0.0940883604654427,0.183575091118694,0.0936050269819551,0.0782977430152893
progressive,-0.265772958937297,0.479296634646155,0.367856431055812,-0.199601430847495,0.222938321814081,-0.196895139567392,-0.29543770017502,0.117173211038114,-0.255058751759369,-0.486419593295387,0.0974167434351048,-0.25802917706841,0.0751482962659041,-0.0588493864023549,0.143831262663642,0.104730224990456,-0.215576668273944,0.057565521819074,0.224024627133914,0.182696852995459,0.119550958556812,-0.0271202861761696,0.156506989761389,0.285542957996707,0.0317171925445528,-0.20628867660063,0.0515597202102691,0.0480399177713669,0.290126874166945,-0.130351767055704,-0.236770717804944,0.103037169165623,0.113232850934284,-0.120726571488889,0.116404083056308,0.24627737781369,0.070162225211442,0.162506837529378
progressive,-0.499460635781124,0.204718267525539,-0.306428189023428,-0.229326503851472,0.173185100374217,0.207005967887497,-0.0703004138255927,0.50607641790895,0.0159520727941978,0.0170650081054209,0.0607786339406839,0.184067134528399,0.23056309864172,-0.16007719559759,-0.244351130552984,0.407457983386681,-0.0529262570226098,0.499460635781124,0.138189467810202,-0.429098392216019,0.150308096754631,-0.457478242652208,0.241012324619314,0.0949086501515257,-0.0451357098440481,0.415804998220854,-0.284478631496528,-0.0531735759806594,0.285282418110189,0.235323988584174,0.324358813482022,-0.249668488151049,-0.0239899389308091,0.174607184383002,0.14202291165997,0.488083963710843,0.131326366724326,-0.178873436409358
stable,-0.106289885789794,-0.172638635149851,0.0447653644402998,0.0987950626755836,-0.033978638429473,-0.0345388438492614,-0.208045052432426,-0.156049240499147,-0.45601202765836,0.100155217555741,0.206922333949856,0.111887625698603,-0.0095387426466219,0.0334458237286963,-0.0643801793880037,0.254996356781552,0.225810793182227,-0.252813376675696,0.136559891097686,-0.310261898172248,0.0726334645548497,0.381656359104107,0.410562045741222,0.0901261007729655,-0.116440354494346,0.133469505633799,-0.059530918467575,-0.154200216467396,-0.0638997883161049,-0.254321973199729,0.36245190328006,0.0521786675574515,-0.200593071212055,0.126109629468566,0.12140630188441,0.101956031915385,0.108231466372052,-0.0279346705983019
stable,0.110045885962756,-0.14235998439821,0.0347501387893054,0.120067283889617,-0.188220411096485,-0.285562593457766,-0.0084469583561745,-0.0681948592471278,0.0081871937617604,-0.318515361814363,0.247324126648774,0.0291809555902229,0.175938116249065,0.0736692004064681,0.232660174235643,0.29441800126529,0.377645343096243,-0.386138314690894,-0.106329381649001,-0.0847482085699184,-0.118801669130731,0.0500811481676016,0.436687193405854,0.0011719683690965,0.0448452813196588,0.0096384813873894,0.129579566353039,-0.130885717502235,-0.175006126396145,-0.0915980485756711,0.284518289648062,0.0551631232959138,0.186917769758439,0.125026415627698,-0.082100036772967,-0.117193674222681,0.153758693931088,-0.0413692183543188
stable,0.299454731284525,-0.161423508731854,-0.113645735317929,0.118435451050237,-0.179954883545127,0.0255570589033586,0.143730041088053,-0.0544819325656454,0.15904020079067,-0.332948056951309,0.189677076244511,-0.0244245419359935,-0.0791597635469351,0.0953066973933519,-0.0256797493976384,0.372668306731849,0.309620653834123,-0.147227968815566,0.0292600874006161,0.159605048773005,-0.037457273790399,0.0888698860544586,0.419999598661783,-0.0742800069581015,-0.0778329442381765,0.19114531565561,0.0208371283033042,-0.293860405463741,-0.0583530419530123,0.116641015860246,-0.0914801459747896,0.141815898267287,0.19594132083655,-0.0348666452740717,0.169635378209437,-0.205359423319147,0.0402836178926082,0.259497286047837
stable,0.135889585914484,-0.13076946052281,0.262488589304763,0.0236466418719179,-0.0068366119293926,-0.249460718318568,-0.148858027940864,-0.10195510663326,-0.28894555823986,-0.208897574144674,0.165356571909363,-0.0176903825227603,-0.310244701876416,0.0047822386183147,0.101656984026797,0.236367225592466,0.0529107871575161,-0.0559720847822578,-0.0954672460037009,-0.0487149070330343,0.0203499099584721,-0.0302003415319125,0.379600688177441,0.048870595697415,-0.137757198015464,-0.056653616528008,-0.111703303012574,-0.156731876212784,-0.109009009092144,0.0536672841359409,0.281098002122008,-0.171307724931078,0.196148269617287,0.363645261887406,0.115968281525434,-0.159663560036684,0.0960449128763542,0.0923116442891598
stable,0.150618091983971,0.117717401946101,0.290580900263758,0.04499526197751,0.249210873532304,-0.0889297044809834,-0.318323943123015,0.192285411725788,-0.231811764959757,-0.243931726284739,-0.0612795217611929,0.0334291230926381,0.0133267917278674,-0.0603961644269122,0.174268172650607,0.255585542008956,0.0661037685336797,-0.0415425691287219,0.131716002081253,0.187290643164556,0.170038951161569,0.150663423896898,0.269578168171086,0.171145805368889,0.136239617446688,-0.105409699733664,-0.0900541291971901,-0.127093640455875,0.0218023659521069,-0.0838648295892927,0.362008972252841,0.0113386007947887,-0.154162766446781,0.148861656063108,-0.223699285301662,0.116499414270073,0.126442301691443,-0.157613262981958
