group,ATF3,BCL11A,DUX4,ETV6,FOSL2,FOXD2,FOXG1,FOXK1,FOXM1,FOXP1,FOXP2,GLIS1,GMEB2,HNF1B,HNF4G,HOXA4,JUNB,KLF1,MAFF,MEF2A,NFAT5,NFATC1,NR3C1,OTX2,RBPJ,RELA,RFX2,RXRG,SETDB1,SOX17,SPDEF,STAT5A,YY1,ZBTB33,ZNF143,ZNF263
progressive,0.32067060854035,0.130881400798621,-0.121950949865389,0.0637191459703167,0.124139397066226,0.0678130204292124,0.0357181983833382,0.254150105938979,-0.155042651072765,-0.0206352183755967,0.157917917370404,-0.0795953028877518,0.130546103286796,0.224964801011844,0.120323134525723,-0.0621111600533924,-0.186228925022081,-0.140888048584324,0.0082382238120447,-0.0607104817378653,-0.0444341310159939,-0.353856048837053,-0.0325941629640223,-0.0010924209256234,0.0785984237262505,-0.0501035432455083,-0.131200474237294,0.0673984052264181,0.091020655736929,-0.081032034699174,0.0015286682259549,0.0152794715603702,0.10130311276623,0.0368466728048568,-0.115713695075526,0.0287526629763926
progressive,-0.0490482231218077,0.0676862047935573,-0.0979694938647763,0.0982782969484393,-0.0141946484123763,-0.0908807475220232,-0.0462278216243523,0.365554228149521,0.0870207089762356,0.101589352234382,0.0373926222862162,-0.253393517017742,0.0156700409232106,0.0512201381435709,0.0859776407825295,0.327791042162909,0.040240472946664,-0.0764562123695867,-0.172346432137699,-0.159064468394815,0.164598905883131,0.106732639150058,0.0881358312227965,0.0952383021470457,0.241233537812168,-0.113989511616138,-0.0298200844457245,0.227402590809439,0.119832752188117,-0.0527881715795042,-0.0548880325484126,0.0123692790733905,-0.0349290599076602,-0.0453597418447218,-0.0979935118823945,-0.193049963324616
progressive,-0.132098925943696,0.0913428016961874,0.101470867436133,0.168676881676513,-0.0601641770555197,0.0547967538737979,0.0017583821884723,0.122684413003968,0.0647290411605687,0.0359140767432914,-0.12646651684657,0.0278779678565054,0.087137851749752,-0.0736214487626417,0.118062715695582,-0.0113326998430268,-0.146527930524049,-0.0447642350900065,-0.136961744525338,-0.070995277475626,-0.0281704423041608,-0.0633893508604442,-0.0645250426639871,0.0382679259471322,-0.0483038034583369,0.0543669251524477,-0.139785903954616,0.231179263337132,-0.0042273120000034,0.097041413078382,0.0565987995186443,0.0333440315591046,-0.0126740695068579,0.161972154658881,-0.0301853252019398,-0.0722426027718822
progressive,-0.0062296279656776,-0.296305467044147,0.0090123567223305,-0.0050933874563735,-0.179225426980644,-0.141967646184361,-0.0535644985908766,-0.0188870442418555,0.0799767879764854,0.0519464921056276,0.223718181345237,0.0884982887987966,-0.0072240656594205,0.21166130605291,0.0959071829143972,0.0102140446849705,0.0695185273313819,0.301140700656807,-0.0546213537632639,-0.0465949508055401,0.0922451555022776,-0.15794530872746,-0.17293762350089,-0.31237402882799,0.0258735598854642,0.111881209487866,-0.334940674335176,0.126455993748811,0.0260644482910273,-0.214288294110421,-0.07931746548362,0.0615624197865004,0.171083278989706,0.0824110696436184,-0.36266312477738,0.0776449194539244
progressive,-0.284859479957507,-0.308566110458105,0.398529733896272,0.319811563387876,-0.457036482247107,-0.300891848661437,-0.437584887990206,0.0570630753395806,0.301347745401833,0.318291907586556,-0.194667908149142,-0.305450816065398,-0.3365277772024,0.362969788145375,-0.302563470042889,0.0866963634653282,-0.312745163911736,-0.142619696953919,-0.375127034555938,-0.0735513407839068,-0.165718465133988,0.436065232188886,-0.058582731140901,-0.0023554664920466,0.450046065561033,0.362437908614913,0.122636223166555,0.400049389697592,-0.33614786325207,0.35028066220435,-0.206369257819309,0.433633782906773,0.169973501377686,0.307958248137577,-0.18630980124188,-0.328473601455402
stable,-0.12869564661621,-0.0116204312170909,0.0028318765634976,0.0617669411665444,-0.0191037776876612,-0.0679173736863165,-0.0491538748914655,-0.016529558566315,-0.0589849597776756,0.0402393116788408,0.0586425115294468,-0.131496656351179,-0.0861578718805243,0.0012157687581913,0.0711648987480263,0.0832783934609832,-0.0484552184834954,0.0201433947858587,-0.030602725001308,-0.0882380977822535,0.0249389718743127,-0.0867972738947737,-0.0518544124797601,-0.0062866060584796,0.122162849708506,-0.0048633849406824,-0.1082035434422,0.0220045157903049,-0.0938895785557376,0.0173664339052444,-0.014926528875104,0.132032549121168,0.0885005897879094,-0.0361454900775263,0.0192428023792046,0.0037910415664551
stable,-0.0490475553352664,-0.0179472024730616,-0.0297766207164137,0.124614274939448,-0.0006257798697798,-0.0949300349030101,-0.0583260849881247,0.129215130513436,-0.121536617998973,0.0323256147812439,-0.0676716447632704,-0.0803015903149901,-0.105570322538193,0.0035601745838855,-0.0429937339005794,0.0599514977919629,0.0201545053021402,-0.0038262652241097,0.0122136911987802,-0.0404021581160727,0.0581886867697618,-0.0024070399633238,-0.0393187149752782,0.0086893772792409,0.110417917525984,-0.0023566997099774,-0.0784250175374668,-0.0611903822526782,0.024147218138121,-0.138723619495649,0.0239004787243176,-0.0027393938940192,0.0189501282731543,-0.0027706084597143,-0.033345455989047,0.0139637818343831
stable,0.0316017117817056,0.0626382831406063,0.0551772344568022,0.162643189518117,-0.0993680597879181,-0.135251130898983,-0.0019343316766519,-0.0368360416617641,-0.0047817328918394,-0.0599270520462964,0.027697277955799,-0.018947170485641,-0.0738082534444057,-0.13215694371346,-0.0535426698045937,0.154036576992326,-0.0109777625295375,-0.0205114058175823,0.0042965872518756,0.0050856579927748,-0.0091045628383958,-0.231237986075715,-0.0760594250423554,-0.0243613440582074,-0.0097224640198662,0.0222689228640715,-0.0866199755392507,0.0087791313948101,0.0548329952897465,0.0003559423624799,-0.0330506499860201,-0.0251395927854554,0.0604857763643157,0.0354381018525689,0.065039696230873,0.0861676539203357
stable,0.154731277806008,0.0952401092902263,0.0378437631912267,0.0272334688620005,0.0516748777600735,-0.0972018592370364,-0.0817572895600206,-0.183833332928441,-0.074298882116934,-0.0243972241733793,-0.0307085132360756,0.150034998739153,-0.0490909135963162,-0.0562159272076232,0.148798474317594,0.198608134740525,0.132875128811419,-0.0598414069640132,0.0663324151268565,0.142914001921,-0.026240802657079,-0.140525694456033,0.13222505619034,-0.0230872313092942,0.203302729345735,-0.139901536629495,-0.202895737497457,-0.226264533049447,0.0661497158253372,0.0103206965002222,-0.0407560678018278,-0.0034395411055529,0.387038363498753,-0.246828699962157,0.0997525228898075,0.141818194833802
stable,-0.06873510053211,0.0730035525902467,0.0893357043586484,0.0478904818070423,0.0692590969469951,0.155095704141472,-0.0040151354481005,-0.0785563643027772,0.0430634102967452,0.0275002000129085,-0.0226500809285444,0.131348951426272,0.0652584308279052,0.0278922154767466,0.0914274525718355,0.159349480165898,-0.0482042595418729,-0.0417322320277669,0.0421015099745883,0.105518925390591,0.0034680914591485,-0.0135761580012764,0.317122320231387,0.0054953478058882,0.0498821849453559,0.0106491160947755,-0.0075268415989811,0.0197559050693676,-0.163206899927783,-0.0438898156879524,0.0364423486938297,0.0068474032495818,-0.0898304520584619,-0.141733692209553,0.0373193967365742,-0.0850815149248222
