group,ARID3A,ASCL1,BACH1,BCL11A,BCL6,CLOCK,E2F3,EBF1,EHF,ETV6,FOS,FOXA2,FOXP3,GATA1,GATA4,HEY1,HNF1B,KLF3,KLF4,KLF5,MAF,MAFF,NANOG,NFATC1,RARG,RBPJ,REST,RXRG,STAT1,STAT5A,TAL1,TFAP4,TFDP1,THAP1,TP73,ZBTB33,ZFX
progressive,0.0571475729518853,-0.104461196397819,0.172173049465957,0.191750055803651,-0.281925156267659,-0.20164778964238,-0.139942826113551,0.361988845378134,0.0689540529489766,-0.069671626692722,0.212462423264783,-0.0667566826847962,-0.148129545225527,0.0230979015070054,-0.0630045693091674,-0.0052765589290079,0.0939288084479561,0.1053621500983,0.19668696316062,-0.280781822102625,0.31436586791823,0.221806828016668,-0.0275612101931019,0.0171021742259325,-0.0828558482778046,-0.0577646863715064,0.1100965421987,0.0058554017489626,0.147301943507741,0.158319092386712,-0.0336988576146044,-0.0120185629035761,-0.264437086828424,0.276862274853455,-0.116905519722684,-0.163040727620557,-0.185028781737236
progressive,-0.351273116582818,0.0914514300254113,0.717445969958483,0.576701758029983,-0.406395974877352,-0.564612793583036,0.584790438323203,0.62498712622916,0.603029619376541,0.507671891315552,-0.595029051069087,0.644157357265414,0.574302174950985,-0.0502532025479265,-0.0290064657138119,-0.586117992242061,-0.122851604685837,-0.605966685568705,0.567723146680538,0.58446148690968,-0.490628096202424,-0.605693538412834,-0.619629917494653,0.669145916428346,-0.550473756933958,0.555246489496225,0.699391824075251,0.608909625893254,-0.583568618787263,0.486210748649409,0.556562295150314,0.259163783730362,0.581486238857018,-0.616695788368681,0.617312572269035,-0.278510238738146,-0.0786575696923448
progressive,-0.091683966287895,-0.058840059297879,0.33283574921316,0.175013517928349,0.0146467832678364,-0.339759938063801,0.17383240808049,0.175687632239862,0.141781038829536,0.262308425458427,0.386651576478695,0.253608647250079,0.224989652259231,-0.238342846284704,0.17465687594577,-0.40529960845107,-0.0209597273872262,0.239136069873733,0.0859333429354802,-0.10000317397039,-0.264772913004703,-0.215223148736326,-0.146922017767288,-0.0453813967886694,0.0128837678261821,0.0322664213182263,0.0396176660813394,0.229131195384694,0.100511922234426,0.284563266199054,0.0672517805202988,-0.096981166606904,0.196939607918368,-0.070188285254628,0.155001711400372,0.204484338577585,0.0614836298909625
progressive,-0.219917089198126,-0.194633241373034,0.358038593046216,-0.33103740902508,-0.0941728661295327,-0.302661272554242,0.132193714366353,0.182143277335248,-0.259652564898819,0.0547597295571193,-0.122471532860297,-0.0546573394810776,0.0349296430839417,-0.12180843522498,0.101453396457175,-0.0098272803142673,0.0509301240145859,0.269919201571128,0.0471487339046859,0.0383041816218453,-0.291584724962979,0.0037326329308325,0.252037235274913,-0.0261083858977666,0.0562126934933302,-0.157459142812686,0.15087475665284,0.310311815696363,-0.1112259603816,-0.188825719599663,0.0965549252001961,-0.175151497856972,-0.0758634618968263,-0.260527485389863,0.132285811260147,0.275456933620325,-0.0131796072483736
progressive,-0.568231392414927,0.554613646627205,-0.33512034406693,-0.486896310755535,-0.57454507455287,0.125840350847445,0.294143309014786,-0.111975009681765,0.183715770445262,0.600233095016072,0.0528616131941555,-0.309679918981686,0.0989762523389398,-0.562103406810452,-0.74996639983652,-0.243200559999809,0.655137370078386,0.0145462284550662,0.157161166159205,-0.250876016716525,0.661512951060819,-0.424873668576913,-0.0206742140595409,0.445362186102985,0.31586980343065,0.240291314308796,-0.0018569653346893,0.556903903873322,0.0238310551285127,0.577268623710415,-0.111417920081358,0.628768462325798,-0.275387959134424,0.121816925955618,0.150352293265344,0.68738666805749,0.556842005028832
stable,0.196379951007367,-0.109793958426345,0.0309416893847104,-0.11153403993083,0.276335613935603,-0.29320801198207,-0.256429574807453,0.212891900003974,0.143284411683231,0.246575992067564,-0.027845834223202,-0.0343007463450892,0.0216185873788614,-0.113939902692469,0.18061452063364,0.0452800213836852,-0.19212321937094,0.0444224637154206,0.172924739563257,-0.217914176899346,0.185653005404177,-0.147710973663775,0.047731286329792,-0.203900858098938,0.0842021262213914,-0.009237784153662,-0.154594689787303,0.150363981354168,-0.0124148800310581,0.222410150867009,0.159801142506363,-0.165630138703799,-0.0694111314231735,-0.305450645588241,0.136119171814995,-0.0414890396506716,0.193143409476028
stable,-0.144266873439369,0.340244771099825,0.195474265195493,-0.125553252628345,0.134992454520061,-0.236974005804384,0.0968976097710704,0.0047889181023257,0.217243720471346,0.277914180573171,0.159853137786507,-0.065450636196694,0.110748121460736,-0.0633122483373941,0.0250675516552803,0.130580835270519,-0.299449458357251,-0.0798264419627191,0.213180156899204,-0.129461046005679,0.0797168574179234,-0.128686836805508,0.0465522727856194,-0.0517595307580354,0.0562884321607082,0.258539803251664,0.0674589770247186,-0.0359702661669555,-0.0893472230302108,0.185821386979933,0.0731736195626431,0.128631212881958,0.184766930682323,0.0417150415535901,0.0217328239437241,-0.110737368017936,0.110241858657246
stable,0.0342249878512645,0.279348959181423,0.133035319819522,-0.06811619909656,-0.0158803574339189,-0.123248049804223,0.0774413918312345,0.0658016140996729,0.197279139649234,0.227566704825274,0.0979151268269996,-0.182231402793164,0.0985123245975657,0.105983153883927,0.138033339755024,0.0388185277896651,-0.0769827244582532,0.0392796076143124,0.238043472084011,-0.253627260339577,-0.0407240398526258,-0.151200013817902,0.138597899838148,-0.150422369302056,0.0151335412667651,0.176083455295795,0.181176187155834,0.0776980627704971,0.294646964701181,0.0329802555782571,-0.264432584957891,0.0315684842240359,-0.0534406756965584,-0.11082199840278,0.094581744934278,-0.125756535603758,0.0818207570943336
stable,0.152294595825213,0.207707727432161,0.128944042926056,0.0108122463160719,-0.0349950322412271,-0.104950196981958,-0.0909269556201328,0.0444150086100333,0.0258114770067949,0.101539540404399,-0.0367009622496913,-0.0591838353632313,0.0949741222207302,0.196187749363075,-0.0222657070090827,-0.043170105283777,0.0291883278784203,-0.0625238172287096,0.233781226010833,-0.0909771718629266,-0.148060567911561,-0.0817822386562709,-0.266536438777726,-0.206216556649415,0.0317448707141666,0.22923736716125,0.0277864304161962,-0.0566495014540366,-0.0780338532301181,-0.143700507074819,-0.147776993834608,0.0496214155344739,0.204292913518598,-0.0055482931090395,-0.165032016922209,-0.0935991380389578,-0.270402761262118
stable,0.0159053989022434,0.0330460487684394,0.318228135557277,-0.120609932330448,0.170519290147742,-0.283313253989464,-0.33440955292713,-0.152454582288101,0.103864400564483,0.104815522649131,-0.0158344327999039,-0.0644591719298782,0.049253472349708,-0.103546507688662,0.010185442897027,0.0123284428743836,0.260393230536714,0.201913900412918,-0.28077019913954,-0.0388693243661303,-0.0018943100708971,-0.105329387755388,0.0956442338406929,-0.0673303458268928,-0.109777419630723,0.0614851192236335,-0.129119341019178,0.0137046563198776,0.254953965301496,-0.0213194513358845,-0.179680881724804,-0.131316821805535,-0.0199633376063326,0.0780598915607393,0.121468401777135,-0.136776539383291,0.258148585943211
