group,ASCL1,ATF2,ATF3,BACH2,BATF,BCL11A,CDX2,CTCFL,E2F1,E2F4,E2F6,E2F7,EHF,ELK4,FOSL1,FOXA2,FOXH1,FOXM1,FOXP1,GTF2I,HEY1,HNF1B,HOXA1,HOXA4,HOXA6,IRF1,JUNB,JUND,KLF1,KLF3,MAF,MAFF,MYOD1,NANOG,NFE2,POU2F2,PPARG,RBPJ,RXRG,SPI1,SREBF1,STAT2,STAT3,TFAP2A,ZEB1,ZNF76
progressive,0.351961831164276,0.0360295697869501,0.250975166730799,-0.174621691947157,-0.0408367583323981,0.441259983813716,-0.134125753869501,-0.335875115140481,0.0705627763602259,0.259485935377771,0.11469899934924,-0.188871224502537,-0.129089728867298,0.286063423433225,-0.191846098440351,-0.241471150484296,-0.0314106438584068,-0.042987171844457,-0.317558460878521,-0.303086583680762,-0.233693956861815,0.329644596293089,0.325715425641999,-0.06722273786376,-0.0107877725393629,-0.123621998209089,0.167389810732263,0.282061219870405,-0.266779488829237,0.333117716984263,-0.312238418997366,-0.321719713893554,-0.296343211497664,0.447542437176116,0.102646945960146,-0.29347382954346,-0.34338452141995,-0.137663792704435,-0.185784366766736,0.312830797059179,0.343538702011381,-0.326379213661947,-0.12487004952288,0.308065805307175,-0.224035760023881,-0.302354631609865
progressive,0.129128477134009,-0.0929071326767874,0.0787514575434685,-0.301162589296469,0.0650974797249339,0.0481509255171554,0.103442776287261,-0.0430738688585584,0.116333693519237,-0.200234307934205,-0.0854687940456122,-0.025751792708576,0.350169704841849,-0.0167272493935314,-0.0707182921558422,0.0511520968792492,-0.38502114525391,0.0915913037913049,0.16654247927967,-0.198792303676142,0.0527593307918819,0.0317270978529248,0.0444197394994173,0.432487118748486,0.0449154284631265,0.0751284218450851,-0.0274972186959398,0.131868285224329,-0.0190825230150344,-0.0715174028488522,-0.0358848767970066,-0.177964354673744,0.0791750462942745,-0.0589990033835423,-0.115005847931604,-0.0781205806805659,-0.0865743306434605,0.217021640838489,0.264298351274194,0.118292415969772,-0.29371523813868,0.21589207083634,0.0174001847139608,0.0792591632093282,0.0476041655693065,0.394769694873524
progressive,0.0164279727625342,-0.0411874910171036,-0.155703429192844,0.0940315933466079,0.162813463263606,0.146754873192805,-0.310299487303951,-0.132075757314058,0.0600700638247648,-0.0503591218400215,0.0425267946471835,-0.211492647539901,0.0279838080229414,0.0507667326100742,0.196928604392844,0.0270867690713098,0.0397067745769786,-0.0812285281813424,-0.0578625477004856,-0.141980248370132,-0.35453613376314,-0.206706134717262,-0.102512476981998,0.270768857144759,0.135567488231976,0.127053737773152,0.020371913875212,-0.0277114718145855,-0.0352721620931832,0.11350887694992,-0.0930841275193065,-0.0292424597316879,-0.0550729080746365,-0.0111588693007809,0.0977497401592908,0.0106638467662773,-0.0881343683703471,0.204921924630964,0.1749561616857,0.0953144872513622,0.0594734882448058,0.0056654478266101,-0.0291606423201619,-0.0210256761739584,0.085116681163464,-0.0877598575217665
progressive,-0.122165459529674,0.339004319611234,-0.085112687511211,-0.0324093735221049,0.150092271032479,-0.191045739317063,-0.105497201420924,0.0461875154134149,-0.243376878796117,0.399707189846638,0.361242021051826,-0.353754067524362,-0.318390352979985,0.310683376400144,-0.0877513938088814,-0.0567928421600328,-0.0271275694871175,-0.0514934723664588,0.06823528708929,-0.0805461392086688,0.0351051685351815,0.128763048668784,0.387423235295094,0.0359774182349939,0.204010367013835,0.0460036238782121,0.356042556510213,0.345678210014204,0.353448313538965,0.147522180979287,-0.143411793470039,0.037518813550962,-0.322410167046521,0.306813420211549,-0.44818374317586,-0.128733955381125,0.100035348360425,0.0151548582205293,0.112851216039166,0.0253034752438974,0.0969278558804762,-0.0565886402164643,0.341808802755565,-0.0249384368232711,-0.189129424841264,-0.0886192520690472
progressive,0.179243140315124,0.180919515008719,0.0024500860906383,0.169120416203803,0.103870755053117,-0.0049001721812767,-0.008639777266988,-0.223796021594891,-0.157966076896423,0.0928453676452443,0.0439725977319838,-0.0769842840058484,-0.0672484155930485,-0.267575191477614,0.180468183360444,-0.167379565560454,-0.143974795799882,0.341658057744548,-0.112575008269859,-0.0444239293802593,0.0143136608453085,0.155322562956523,-0.0930387954945053,0.119344982993991,-0.172021833942717,0.0018698025428556,0.17208630989247,-0.0941348866403172,-0.0213415393684555,-0.16428471997228,0.162221489580163,-0.355778290740596,-0.111736820923061,0.0665391801457584,0.0108964355083655,0.0745986738649637,-0.111736820923061,0.253261530632305,0.339014543804649,0.0036751291359575,0.182660365652067,0.330697146286429,-0.0960691651329264,-0.0550624610896102,0.310580649963293,0.0304971242334726
stable,0.0240653124601125,-0.168923330870191,-0.0932595578450901,-0.0572161846522521,-0.0878982851796801,0.016553272031071,0.0329913012691025,-0.197166349752299,-0.336407937194426,0.0433875150104766,-0.0422970533574889,-0.0116132459125698,0.150810919022879,-0.0735493677765086,0.0219867007540617,-0.0006268525174346,0.0894644078402038,-0.107611630459382,0.078546291144715,0.187357212178339,0.224145887617543,0.0367124331245995,0.103882946787106,0.154497136656966,0.301047072374189,0.305555041468338,-0.115281017646245,0.0445049252699156,0.0313744366067962,0.0935360267538852,0.0540717322849042,-0.0720513666413138,-0.154077959100955,-0.0147458533070244,0.0544603922251637,-0.210048766406704,-0.181710263594636,0.112216583501891,0.014854475329189,0.0976032490619076,-0.0654295095462974,0.0698034597550036,-0.0307170664736105,-0.12358584366277,-0.0229395227875351,-0.0652062654283629
stable,0.277480363875413,0.0671789698471197,-0.130016132109825,-0.214626141076191,0.106160039521417,-0.049039661168965,-0.033536264758023,0.0338183771565216,-0.111667544878161,-0.126677135736799,-0.0444922958905131,-0.238730897911459,0.131049858121722,0.084507091576708,-0.175732313681435,-0.14552918692195,-0.160197487883036,-0.164833916287154,0.135033711108182,-0.146567425465548,0.155809644558555,-0.18953191270658,0.177770671750846,0.177188040574544,-0.136415733316851,0.0168725935295149,-0.106531215045582,0.1867191408636,-0.152037563893123,0.0932120818956971,0.156103632040476,-0.0783825964689615,-0.239161488436345,0.093549928019057,-0.138228781470132,-0.0530811874772451,-0.0529982993949586,0.212224167952395,-0.129754246936755,-0.154431422376581,-0.111530031412132,-0.0925125603149101,0.142724331801252,-0.118350287657582,-0.0449973431884568,-0.130516033538286
stable,0.168766352627548,0.0005494977355772,-0.114747087264723,-0.0352477949898372,0.0876417739737067,0.0236989028801875,-0.0603464072252919,-0.121877599096553,0.0312631636385594,-0.16304663046015,0.0708802859495534,-0.0997229013630258,0.10317967249233,0.0729077447516823,0.0503122837328072,-0.126222554493046,-0.0480452905218421,0.032508438212668,0.0712328585338519,-0.0720858045646016,-0.0492641958623395,-0.0671111261897858,0.0606216554203175,0.172902779458874,0.105960354542733,-0.0276214512116647,0.0015681252990617,0.0777248259395052,-0.0619840103427594,0.071458459335027,0.0413872135886794,-0.0675937854080671,-0.050049185833882,0.0731431656551851,0.0181962453959605,0.0267978466004608,-0.0227770021357566,0.0699533919327524,0.0039925730320948,0.0236293775068069,-0.0390514796614204,0.0288322246514452,0.0750582282740135,-0.10991531158964,0.0637436633034427,0.0212630895081408
stable,0.123257049998988,-0.0753616634422876,-0.126364499194806,0.0109180464936883,0.302508502491239,-0.112806009884768,-0.1872041772738,-0.208471422731487,-0.389376978060318,-0.129551170677648,-0.068279933691362,-0.0466136509754596,0.0536691608501403,0.0424937544552846,0.102351818884133,0.0093232478407173,-0.128751858312981,-0.021038018470945,-0.14768137111354,-0.135870948574265,-0.198492790516305,-0.113423583622244,-0.131132803126668,0.316260321189211,0.15628914267458,0.152242391731912,0.0319706940801348,0.104042719572782,0.143177404045624,-0.0296709971233104,-0.168151217244741,-0.0923615959082078,0.13283923318408,-0.0992376177888518,0.0201356271078223,0.0683123428087806,0.238407544440346,0.388570576201217,-0.0671155686291061,0.109560596876605,-0.0713057974353457,0.0318281164698247,-0.155002343168743,-0.138011075640466,-0.371351094471117,-0.234809794811914
stable,0.157899309552141,0.173118214452663,-0.30533707168082,-0.0654250363598036,-0.0042366449219107,-0.116505787324019,0.0307407055852552,-0.294340224139763,-0.143057325519798,-0.132633923213043,0.101927285475489,-0.218100458254536,0.0992300361185659,0.0976262197032717,0.0018685670827982,-0.312915627492608,0.0881398644202432,0.0824201808516156,0.166057743622665,-0.282554742166825,-0.109592098178263,0.0839085652510302,0.083472750497199,0.177342989991465,0.226274838977175,0.166926201921099,-0.203175388540433,0.178662122424111,-0.147081318211513,0.136931455352121,-0.0850166763610832,-0.152961374361072,-0.236299121951159,0.0730884899729092,0.273457539558995,-0.300832504882178,-0.14569559038509,0.159438705117129,0.245565938949669,-0.0115303355390944,0.0230926549883971,0.0962739254827041,0.117762764055807,-0.250752043914282,0.253258748899623,-0.0324667494647735
