group,ATF2,BACH1,BACH2,CLOCK,E2F7,EBF1,EHF,ESR2,ETV6,FOS,FOXM1,FOXP1,GLIS1,GTF2B,HEY1,HOXB13,IRF2,IRF3,JUND,KLF1,KLF4,KLF5,MAFF,MXI1,MYB,MYC,NFE2,PPARG,RBPJ,REST,RFX2,RXRG,SP2,SPDEF,STAT5A,TFAP4,ZNF76
progressive,0.210838360759934,0.0922181459788463,-0.110477269257784,-0.391095577877548,-0.196902309220147,0.11024940603288,-0.0617588458665086,0.52058360257975,0.183434643198219,0.388878658585253,0.0834691475726374,-0.333870260756524,-0.109565816358168,0.289489150555956,-0.238147135311273,-0.0030413410990655,-0.153054462261195,0.209252812486644,0.27204179001574,-0.353683284638626,0.296715896029126,-0.205784227840884,-0.0981204364572617,0.0558581377715995,0.286414579403259,0.270210972298976,0.354477641158778,-0.255809700008344,-0.0548596537791383,0.233350930903746,-0.167946273438774,-0.266897461236831,-0.280428422599011,-0.464500766350259,0.298966045375053,0.0024463649007051,-0.488738134515914
progressive,-0.367584044451104,0.496307361859868,-0.493630451653408,-0.533778240762996,-0.136959287583951,0.508973574446841,0.518845597081178,-0.302936516365418,0.380138841279209,-0.52478874821863,0.110735536339071,0.476020897765131,-0.532798954882429,0.308580604150122,-0.302215245926438,0.40544781050392,0.32496165269721,-0.199355044543064,0.100247795037311,-0.196118123548615,0.456704923569998,0.274607593676684,-0.509290229761515,0.158283677432343,0.26300862677991,0.127427376213523,-0.0628531479691976,-0.499937170004005,0.481685509505416,0.504921559216471,-0.16273444379971,0.480547895967512,-0.367331892996826,0.0690308585990012,0.152340526294891,0.0623635050289142,0.341577260736648
progressive,0.145992564168109,0.353672556851065,-0.0547860965380032,-0.284348613634705,-0.360598379707006,0.281261698047765,0.135351885669894,-0.202473703350634,0.357241455980962,0.353093066143508,0.116558634660641,0.0840011293062202,-0.0139382764922865,0.125054155537655,-0.48412657093626,-0.0903714199232851,-0.0884207442208689,0.0271828982722856,0.0878945706134562,-0.143372116163455,0.0447701636326313,-0.0346696535298841,-0.256251186386483,-0.368567118507561,0.118921928434786,0.194366613900775,0.0863188639605551,-0.305179779595825,0.120776466027955,0.0332940571344422,-0.200916631062262,0.244398741783425,-0.019485993017971,0.0733646340326956,0.275068852216201,-0.0166808746578974,-0.171149564752183
progressive,0.511248270470364,0.40360457753168,-0.180520485565342,-0.178181040708599,-0.582895257748914,0.224799973547984,-0.284934315602549,-0.243578863047053,0.137611537697755,-0.293135363502713,0.0960097993000982,0.140367773979693,0.266459088427551,0.157903325941525,0.0105015200522132,-0.0896025783909674,0.246009785502312,-0.188279842812312,0.404078745438784,0.474330834661845,-0.0227687201420697,-0.0209689389878195,0.107623665298773,-0.193608277604023,0.017651387500782,-0.102485763730008,-0.452948351974221,0.0341547040758001,-0.0686087401751492,0.151026808713376,-0.295231770242687,0.279362842694069,0.0059779798699367,0.219543530002443,-0.127473221601783,-0.118260507242283,0.0368059305700911
progressive,0.0789255046337996,-0.418095200603148,-0.216087903531819,0.156677625395892,0.254686057206408,0.166867537965983,-0.0943030090577559,-0.341022407345729,0.461633917948085,-0.191138056996565,0.619793712445081,0.273027899832573,-0.437857455284538,-0.0632392149804467,-0.454778885855478,0.551243391519011,-0.557295582015186,0.493871095897102,-0.171375802315175,-0.0674386941002419,-0.0493438796575946,-0.302918310038175,-0.307550088479125,0.0649684122650682,0.245237229186869,0.623066835876686,-0.0300139242973604,0.305512105965107,0.332808720243776,-0.12024096832708,-0.221090224248046,0.515671333092509,0.115176890564974,0.207750702338108,0.60108132754364,0.463301358186827,0.277844949411162
stable,-0.0222795403262512,0.0958752774449496,-0.0165671193090715,-0.273571698806924,0.203190192174437,0.0470565690360043,0.174488159129224,0.115371856289342,0.318997379892756,0.102286836724796,-0.139498596138712,0.253387968360179,-0.264803832937651,0.151380536173498,0.212995882151986,-0.0236287166823487,0.36420659894547,0.286207544606732,0.213967202864545,-0.0597369510465186,0.156914060046995,-0.231604294605161,-0.209888478387401,-0.401452512818272,-0.0744562188383953,0.259272766580285,-0.0398834305223993,-0.143620251918068,0.162067170454041,0.0318561296162922,-0.194685430991387,0.230626704718798,-0.27127562643941,-0.0322130712960196,0.0932131354806488,0.0701149413623238,-0.252961965461823
stable,0.0455687803625276,0.127860382272396,-0.0449621703483975,-0.220410923051988,-0.186168011510263,0.0390953672900903,0.196533890278178,-0.255621038846082,0.405593405471627,0.257500511414664,-0.26705527497353,0.1319923053806,-0.262924933588207,0.101620332671729,0.140045705296633,-0.175471436924419,0.120742899358576,0.0352105787373764,0.184783155260121,-0.183883386412528,0.183092987915358,-0.141434689457707,-0.0296495497169727,-0.265996253636855,0.0594345103439936,0.134828488820488,-0.104418053240587,0.00927780774028,0.242412881218397,-0.0026346873763038,-0.0597690640226082,-0.126648281023735,-0.151199474952272,-0.143966834897001,0.15934164424267,0.105238581629707,-0.315571653792532
stable,0.0769188483691432,0.129220818102603,-0.0963564355800806,-0.0600929753488867,-0.0901071236809041,0.115938994650091,0.199718710852398,0.113748062032176,0.316016769360239,0.130759944102824,0.0953366590625524,0.147192956570563,-0.0442572228826463,0.187488170487073,0.049870365786075,0.113618172613205,0.233556951727415,0.112237065245396,0.156514783591124,-0.119374876288519,0.283846202214956,-0.289864003285092,-0.170896746133116,-0.339850749065262,-0.123868148014421,0.169722444002279,-0.11488692505529,-0.0229682661492667,0.183990432338168,0.158144450497107,-0.249046363253169,0.0360840670977798,-0.198174819541347,-0.224393004543804,-0.0222165499321902,-0.0470377354865475,-0.127324756441701
stable,-0.0110243696030565,0.315262842164173,-0.0784755126029818,-0.255383766177322,-0.131850177917198,0.0342826048649993,0.0911933723251867,-0.0008623419937952,0.296751183308964,-0.0130258855868905,0.0330420236301645,-0.19548947366928,-0.0717462234850282,0.10840749668053,-0.0232581265725057,-0.120113131675206,0.079134822728311,0.152605295443181,0.136521541233473,0.100733478975474,0.106322724587893,-0.261969911306641,-0.201606732567034,-0.482154168527754,-0.11595999959493,0.0825079994080986,0.118843965118419,0.202691453149096,0.41436011035384,0.206879691917549,-0.47766181671435,-0.152823761211713,0.0195671419786952,-0.0440882398100742,-0.0350728857620102,0.137190850787014,-0.213963743358132
stable,0.226286848209548,0.386444677360984,-0.0749545536791151,-0.38451682260723,-0.360512439956458,-0.121662126808592,0.14218196688531,0.0142937914305154,0.309973398226626,-0.0426083127685656,-0.0106884834675597,0.219741627619146,0.153499484327649,0.277448688028622,0.0089161745347115,0.0815474656194612,0.0630796710309759,0.153166523171773,0.264789225584798,-0.200537559390537,-0.37705264327931,0.0265713717572862,-0.244369686652898,-0.272221874167542,-0.233517313573926,0.186961421772911,0.231548354673257,-0.238946749800241,0.275005801827213,-0.108596980487428,-0.0826953955343394,0.180701822305936,-0.023699790382616,-0.237669974194075,-0.14435767613178,-0.0281254246963722,-0.0582023302480371
