group,ATF2,BACH2,CLOCK,DUX4,E2F4,E2F7,EBF1,EPAS1,ESR2,ETV6,FOS,FOXD2,FOXM1,FOXP1,GLIS1,HEY1,HOXA4,HOXB13,IRF2,JUND,KLF1,KLF5,KMT2A,MNT,MXI1,MYB,MYC,NFYB,POU2F1,REST,RFX2,SOX17,SP2,SRF,STAT2,TBX21,TCF3,ZNF143,ZNF263,ZNF384,ZNF76
progressive,0.202609321165126,-0.111555581102565,-0.281693741638539,-0.123543932338071,-0.044449996041479,-0.206739188424983,0.130855256480906,-0.283281298138968,0.440119509811209,0.11351901261858,0.387739661120235,0.0056508129980301,0.196435137892229,-0.274331666438748,-0.126833235217082,-0.245027688957804,0.0113476191414273,-0.0246142626240323,-0.125426479357062,0.268320838130431,-0.324776631083245,-0.143254374083656,0.253693431933172,-0.212266295721681,0.0576912639956056,0.285975862069266,0.179452565458071,-0.407009203058507,-0.0889761186683931,0.159293294052525,-0.180426351363429,-0.19987986588317,-0.195646910538869,0.065096160399704,-0.0154251493737976,-0.139682768450324,0.307151740584477,-0.11807550595098,0.304703002086313,0.0033130924369589,-0.389308185974305
progressive,-0.214136263392239,-0.465024912673116,-0.492758127924014,-0.017920827651534,-0.138848222371606,-0.222338714343564,0.40754606136127,-0.509453876045927,-0.213554570953714,0.421324533768761,-0.571806604910871,-0.0675409553620927,0.173100505910825,0.477219888997955,-0.509430373321138,-0.204837997897632,0.477137629461194,0.296169586427286,0.18653231312768,0.172598135168462,-0.217832066865293,0.0517353729415595,0.166701889087048,0.262725209052685,0.0494409194340435,0.091155318093737,0.119731693596437,0.103908484132312,0.215423037574431,0.408324589119902,-0.204550089518968,0.0793510745685135,-0.363742858035963,0.340912898744148,0.367738321250075,-0.495102524721707,0.0744184402034437,0.196503344119369,-0.215276145544501,-0.0787282523616077,0.418410195894937
progressive,0.109643513488682,-0.0798902207103358,-0.23784785876148,0.196112996118459,-0.222811941992562,-0.379069221973303,0.222812018234965,-0.116411475355404,-0.186306240797694,0.316876769045785,0.378524774973897,0.0924673199843873,0.0673520813041876,0.0813281524298143,-0.0589131909345971,-0.40836353548594,0.169578886319517,-0.135051980450595,-0.0169926780404139,0.134944402420044,-0.184545651228967,-0.0533124240145075,-0.131874044611183,-0.145731863769847,-0.274868806115427,0.0319337492600724,0.213427950796108,-0.200545576940678,-0.0926446598136294,0.127931016258253,-0.132217592878838,0.0033138760438564,-0.116281710785597,-0.223524351005648,-0.0058550353338998,0.0340625896350077,0.163038279298366,-0.148165749998952,-0.0596207204338951,0.0423195656311795,-0.176456332276863
progressive,0.475607017129561,-0.16162009217427,-0.243380073068193,0.0998908621220167,0.428524941627386,-0.5324144736893,0.216016530177324,-0.0024809424311933,-0.282741251915371,0.16338878676745,-0.219145217027411,-0.0519631955792774,0.0979243209071665,0.11845050137132,0.180599816716161,-0.0301030410440802,0.124676436430242,-0.124404871615292,0.195152655342484,0.387533831844966,0.402897028551829,0.0008125262626958,-0.163301517435699,-0.0687557663720173,-0.1599576385067,0.110213577363364,-0.0655083715489281,-0.0246283811019668,-0.0387887787581817,0.233926256825579,-0.245940696193593,-0.32440991862132,-0.001660827530954,0.0351326815988198,-0.0302217490170825,-0.0212855862640447,0.0329249301191933,-0.416973409149526,0.0868828532813397,-0.120092357308415,0.0785174644806827
progressive,0.110995637726358,-0.18553013859065,0.112917908547317,0.411427964421445,-0.124637559681553,0.125505681987793,0.274760709924857,0.173748478720255,-0.0855720559007678,0.328708310384036,-0.0378253290575858,-0.417814864245923,0.541584301621236,0.145782538712105,-0.511386047111327,-0.279721408817655,0.0128358083851152,0.42525591258512,-0.484970325507177,-0.10671703493132,-0.0763327542129312,0.0202768567243124,-0.400700453065769,0.437285607400155,-0.0080611357007969,0.0922689994060453,0.457810499069108,0.289456780394771,0.113227952228117,0.0386314426276655,-0.0589082993519778,0.37056420729202,0.366285604496982,0.0237493459492711,0.444168577113913,-0.29168909489653,0.235695206144071,0.0855100471646078,-0.304400885809325,-0.516408754740285,0.1062829737782
stable,-0.0424998318384986,-0.0313929151304519,-0.268350295743352,-0.0527498324049768,0.203633713413034,0.12440804907379,0.0550645319931566,-0.0551806114892676,0.0636513970408306,0.258043361905817,0.0904920143240124,-0.0391932259148327,-0.147664938239384,0.250752080835535,-0.24463944924158,0.252638775002612,0.336081625541559,-0.0117961512898083,0.245478913223205,0.202701305363466,-0.0318452127511307,-0.224567151763272,-0.141715512002829,-0.121271237075111,-0.371762289927624,-0.0599757307434806,0.221393323079525,0.0251223590920475,0.120911883522376,0.0374035496628329,-0.18485317753703,-0.182739102346591,-0.204014844444893,0.0796233925260931,0.0304090056060063,-0.0604984405368437,0.278716074039487,-0.158641089483874,-0.116670606300734,0.0172532958504813,-0.169689966443865
stable,0.0518872584781443,-0.0719808582246546,-0.157475203332091,-0.014425094877843,-0.116552078562915,-0.202234989530722,0.0152425360070563,0.0518294584380551,-0.231432056903168,0.276348065700113,0.223425938900452,0.100322144548391,-0.234276639063542,0.0682989879333503,-0.172929479378912,0.157003943433613,0.284762807547155,-0.0989100284417938,0.120109914765513,0.192005194885297,-0.154531579603693,-0.0713971706712238,-0.154026312854319,-0.0856571446848762,-0.234701125033996,0.0210973241374568,0.119120079406958,-0.0154470413697815,-0.0402884075953455,0.0498348541095152,-0.0904398852176384,-0.090340456768489,-0.137827213265465,-0.0844469418374665,-0.129170670715239,-0.0245998363391671,0.211984896828579,-0.060175412821055,-0.142423283655369,-0.130564912913856,-0.329849933865729
stable,-0.0457486774888202,-0.0163880728119147,0.0126127289487147,0.10431623575523,-0.0992910355304687,-0.130200052486762,0.0709447182672968,0.0075148443125341,0.0139521590455104,0.312513505582383,0.144566951150189,-0.121941521135466,0.0079429237123102,0.125285607250864,0.0309375292900413,0.0239274623230702,0.301401304896086,0.0572065989216745,0.194133079813644,0.0350771535962982,-0.0266765013690528,-0.135458014505256,-0.0943987923315099,0.0155599391540777,-0.239635493329527,-0.150500346923565,0.0496007192978071,-0.216741110112897,0.101690943485663,0.111431373804013,-0.231146427348079,-0.050345543117979,-0.0666124675109889,-0.190867431615579,-0.0487066523181533,-0.124805978294059,0.0649480571284755,0.0847370087270789,0.0861873562100836,0.093026998763942,-0.0418784935765044
stable,-0.0277971920310037,-0.0909357951719137,-0.273478050555161,-0.0601195210141403,-0.189131572079026,-0.0651588780744702,0.0288522148123128,-0.345609404672979,0.0665985854324834,0.334878655097328,-0.0881720799802316,-0.143093837993932,0.0479228083503754,-0.129019459320681,-0.101560105542965,0.0343085041510472,0.329768374882245,-0.061125736463146,-0.0352014168643485,0.175812835496972,0.139871791447338,-0.265587822352607,0.0403581076230954,0.152901497108407,-0.391718170857764,0.0194821875144965,0.0097834733381992,-0.0585535464727796,-0.12694667292692,0.229493274885081,-0.403586741367739,-0.274886054936164,-0.0192261669097798,-0.277524265559066,0.0879107210735442,-0.0845466103275669,-0.124180669891536,-0.0914208180366791,-0.0220110174194683,-0.147318940586325,-0.144721148535487
stable,0.191567859141668,-0.0176661850332196,-0.353737066347182,0.204167319157206,-0.192273629065971,-0.35235310183078,-0.0259784297415052,-0.0717414114903765,-0.052076323222538,0.224809701866475,-0.0395049671398236,0.135811242220731,-0.0678017510890504,0.166502234566273,0.0821985413037805,0.0296137923874267,0.207206772707136,0.0446935345998106,0.0585416373737012,0.238821142231136,-0.152010296240415,0.117763495641866,-0.237425989001667,-0.0233173661335161,-0.263160557658355,-0.150049892750762,0.117606501258505,-0.170246224639066,0.0830284442730656,-0.0728202853504471,-0.126761511551098,-0.146813447370755,-0.0259000206499273,0.0172641842637028,0.0495960410256926,0.0520220535591538,0.0971751182956725,0.0169134577540718,-0.211717057474922,0.0637457985519009,0.0080556972086509
stable,0.202227940188416,-0.381173863871966,-0.333249436815831,-0.0579404191582174,-0.324175808584262,-0.367251103787155,0.120033495704342,-0.284565880782464,0.0179829361394835,0.364467206505295,0.183614912448161,0.384125446088422,0.105220204944636,0.401242949731941,-0.0881064296537844,0.0888377323891577,0.215619182679561,-0.0750285506575527,0.111555221738938,0.464019042299627,-0.297597473644363,-0.480068418371684,-0.0935387304254487,-0.0032940450492612,-0.452595733468791,-0.421428887620635,0.174541375152024,-0.277505017378644,-0.406318783614441,0.132294592660146,-0.226631918039841,-0.420979939398236,-0.421441709516393,-0.401680531025477,0.145421303982776,-0.130419685945657,0.420407137118938,0.0460473378913039,-0.43225611470186,0.104752887765193,0.0817146691505954
stable,-0.0591212735609141,0.0344644943548894,-0.001318506637554,7.05083763397902e-05,-0.0064444655974568,-0.282639877395683,-0.0083340900833632,-0.0019601328622461,-0.1881868564509,0.119314274442193,-0.0003948469075028,0.0484886104088737,0.0260316925446505,0.0019389803493442,-0.032588971544251,0.0669477033346308,0.224562127804598,0.0629216750456288,0.236894042826427,0.0362695087891881,0.279812491504457,-0.0145811322270686,-0.0941639366017898,-0.0758881654545162,0.159264320476318,0.339469628725554,-0.0397032667169359,-0.0958420359586768,-0.0885796731956784,0.140191804676405,-0.111607708908254,0.0058239918856666,-0.105254904200039,-0.136856758475533,0.108681611290153,0.0619698119650416,0.0088699537435456,-0.089728959730017,0.0429889570543701,-0.0630344884477724,0.163917873314744
