group,AHR,ARID3A,ATF2,BARX2,BCL11A,CEBPD,CTCF,DUX4,E2F7,ESR2,FOXK1,FOXO3,GATA3,GLIS1,HSF2,KLF1,KLF10,KLF4,MAFF,MEIS1,MNT,MXI1,MYB,MYOD1,NANOG,NFAT5,NFE2,NKX2-1,REST,RUNX1,RXRG,SP1,STAT1,TBX21,TCF3,TCF7L2,TEAD4,TFDP1,TP63,ZKSCAN1
progressive,0.358928790399208,-0.342943197098559,0.110752087801957,0.107053453942771,0.263244969526656,-0.0632026464307581,-0.0760126285457006,-0.181097822707901,-0.239311386814065,0.516122358768731,0.145157529463001,-0.164970475598552,-0.388030684389921,0.0815247335437736,0.178309997803466,-0.291395320709544,-0.0682324626084263,0.399894011759407,0.0042444674903873,0.0096017838467764,-0.353993476760673,0.0993954895647212,0.351107890608859,-0.264333378080813,0.364007487200565,-0.159732102093141,0.0841740633477544,-0.0613842872295019,0.197114373736886,-0.38212753440233,-0.0790611501098137,-0.140748497206192,-0.096966122567344,-0.191659296133118,0.0332241599218765,0.422789695895653,0.353291225133664,-0.0715270166451108,-0.0740720677852202,-0.345212887391883
progressive,0.0667424600529109,-0.12509228225573,-0.209661925190647,-0.0893624159712957,0.0070517486074003,-0.0324712638230271,0.134049663998577,-0.0633086963841254,-0.180977767471979,-0.0241994268056097,0.123627572159546,0.0434067592009271,-0.0016277912202949,-0.376104332471012,0.186332264380296,-0.0252896543205012,0.106120511484128,0.0559760858407558,-0.234142213932226,0.119638124660456,0.126276130415944,0.117318748673096,0.163667008149659,-0.18487057430493,-0.110161299337106,0.138742776347999,-0.0927508793278281,0.105498387195852,0.0861370337388745,-0.0026515782772151,0.138618955494507,-0.117811012066247,-0.0882117880400668,-0.354336022422986,0.095266556668284,0.0185036675449858,-0.205216454548208,0.0984224784219171,0.364869855032242,0.02050896136739
progressive,0.13528187113192,-0.0719921917793914,0.122852206538942,0.0341858680062783,0.0835497259063476,-0.0288522905039881,0.0521882063267159,0.0565961498556309,-0.195791231794622,-0.102952085611515,0.180143979644027,-0.0043160790162889,0.0185742589759667,0.0073867454767901,-0.000206636913016,-0.086775389465075,-0.0503139528383448,0.110433335832063,-0.114713150497214,-0.106179146939665,-0.164079415666845,-0.147572457667321,0.148307063152902,-0.113410196433518,-0.0635308722318324,0.063559293543431,-0.0058745142689455,-0.0383067252265048,-0.0208653583677839,-0.0985966360898149,0.0285975858535963,0.0470300488869974,0.121964157032271,-0.0840716374780803,0.103887581624707,0.0809616781660248,0.169167218712278,0.0706384520933302,-0.179838411717414,-0.0900268341042689
progressive,0.0493095663411553,-0.359639798874305,0.264941648045417,0.258467506939011,-0.254453912097017,-0.0016851179873199,-0.20081016749189,0.0402543176834397,-0.396882276408701,-0.272010923504418,0.0649534893278296,0.212683810233764,0.179396838921312,0.240688553162549,-0.0647923756080663,0.3733147368436,-0.0442766806190262,-0.0035949183729493,0.106061052118995,-0.0728968341168388,-0.0231406430083125,-0.215723598681134,0.0011075198219101,-0.191855203904639,0.267347393724875,0.0785259502032618,-0.338029188197894,-0.342195676671908,0.203149056457705,-0.131934052293089,0.0978689126742972,0.350048600495744,-0.158593988867115,0.0096306547997273,0.0663898126594607,0.13803719343936,0.0983319776171542,-0.162208087444798,0.0296394443779476,-0.0054477261502269
progressive,-0.053321907094376,-0.217899594275477,0.418488522029795,0.0325996493610166,-0.362639510333789,-0.381592794846008,0.401809631659042,0.562343951477537,0.003032525521955,-0.389995417646426,0.453425743147318,-0.360807359497608,-0.256817005140567,-0.170453205379889,0.401872809274083,-0.276212532958071,0.414761042742392,0.428912828511515,-0.456710979129436,-0.264524674175536,-0.0065704719642359,-0.11776307443592,0.0533850847094167,-0.428407407591189,0.0368957271837862,-0.416530015963532,-0.368641383762659,-0.617877075098338,0.413813378516781,-0.367441009076885,0.359922872887038,0.0349372211175236,0.0229966518748257,0.154595624004666,0.393280653628543,0.182014708932343,-0.313550503447142,-0.420952449016383,-0.311149754075595,-0.383930366602515
stable,-0.0166649528026616,-0.0023947963757204,-0.0705753530386974,-0.119262287000613,0.0001070096320344,-0.0859034148152454,0.126415313032115,-0.0273533603482144,0.0732687760993359,0.0300523058144009,0.0173603591163892,-0.123322244943562,-0.0336319707691674,-0.110525216245641,-0.0142872967234063,0.025393739949312,-0.277496085757353,0.0437039528199626,-0.0728145842920931,-0.123543401656311,-0.0570549934103154,-0.219701975672416,-0.005347928791613,-0.122219639367915,0.0151313391034408,0.0823438076542147,-0.0658700551191123,-0.0030307065843928,0.049642779005215,-0.271857970183641,0.0725891034316036,-0.102528095735939,0.0472282374247521,0.0268859877050881,0.165715460016515,-0.0235056503317062,-0.0436893132354438,0.0467571658118719,0.110472961785596,-0.0748740247761844
stable,0.08796288861451,-0.0183961182790345,0.0260322302579625,-0.0170485367824833,0.0823557045684664,-0.148654217877952,0.188314789874373,-0.258172797640438,0.0238907716359273,-0.003274537078402,-0.0018404871102083,-0.207233212262417,-0.090593798821376,-0.113493538936422,0.223136188984365,-0.0837406131265392,-0.0306376281933698,-0.177315709829022,0.0513252983470773,0.0828621122948085,-0.0242302869694306,-0.356074457951252,0.0537180375662325,-0.167219348067514,0.155960823356907,0.094339575332615,-0.172118024450544,-0.0881503089286693,0.124964525670179,-0.0622172249981553,-0.179707075286712,-0.0682145573002708,-0.0969973720138683,0.0851663420252875,0.302472640604962,0.221936581222763,0.360156570519461,-0.0250341336781181,0.0537966952226881,-0.0447665293593628
stable,-0.066698689073324,0.0025292740515379,0.0242548254189898,-0.0347530493113237,0.0010780697888897,0.0918705175140475,0.0935875727208743,0.0598526087370665,-0.0599431513202724,0.0003027517625944,0.0037116092839007,-0.109113456491284,-0.0834373011463446,0.0319639840666186,0.0273939886520907,0.0073546750028589,-0.0379469389339092,0.0703742935331217,-0.0683783011493874,-0.103539782394641,-0.0284293808171257,-0.165379659360289,-0.10819862271894,-0.122179765136186,0.155077398855722,-0.0865541824156098,-0.065548067323881,-0.0635138065514636,0.187280519088714,-0.0767393192385028,0.0270709119658704,-0.0200019884124571,0.208490284256263,0.0095901808137298,0.0583200576223194,0.040032931588502,0.0565591222729546,-0.0752424664234883,-0.0629761156484882,0.12892179223815
stable,-0.119682501602247,0.26263724215763,0.0155039903406479,0.140322019203019,-0.166004475489935,-0.146223251728098,0.195906325362481,-0.0416501741463931,-0.0398214937639493,0.0828576942024177,-0.0165361399643786,-0.138168942533534,0.0258697631962621,-0.0600146582151018,0.0593163206655967,0.139454421669605,-0.296322893365824,-0.110927500911382,-0.0838017389603521,-0.0328964064752784,0.118344787265844,-0.290367744249844,-0.0029930993975735,0.0515057010107798,0.0072880434660862,0.138766732927035,0.024891305978023,-0.122505892645093,0.112144491404958,-0.137815962606826,-0.121213800039452,0.0034957230848897,-0.0117135755354293,-0.0169971772582974,-0.0666364226451915,-0.0815819671316446,-0.0361900264138186,0.0739363479379627,-0.138732656744844,-0.0506393364971162
stable,0.034728565080087,-0.0022692231222435,0.151282389677371,0.135410096348759,-0.107186758723074,-0.114435368041312,0.177286577946945,0.176104982470957,-0.0368001285991716,0.0768725914468713,0.0592572584913213,0.0165426092977622,-0.17624329875418,0.0247518897263416,-0.0736454235536398,-0.126886650748629,-0.0436797733248458,-0.253810107078537,-0.143565486136109,-0.14368135555865,0.11656527522257,-0.125928160709771,-0.0997622096385307,-0.157592138600098,0.0208748534091147,-0.0035935879023979,0.184097973310793,-0.0847672523140088,-0.0663630985053921,-0.291896249950951,0.231764018282979,0.0259167636542919,0.158551991808634,0.0034304619310552,0.0586988133136606,0.179663037083776,0.0793388380264246,-0.0556568547405385,0.281444555403775,-0.0453485656433784
stable,0.0598977844093151,0.241702961673394,0.214298829125656,-0.41447551907227,0.0491852471115142,-0.178331495672329,0.209679196506546,-0.0555132354581041,-0.243529841478562,0.0266361114918512,0.0670601186508453,0.0619553511723167,-0.154734539852058,-0.146869199735376,-0.0058885044342197,-0.153440503887857,0.172333728315664,0.129602383843215,-0.144949053548635,-0.0399957488893409,-0.0114771906608732,-0.124901926596544,-0.17059656010521,-0.193021371731782,0.0760446553464109,-0.111623300920662,-0.0631035473282195,-0.110349190472283,0.0595074126838318,-0.132477270943036,0.193559360658994,-0.068927130128726,-0.166539893468358,0.0430146048570075,0.20401249206301,0.226001468111095,-0.123534269125524,0.0368923264132064,0.273444308378887,-0.055461597501606
stable,0.005773923931875,0.102503368678231,-0.199211188241321,-0.255501540281286,0.128677048823847,0.263856069416172,0.0453624260964913,0.0714496055090452,-0.304086118684329,-0.319360706464159,0.0117568913019827,-0.132576790206049,0.0193977893891082,0.0322503566432071,-0.001059633980007,0.146359240340562,-0.0092483700431905,-0.115492895426344,0.146734076850497,-0.360282761596811,-0.302067768246221,0.119017800298612,0.501250122909855,0.0356527188103045,-0.0372890243440568,-0.0418951883795976,0.235541496127276,0.219870446654247,0.133283212859387,-0.134580723855314,0.0311690974799346,-0.0695105474095766,0.432035119671573,0.0377719867703185,-0.0151015863137056,-0.0436179946464117,-0.0966934027742467,-0.24868960755267,-0.0985820021127626,0.0025806052030103
