group,ARID3A,ATF2,ATF3,BACH1,BATF,BCL11A,CEBPD,E2F1,E2F7,ELK3,ESR2,ETV1,FOXH1,FOXM1,FOXP1,GATA1,GLIS1,HEY1,HNF1B,HOXB13,IRF2,IRF3,JUND,KLF1,KLF3,KLF5,MITF,MNT,MYC,MYOD1,NR3C1,PBX1,PPARG,PRDM1,REST,RUNX1,RXRG,SP1,SPI1,STAT2,STAT5A,TEAD4,TFAP2A,TFDP1
progressive,-0.475912384473418,0.226631991473287,0.0862701274265888,-0.17226682056161,-0.208197694910603,0.189308210674309,-0.0565510368072085,0.026619632502611,-0.0861961393241647,-0.151106223268296,0.386008797842998,0.211980738756291,-0.0218361408371871,0.0552723293848777,-0.34343990395695,-0.0570593029021224,-0.0671635041940501,-0.224721168306332,0.393674608628946,-0.0438636856784716,-0.0091664825155516,-0.0764055832490352,0.326176549536978,-0.388527610199439,0.359091604493681,-0.21481158789252,-0.0227159558812312,-0.27724628727946,0.0361850073964496,-0.42483325037158,0.0769524518321704,-0.36142705503107,-0.402977808290282,-0.300682822940822,0.392215756261583,-0.376739375358856,-0.186680024601241,-0.350658569254334,0.424324984276666,-0.24263272284102,-0.0023531433444906,0.395907119197746,0.421907503451806,0.0975179274320727
progressive,-0.0515715355792751,-0.18298160172269,0.0897396955441391,0.307497061676496,-0.0780458735953394,0.186415548929483,-0.352366909448566,0.0239723349950394,0.0077197032712761,0.0074140018345435,-0.142997040988114,0.392114032174029,-0.156379640776728,0.0698245825298127,0.369860154769943,-0.0043273077160786,-0.393921529018399,-0.281459016002176,-0.0706110959349985,0.262861683938425,0.142507325094319,-0.146793081158803,-0.0443207723759965,-0.127189605531437,-0.211931230983754,0.136357680658301,0.0939660921063449,0.0735731350986792,0.217855309311116,-0.107387275571439,-0.0251892047917419,-0.120636316479927,-0.219826044786751,0.0991926962819379,0.273451419144851,-0.232828743760785,0.313608122436034,-0.0215296914762927,0.203273647576483,0.215688687477963,0.0219363040668982,-0.1014038377418,-0.0002849256109352,0.246543756762156
progressive,-0.119822937746065,0.152998628524471,-0.356526211784387,0.223337831956677,0.111584254819725,-0.0439041901727983,-0.10618235653265,0.0319108985398995,-0.196482788370058,-0.168328039932414,-0.0412497526443931,0.254155110250131,-0.114395529360218,0.111115978807223,0.126520070836647,-0.144011597987633,0.0549878271355918,-0.351164620994767,-0.0658340891611723,-0.107378864941816,-0.120069561057455,0.0173916447098728,0.144229859618213,-0.139466330358714,0.137199785057254,-0.120171601452542,0.0224200628197618,-0.136199033901504,0.130177725753916,-0.282429625133369,-0.192971874323066,-0.0780768556874991,-0.246676489541582,0.0570112172659776,0.0754449996060431,-0.142430126003344,0.148091287046518,-0.116579764131501,0.237268889189038,-0.0904982699750141,0.20241392486942,0.192398320984515,-0.19735938010248,0.0868331392886185
progressive,-0.305314434387656,0.392341035826299,-0.176693807873436,0.410099308806598,0.342175536081073,-0.375429718504207,-0.0488808958286263,-0.25665754034508,-0.484693538611149,-0.107761754602425,-0.16823079148949,0.0895821838590654,-0.179234129831548,0.101035160822759,0.106669541514234,-0.142908779368516,0.234897756140481,-0.0468665148036996,0.243190727372972,-0.1501825697253,0.0945440141758762,-0.137512025875869,0.358751668248854,0.361723098267226,0.0818320490716038,-0.0091720828648516,0.131864019771617,-0.144338902693572,-0.118577607264673,-0.264197843775779,-0.082689360043522,-0.0229179442906301,0.0265700999313319,0.0732671146000877,0.0910907895617161,-0.0982370460549086,0.2191091728312,0.301793627726123,-0.0283920901278498,0.0761497069271541,-0.212673072851936,0.0949037250731846,0.0127364908472707,-0.152255812533422
progressive,-0.319695442108785,0.0526343163126513,-0.306709383137726,-0.367875602928948,0.0775399463199487,-0.210035388575395,-0.225028954247295,-0.0767871313071337,0.172331903350242,0.350435388465399,-0.266182841614517,-0.227161930116937,-0.439267559977574,0.505828954027303,0.26787667539335,-0.361351206151217,-0.524523860178876,-0.340084182039193,0.14667345833013,0.419945307981988,-0.351627345569023,0.406080964829311,0.0370761393811405,-0.126598391321729,-0.0371388739655418,-0.140525469058807,0.19177962451463,0.277537801391143,0.557396782405133,-0.253510455565463,-0.38299463776965,-0.120450402050406,0.122332439582443,-0.449744235572583,0.0132997318930656,-0.101316353808024,0.384437533210878,0.213109383211056,-0.0337512064078741,0.40005844472679,0.598048793097145,0.0014428954412288,-0.0539517425850776,-0.141591956993628
stable,0.0521293253195267,-0.0926817273196105,-0.0540352678717556,-0.0275232905994287,-0.0751858074317979,-0.0869133518850646,-0.170755300167822,-0.356822488228019,0.17397604715426,-0.0728997599008631,0.0647681097439309,-0.0696758440951864,-0.0261180214869476,-0.191218052623058,0.151609754316218,-0.128523168421177,-0.154014070358747,0.227608210552833,-0.158011075838742,-0.145215230422061,0.323319431284817,0.263199110494576,0.136346420912181,-0.0128643839102195,0.0789195964750127,-0.0968522000979422,-0.172755540647402,-0.0393347576525387,0.171169751058279,-0.25282270967679,-0.193951516986532,-0.0412355892059951,-0.140120280185772,0.0743415215445793,0.0538804557189385,-0.208539789672706,0.148716775681057,-0.156539772622122,-0.112783285491598,-0.0452537031109205,-0.0167769045805064,-0.182956991977208,-0.0847275310400572,-0.0069979795192183
stable,-0.0624368734845642,0.0454268211749065,-0.0620842994701844,0.130884687717173,0.0554995648665882,0.0035911823898068,-0.115679111404957,-0.0602921526040182,-0.172762832650099,-0.105970253216349,-0.107329119183405,-0.0150160990915664,-0.122413008926937,-0.175637555522452,0.0900417201301975,-0.0702173772614862,-0.171363378400082,0.128920167853746,-0.162625586074791,-0.0108216503514446,-0.0056316731859508,-0.0489226974229488,0.169796991626605,-0.0937335708553712,0.0499507904109278,-0.145298772941602,-0.102095735647802,-0.0754707222477261,0.19919038424927,-0.182180801620803,-0.148999469329214,-0.0953513877193118,-0.0699201473474985,0.0616064771380852,0.0107052868362635,-0.143462906584532,-0.11871693107104,-0.0994136603441404,-0.184888983370689,-0.113737488499613,0.200875052402793,0.219836590922815,-0.112387076794003,0.106611172342178
stable,0.118488457694715,0.0068318573418182,-0.0125898201104962,0.0276813555266902,0.0432472501462643,0.0155245449236453,-0.0017768628847327,0.0446210650295112,-0.094772070739589,-0.226707585738989,0.0773794869690922,-0.0927824013277683,0.0098437635578735,0.0304466898194363,0.122310850824099,-0.0418398107516205,-0.0157143637435702,0.0608896696718331,-0.0453838859106222,0.0451679094749877,0.147010660814368,0.145619024000849,0.0624557453786259,-0.0525907316930888,0.132159169657958,-0.121582546724939,-0.0380907012116707,-0.0008856254862826,0.092108760540432,-0.0962367798153062,0.0408086747226517,0.017090080571945,0.0104178692168499,-0.147703626303436,0.0746112880182522,-0.106748642690761,-0.0152809315816462,0.0199869778097727,0.0505964130820665,-0.0268372441019647,-0.026484538944358,0.0266001819042949,-0.118221880126357,0.0213000478529471
stable,0.117826378016359,-0.095729898732166,0.0458655422130671,0.172962306402479,0.210578502253118,0.0074826809538861,-0.113364420760668,-0.122841250911043,-0.178247050834273,0.123946528719921,-0.0400051899088475,0.137401030656398,-0.0561746792082049,-0.113801107886959,-0.078470960840422,0.0548875314504046,0.0114409813212049,-0.045939042910623,-0.0147403213684183,-0.150617098101106,0.0943497681642047,0.193445644624199,0.0312269484667178,0.0513078039530271,-0.0184604086316103,-0.0978383946463887,0.0234317788543977,0.0333061105182111,0.047027495258615,0.154630745379235,0.061404408810654,-0.0899184730971025,0.0916613473185135,0.0596138255521247,0.0401992361781478,-0.146830373157298,-0.0632124816929992,0.0368037031999464,0.113164950494108,0.10218899391753,-0.0574033806281898,-0.0410916497680503,-0.0432797345400179,0.210399399649736
stable,-0.0181904499235469,0.166831543081122,-0.135029609947079,0.181536098157704,0.161065664808572,-0.112826799520158,-0.11504853454289,-0.286638874015701,-0.199874532920963,-0.0513458333125359,-0.0640881397429506,0.103148822926172,0.0488098423583347,0.0183181860841665,0.178481848060206,0.0817874476969641,0.127193727943146,0.0015156180901453,0.19447830454339,0.197820496209658,0.0990131863236525,0.236993037734651,0.200625161267062,-0.1620581176878,0.0256736302661038,0.0712466276101895,-0.132264728638024,-0.129720531170711,0.262202732406214,-0.256799903137659,0.193083108113047,-0.0932754956396186,-0.196603434634592,-0.0039705251267465,-0.0710796429085973,-0.217848580661784,0.2045109452258,0.112791832638201,0.170056970337998,0.0661723264698205,-0.208328490243983,0.0832177002104943,-0.172206809169767,0.052577167084319
