group,ARID3A,BACH1,CLOCK,DUX4,E2F3,E2F7,EBF1,EHF,ESRRA,ETV6,FOS,FOXM1,GATA1,GATA4,GLIS1,HEY1,HINFP,HOXA4,IRF1,KLF4,LHX2,MAF,MAFF,MYB,NANOG,NFATC1,NR2F2,PBX1,RBPJ,REST,RXRG,STAT2,STAT4,STAT5A,TAL1,TCF4,TFDP1,TP73,ZEB1,ZNF384,ZNF76
progressive,-0.332950908670923,0.0062925014277982,-0.101039321814627,-0.210507861054768,0.0250428202351386,-0.135988300815963,0.153799036918951,-0.039686637984368,-0.19689265584313,0.215530097540472,0.529786331049828,0.0704114693622432,-0.0674178412196095,0.164363380523731,-0.25444726339471,-0.290116430154205,-0.0817786712846176,-0.0832889988127652,-0.118716513167757,0.297901771107193,-0.300593333744198,-0.0519028029594065,-0.0827293827181252,0.462490905850921,0.339427829039,-0.243242222954305,0.452384429959937,-0.312470867389241,-0.124943832039077,0.261636422428692,-0.237971974790295,-0.102858074122207,0.120735582600123,0.32772040596818,0.180649480732514,0.260879668846168,-0.0973668411935519,0.0165229831579352,-0.295017840437657,0.0702270504219641,-0.505821407724252
progressive,-0.322083830491481,0.457644374203697,-0.473875296297518,-0.126257167352642,0.463957379590551,-0.194973951652026,0.473075511730576,0.551083910851785,-0.458905799127293,0.440572502160812,-0.558058502737029,0.107853301159666,-0.138642066602492,0.0882174138874675,-0.310525179268508,-0.433833141030552,0.206085664440531,0.453139705245775,0.451669513027131,0.49061490489899,-0.487933274292185,-0.386248899681945,-0.532706508118745,0.29604672629931,-0.500429908150652,0.500227021624479,0.450481597714467,-0.457867843420931,0.477935967205411,0.546779188035598,0.445347686486965,0.380038807750397,0.317464486540504,0.374119813878139,0.459146910651151,0.404655706259358,0.47141419452351,0.483781451466736,0.169389666663197,0.0285628944238004,0.266986906905608
progressive,-0.111300778843143,0.269875384685103,-0.268052362711068,0.238108002233153,0.155138834286978,-0.387849336456051,0.152464041269245,0.18616164188982,-0.0630167898397962,0.295005911211828,0.411337434170729,0.137218606104365,-0.243714630246961,0.19512904227051,-0.0571998131366756,-0.475553829539016,0.0907728983198341,0.129975805568869,0.135814908176923,0.0863011003404185,0.145255268849613,-0.146414666268104,-0.260495450621748,0.0736475241978837,-0.0399265769327934,0.0269601099760157,-0.0687599880943986,-0.0545908637601744,-0.0511180122403737,0.081638027727668,0.200273544056114,-0.0870149278112928,0.190502668141459,0.390358414075458,0.0077631407825413,0.110365997507834,0.107461018782573,0.0979720574152546,-0.0499461022411615,0.135448075932378,-0.0861900893346338
progressive,-0.308172905570566,0.437105223575311,-0.133692534023995,0.0444239856807398,0.0725294760724403,-0.527114659462494,0.124407863566772,-0.172901581922971,-0.0850329695899313,0.0299785755064144,-0.26802785709488,0.155558743211823,-0.0025202100067764,-0.109555425926836,0.240988442635079,-0.0482753001556115,0.0023755011741293,0.117282444005678,0.0460585993109415,0.10279096547639,-0.113847370667409,-0.22071565654831,0.14318369910758,-0.0893124487756317,0.285476924012766,-0.104645081268472,0.0749190687433817,0.116491152261614,-0.110971079375804,0.104485196977719,0.273579364858195,0.0592037979140289,0.160872863451918,-0.111384610609174,0.188278656828834,0.209576870299005,-0.145607978539905,0.0902338158748834,-0.124395939992547,-0.164358340990322,-0.0041288085659404
progressive,-0.506959180685403,-0.509441232977621,0.145386213016634,0.591845369079238,0.0080666699497065,0.217179575569022,0.138746723134953,0.192359052646848,-0.113057481910502,0.496224304521563,-0.0358656556225414,0.509751489514148,-0.543445349380999,-0.466563779629565,-0.472520705130887,-0.439261204415174,0.451423260647039,0.248391383143656,0.196206233699785,0.234678044229155,0.220095987012378,0.529111497393444,-0.397935033749754,-0.0302810379650522,0.277493446269905,0.286242680599971,0.218358550407826,-0.290772426033268,0.30107294304597,0.105363119804629,0.574781259570244,0.485675582279639,0.594885883137205,0.541087399703393,0.0665190014314263,0.516701235932357,-0.164684169588624,0.0961174750161187,0.510185848665286,-0.56354997294796,-0.107907223404151
stable,0.088114801729348,0.0426892633013593,-0.188955854190586,0.011731154421291,-0.292061852243297,0.0993721031679228,0.136577107419347,0.131070389686133,-0.0578446351229409,0.223288165740316,0.0609786560538931,-0.127915827892047,-0.119835345055033,0.0876982814751828,-0.194016022643677,0.148752439080055,0.203009842090364,0.182957165121179,0.1462102675397,0.0956889800480312,-0.100828081940783,0.149840095447135,-0.11195860537397,0.0005373429233123,0.0196296966892677,-0.180481764003247,0.242124490516889,-0.0095823378865048,0.080140455096685,-0.0387189718492006,0.111749966729753,0.047391455483665,-0.116403103091503,0.164156673299951,0.0676375294738074,0.0257312919501499,-0.0367781378622654,0.0814083360884622,-0.0803440973147338,0.0913545046440906,-0.216702573237529
stable,-0.0311084230393692,0.132951557209677,-0.124134734743128,-0.0416554174745934,0.0375406756309096,-0.176096725541962,0.02077380187685,0.0941500847600557,0.0013525333947363,0.273875053867952,0.200524455676428,-0.252180089700263,-0.137087954773799,0.0308843115139045,-0.103026605733216,0.05565690609084,-0.0086743750889987,0.226496366520492,-0.0044218734208461,0.069139432218733,-0.0189174146359262,0.0723275881564417,-0.0397869820600447,0.0443988757112114,0.0059572601259011,-0.162466522121922,0.16772343857326,-0.0912053716617628,0.222540497860202,0.0326600418497259,-0.016720191923777,-0.0797709963099795,0.122999068473638,0.239978389026979,0.0250080182139707,-0.0577092020585183,0.0770487676526103,0.0481885105675658,-0.162999276088766,-0.1015381720392,-0.211269218363597
stable,0.103185366950648,0.0846048945547702,-0.0425788761404934,0.118045826593667,-0.0421275542251912,-0.0759050022956834,0.128986316029696,0.116098565421615,-0.0057591883520487,0.26413512836809,0.103325736897529,0.0460601205433098,0.0737660803700009,0.0638423202065039,0.0094218678832257,0.0220616238384644,0.0475908501660335,0.293362986595682,-0.0112234138951883,0.197521896114136,-0.0256806585417868,-0.0138125422134163,-0.0927336391624427,-0.102567901864774,0.0499896888940198,-0.120077402694078,0.139816438432986,-0.0092338558186122,0.0927804911182228,0.0017346146465623,0.0101295741121024,0.0437800385087938,0.0429492761758222,-0.0750764245281103,-0.215387667023851,-0.0182428640815835,-0.0048809001016315,0.128536272317552,0.167090342351985,0.089037191827819,-0.0581801126141131
stable,0.178068042645496,0.111918600779601,-0.161807164613583,-0.127945770013024,-0.165389422426507,-0.105347388052027,0.0854823591113116,0.0038265847629155,0.15628123774867,0.160809167838015,-0.0226669073510932,-0.0516646412370281,-0.0028740161612938,0.081904698848521,-0.0577211472805271,0.0897728585758673,-0.0116229351357843,0.262955347410862,0.167814739587796,0.0957872204098025,-0.130977744861073,-0.137979266388116,-0.0473507161598837,-0.0226002428741468,-0.127957373353839,-0.229161821407523,-0.0583137933859259,-0.0734893211897213,0.269437017376298,0.0867619010998609,-0.113535843772058,0.202775824394272,0.0510731992519026,-0.0716701143877962,-0.192559958530522,0.188600373210152,0.241252393071247,-0.0173131696852559,0.0099030135236629,-0.223263164585299,-0.0446601641420417
stable,0.0262233569814344,0.191345646312783,-0.268663976854381,0.142644961955842,-0.211754237771011,-0.15166988983164,-0.113346846610075,0.076751331868361,-0.104058274521998,0.154798155323926,-0.0381904693623887,0.0866753563768406,0.0359496262203216,-0.0005143759606213,0.11992636607611,0.0607580955439121,0.244911676327513,0.250509317885223,0.228988751022441,-0.249118751649176,-0.0893611488754905,-0.0457521320613505,-0.151395632635305,-0.134096822388798,0.0437697150810673,-0.0239618185204564,0.241748741753974,-0.0505180694351402,0.108506795230955,-0.0967586640877066,0.13895111285486,0.0812838720344342,-0.240832752788336,0.0024769820373316,-0.269985470252524,-0.0321690159746753,0.0007889869230919,0.0467638147665684,0.131860135998819,-0.0176225062602408,-0.0195543346831863
stable,-0.12532585488416,0.177043051434051,-0.262871633121092,-0.145320474759456,-0.122210097142465,-0.28639939264242,0.221766362359887,0.247188407645651,-0.169883016408007,0.260226571157779,0.197532924334507,-0.0159673226946661,-0.305888352332212,-0.0358606096929246,0.0340547847914164,0.0125753187494441,-0.0280346076957207,0.144521679557585,0.130360729509709,0.169237133430495,0.308729324524464,0.172353347626591,-0.238442923902934,-0.346669996923059,0.0718078544311721,0.132510903611383,0.191456055602198,-0.0469341934628525,0.206576290219361,-0.0610522367970287,0.180310991073063,0.0625371742545855,0.0182865675064965,0.158873427545109,-0.0383872673846006,-0.0095313156395967,0.259047823312459,0.225783069798412,0.0446237125755227,-0.0707450460037236,0.0547734326376874
stable,0.0243661798759368,0.231848747711618,-0.14547109819481,0.0416135163400436,-0.295248744235787,-0.269261441602701,-0.0200384869503293,0.0404364402511569,0.137598080282915,-0.132558503016125,0.0547446106729537,0.0415289360222793,-0.102617070527557,-0.263129368564788,-0.149566195246566,-0.0240912938432028,0.0170570307491371,0.167039079224711,0.130021093483195,-0.0158235677817408,-0.0303925275166443,0.161372197934502,0.0990435521020143,0.213311561401606,-0.130535623749595,-0.0112209888233993,0.176096221585306,0.10014309623295,-0.0465755616488835,0.0442073127514826,0.008401644897922,-0.115783406659535,-0.363547350830472,0.269761875149473,-0.121485529748813,-0.109291867271124,-0.0778914243011216,-0.0583674676171919,0.14318038125536,-0.0690316360153095,0.131036057296367
