group,ATF2,BACH2,BARX2,CLOCK,E2F1,E2F7,EBF1,EHF,ELK4,EPAS1,ETV1,FOS,FOXA1,FOXM1,FOXP1,GLIS1,GMEB1,GMEB2,GTF2B,HEY1,HNF1B,IRF2,JUNB,JUND,KLF1,KLF4,KLF5,MNT,MXI1,MYB,MYOD1,PBX3,RFX5,RUNX1,RXRG,SOX17,SP2,SPDEF,SRF,STAT5A,TCF3,TEAD4,TFDP1,TP63,YY1,ZBTB7A,ZNF76
progressive,0.275216352153571,-0.0632855354282799,0.113419161439025,-0.340628586065984,-0.083734193336117,-0.208889051108165,0.11167783784799,0.0786561258147199,0.232035333267687,-0.202908603693053,0.332316858433366,0.43950024176679,0.335417302532158,0.0465193487211561,-0.353399878305151,-0.19466031225683,0.143108887256663,-0.209773986047871,0.338444795005096,-0.272621811721027,0.41236858056877,0.0728088944120368,-0.0529898407534173,0.239501773583345,-0.430007014976321,0.168366008851219,-0.151637883861932,-0.237920626388207,0.0305239118002281,0.218098400919768,-0.439244911076302,-0.0801405328103563,-0.42761229856242,-0.420163303200771,-0.282019884216905,-0.211020507307027,-0.286993282014251,-0.423140046716593,0.11359361097911,0.209574162029228,0.254964346454558,0.425866217256656,-0.0102132276195495,0.201990364750239,0.279890013922952,0.0552101076272324,-0.47900989078633
progressive,-0.205268589242463,-0.349967805989709,-0.175520370380459,-0.450279858229421,0.164206052752015,-0.099782933722403,0.406548212773884,0.3468636440215,0.0139158170052101,-0.407985651412572,0.400234065134004,-0.387937938701221,0.0505043624770837,0.163103722507623,0.454386405833197,-0.430967032347665,-0.0049443185895148,0.134701816317437,0.261075895081904,-0.180061970987356,-0.122352778032923,0.181608172876824,0.0384287020931794,0.101725974499852,-0.0721952821394083,0.225251631912809,0.107569794568791,0.185132690111561,0.10194644054873,0.0485965962674552,0.0148358953158629,-0.0267792760704402,0.235828123164339,-0.37496865593253,0.298472816066332,0.173897740260713,-0.22826172836683,0.0605487956639875,0.26759581103407,0.021329355342164,0.0057438754601141,-0.169885258171125,0.218822841927512,0.27483591607924,0.0061671702739608,-0.055204698639173,0.296726724959214
progressive,0.112293592373933,-0.0342308236510596,0.0342941267438073,-0.218038552171269,-0.0160843941254164,-0.333352181984412,0.199987343904271,0.122232787351383,0.199361854500479,-0.0960160895359826,0.249074816860271,0.263701335427317,0.0356008671204556,0.0814766412878429,0.0380914743615955,-0.0144398849000997,0.127034300274346,0.0718669880423142,0.107056346971406,-0.390783855747042,-0.0413701327392882,-0.060574356182976,-0.0155264737267588,0.0731891923513665,-0.0813978742626911,0.0353863526689783,-0.0304916752665557,-0.135335080187033,-0.253613671463386,0.0626212323588264,-0.241351458660013,0.24620995198415,0.12703544292945,-0.145665444095,0.258358203985176,0.0306268894538328,-0.0334327171495938,0.0619930005827848,-0.216351764707113,0.264477655304805,0.131346528281884,0.23554958928222,0.21900203895475,-0.257079649101087,-0.0321632273293278,0.0482947750220256,-0.162857528077992
progressive,0.455880676926521,-0.0992428592906663,0.24306991694167,-0.166517225191905,-0.258313035680901,-0.463285994940204,0.236130683053555,-0.210707419878652,0.268418931831454,0.0600002017926576,0.0729031446549066,-0.241807696094636,0.1448432294364,0.105482966990428,0.143602686920788,0.179055430127983,-0.255675324705155,-0.0834382717676107,0.0969948163222267,0.0144323491440563,0.0733058196610663,0.238101785338082,0.339853369532534,0.306824263778296,0.348962062437685,-0.116241922875062,0.0134156354003744,-0.142654259921085,-0.174074291525541,0.0940742031214261,-0.231682289445804,-0.0882774172992396,0.116566013929818,-0.0554276997375166,0.250937525372923,-0.293598313777862,-0.0715178992770543,0.139791094298552,0.0020404729450759,-0.110035416589004,0.0503506345185336,0.159457134606114,-0.0413216094813583,-0.029911761695785,0.242790808424615,-0.293145236651147,0.033909246009963
progressive,-0.010109315058484,-0.0066981964804679,0.135204336365001,0.283370923326464,-0.360338162514063,0.0888751440417646,0.0922242422819985,-0.0446546432031197,-0.183890301523958,0.156725393575394,-0.0060159727648647,0.0154430641077456,-0.28120021150409,0.48661157023844,-0.0160012471477845,-0.30501602121242,-0.278161214952766,-0.452562404796061,-0.12577724502212,-0.425149415496369,0.281014150490743,-0.424033049416291,-0.0189162030235437,-0.127761895831148,0.0901155507974068,-0.0605938700131221,0.0223893419393419,0.413241510642203,0.121435821377373,0.10958993686099,0.0211489351836997,-0.108411550443129,-0.15455468175302,0.0029769762135413,0.564385073817207,0.191270721720029,0.178618572812479,0.200883874076256,0.0065741558049037,0.400341280383524,0.164601976473722,0.207954192583417,0.0450267652298123,0.194619819960263,0.243119724105874,0.0251802571395369,0.320397064982384
stable,-0.019501831411672,-0.0022052727635728,-0.182268257620315,-0.239742211134459,-0.431467599491217,0.232273094073321,0.0057452735431466,0.108439788105092,0.0021855127955818,-0.0787280868200992,-0.187362910334446,0.148937616243418,0.169527905128547,-0.158380517791715,0.274367960031741,-0.159943415616222,0.270852043284401,-0.0348169630404625,0.175124300134235,0.314658283366253,-0.249325644770631,0.319499777202942,-0.142658220206714,0.233578307836877,-0.054976705854582,0.131879182807546,-0.291754770950944,-0.161528436560109,-0.438944912162488,-0.0524042898689479,-0.278705046746584,0.317697999968956,0.31423558094666,-0.319799796869614,0.240061990769122,-0.174497009140201,-0.269145345183928,-0.0285410865909323,0.0990490770066031,0.140995064427565,0.368676354234281,-0.266777417213102,-0.0999659294654209,0.330097354743384,0.313614826328806,0.404035132580267,-0.210754287811883
stable,0.030120961859496,0.0146797574879954,0.0036838630936263,-0.136413589884075,-0.0348339242232207,-0.170669191701434,0.0911890328367451,0.198924780689572,0.0230138537289651,0.006045233521251,0.155214653023309,0.246395685276079,0.0330848496957275,-0.212896969622858,0.116265761775767,-0.169453759990069,0.171440919528597,-0.206800524634136,0.0411980215985359,0.0126425846370846,-0.226687116283097,0.115178648609311,-0.03361056922821,0.108678309405441,-0.161954159442809,0.154557793483936,-0.0744779000224583,-0.11619016205473,-0.172769634871024,-0.0031661441451185,-0.194464629049415,0.0913758677301446,0.3076926425253,-0.150848459932149,-0.0736838324004282,-0.119844844274439,-0.102694413694662,-0.0775714591593426,-0.0217569890416545,0.121435685029989,0.165812373426821,0.286168482072358,0.130722507816738,0.177319918693929,0.276290466375092,0.14679950738816,-0.224320373482658
stable,0.0356723670531955,-0.098068568345788,0.0287744203730955,-0.105861685932852,-0.0431909587613814,-0.0762524203294111,0.128764438027538,0.182648853276563,0.0702007951325104,-0.0072283700248993,-0.0270697215451128,0.0629970005177631,0.0724350708649212,0.0896128188742369,0.104296556887054,-0.0657078305479813,0.0766032459015065,-0.218062784389225,0.143497628257198,-0.0254134084539106,-0.0468138610891303,0.239338389304002,-0.0912078093618049,0.116501632942542,-0.118289980902438,0.220095611311436,-0.218304620335731,-0.0728512531174116,-0.257608398372832,-0.0283121940030937,-0.19843363921724,0.0851324433913234,0.269251833568948,-0.177963110828435,0.0450288748598677,-0.171348778292099,-0.153118970884783,-0.186169976311323,-0.192363281066185,0.0093006335251,0.131726910983973,0.0183044610117408,0.0205859864478213,0.187498856838773,0.225629390884604,0.156151228732311,-0.135438423894365
stable,-0.0319925809866721,-0.0567356765080541,0.0867076573851668,-0.262427671515213,-0.372222612540647,-0.102128943627666,0.0632378361190703,0.089137582554644,0.0389419600765609,-0.25893016909449,0.046065021919993,-0.0142392634903291,0.0663709858793826,0.0160516620796537,-0.166360963784259,-0.0336574309044914,-0.0894606651438369,-0.173130997736163,0.118303435892898,-0.0277634331608976,-0.0097855803430461,0.0322746112886639,-0.0690590940009921,0.135865647914339,0.077924536872289,0.0009974507977778,-0.230917046558122,0.118481256542763,-0.452520015169964,-0.101488114157696,0.103015215684774,-0.0521780014926622,0.207221601050432,-0.284689989299152,-0.118583832814762,-0.24192853313276,-0.0229823117440821,-0.0326209967676738,-0.242178113616222,-0.0248073418063917,-0.0313078680372805,0.0201847671539392,0.270907854460469,-0.110827563941955,0.331277801751911,-0.0487300449358024,-0.217140138535846
stable,0.274220893554972,-0.135112289986909,0.119009287372856,-0.399106683002108,-0.309012872987175,-0.332752969811876,-0.124838795735209,0.153396980077353,0.20598875193573,-0.0922931861357019,0.0292068559725132,-0.0454016459302748,0.140366609395783,0.0272450885075578,0.243017068835161,0.0051760845588678,0.161669281427874,-0.0812130544991203,0.300523115714982,-0.0296916656335773,0.264205160693226,0.0448992356280395,-0.260789492264314,0.299906829264368,-0.237126310241531,-0.453021671063745,0.0764428407256631,0.0518009750505495,-0.229894382790647,-0.253644599984022,-0.317506414397219,0.199200536648775,0.0009611710143658,-0.275024890843678,0.239230818906386,-0.228089349035322,-0.0676529925214996,-0.254959103869902,0.0552161154602267,-0.1144554734826,0.124311744535334,0.0612661598564566,-0.0304573815277356,0.406091145438124,-0.102794784696982,-0.229511744851583,-0.110426510712073
