group,BATF,E2F1,E2F3,E2F4,E2F7,EGR1,ELK4,EPAS1,ESRRA,FOS,FOXM1,GLI2,IRF4,KLF3,MXI1,MYB,MZF1,NFIC,NFYA,NR2F2,NRF1,PGR,RARA,RELA,STAT2,STAT5B,TAL1,TCF12,TEAD4,ZBTB7A,ZNF76
progressive,0.0381020303983984,-0.0940482132021014,0.0363011840783051,0.0534535880340117,-0.109127014916971,0.360435447507589,0.104039952684298,-0.392702801553203,-0.234211894305425,0.447457731088596,0.0346104259912831,0.141856082298302,-0.0124383272291119,0.360139688075457,0.309448164515968,0.421095707037886,-0.0622754346513303,0.292179099895364,-0.269288962956295,0.419316221121225,0.376948682468299,-0.353084182511149,-0.120752003707719,0.116767466913717,-0.0572869588960352,0.0743112004311513,0.147445935565599,-0.351309625918357,0.396292992437696,0.0064984919671251,-0.455495815210764
progressive,0.20271701966566,0.148693005822164,0.141965244669041,-0.20890631516942,0.0275168184680262,-0.0483272920303471,0.0093436028020182,-0.26442640686825,-0.178813428083418,-0.212094276570764,0.231824759370441,-0.0956816745351403,0.0790443097553842,0.104226757254864,-0.351039830353887,-0.0368298266308761,-0.12061324599344,-0.0877270683513657,0.0125223858116112,-0.0955470581227995,-0.179660899588381,-0.211714903045076,-0.12638645440451,-0.089480141175713,0.198140061646073,0.358266284125454,0.164715418354636,-0.224065958877344,-0.0814888214249364,0.183176223628826,0.106200111481224
progressive,-0.0486242803214718,-0.115913834060736,-0.0211043064152021,0.112402314551704,-0.100107025575598,-0.0916895095026952,0.0080424258885247,0.0727076107357421,0.141839635233442,0.16400214727609,0.0534920104277439,0.142213463019219,-0.0069230728288329,0.0506548484714842,-0.209635726411433,0.0159126132678998,0.102272907075676,0.0429721272843858,0.0385115207269971,0.119221318395851,-0.0368677988483364,-0.118867373388043,0.138800489500992,-0.0582523577530025,-0.0959351926982315,0.102799406192284,-0.0542627047737698,0.23722213404409,0.183440560937198,-0.10709779452942,-0.111304185568494
progressive,0.438040884033959,-0.367697179518978,0.0753930429495792,0.368242358061855,-0.429638193802257,-0.0666489164641244,0.373601228051085,0.0449777895189605,-0.0700643984647802,-0.19332960284833,0.229780441728485,-0.168635365728544,-0.394260360329388,0.283422875850879,-0.136088094772442,0.0213526396855158,-0.371715492413555,-0.119376189480148,-0.339586340935409,0.0993036558804238,-0.0432482189876549,-0.0030650900418864,0.109173402540136,0.232347930410394,0.111131343549361,-0.118653016300068,0.0787559101832632,0.251013298859405,0.2271849664684,-0.311800146658688,0.026571576783863
progressive,-0.110686194601336,-0.183018335724535,0.495063311086094,-0.105988466574652,-0.0527046473130782,-0.262622302423287,0.149619420027969,0.0321118669221319,-0.432512740648594,0.11950247870621,0.481291889199648,-0.429359471151231,-0.104315303167887,0.206828738051567,0.220793217254177,-0.140867488361817,-0.193893897868504,-0.257474107325551,0.462243567338023,-0.0483286814800021,-0.478653439212058,0.0583676619205884,0.0100389804405863,0.471317261197784,0.358250026363744,-0.127224771352815,-0.455164799078635,-0.0458189363698555,0.231282664765816,-0.357799559292692,0.112938529956596
stable,-0.131311924059725,-0.153701894903205,-0.304702411725974,-0.0103322192620948,0.126791256958174,-0.0419789340016794,0.100835752303807,-0.0362758208005144,-0.0846165245646562,-0.068171661988847,-0.0688016357112757,0.110252060877566,-0.0945840994730162,0.0387763665722357,-0.150537815963212,-0.0455511272651001,0.0536586174509933,-0.0864950145457022,-0.117527381679829,-0.0665131436879731,-0.15879076537218,0.200610763935814,0.0830332003971236,0.137705680169006,0.0415366309927992,0.0469018425236353,0.0547649779944863,0.0496993369544305,-0.0562803967208215,0.111510540096668,-0.087148532316855
stable,0.0373022353605645,-0.0147241379292247,0.0674639737083648,-0.0111655934413555,0.0330317165231553,-0.0223300205028592,0.128757275140744,-0.14988194261675,-0.0387333029987402,0.0220706819758095,-0.0540925950872653,0.111066993028383,-0.0319256264436895,-0.004645932269711,-0.033164000086348,-0.0932850897676629,0.0182536435807833,0.0495830086002308,0.0814976147653206,0.229849588776461,-0.111497628513669,-0.001970256889669,0.0334874090652572,0.0937982566824625,0.0849519090264352,0.153838624834034,-0.0332618955539099,-0.0075952242749887,0.2581622128592,0.120605124596516,-0.0501155213325724
stable,0.193849454067679,-0.0458878576634021,0.0008934372488284,-0.0610205953543951,-0.0453009382648527,-0.0180247934882948,-0.0367362340956088,0.145474607817873,0.031901567915007,0.0725897804700115,0.0390354786951051,0.0092239123374417,-0.0035392398853851,0.0699387593826851,-0.040211433730304,0.0176844158284133,-0.0512508859723956,-0.0533830920509411,8.53950169732391e-05,0.0211273909284017,0.0110347147545265,0.0313757789397597,0.096920891352283,0.0309320663353742,-0.0475677659443603,0.0105714028995542,0.0025913095054777,-0.0314962361743469,-0.0424686902420404,0.025056860309823,-0.0021998054569493
stable,0.0101402811256657,-0.0339331246067257,-0.136960533774251,0.0284993640520054,-0.116592238456499,0.0479561913256267,-0.154299477997016,-0.0783202528606737,0.0753029636399298,0.0211263727347298,0.0271746061281896,-0.0125409354736079,-0.14693832097145,-0.112250305103206,-0.0635590221964203,-0.0492266708153538,-0.0578448799612085,-0.123401621631131,-0.0276358021310436,-0.122034419564935,-0.0324033148207972,0.0388853205219006,-0.044804742201758,-0.0873449244102279,0.0883614217932761,0.0840002577159555,-0.13660800843084,-0.136549064554828,0.196549720058614,0.0559491174624306,-0.206522955605156
stable,-0.111956576302033,-0.1209825574287,-0.0273380493412503,-0.0148466011626699,-0.0245715767211736,-0.069518919503302,-0.0889114278646,0.0577557864569034,0.0199046063792925,0.101475993387125,-0.0307667272125399,-0.0516485980665755,-0.0525789309800728,0.0671985272237109,-0.12992039204741,0.132757492518006,-0.165566157560309,-0.145499734108351,-0.173861149654449,-0.12556018261764,-0.178483401318129,0.0430167867322961,-0.0034669423072758,0.0138924797564389,0.043728689648561,0.172298208800465,-0.116480262466751,-0.0049911577079719,0.163197727277949,0.0739154570963934,-0.0179210333398408
