group,ARID3A,BATF,DUX4,E2F2,E2F4,E2F7,ELK4,ETV6,FOXH1,HEY1,HNF1B,IRF3,KLF3,MAF,MAFK,MNT,MYC,MYOD1,ONECUT1,POU2F2,PPARG,REST,RXRG,SOX17,SP1,STAT2,TBP,TEAD4,ZBTB7A,ZKSCAN1,ZNF384
progressive,-0.408833835048122,-0.165134727930769,0.0092830153629198,-0.400788772251586,0.220855624497668,-0.186373758869023,0.453922999508727,0.356893580463559,-0.0636714840360017,-0.150482907753639,0.471040951508889,-0.08402765932823,0.403422679225062,-0.259409702515733,-0.403701218552499,-0.329209051755332,-0.0383325496640801,-0.409105858835736,-0.166097398939627,-0.414787409561453,-0.474080450836351,0.328896305843825,-0.290755964604525,-0.425419141667749,-0.409149838729541,-0.390492590446179,0.0871746650627731,0.311157748675515,-0.142735930904008,-0.208928928851538,0.0899258517530646
progressive,-0.346385682424641,-0.265343905011739,-0.185842490837304,-0.289774999527297,-0.119043627651597,-0.0099112260899317,0.160779691801728,0.22553718471585,0.0742828502332057,-0.31637816180134,0.248692422811668,-0.136510413222331,-0.26430454880639,-0.314825351183169,-0.323871484383618,0.18373577182227,0.0146879080516414,0.0768750170567263,0.0908316415507118,-0.419918578030633,-0.187410860680106,0.436551389161147,0.361596380423883,-0.0144669670618815,-0.212837745572047,0.394040475624394,0.0019791333730601,-0.315852260008813,-0.134148522923349,0.414594211361913,0.332783808252241
progressive,-0.0930559766591493,-0.0249157645948731,0.0170376234288272,0.120192809794011,0.117906340676777,-0.168157562223337,0.198255742772535,0.0814872639119179,-0.11311787429886,-0.100874669782758,0.323568428252561,0.0751638166099111,0.343197182352904,-0.337522174816774,0.137579313607125,-0.187136794278746,0.0615257863074812,-0.0790940356963683,-0.412204995691911,0.0974297755473,-0.324599917498639,-0.0183736969235408,0.307730974991264,0.0469639535250522,0.228030244578324,-0.426163225983642,0.102782882369897,0.410497545869673,0.320450846125915,-0.001903342331386,0.0978680212593599
progressive,-0.265655434714837,0.425321143639545,-0.211500104350045,-0.1110280523657,0.493177406668551,-0.374049531310431,0.18098711735113,0.051339778886312,-0.407540033527726,-0.106008812426144,-0.0405176562656579,-0.0971651559615858,0.0852861790381437,-0.495715929258581,-0.13571961537996,-0.296510345164653,-0.0446316443256335,0.0222032110103267,-0.121640767322644,-0.160910702925361,-0.124667907794665,0.155823841761065,0.465059519823323,-0.403737975633486,0.314031331694207,-0.0151335210302733,0.186455165903274,0.154492139899657,-0.418771700824022,-0.192823558342881,0.0779601828030282
progressive,-0.438206146596751,0.231921603556985,0.415070262715359,-0.0498359444688371,0.0305143549570797,0.454964030056786,0.109676595480979,0.389558261029931,-0.0882290058287693,-0.471784442932718,0.115804478238753,0.454838971224995,0.116554831229501,0.3698614950228,-0.145443421373294,0.501861091978528,0.440082029073621,0.0198843542548183,0.0051899415193393,0.106425065854405,0.151508774715172,0.0078161769869568,0.306206549641023,0.0393935320142627,0.39130908467501,0.162513951912808,0.424324616267915,-0.128247832001989,0.154385127846372,0.0030639413788871,-0.424011969188437
stable,0.121837577690352,0.0144603409758442,0.109968388905671,0.0111165480063963,0.120117032344825,-0.0048581945010331,0.0254155895424832,0.164195544485761,-0.109180779229104,0.0496371638945785,-0.0292039947849857,0.0972023666016427,-0.0207311062815232,0.0575774782357913,0.137064752068321,-0.14294988813462,0.0758023722117918,-0.0871138394474966,0.0278043754241478,0.0670232899909714,0.0162792633299622,-0.0133403109082088,0.0518718815592785,-0.0081552003797251,-0.117421135351866,0.0709514628979006,0.1090361008089,-0.0851060418711805,0.0613695530540394,-0.0517504078092305,0.0924067707456809
stable,-0.05374468620848,-0.0052296196567636,-0.0971641265052336,-0.0713030043467957,-0.0647396222016015,-0.134372278331439,0.139146391632037,0.157832754606181,0.0660956971431221,0.103759632253103,-0.0140947449680571,0.0144285218594046,-0.059949091049883,0.0708103501298999,-0.148911056940422,-0.0636967128250811,0.111566102875235,-0.124223395745733,-0.0555104557673758,-0.0452017859511186,-0.0550472349992369,0.0946938926694355,-0.0644501932888247,-0.247450880686347,-0.174401847763088,0.0684161527033907,0.106527642391044,0.13032233072909,0.0642532581975449,0.0514264856301726,0.106131200737826
stable,0.0067930155611382,0.0176315642718841,0.0716112917038361,-0.0711371239637284,0.0753557179359122,0.0528404812765585,0.063483225379029,0.21204383676,-0.179867503322518,0.0270892436569185,0.0045799884713505,-0.0819741595743862,-0.0448998502251646,-0.151636152805352,-0.0584433490496522,-0.0478891922289021,0.0810378106839311,-0.0509586103263644,-0.113777324702641,0.0269967790562224,-0.0825839625520785,-0.0226212482342761,0.0468919410599011,-0.107574158111783,-0.0433915495014085,0.0875015851227748,0.13616470440455,0.196340198422241,-0.0168009196078961,0.0354947747103805,0.119891336599245
stable,0.246089002133339,0.178157411448931,-0.0346633679153785,-0.187744214634052,-0.0020089861956135,0.0432690064722292,0.130007108099165,0.402546487963373,0.0587686925985371,0.119569528748756,0.275241033380233,-0.0344246075890246,-0.170198011424711,-0.162055634064861,-0.0728215573110147,0.219837116025908,-0.114326954301432,-0.0845181895625077,0.0658120651881555,-0.0124528397065337,0.145726389843357,0.187843916748354,-0.0157966250319454,-0.257829895735346,-0.124813814330764,-0.0460448091579293,0.161647015102128,-0.0320861709287621,-0.124958576325099,-0.136716695349599,0.0386854470298492
stable,0.0469667386693592,-0.0598975893608431,0.0070947013892363,-0.094008418052456,-0.0587592625143602,-0.135897546779597,0.0053668283751349,0.133026357147872,0.170179345742752,0.0829605940135653,0.309522282421769,0.0560495343450218,0.0720143541833717,-0.0618813529025055,0.053004926629497,-0.0034112146744367,0.0976905867145015,-0.0862135482108754,-0.0444144236575198,-0.0679259428331636,-0.007818688937781,-0.184807001061988,0.0426328870669983,0.0462812570905616,0.165954139345985,-0.0611815610366626,-0.0800557940366087,0.0317152678108953,0.0875776386648239,0.0103123506020596,-0.0975407994336517
