group,ARID3A,ARNTL,ATF2,BACH1,BCL11A,CDX2,CEBPA,CLOCK,DUX4,E2F1,E2F7,E2F8,EBF1,EGR2,ESR2,ETV6,FOXH1,FOXK1,FOXM1,FOXP1,GATA1,GATA4,GLIS1,GMEB2,GTF2B,HES1,HINFP,IRF2,KLF10,KLF5,KMT2A,MAF,MAFF,MECOM,MITF,NANOG,NKX2-1,POU2F2,REST,RUNX2,RXRG,SOX17,SP2,SP4,SPDEF,STAT2,TAL1,TBP,TCF12,TCF3,TFAP4,TP63,USF1,ZEB1,ZNF263
progressive,-0.158195249373552,-0.129001810845499,0.245866298255391,-0.102448362305668,0.0895834276175237,-0.123386815616088,-0.377661647746722,-0.1089776699963,-0.091965176681584,-0.0234336189965786,-0.0859628200659302,-0.0796498763928385,-0.0711523540910263,-0.168216044153698,0.130971770327788,0.0647643809602389,0.232156845950393,0.0405316109956459,0.110773142367669,-0.37923901122944,-0.0203992881376769,0.120964934516516,-0.0262341371268473,-0.218288610374458,0.19369639696137,0.185502482232559,-0.0086597953149679,-0.0017466159803108,0.0428435652153382,-0.0026940809926074,0.0789728664024682,-0.0186997836773144,-0.172224013091534,-0.0826405854740102,-0.334565076220549,0.251406264027106,-0.114491462701378,-0.0871685260023885,0.110056000341787,0.172522386051207,0.049901568852059,-0.244568114150145,-0.230762693934141,0.126548522065961,-0.301780692949759,-0.146649437243965,0.0246777120974394,0.117133197560709,-0.146998411465805,0.319955270423204,-0.0991924328158973,0.229799525081862,0.160645048410871,-0.0882503460900936,0.355337766775595
progressive,-0.16694535018129,-0.065123147056257,-0.239314665659389,0.320490862757881,0.311011918923419,0.3416305637758,-0.207708630824251,-0.34099672310945,-0.0294911091946534,0.138409779679627,-0.114938564250811,-0.265744865907497,0.332352283066866,0.158670385099995,-0.334120029648898,0.313757500101277,-0.0356033717008139,0.131169981515738,0.0719297676793237,0.273376434935512,0.0072620940667253,0.0518475294816469,-0.297392307419332,-0.101274360941052,0.301290905286732,-0.0048732473342498,-0.0253918482017256,0.237808099653441,0.244210208896476,0.140878254636518,0.15591206340623,-0.22334124384157,-0.261167835568074,-0.302873914388119,-0.0188081866070233,-0.23303040618849,-0.129364013385986,-0.123987515673428,0.323379774739688,0.182093823594161,0.253816557890003,0.20452987210557,-0.311620278557956,-0.11343518337384,-0.0133679863149325,0.372777940038304,0.322946597198866,0.196981116430948,-0.283024190605736,0.0442191455826086,0.125513192453236,0.351087211707427,-0.100032160640165,-0.0921203002622061,-0.115709365463157
progressive,-0.111520845666545,-0.0126727823262812,0.110113087100739,0.127357616470396,0.0625005728456705,-0.0907884834236032,-0.0659375100217831,-0.109022769923584,0.192070017807353,0.0224482039563052,-0.163025156868741,0.0321494984660935,0.198878630741431,0.0122611018080285,0.001329773223365,0.144062158911027,-0.0218326122900286,0.0708875270209135,0.0780845890501799,0.156519619602338,-0.148383860319588,0.0478412165330052,-0.003572960031296,0.0179858826618487,0.0672147457512934,0.0241717621140787,0.0694698355851758,-0.130477358527361,-0.0916235012165577,-0.121755313649125,-0.0579802140384712,-0.171295050940489,-0.120486861531869,-0.0535212584272147,0.117807203075772,-0.0457373361736236,0.0084435961608052,-0.0285331950023673,0.0362470125375959,0.0643814972155059,0.170393950831045,0.0279883647731263,-0.021871604961249,0.0636036139471185,-0.0312820551886505,-0.0126828793758814,-0.0818461915203483,0.0297703708928133,0.0498586562970289,0.140522527352395,-0.0518800363730918,-0.154272246212865,0.0967941756898782,-0.0736350737698504,-0.136565304807452
progressive,-0.151454011075098,0.167924741157589,0.308694989421092,0.246323963934935,-0.247439373508914,-0.0636277051435142,0.324703896821377,0.0014620602605001,-0.0063860885883547,-0.13593018769605,-0.459292869749937,0.347692907979882,0.20566768210822,-0.002073095922339,-0.009988192039622,-0.0082260037706605,-0.149069440149649,0.0023953505703654,0.101787080797757,0.0774903285059751,-0.163072198896022,-0.200734008834914,0.169875289537721,0.0555026896252281,0.0831660952293139,-0.304126689375478,0.0365095226323042,0.106038232342936,0.0993123012648494,0.0160128788484119,-0.065890863226221,-0.131150266200235,0.147824107486941,-0.0370195700417686,0.0151970299331619,0.170978784767319,-0.2988996962905,-0.120166942729912,0.0101555602106921,-0.142298688442699,0.165944123241638,-0.252755440501885,-0.0123665221180142,0.326651041103114,0.0965260467288321,-0.0219779939352955,0.0789296947771777,0.0536763908365009,0.133712984941671,-0.139855680494808,0.0732493892559794,0.0333125068899998,-0.0068796828555783,0.0161144344505188,0.0466752951381802
progressive,-0.316491830984327,-0.13729955640547,0.182741325454011,-0.175782402169396,-0.196728761256089,0.115726894223161,-0.183298039316781,0.167292515762164,0.33618558387979,-0.266944297197863,-0.0366735257099254,-0.0071676909831542,-0.0945021782050828,-0.0600555079462345,-0.169032246583318,0.258036875393555,-0.315447992491635,0.419414306363795,0.38545476073487,-0.0124564726794623,-0.33256694377179,-0.361098529238715,-0.346971914970945,-0.38963011470564,0.0726511590913891,-0.0766177453636201,0.300486307429711,-0.381070639065562,0.30793235534425,-0.0237995176333861,-0.382462423722485,0.359358798417561,-0.30431371523625,-0.0576894740294651,-0.101391512256852,0.354070016721253,-0.470144857108645,0.321641434214943,0.041336004310618,-0.353095767461407,0.467222109329106,0.179748988441627,0.0693108759147735,0.157271666232317,0.179609809975934,0.446206161009566,0.0683366266549273,0.313638672437635,0.267709778759171,0.381557763695485,0.425816515785642,0.057202349399542,0.139874358020778,0.347737396532252,-0.0556713862769265
stable,-0.0677062184256241,-0.0135791222803624,-0.0160276947418091,0.0530824076870423,-0.0526157219185163,-0.0839415829085128,0.0966566140137399,-0.151333498092894,-0.0740987454059829,-0.147107738705311,0.127264369488172,0.0090887496060851,0.036725845406967,0.0511901342569803,0.034015115599108,0.0994401653067134,-0.0201275157963114,0.070435510572826,-0.0881697411214875,0.122025334832027,-0.102815312633268,-0.0967345758389801,0.0296967158594816,0.0272910937955299,0.0972552351788264,0.0230892655469769,0.152300224725873,0.20968869533624,-0.237057922301681,-0.133401650023843,-0.0672108038672842,0.0688895818374576,-0.0736584467167689,-0.0476591203948352,-0.0134695759207941,0.0126584302489538,-0.0494099773565494,-0.0969397896397773,0.0046815933269544,0.000564580690476,0.125087492559815,-0.123794868362865,-0.07479937376512,0.0804283888921369,-0.0166784046868364,-0.0367637125792265,0.0781989662647172,0.122601795419683,0.0635150135466644,0.120330279118122,0.0028617415777749,0.066373899379925,-0.0677866361911467,0.173471914946391,-0.0572807519272878
stable,-0.0197099268446546,0.0080544303859347,-0.035972455717175,0.216190494613332,-0.0723671170850621,-0.0043362051072727,0.0989069210378657,-0.0159523092741867,0.0868611483102743,-0.0109870571820476,-0.0387474285402691,-0.0993120807237704,0.0194819264646326,-0.11926506097707,-0.0537349022840449,0.148348275529554,-0.34196796220474,0.0528083989730015,-0.0831458488315419,0.133217564797919,-0.14523518200155,0.091132773804608,-0.0392147508739537,-0.101587080982081,-0.0016092747670808,0.152497483858716,-0.165552699964921,-0.0561073868037787,-0.0279201454761168,-0.16605737925133,0.0062142294389024,-0.0902545249909545,-0.0956270993167724,0.0058982430465045,-0.054974508590454,0.0015108576419123,0.126887363434271,0.102033244269898,-0.174070933244045,-0.0021126819665639,-0.0593292437639476,-0.0329908111715168,0.0017809216962846,-0.120145981173268,0.0043405302028209,-0.125821269784557,0.185932168561583,0.0676661198503337,0.0400487310625853,0.0570037840575753,0.114521660844811,0.0988573096477549,-0.035013047757648,-0.073313888981125,0.0089830538418546
stable,0.112337214145571,0.0944449843004019,-0.134183562329579,-0.0660267864637835,0.0936468013555136,0.0659939632780029,-0.130880896919316,0.0622626731201947,-0.0208356117022112,0.0482869047900868,-0.13747706660395,-0.122265101682469,0.290620029882153,-0.146141021071746,0.07996575840829,0.184827333823546,-0.194889272567137,-0.0277935197195726,-0.0751537578992291,0.0930589196240692,-0.0535635925291426,-0.0684020007464542,0.0247312961659799,-0.112421309323943,-0.0438896860967114,-0.0139586354875686,0.0545678504176017,0.153067750858666,-0.113561364602455,-0.0019647852718844,0.00730919455693,0.0669472022439226,0.0004358119370298,0.12785331865588,0.0383450477863025,-0.0468754065735002,-0.0533891766491118,0.0443019119048688,0.0295478519359818,0.0730262485837292,-0.0622696072396271,0.0182062644730418,0.0153228349113843,-0.0448059009139826,0.0744849949790764,0.0097712877885481,-0.0670436219338409,-0.0233580621412978,-0.0112050308627302,0.032034720725718,-0.0547533760729275,0.0160421106139719,0.0656719822504882,-0.0296407792591787,0.0672380303480017
stable,0.161634948339699,-0.19735394848974,0.109695628437818,0.0319634247649583,-0.0320523421249394,-0.175433826708525,-0.109361503400242,-0.16851197138294,0.0775557388281909,-0.174878030941584,0.0225495172116688,0.0573421080607306,0.0359853786276313,0.0723163394316595,-0.047316488921689,0.181627904650735,-0.315247782424635,-0.0017621577643306,0.0486512455943459,-0.167260528034971,0.0560130799574842,0.0321695287296203,0.016136010154211,-0.0375982199849349,0.0344187394279649,0.10423779619898,-0.0459087552561064,-0.158435044187439,-0.153819436186069,-0.110617305442327,-0.0006470792751563,-0.0558079722657631,-0.061595944450413,0.0612479961257812,0.0461359054866463,-0.0509317143562133,-0.0751641856334061,0.0620541054691389,0.162356125414839,-0.0398124365962281,0.0003996299834443,-0.184442126640724,0.0623971969631835,0.036729469980414,-0.0967449519441047,0.0589835922650869,-0.192014174594406,0.0596919423261125,0.122925759491471,-0.0760442682426304,-0.0081945940076667,-0.254023572315319,0.211329789839705,-0.147343911138036,0.0528632385205078
stable,0.0350280982035629,0.147428980893447,0.135329060296269,0.194118835562108,-0.122830870895261,0.0549498499217696,-0.114186980890413,-0.0991855552070476,0.0297212372849651,-0.145663221487712,-0.108449582887783,0.0850965395920682,-0.0241640527381316,0.0798997819568273,0.063651138352311,0.280823117769587,-0.0634111796868069,0.060894156048363,-0.0060643832420127,0.10850287444145,0.078588516388608,-0.0473870450863645,-0.0291602581227821,0.0564648945685996,0.113593537882693,0.208351493915321,0.0815041021788835,0.0212928602788011,-0.0731828949760579,0.0613975412195183,-0.129175010348361,-0.0802555153003904,-0.204149186006313,0.0247977822047706,-0.0013973143154253,0.0536137475560614,-0.0268317594668533,-0.0135758521770961,-0.0648060494355502,-0.142904185747751,0.115743387605502,-0.0744649235267606,-0.0184582385370331,0.0680403089384898,-0.0759872040909692,0.159626097461901,-0.0366284093362606,0.021636957484958,0.0737632351063622,0.141762181976593,0.0291652450388134,0.192842771754109,-0.152623391744673,-0.0517430673483356,-0.166550870393306
