group,ATF2,BACH1,BCL11A,CLOCK,DUX4,E2F7,EBF1,EHF,EPAS1,ESRRA,ETV6,ETV7,FOS,FOXP1,GATA3,GLIS1,HEY1,HINFP,HOXB13,IRF2,KLF1,KLF5,MAF,MAFF,MNT,MYC,NANOG,NKX2-1,NR2F2,PAX6,PPARG,RARG,RBPJ,REST,RUNX1,RXRA,RXRG,SETDB1,SP2,STAT5A,TBP,TBX21,TEAD4,ZNF263,ZNF384,ZNF76
progressive,0.183366209326118,-0.124502989427297,0.236608027524641,-0.305442751656627,-0.155817681435101,-0.277435983264707,0.0131966899808305,0.0687042528782565,-0.219543342204602,-0.193377491380541,0.0799343273760502,-0.0081640000351629,0.260005341989087,-0.195290009026666,-0.366500116176085,-0.163930765859052,-0.318507379270878,0.098540801048082,0.109000776926305,-0.0764004657354155,-0.387685783778539,-0.049801832216059,-0.17499695573326,-0.222229140695998,-0.207635453632558,0.0175770236578532,0.323035686442983,-0.0133892146357232,0.264430226825919,-0.138632071538435,-0.335249068682295,-0.135963775288392,-0.0552004781173078,0.211993511729675,-0.39029998219167,-0.0563174393382558,-0.073736942823924,-0.0001018312224226,-0.292066265923706,0.151615552397318,0.0086572450187724,-0.140022704169643,0.424276605998115,0.377399239201005,0.0642857324928253,-0.375580597213051
progressive,-0.315768316331159,0.367489904180806,0.291261320810931,-0.525261983175634,-0.102475755488602,-0.173654877270966,0.462288236472976,0.424140026091627,-0.388849834564425,-0.385608386968236,0.429918002289019,0.0721465419930551,-0.392701818696019,0.425225424376793,0.196923103009211,-0.447192941843956,-0.243034833417593,0.156250161834107,0.410985470787714,0.277404795963894,-0.222161562591181,0.177082140334452,-0.408525627934919,-0.397863359454281,0.247809995981951,0.119057573856002,-0.37455384138997,-0.097650452242593,0.202780714406873,-0.0659851370536212,-0.450702789559574,-0.158131912121976,0.400034156024613,0.350527606523226,-0.355600663725632,0.263374253457007,0.284380249617202,0.380862718922497,-0.355361758124821,0.165992201333844,0.149746620478697,-0.314806795024191,-0.26162227905106,-0.238831864514437,-0.115597866822035,0.211401962199102
progressive,-0.0069105465965411,0.32958956550876,0.359712140015482,-0.0299567421460677,-0.0429004424949545,-0.131160042162979,0.343261691942525,-0.128818852489653,0.0656308468303137,0.286256112054602,0.230008263187816,-0.400337176313817,0.229525876463613,-0.144558503228449,-0.0132322471301257,0.100501126270765,-0.20349920100367,0.376084823166438,0.224874709926675,-0.0637251865091512,0.113561741104935,0.193051685967543,-0.386706031001851,0.0520349590197852,-0.0049713840175199,-0.0437612749975661,-0.24843397080555,0.192501302633426,0.236223733327461,0.284253150187266,-0.222344030261861,-0.311140963409573,0.266914777808647,-0.0115479001296701,-0.0112137170154027,-0.428091621974036,0.239014646931451,-0.198134947684427,0.192618903953153,0.158764834229438,-0.0199388802118638,-0.0800584911520092,0.312213951440311,0.121920363653343,-0.040569097448653,0.0239554117229409
progressive,0.397574819695072,0.314395913815517,-0.314197836499281,-0.041366141116131,0.0789112894004372,-0.494151349638268,0.258070865241745,-0.161725515947087,0.0683030280914596,-0.0886273887699858,0.0107862595548005,-0.0828353909722204,-0.149131597377543,0.112653895890595,0.0619157129898294,0.128841425386477,-0.0468536967922299,0.0957169286584902,-0.0611212330145714,0.131600398196731,0.294399330394542,-0.0326539952672295,-0.104470318003375,0.0956051370772722,-0.0871030074513385,-0.0738920644747807,0.231167624276297,-0.373394734819682,0.146514263415338,-0.161471542840242,0.118238048175708,0.0950456364936035,-0.121295493654262,0.104449696255383,-0.0495513470360875,-0.332155580256974,0.197732715973278,-0.105131299294266,0.0521616261897699,-0.161303855468415,0.16513787256213,-0.0832695330352029,0.0393777704676711,0.096248210008065,-0.0209050256877653,0.050147207017531
progressive,0.0232619797194576,-0.205573868774087,-0.0399485731715485,0.180016707055643,0.355008826491882,0.188887275321996,0.286959781819229,-0.127165489133035,0.0062031945918553,0.0386459023072589,0.14751196739432,-0.0086224404826789,-0.0882714590421018,0.0498736845185171,0.0771677407226807,-0.243413355784404,-0.359785286327611,0.243475387730323,0.336337210770398,-0.547928178298584,0.179582483434213,0.0399485731715485,0.106756978925831,-0.206876539638376,0.447436425910527,0.47131872508917,0.154273449499443,-0.392165962097096,0.403269680416517,0.375231240861331,0.175054151382158,0.479568973896338,0.331994974556099,-0.150737628582085,-0.0507421317613768,-0.188453051700566,0.412636504250219,-0.0228897880439463,0.391359546800155,0.40786004441449,0.399981987282834,-0.390615163449132,0.013336868372489,0.0044042681602173,-0.356125401518416,0.201727888127136
stable,-0.198270283052745,-0.0792417731357137,0.0652287804233912,-0.0286979173045352,-0.138663751670487,0.0199842566296899,0.138306357206538,-0.0002664809851956,0.0860164174053049,0.110941551540198,0.146604723495097,-0.0754074050443179,0.185577782117603,0.0649863276535683,0.124573828285416,-0.230982224790088,0.268545846854979,0.10747240222658,0.0275676825520193,0.256723712494328,0.121987766366194,-0.0413014229797989,-0.0299841335391982,-0.00977625297232,0.0689820280481817,0.0361879562553526,-0.119641582765147,0.117901253451715,0.0971636920783096,0.280105488106514,-0.0927991888653898,-0.107088405095612,0.192176505524643,0.163000850761519,-0.217908604052288,-0.108396579888441,0.0275001410558663,-0.173858373425616,-0.0658195413572319,0.0978340086159897,0.260495637513421,-0.0607790679088971,-0.116068092440656,0.0477010554594642,-0.0972886791818035,-0.186239062834796
stable,-0.106216720309775,0.14737725711881,-0.0017100480305995,-0.0408687994841374,0.0838829474515108,-0.145156194100728,0.205047708611744,0.0302602011911624,0.159868721674426,0.135245029744642,0.260603732910493,-0.310120689962958,0.208420764015163,-0.022750357793843,-0.0711399277473705,-0.094038653480785,0.0008854803225609,0.0529437566011398,-0.281909469779003,0.129134704039002,0.0479920880198311,-0.0174560363816046,-0.0864185706506945,-0.0054352496431659,-0.0194368200595756,0.0392468267543072,-0.170025241421833,0.142226731325205,0.31960073870252,0.250938117688139,0.102367058571352,-0.0048157001561438,0.0921788425652433,-0.0977650562963095,-0.0681079752355804,-0.0837360907027577,-0.13145240577249,-0.136614362368438,0.0170725426500981,-0.0037846030362704,0.0858089795236802,0.0327912133209261,0.133445123983077,0.0172555904815254,-0.0743830982373805,-0.254968889833863
stable,-0.0248956648481271,0.0797409674635689,0.0152265617059283,0.0264027537517439,0.0747418585918257,-0.0702577098944453,0.177187506085887,0.0369923975646768,0.0442340337270768,0.0308767054479269,0.277962053228828,-0.145099773185964,0.0724852088029275,0.0163942925514737,0.0361306232106381,-0.0281741749415244,-0.0774316138119901,0.07858129666225,0.106999642165475,0.145372421022079,0.0155486150580952,-0.108331779331009,-0.12582332960358,-0.0320640173231065,0.0116748927649663,0.0016447600336776,-0.0103033148066464,-0.0578150688821531,0.1978711590613,0.0095640670615281,-0.0223860643917136,-0.0323334829515586,0.126625013656713,0.0718267240946274,-0.0422846179583092,-0.190342404147646,-0.0396359294764522,-0.136643486035835,-0.0048355387523087,-0.0824690253146546,0.0659377120113285,-0.184954252968261,0.140343092791435,0.0735925706140494,0.0928294804924752,-0.0447490868126123
stable,-0.121525526180027,0.176467027034514,-0.065612147408145,-0.0865345313906245,-0.0244081540376876,-0.148328383907063,0.11387242496935,-0.0258558016241392,-0.20727330446358,0.0530023376021172,0.216716200650844,-0.0846333116168022,0.0684155909326895,-0.0524324199934923,-0.0093066495755324,-0.0295661708290242,-0.114516479979864,0.0343354583228431,-0.0664595882114534,-0.0207416330601738,0.026400350682265,-0.114775742192076,-0.0130757382270467,-0.0725111903246784,0.0827854532767883,-0.00749247017325,-0.011846785041449,0.0049960735875043,-0.0941274916410668,0.254236177491719,0.210836054947889,0.10848827816753,0.244051907285561,0.0868588551870906,-0.164610400745027,-0.0560457982315987,-0.167452553178522,0.0716194639051971,0.0051117629255559,0.0200195041485547,-0.015831506372205,-0.151102959770695,0.139904822322178,0.0579965522872143,-0.117045024642535,-0.149205129760086
stable,0.0480951424181891,0.153046055960948,0.0400389125636209,-0.123109458906166,0.155253455681081,-0.0736726296855183,0.0021734015855059,0.0159243189901696,-0.017618736439388,0.0275234377907052,0.237577990871619,-0.0371556228441494,0.0595580916065971,0.0563308363844496,-0.176219857402756,0.121239207354422,0.118973373340397,0.207697791764123,0.167185472883177,0.123805800908366,-0.0311257349354616,0.166215375067779,-0.154666191027478,-0.096629781555885,0.0638178630944351,0.17434473632652,-0.0386556134609671,0.017236700108874,0.159457183368869,0.195389493124094,-0.0826931139260954,-0.0135159407137751,0.0734814787150479,-0.152676237710066,-0.105437069160569,-0.0667903979173037,0.100530182136294,-0.243024332672678,0.0913206718086607,-0.22100177535733,0.13842942563861,0.106483751315688,0.0887916178617005,-0.0543309669444379,-0.0706734452831632,0.0351963917994345
