group,ATF2,BARX2,CEBPD,CLOCK,E2F4,E2F7,EBF1,EHF,ETV1,ETV6,FOS,FOSL1,FOXA1,FOXM1,FOXP1,GATA1,GLIS1,HEY1,HOXA4,IRF3,JUN,JUND,KLF5,MAFF,MXI1,NFYB,NKX2-1,PAX6,POU2F1,PPARG,RBPJ,REST,RFX2,RUNX1,SMAD3,SOX17,SRF,TBX21,TCF3,ZBTB33,ZNF263
progressive,0.180513495430887,0.0494674958246587,0.0233464015115064,-0.439933803002238,-0.0027572618360158,-0.216307191035442,0.290260439670512,-0.0250720671088749,0.15885631295225,0.118799953934544,0.265525899441563,0.0142284218537851,0.135018675136626,0.198056970020847,-0.257463285521076,-0.0875256323278725,-0.205374806318963,-0.212315499906175,0.169853667631531,0.255316107482109,0.115877890241663,0.0849553572140693,-0.301882139845995,-0.147508754327129,0.0084635261299773,-0.361640243925301,0.107880246283978,-0.0758294543901525,-0.0984120626804178,-0.215159916570341,-0.0413985433712146,0.166058471023912,-0.0099736816068296,-0.182863506524457,0.119386268233007,-0.254032554558447,0.0930623408652514,-0.18381428646791,0.122094406438611,0.171164159320258,0.23214876952662
progressive,-0.383369101860071,-0.295001801916669,-0.27311394662016,-0.417430572572231,-0.0562017201566308,-0.10424465273961,0.494994816019729,0.420107124466896,0.440046262155886,0.359658726030023,-0.418316886905771,-0.238415620906747,-0.0491728366174594,0.0189354307284899,0.445945241660577,0.0800647064017255,-0.506531576434127,-0.246644844056575,0.41008472894027,-0.127183172047402,-0.149062222896889,-0.003105034983066,0.151994103755191,-0.423937058921435,0.168719618281177,0.154224563667412,0.0750872590186631,-0.119546781663718,0.167616127587763,-0.402735950492636,0.439007337407299,0.409893965921462,-0.207347662182043,-0.373511056011188,0.0561430238431513,0.198725173731903,0.396053375202993,-0.40892547674905,-0.0010535988269572,-0.154967072032928,-0.144733369777776
progressive,0.208457015382186,0.0984865021207342,-0.0197635931754639,-0.266993941605201,-0.130126771710295,-0.336995596299259,0.117665975215612,0.141499507365931,0.327913535098477,0.321092271646968,0.333334023111431,0.194538510032951,0.0407231691672842,0.118266557970703,0.0736424208904971,-0.208784211037973,-0.0305679092641631,-0.410701962485634,0.130348865383941,0.0829750805809663,-0.0190164468876266,0.103314028987164,-0.0414400576691098,-0.197899563194976,-0.309436545665233,-0.250757324010269,-0.028081130820875,0.113909513001123,-0.0360878592689179,-0.276785574563584,0.047114421463435,0.0689423273193101,-0.136693244787404,-0.271377662204766,-0.135727205901518,0.0878562635717087,-0.262533395191279,-0.0143258803271486,0.16620464667199,0.175270092766095,-0.089980405879372
progressive,0.489457019989308,0.310526096626932,-0.102762979529018,-0.35234778584516,0.408052966856514,-0.517992298586592,0.13483035627645,-0.272177989436715,0.103872076769907,0.142780963463944,-0.317633638202886,0.0697176249995619,0.253077351902252,0.0354526427762899,0.234056361311809,-0.152808892987328,0.249096088333102,0.0105486146472207,0.197459945074105,-0.230564357541645,-0.113231947232218,0.355627939580548,0.0757231129419212,-0.0258700859602879,-0.181020707465017,-0.121898835099954,-0.364715276622162,-0.276357015826053,-0.0450357414082377,0.0811038870988655,-0.118877127570674,0.135252430898166,-0.242094200866564,-0.0673309257586658,0.137243062682741,-0.427759896434238,0.0804195735594213,-0.0075502052036067,0.061544873274323,0.227288538333822,0.0850607689504579
progressive,0.270021593056059,0.388434732029266,-0.48009343792903,0.234968331205204,0.0050783877593112,0.200038932470429,0.193969639782472,0.000495452464323,-0.0418038016772568,0.394380161601143,-0.194465092246795,-0.101629686744264,-0.422868678299718,0.43135330175125,-0.19855257507746,-0.267730125408565,-0.150431754480084,-0.237879114433101,0.480960479741595,0.445411765426416,-0.322415691158221,-0.0310277105782306,-0.23608309924993,-0.46070886026239,0.344525257378637,0.1725413207005,-0.509696722672331,0.40038752273106,-0.0486162730616987,-0.0418657332352972,0.146715860997661,0.0309657790201902,-0.0034062356922209,-0.307861775018731,-0.0953126678241456,-0.197252012358612,0.282531767780216,-0.105531374900808,0.303031113491582,0.162012955833635,0.0053880455495131
stable,0.0094322734927208,-0.0876990695070107,-0.321900478633332,-0.33965880510486,0.241793212067683,0.176596147059115,0.0830486351592003,0.200087830025591,-0.214647752689064,0.322999920527601,-0.0315939912850315,0.114948869416151,0.225946406123783,-0.107243637572745,0.299728869077541,-0.205680492503926,-0.234060212989735,0.0910537832628581,0.277948159921224,0.233774054816761,0.256700551540914,0.237970472284411,-0.278594438539288,-0.246581930256233,-0.300991650599233,0.0779023573374261,-0.180484764982928,0.091374738350005,0.14781126596658,-0.184943489924805,0.0420621884953571,-0.0780633872129706,-0.146745365686549,-0.309347931200453,-0.113812220431836,-0.0738680744092622,0.100848788224532,-0.101734628282018,0.356617405094381,-0.06326078996624,-0.178886316258861
stable,-0.0173939485865693,0.0109237419944374,-0.0938632373222406,-0.114576911948114,-0.0396195366634025,-0.119669092775845,0.0854123749798043,0.114425267992231,0.108123610562288,0.282184063430544,0.203857020181262,-0.172229313416289,0.0039392999161961,-0.137957469909343,0.0839256065725495,-0.134368343740252,-0.173928808893289,0.0962769294098283,0.236820779829989,0.0295309582821159,0.18232326896846,0.0949391744000377,-0.0945591360779481,-0.0157710487811636,-0.120535088081046,0.036654394425022,-0.0140182071268269,0.208439452946067,0.137145168943623,-0.039305687833281,0.183745240532322,-0.01573220935981,0.0088560070235483,-0.134012135182658,-0.0188776222192142,-0.137442538098947,-0.0216138671905136,0.0356641826039177,0.126473264233062,-0.273447050490744,-0.134823236923217
stable,-0.0400351792724004,0.0399274735579775,-0.0452934316487678,0.0038474977774136,-0.0465778953809391,-0.146190321208592,0.133379025789427,0.0965269657018536,0.0068677358516744,0.304800280692994,0.140635912921218,0.0214399570550739,0.0170402644699155,-0.0026210169363114,0.0757062120937432,0.0189579923261163,0.0242201195095299,0.007842052603085,0.354195740857482,0.113305738702242,-0.0269624387885823,0.0409461997745766,-0.165150378551637,-0.0633270852736388,-0.294900334309359,-0.228334954454749,-0.164141026119749,-0.124218193049252,0.171267121111902,0.0042783206351053,0.0633518886792222,0.154630996696665,-0.296876369890752,-0.151077102562144,0.0094754809937916,-0.0896141243118684,-0.22234742626838,-0.180847129086192,0.137551589714851,0.0312371398434529,0.0949208697824072
stable,-0.0078132919812053,0.185277776595631,-0.259179521393933,-0.271452856442439,-0.107376989716636,-0.0288591406105254,-0.0086368034225761,0.130836237278669,0.102092020426844,0.244294609226546,-0.0822334996454631,-0.0873977772227556,0.128423273663223,0.0410733813399264,-0.252789281561184,0.0650606687478077,-0.0291425321518668,-0.043253232558462,0.251836045574007,0.0864063421453288,0.0921115014278695,0.137244325119398,-0.239822703763698,-0.159205537133596,-0.351714804182011,-0.0414535221440375,-0.0505516530411705,0.231087953955865,-0.0661824813469422,0.179624528897277,0.267903932416655,0.142283013664929,-0.405921381003676,-0.400142544273559,-0.100381114735052,-0.148234236033097,-0.0159440390799577,-0.021115390562852,-0.0501040380605496,-0.120339649658711,-0.00302893754939
stable,0.201640286022339,0.202946734573912,-0.0548911548587916,-0.351975884498788,-0.194797855176867,-0.249334760640456,-0.15260972480742,0.160972050898148,-0.0632802167529316,0.204333830269328,-0.0733254033643163,0.128877917570656,0.149196952269972,-0.0437782950453808,0.177816134727739,0.0005698068102081,0.0127386429116524,0.0232411524761291,0.243755948293066,0.177193120150874,0.405618987429247,0.24928164082052,0.0131738912375855,-0.263562605391475,-0.2341835632578,-0.128456125093151,-0.179354674678007,0.305514071132697,0.0672685126375014,-0.210184485933643,0.187092403150878,-0.148040716719145,-0.0198245102829241,-0.18148606347958,-0.0123785010860926,-0.190444228610154,0.0528081367541798,0.0766615743071216,0.0967406903495074,-0.224208118396762,-0.234603508854149
