group,ARID3A,BACH1,BCL11A,E2F3,EBF1,EHF,ESR2,FOS,GATA1,GLIS1,HEY1,HSF1,IRF3,KLF1,KLF5,MAFF,MNT,MYC,NANOG,NFATC1,NR2F2,PBX1,PPARG,PRDM14,REST,RXRG,STAT1,STAT5A,TEAD4,TFDP1,THAP1,TP73
progressive,-0.152180841934147,-0.0211494596903597,0.228574532180564,0.0307159382665172,0.321871912206529,0.0527418620521531,0.189849744463734,0.328351712881931,-0.0613969449930052,-0.0993246584782622,-0.0220465651501985,0.204444777006811,0.171845711173269,-0.342551383903769,-0.253541056517743,-0.080277442378746,-0.116101324475885,0.338338957735712,0.151491737917209,-0.091914408600266,0.217767983933373,-0.26329965856406,-0.17487999176398,0.128090781692245,0.248364837404336,-0.130067589298438,-0.0507571154595893,0.153366926497863,0.199632163469162,0.0515224337456819,0.329536209648373,-0.070071081501146
progressive,-0.477369781554633,0.71444581187114,0.676236111237899,0.676027282914832,0.679430302207624,0.667753563579808,-0.610452248227887,-0.650982590366757,-0.0299889236899794,-0.502426239078656,-0.643879486138501,0.610690488990823,-0.0995081665632978,-0.605993322343814,0.630473296046413,-0.627370283640281,0.615064118799277,0.0106531857203909,-0.654285607363996,0.663538760946644,0.609175748337592,-0.620696601034105,-0.620146588408563,0.602399122191877,0.691215866862955,0.607713950076125,-0.620634834910381,0.570021908384571,-0.610752255114547,0.617567117432091,-0.661082822217619,0.672736030893541
progressive,-0.084438376285265,0.264672211860616,0.212152519229364,0.159424940030393,0.16413385336831,0.0613993206874264,-0.127346790118704,0.336538109535377,-0.236719029402649,0.0498912487978229,-0.38342959029248,0.144442290845292,-0.0395099037757979,-0.0561435786114998,-0.0535943332978077,-0.159498257850015,-0.181764192314491,0.111982582780656,-0.23309025556776,-0.0833394490909597,0.0034667872771631,0.0375683562649473,-0.355080567981286,0.2297333686473,-0.041200337754445,0.274620370765044,-0.0467346875449331,0.249215440775296,0.402346886091204,0.172717918964135,-0.113174990194978,0.198098027817033
progressive,-0.189920788587974,0.377229047296522,-0.405979339813232,0.140133696668793,0.140623579890324,-0.280578447507009,-0.050350674386429,-0.238330896805927,-0.117659220068621,0.163051452555704,0.0315871715705982,0.204483976304151,-0.284257990730677,0.224028365980852,0.131968795674537,-0.0155819714069718,-0.220432276314834,-0.159735528404655,0.254506797428383,0.0071423239599321,0.0971849193209613,0.0610246011723762,0.0837694889755834,-0.183508412304372,-0.0041081910425072,0.387198495998409,-0.0724241403849052,-0.100817316703619,0.0764098606220297,-0.131974214736722,-0.285647438274931,0.116365148018825
progressive,-0.650154949619502,-0.566345913145113,-0.482474933554335,0.0812074255860487,0.301662976814689,0.218163655922245,-0.289026581071322,-0.194377499228849,-0.643527036165873,-0.643217320583928,-0.691656837600167,-0.116081400113086,0.671277552308169,-0.219402518250026,0.059465391733491,-0.334183112918942,0.518278054827208,0.620360310636367,0.233463605670341,0.381569596956567,0.293424542334945,-0.273850517556004,0.189979537965226,0.0602087091301597,0.15634442576597,0.569752784546511,0.0016724641425044,0.617263154816915,-0.131938837908683,-0.0258302795342352,0.09093249485913,0.376428318296276
stable,0.123703580330434,0.010560161316242,-0.0235520640744512,-0.237111373854682,0.199636879313702,0.10846961034977,-0.0359565967343426,0.0582337657691687,-0.0173829894727937,-0.156164788165957,0.0840248223577602,0.0802419230289392,0.203294219652142,0.0354254282716229,-0.0973579169288513,-0.0244950418311945,-0.110457434478094,0.124776099076852,-0.001341933761908,-0.113199671054845,0.269405640150204,0.0340950876722149,0.0049812794959457,0.028377087901918,-0.0099744545847177,0.061210789089073,0.0732752388472782,0.212052047440061,0.030311180242307,-0.0323587343600334,-0.262812255801045,0.169927837850637
stable,-0.0320279371006853,0.0962639703216598,-0.0164332820507019,0.0123692324639219,0.0732652778450116,0.107901355428505,-0.111032416419165,0.1186516091832,-0.115916874678838,-0.100503001497273,0.026285193174585,-0.0849075678862711,0.018721978947756,-0.0678809834116752,-0.11918904985404,-0.0176732183282344,-0.0818136053281271,0.143996534216145,-0.0223862374517073,-0.132422679688382,0.244757005842125,-0.0679690386628299,0.0174110768334176,-0.10260067844852,-0.0214992618117607,-0.0823306477002916,-0.0683030024115726,0.0365658189231216,0.166558142537194,0.117022314540482,0.0825344360467968,-0.0068602125554752
stable,0.1316719062146,0.024666054962904,0.0108354207689714,-0.0453152406167681,0.0715172403154962,0.0408917552023943,-0.0488107594199148,0.160944350426042,-0.005575024462035,0.0097864971114508,0.0053622659118205,-0.114099923752337,0.115378036541505,0.0185959689252684,-0.0414612554689123,-0.0262892565737421,0.0547266310499734,-0.013155372255723,-0.0079698574497001,-0.112515339834314,0.171538556276105,0.0669710499206339,0.0506174008980701,-0.0584439277437808,-0.0317440231631617,-0.050311745471839,0.189946843680409,-0.171513059742647,0.109788655713282,0.0432417711572998,-0.0133999898198649,0.042164764023713
stable,0.138506269830543,0.0810253152494791,-0.136715424582724,-0.118534751392235,0.0481398078913335,0.083894665751153,0.141768330388695,-0.0464736030258356,0.0881876038622917,-0.134885144472489,0.0098910500066457,0.102621528171793,0.0706195365123394,0.19153130343419,-0.129824592017297,-0.0934918659519776,0.202753525832559,-0.0505994072325483,-0.0817011698028676,-0.115498157748289,-0.0791409624054591,-0.244345835708538,0.248206738138627,0.0609902203847819,0.188918224919303,-0.197153119942286,-0.110096237024252,-0.0826695633079249,0.008595052201344,0.111210135340221,0.0528385646004742,0.0926186186108126
stable,-0.0058769576092874,0.255315133005011,-0.0889589549814957,-0.180409050390504,-0.208847936360126,0.133512620870425,-0.0796397440161027,-0.0236895920126948,-0.195984462991127,0.0937138130682861,0.094322511211462,0.101241462537115,0.0877805959237109,-0.201373190284762,0.116434716567581,-0.186751098600773,-0.138950983735225,0.217305943669961,0.100887389574841,0.0413738981511522,0.198755576302254,-0.0805053636477432,-0.110419008989789,-0.0182557334434992,-0.0650964333454204,0.134323835676733,0.197210161312514,-0.0532792813493479,0.0980026973588786,-0.0019116760460014,-0.0236380134120542,-0.0392169587935432
stable,0.0719253852322553,0.0781915699255592,-0.0803924733737453,-0.077654486729691,0.15705160383559,0.245498031488339,0.101873966281257,0.148874984672255,-0.365510436783865,-0.0824967679040549,-0.0203995280751114,0.0296542587236954,0.0520764270680433,-0.274729798220751,-0.323068662044298,-0.186387227448378,-0.0836216700332896,0.227596756816625,0.0391656039433152,0.106389263425885,0.0698532936745712,-0.0545311926964425,-0.171260087486857,0.0632457207728926,-0.0284568769694632,0.169541127671724,-0.0733563532209734,0.136149397449894,-0.0582205891015411,0.168129334672404,0.116294475772233,0.0410631021764798
