group,ARNT,ASCL1,ASCL2,ATF1,ATF2,BACH1,BACH2,CEBPD,CLOCK,DUX4,E2F2,E2F3,E2F4,E2F6,E2F7,E2F8,EBF1,EHF,ESR2,ETV1,ETV6,FOS,FOXO3,GLIS1,HIF1A,HSF1,IRF2,IRF3,JUND,KLF1,KLF10,KLF3,MAF,MAFF,MAFK,MECOM,MXI1,MZF1,NFE2,NKX2-1,NR2C2,PBX3,PGR,POU2F2,REST,RFX2,RFX5,RXRA,SRF,STAT1,STAT3,STAT5B,TAL1,TBP,TBX21,TEAD4,TFDP1,ZBTB33,ZKSCAN1,ZNF76
progressive,0.280380168532843,0.0658326560476513,-0.0409485578028354,0.0580574049080027,0.0012404161246091,-0.141244355607391,0.0133348851642913,0.0455972354969219,-0.0886164481053798,-0.148492471076555,-0.0817521532962876,-0.0786980610054172,-0.0704154417829271,0.1107248475853,0.181484574853012,-0.222200863501041,0.118933338354128,-0.0184036240957952,0.241335888339633,0.0810471093370144,-0.0314205805588254,0.261838171323545,-0.302412792260131,-0.329215993805305,0.348089098107625,0.0793438022017608,-0.109441601687464,0.0876560728057156,0.0883429964763159,-0.296545113328049,-0.0811986608422787,0.203912550333164,-0.0132360472260754,0.10493459170482,-0.188643736177782,0.0751563682193485,0.120093036829194,-0.162921162757102,0.293026482727564,-0.0366869953667611,0.0087471575321046,0.0773159771693652,-0.198889935772827,-0.120742072623478,0.234435352953195,-0.0757082133743871,-0.341099608576793,0.135849451479774,-0.0699591399681639,0.163118838633533,-0.0027509892803417,-0.0893527907450881,0.129614424877323,-0.0061921968292243,-0.152289495203014,0.257738044186557,0.060133001610536,-0.150447814954259,0.0287190102475916,-0.331286648610927
progressive,-0.306556127450346,0.184923037982837,0.332068519744356,-0.32981554838339,-0.395182122323197,0.308541539459402,-0.306963547372572,-0.15503848264285,-0.328985506303035,0.0381940974850856,-0.112393170485088,0.19867498058155,-0.0772212774977077,0.0148708271612445,-0.287246247405148,-0.333746846588152,0.468359605070454,0.367000217404453,-0.301548510943584,0.391342037533859,0.456851512491163,-0.329028072563566,0.194913947418913,-0.320213816186455,0.0871817824619762,0.309104022187848,0.167297565675796,-0.265315501890108,-0.0375312799996734,-0.175056786881173,0.488578578822708,-0.338167656789021,-0.340326374287382,-0.412090049095571,-0.3194628257328,-0.326738615836431,0.22564678752234,-0.351840547761034,-0.074667301865844,0.0615264891504691,0.318723997067868,-0.0222074262084911,-0.387948898480098,-0.321171557048404,0.326623078843561,-0.255561747334134,0.0429037501681295,0.334081295778039,0.324342743457968,-0.281511964022177,-0.0878962875494619,-0.0591914257156223,0.185217961359373,0.232731029453581,-0.413789659069633,-0.36279223850624,0.334020486834423,-0.343619178584177,0.138653512785572,0.311423883386791
progressive,0.112927236987079,-0.0483051805602953,-0.0649498762046666,-0.061887538544708,0.0902029027240184,0.171150684334024,0.035955247954386,-0.0068156331308553,-0.0718461013271922,0.113279392385976,-0.0392303642747055,-0.0597723938221451,-0.0709448932321025,0.0043928956400841,-0.252382276173519,0.106182951472379,0.0089061261853778,0.0315121798488993,-0.119725882590279,0.306784556950699,0.210836393361667,0.148641341060507,-0.0357865578541741,-0.0931854385098721,0.0011615518328874,0.098052799747976,-0.0552852371565093,-0.0178963998914704,-0.0005582180599516,-0.12518101228528,-0.103497104832331,0.0982099541317331,-0.18730527005258,-0.104667505981951,0.130918055927614,0.0896472130402759,-0.155395898103557,-0.0002589215261799,0.0486717951106386,0.0039118720662715,-0.123210775124211,0.157273217438936,0.0145441680967682,0.0861116739704021,0.083413185449308,-0.123100632735595,0.172963293040797,-0.101507588802666,-0.0695730121033069,0.0636075454728167,0.0517700831198227,-0.0255576958525681,-0.0526159829853348,-0.0329926231311802,0.0176888360070411,0.149888936696266,0.134160777427753,0.118355818731884,-0.0374216271440029,-0.0495165097998026
progressive,-0.229499595268816,-0.0518887460893698,0.0724805044361198,0.0244273366510215,0.219595316714793,0.311817817247172,-0.164019645247477,-0.0750253537868064,-0.0100934227625204,0.0321722650476293,-0.306303237420553,0.0598328028462428,0.31345577281225,0.374690794306822,-0.428812107666574,0.121187079486935,0.282628594877832,-0.104495241755851,-0.156834938700083,0.0898263041080184,-0.0174534066409556,-0.211889215575061,0.0973665573933788,0.148006175161531,-0.0786407260770799,0.0111833593305455,-0.0205540404400702,-0.0163618060476358,0.329932951280317,0.314489687195353,-0.0498503151033687,0.166027014427978,-0.0238183033931632,0.200153954521775,-0.168751023835393,0.0261606963329952,-0.117455225426033,-0.200238265136706,-0.300648324794082,-0.307054822178657,-0.0839550681932369,-0.124400312330991,-0.104098094385517,-0.223266711189988,0.277325346263639,-0.147921309871502,-0.0091599045721966,-0.0761846247421104,-0.0223972257914938,-0.154983987897285,0.309157595476053,-0.0790012648909305,0.0334286041451239,0.058961408266921,-0.153698251019584,0.0465206004886844,-0.1481415158855,-0.0553687776556749,-0.0597218678265965,0.0196804271603554
progressive,0.0452844859256175,0.0982065045521227,0.192965981071101,0.0625872148763012,0.22797697168225,0.0036497943880348,-0.0012165981293449,-0.418442167709698,0.111115962480172,0.335375550989424,0.0272382803403341,0.138219065250579,0.010341084099432,0.139706018519778,-0.0257513270711347,-0.0521785419919055,0.0249402616515714,-0.0479880373241618,-0.388973457465565,-0.0487315139587615,0.159982654008861,-0.0311584298682234,-0.102667364359721,-0.121930168074349,0.29015865384877,-0.0027711401835079,-0.299621083743675,0.413778541547209,0.0408236261180193,-0.034673046686331,0.0901634391414533,0.0936780559595609,-0.0898930840015989,-0.0965843737129961,-0.240007775405773,0.227503850187505,0.312462952886761,-0.217635887582818,0.0205469906289369,-0.283534952922336,0.117604485836678,0.0028387289684715,-0.0864460559684548,-0.126728971806765,0.0766456821487317,0.0386607849991839,0.211890840860912,0.097463027917523,0.230545345510867,-0.0118280373686314,0.0599512522627204,0.084688747559401,-0.339903999581985,0.0968547288528505,-0.112873270889226,0.0462983177000716,-0.0926642241851068,-0.0317667289328958,-0.0687377943079895,0.179988934358089
stable,-0.0961243017673681,-0.0350393320017563,-0.100222953788887,-0.0849852287907842,-0.0169041781712247,-0.0672069471823825,-0.0028917092217523,-0.0682386285173769,-0.120970080652938,-0.110807854211741,0.0756190252300043,0.0933021723966001,-0.035903413001876,-0.0094018855356437,-0.023349392301467,-0.0284211127669172,0.0215428349035123,0.122878279205761,-0.0054374082343111,-0.0378842348682462,0.0928299109645799,0.0780028435183651,-0.1461966071997,-0.105850578433317,0.0984653016858924,0.0566459221985914,0.229152423670108,0.25430107955408,0.091921752230805,-0.0297783921225434,-0.1695846724651,0.0828855019905298,0.149758350446504,-0.0850032271986934,0.212089040922801,-0.0787089268327278,-0.180990992938715,0.12948962441309,0.0620684279610477,-0.0080648084746095,-0.152579692714886,0.345585593692612,0.236045446584891,-0.0151956412571604,0.0780055721399723,-0.0797657954440966,0.271264237930815,-0.0802769922075123,0.0676801006637743,0.0596577957180466,-0.0283987065856425,-0.0373781280335979,-0.0145662741887547,0.157352209326405,0.207640915441587,-0.221204998398102,-0.0099308183395063,-0.14828636403639,-0.0231454278363268,-0.144158221912116
stable,-0.0305757288967278,0.108672376640185,-0.250125961460345,0.0915070890073466,-0.0125250656717812,0.140234062755041,0.0866709298579526,0.0389744554713244,-0.0009122295194391,0.0647697832983101,0.028452861620462,-0.0602206958481191,-0.0841694141662278,-0.0380626279567854,-0.0527802283540297,0.21297688963917,0.0326621343285492,0.0447690747036757,-0.103240365827776,0.0133060807918086,0.185387212940327,0.0403964674046542,-0.12578082078014,0.0178020633946887,-0.0653231028428879,0.1445509521749,0.049577897519859,0.241416806701847,-0.019974497875144,-0.0717564274606107,-0.0270252618190199,0.0307702188674243,-0.0904334143200039,-0.0364150912744667,-0.0106926871363697,0.0979105446609877,-0.0681387853640864,-0.0519721583042216,-0.051686091617269,0.155103701405525,-0.077042872298672,0.0821140033122085,0.0398931572696561,0.0542278881999897,0.017426912421861,0.044030591702085,0.277095626001673,0.129644007469681,0.02623793522206,-0.0334253406314997,0.0723220885556234,-0.0357177735746522,0.032722595865533,-0.122736317069772,0.137156715244329,0.0240567370347812,-0.012636380828635,0.0083649983634733,0.115474902558213,-0.225584768320383
stable,-0.0946918772762611,-0.0014445269201948,-0.164701218341129,0.110974139546721,-0.134613696728067,-0.10332119419155,0.103795251479343,0.116583114841831,0.102935593550983,-0.0159181012856758,0.0539079427670056,-0.0655007500803991,-0.140840519541715,0.0426218670683013,-0.0444188956548551,-0.115750244438448,0.14056021410949,-0.111900019512996,0.0728874100928568,0.0879343386687531,0.295794740395284,0.0490656158373626,-0.137534717336123,0.0852809283259594,0.129696499629693,-0.175739485344293,0.21610924906494,0.232206985758669,-0.0529647665390995,0.0949635104881699,-0.0862640208568216,0.162401923661253,0.170699359522935,0.0370261650881759,-0.081795153459302,0.0516982851198996,-0.102458187822568,-0.0768481335588399,0.032428804292969,0.0412713373805354,0.146276435862512,0.131828733620975,0.0437824028626365,0.0556714387683361,0.0195572299149274,-0.099875986044372,0.0886781020083848,0.0091850135215597,-0.165575691312529,-0.111275017412697,-0.121293551754162,-0.013670237690176,-0.0127783239201399,-0.123201873834776,-0.0200563161941335,0.118407027311365,-0.0763829893863719,0.139421816566463,0.0161526125767305,0.0243001635639447
stable,0.163677906667327,0.32064444271481,-0.127263435260484,-0.0486349780399901,-0.19607131789851,0.0694646368952077,-0.0041678373792508,-0.102175422636165,-0.131101307504304,-0.0512618816396546,-0.0656977712429232,-0.401950392895711,-0.0632116331066718,-0.0433076688098057,-0.070609930113646,0.0197427816026598,0.0583417832753149,0.0368094313936315,0.0501756849614566,0.0890012044668562,0.0524675191179928,-0.0212719187600101,-0.086067475259994,0.0010492188046503,-0.0904141902668053,-0.167944540757805,0.074336074733404,0.0938590308178571,0.0729538282087047,0.122055113114199,-0.196864413885766,0.0233954241915624,-0.110763363624023,-0.0774900831747128,-0.0996175973340178,0.0324099718739379,-0.161230788127702,-0.0188407937178404,0.063685086002954,-0.0330232828011535,0.0254702685563908,0.0515280996433859,0.0912515235874462,-0.0076535123918891,0.0496798865403619,-0.329952204517188,0.0709342237960779,-0.132953377195367,-0.16951950325538,-0.0194251802347657,-0.102047814943708,0.206489323339798,-0.115205585899322,0.0657063918514803,0.0028147421229618,-0.0776254040432477,0.0877432761918755,0.0541183656566825,-0.0348986054495084,-0.0398005557048346
stable,-0.0556918119477453,-0.0357494510046565,0.145356797762647,-0.223048706018519,0.0685919807099075,0.166017885698344,0.0202338117704211,-0.156142791475747,-0.133888624065444,0.36567641374847,-0.149554614916954,0.116071726108222,-0.0218705626070907,0.128079500194314,-0.205620501688479,0.157488554105446,0.0693508631498376,0.152569511808581,-0.250300653711103,0.146088478125359,0.0395623680187408,0.0075413595502783,-0.041209296503349,0.0680651486429773,-0.16636494349305,0.0179979675664574,0.027598635391001,0.145351523890533,0.104620576840298,0.0562080037463762,0.009522577507633,0.114038232050091,-0.137988458227325,-0.141686552867847,-0.103418411570606,0.0635470131508209,-0.196174164016313,-0.0191083489565575,0.0221109401465857,0.0105919707337623,-0.119990305612723,0.159839960875548,-0.0523494723647125,-0.0880257368282834,0.0750892986298309,0.0150985407168975,0.182351622778698,-0.239542417219653,-0.158314238925482,-0.071609468275555,0.0387332598080345,0.139709313445596,-0.0377806319609825,0.0249184905924817,-0.0201317577188187,-0.0721775660786726,0.0565286921805139,0.0961239987689469,0.168028248738432,0.252834055331162
