group,BACH1,CDX2,DUX4,E2F6,E2F7,EGR2,FOXP3,GATA2,GATA4,GLIS1,IRF3,KLF1,KLF4,KLF9,LHX2,MAF,NFE2,POU2F2,PRDM1,RBPJ,REST,SIX5,SMAD3,SPDEF,STAT2,STAT5B,TCF3,TCF7L2,ZFX,ZNF76
progressive,0.0967114020791015,-0.102024390839551,-0.364243055771202,0.174450581072513,-0.195517347804149,-0.301643021133362,-0.420275291202165,0.355138496005324,0.168904510473414,-0.0677900966751661,0.0946232442369538,-0.294364801253888,0.364289352848742,0.367418396710064,-0.0250882266738157,0.0800093322438193,0.255371486808584,-0.206328513635208,-0.112366200091411,-0.124990934201276,0.197803465564054,0.278374748542152,0.0217660122475853,-0.245681029544183,-0.0239180281277192,0.073570845563864,0.0955619573953505,0.322837503940971,-0.419943229404637,-0.312340838946994
progressive,0.365575100178165,0.37046175729375,0.0261103981106477,-0.191297124594893,-0.256633649461162,0.351074572628533,0.0801086974035941,-0.19753314866022,-0.139575328405341,-0.266203229951562,-0.37235146155597,-0.140499511896083,0.25223713438859,0.0434248134132416,-0.0859520173019285,-0.372823887621526,-0.102631610078933,-0.374480331513878,0.0380923041982886,0.436855335481698,0.382174971056607,-0.035889617667638,-0.0352843217711455,0.0346878838633822,0.429597690049608,-0.132412168186362,0.194246834841703,0.0417772275096182,-0.0879421121030793,0.371790455603124
progressive,0.287237737584808,-0.120676925507572,0.110262743675748,-0.151858735076115,-0.236652139687955,-0.0185598423272307,0.112365677276951,-0.0048999264329889,0.152603650114367,-0.0106047379304439,0.0135619571924193,-0.0723590064563481,0.0076314347533921,-0.146255864964215,0.0068817711306884,-0.282932992599717,0.144886204710352,-0.0152343780000776,0.11121874095186,0.166549017206179,0.069379193123194,0.15031766624158,-0.15311611428473,0.0705363159278332,-0.0434187585189534,-0.0002492240936123,0.108061774782651,0.133145176474797,-0.048125141840523,-0.0970800605188445
progressive,0.270310179844939,-0.0896139639655572,0.113836908439508,0.368623477998804,-0.461956017145935,-0.0791641042567044,0.0429528605903279,-0.105611233067104,-0.0204766349644642,0.0686136396328777,-0.146454109494737,0.350574956252493,-0.085681127505606,-0.162633011253588,-0.20963236466727,-0.116274810243982,-0.233632346897224,-0.101589211709554,-0.070881872607775,-0.117443458688733,0.154691204884516,0.0808346896556218,0.0347467623905678,0.248637162107813,0.0832976067362522,-0.100684311285141,-0.0016667787264588,-0.0221319936735477,-0.0854608843133659,-0.0711961949907744
progressive,-0.182561214442073,0.273873007384744,0.368989458366692,-0.199838104226991,-0.163974524348552,0.123869686327966,0.286971010470782,0.0910623071696027,-0.313541245302461,-0.429676872665338,0.199650989897191,-0.230150625654681,0.0479012684289417,-0.0908128213965353,0.391380806499491,0.183683900420877,-0.365559028987015,0.336306822094862,-0.361816742391004,-0.1239944292145,0.261897690277508,0.390569977737022,-0.456122364610483,0.186303501038085,0.339487765701471,0.37397917382804,0.451382134922202,0.381650861349863,0.175263755579852,0.0253851774096084
stable,0.0528933462470276,-0.14354671607748,-0.121048887920112,-0.0391101964432524,0.0670899332568665,-0.0630951818051182,-0.144308799226659,-0.0019693907672294,0.019817102327198,-0.118745198570812,0.164409908326189,0.0818707569758017,0.035527868249791,-0.0057254589122765,-0.128521581641681,0.0595509780480712,0.0028790033179588,-0.251417578227119,0.163588610626835,0.0722787096107872,0.201726076270241,0.0605348115760756,0.057673856528547,0.0013728345926429,-0.120744652889629,0.0720660847619544,0.191269537030573,-0.102404872473492,-0.101944793669687,-0.180726254558584
stable,0.0318091495263763,-0.0768929007589064,-0.0642340026970337,0.0946499184017937,-0.156926746328688,0.0546103834919137,0.0141182168890509,0.0967602796159208,0.0669538015449026,-0.17716315817907,0.0073872761517679,-0.0677306311744758,0.125403575966546,0.0517062238246415,-0.0102630636346735,0.0669461733581593,-0.0042821371154018,0.0290144699065987,-0.0275372481921658,0.116973262035591,-0.0716234583307283,-0.102906068375216,0.0050231609704656,-0.0840596989622008,-0.149786218666474,-0.0464481847572583,0.160520712025748,0.16347714033994,0.161749706316462,-0.161859108525317
stable,0.0876859544622159,-0.0944926117079573,0.10678755754768,0.0448735898460633,-0.0770350855704504,-0.0349778239591124,0.0396690684527726,0.0514629371664748,0.022951926281557,-0.0426016327714307,0.0718397781553161,-0.103194152719727,0.119642410014464,-0.145137230981506,0.0018659122195213,-0.0484550981452577,-0.09019280966352,0.131979926765922,-0.0875835976618351,0.184305922104067,0.0189106754621472,0.0846551154853982,-0.0062885517550263,-0.127992816815629,0.0266613805812274,-0.127511450604905,0.0910653617316704,0.051619668101242,0.0434640378003455,-0.092968596394357
stable,0.174802077574756,-0.255582264658948,-0.0523416250123096,-0.0860813913213436,-0.027353950395281,0.0887417637272898,0.15575188343755,0.0895529171360352,0.0206375913885882,-0.0866796841996306,0.0758868100108627,0.0782126872975171,0.0957622092060662,0.0563075932350387,-0.113037504397191,-0.150276021591342,0.0985413619595915,-0.089853380917296,0.0940441755280494,0.347926739520113,0.141611203814609,0.157810010938857,-0.0741390263566962,0.0568129037155442,0.0938585400680158,0.219377861026901,-0.141452134753942,-0.016990749293782,-0.140415166950584,-0.0941294734301464
stable,0.228495975766803,0.0570779230353738,0.286275863994676,0.110637938272155,-0.110020699141605,-0.0765620753192765,0.0602996448626882,0.0183486987178476,-0.0369466021839432,0.206890208290136,0.0188221522149645,-0.130626006358466,-0.176242997693232,0.0644874569435456,-0.190086028380835,-0.0854807811044897,0.115377535492308,-0.244226870080033,-0.128618247362158,0.171000283973141,-0.0425527320942805,-0.0974560195396327,0.0224384630289025,-0.287144439346731,0.101043466653221,0.127531906492389,0.0265695246343036,0.112761507315404,0.141434707242562,0.0018156599690598
