group,BACH1,BATF,CDX2,E2F4,E2F7,EBF1,EHF,ETV6,FOS,FOXA2,FOXH1,FOXP1,GLIS1,HOXA6,KLF3,MXI1,NANOG,NFE2,NKX2-1,NR3C1,OTX2,RBPJ,REST,RXRA,SPI1,STAT2,TCF4,TEAD4,TFAP4,VEZF1,ZBTB7A
progressive,-0.0987329920203926,-0.190421964955556,-0.135344058303873,0.231599890102809,-0.160885720142257,-0.0416626574157182,-0.0009192080141138,0.179128837925015,0.257892157427145,-0.153554752523522,-0.0283025282370368,-0.360896953887026,-0.117089592274028,0.0870896905082836,0.409631190416615,0.0094482262896924,0.289253848843429,0.0978478287475422,0.0445451121760259,-0.0537923123744482,0.191741603974055,-0.117569461008028,0.401851156448833,-0.217652894431871,0.447711044108891,-0.246981628441279,0.209880966354866,0.237556098645762,-0.145662857263017,-0.173321777772359,-0.0408488259817056
progressive,0.39268885159132,-0.318174962861599,0.409772552820515,-0.154949648683847,-0.275842556139256,0.423979062070983,0.443120464008457,0.404469786315024,-0.473549311400934,0.282909920635857,0.0049857370359012,0.508180294687497,-0.430911838585212,0.090308536172189,-0.3965560129515,0.445112366147575,-0.41458781174541,0.136594838732242,0.14063546904748,-0.19136616586989,0.363432415067513,0.447774217354505,0.271296473179106,0.417752124753199,0.23312433053411,0.327099641514946,0.413238941077629,-0.420713060365402,0.367649505181862,-0.205892695434001,-0.294538322312872
progressive,0.178664083805508,0.0290315651057297,-0.0637812899208662,0.0353248572146333,-0.203166821063207,0.0826304873417293,0.0997711415452891,0.250860170425724,0.171966606820577,0.0860650491024518,-0.267113155730722,0.173312595272066,-0.0023834791459499,0.173226305995113,0.153416664650931,-0.159481923171053,-0.210932156975982,-0.0013484738312038,0.0499103080676128,-0.103778117321446,0.230413262189189,-0.0998043834989669,-0.137059604070399,-0.250687747208049,0.133172081856757,-0.335980930572999,0.0297600143663484,0.371826940846461,-0.0970471653784891,-0.102763694057458,0.319187142175807
progressive,0.425879467106944,0.413889226980616,-0.20499708632186,0.42243356923905,-0.445609606435437,0.169479342697764,-0.0909309903799755,0.0782754747546041,-0.29308960428959,0.0019603524139175,-0.370437841084494,0.327364663490945,0.349745535468212,0.4000696156707,0.15071136965706,-0.283187969031877,0.377256505633348,-0.415519397543081,-0.384841410379625,0.0636546949191779,-0.507125487014375,-0.230446193619574,0.0997744064476592,-0.179485217184614,0.0103033110307209,0.007625290625628,0.157777807033286,0.232369980440025,-0.16825193941856,0.42238990882894,-0.410712386390022
progressive,0.0043913263652101,0.206521495822676,0.0710361617901639,-0.0960279750745215,0.299643446096691,0.217887281709103,0.107135447645347,0.26444825684611,0.0441715769677019,-0.412203473369651,-0.422213114349174,-0.178107031106611,-0.212010653779189,-0.0436549503365007,0.0856954424504977,-0.0685821852919582,-0.0062640979033144,-0.165772570286682,-0.451079627367541,-0.488212166485126,-0.0339682010014784,0.0371971174464858,-0.0371325391175857,0.265546088437413,0.147044854905639,0.530769285230325,0.198061734736757,0.108943640854551,0.425764922438682,0.170422209967493,0.225830416163821
stable,-0.0191970350117756,-0.0635830349707583,0.066299753216702,0.201345216714832,0.156997608652747,0.109006030074776,0.151824533380788,0.203382884752042,0.059215620381533,-0.0969596669539779,-0.220146328822216,0.0814252809955269,-0.119954395292531,-0.0029309781449353,0.0705523025618411,-0.264141373022498,0.0527080386341358,0.0406393233577318,0.0011409947579238,-0.219645112777413,0.0936982183973402,0.0524232038734624,0.0670974975109915,-0.208521655674078,-0.0245207803696708,0.0461419894426767,0.069045446479172,-0.136224591447446,-0.0776679974685834,-0.0538387369129727,0.218530971650877
stable,-0.0679993754392405,0.162909338103618,-0.0381330991527615,0.0565369541949771,-0.0046364673562509,0.0287838974569106,0.0998430979877683,0.229153552369181,0.108488547370461,-0.0304199282680225,-0.183415108066761,-0.0349462147584675,-0.0903581230055538,0.0330577139335103,0.0506051256871546,-0.098011316561133,-0.0425508926210876,-0.083416610703244,0.0484453923069003,-0.0236647460583314,-0.0368864892072216,0.0076946438563598,-0.0293896370796812,0.0282008848456475,0.0448123676487124,-0.0482846938870181,-0.172220347429526,0.225052131461737,0.0234421469525297,-0.0226315894609399,-0.0447434408227932
stable,0.0424255685395326,-0.147029186169098,-0.0853760334786989,-0.0906729304379301,-0.107745663174295,0.0189198854535758,0.0302345245994576,0.292244838292418,0.0043808291610399,-0.177288520645244,-0.0382197673187588,0.0958001409600917,0.0990407231822086,0.11085446488992,0.119941626919945,-0.199785409311731,0.0352450888741845,-0.0159225759033534,-0.0937204688603157,-0.196867777184189,-0.045288450259311,-0.063272752685912,0.0557454735827697,-0.0674167049223059,-0.108273136614944,0.0046695280377499,-0.0858274607817358,0.150764935108584,-0.063229341258618,0.0005547900754173,0.0561050176597694
stable,0.116860447186723,0.158841545985508,-0.106254777562541,0.0315556359607036,-0.13337033415715,0.0717946983543588,0.0323236788569249,0.190131199877643,0.0138988558949532,0.0564082090218036,-0.0156144739627567,-0.0675775447879142,0.001609157789302,0.0863091577182388,-0.106935134062531,-0.165610148845372,-0.0935084356857465,0.0490762772753819,0.0350010368218556,0.0286619848850689,0.0017773358005355,0.205392455049427,0.0236292354152159,-0.0390967784550568,0.108692571796229,0.0963195716141583,0.0676629828150114,0.0922031449849231,0.0014213065481448,0.0574128927693929,0.0324206959850629
stable,0.12912041304025,5.32695291449658e-05,-0.050826063140282,-0.0709206247860128,-0.135616103072785,-0.013256724346376,0.073573064234654,0.212570687828779,0.0770496307309404,-0.0982421466957088,0.160828096899372,0.0088903560404849,-0.0158646509008002,0.119818130298363,0.10441803712348,-0.161473807510361,-0.0134434413432249,0.158716470872478,0.005618384670692,0.124752676510152,0.0535193668852536,0.0567902436756805,-0.0563979281879194,-0.0224512822356598,-0.0811398001768127,0.0010570900227072,-0.102363602868459,-0.0860934103125587,-0.121089757876805,0.0367743093144068,-0.0127163669993644
