group,AHR,ATF2,BACH1,BATF,BHLHE40,CEBPA,CLOCK,E2F2,E2F6,E2F7,GLIS1,IRF2,KLF1,KLF10,KLF4,KLF5,MECOM,MXI1,MYC,MZF1,NFYB,NKX2-1,NRF1,ONECUT1,PAX6,PBX1,POU2F2,RARG,RUNX1,RXRG,SETDB1,SP1,SPI1,TAL1,TBP,TBX21,TFAP2A,TFAP2C,TP63,ZFX,ZNF263
progressive,0.377378307948125,0.138104224304979,-0.076040867105103,-0.0864934739376786,0.19107898684579,-0.117112253681796,-0.0965380017454349,-0.0999954271840611,0.072504717760114,-0.310908018602268,-0.0703920251709906,-0.0351847663131578,-0.159467321915301,-0.0637004931301549,0.288884604144698,-0.165633492376941,-0.0993126177921391,0.0318333771565711,0.185918554453193,-0.199375522610225,-0.408119190077621,0.0171698446387542,0.0333821495184836,-0.130774867961571,-0.206978002710402,-0.381449458534314,-0.0263564425281896,-0.0915735758135783,-0.239113422609753,-0.216264210440541,-0.10607966051867,-0.350454731972057,0.370209612638111,0.099388128477834,0.133220128889819,-0.133337411444196,0.350094851257255,0.0099561642393898,0.130705783717212,-0.0420321395563851,0.0052423695196271
progressive,-0.199335262807149,-0.207914090930284,0.264660856396924,0.0476809426006195,-0.0889359301792709,0.106185640309868,-0.315620105071598,-0.0211130037921408,-0.0798849547139481,-0.0861594662487995,-0.365130247438175,0.20016671724622,-0.0614326051268366,0.143022041440882,0.288939326017816,0.0586234769148303,-0.146799220178379,0.0478858367302478,0.0637547385959581,-0.158671201776266,0.105927295537728,-0.0284208944155526,-0.0511760207248599,-0.105870875415077,0.0862099474111717,-0.153955667314674,-0.174670760768116,-0.0717010674493715,-0.344403276064174,0.207830945486377,0.364435389085522,-0.0865633155477772,0.193957534274439,0.101410716245485,0.0182979366198553,-0.24324793511069,0.0265174576461065,0.0155125642489653,0.174599493244767,-0.119367162649293,-0.0637280132747023
progressive,0.100294518692839,0.10652437166183,0.209083494397936,0.129051975287244,-0.11262232909546,-0.075901766074104,-0.12753875280693,0.0591553398764038,-0.102296485270653,-0.217029066024852,0.0591792579589093,-0.047651280540394,-0.0776548615426323,-0.0892585923735845,0.131247439921597,-0.0070214569022022,0.0600179289869549,-0.136501035207872,0.0836506095497364,0.136616472641444,-0.0945010361422927,0.105490972064961,-0.154960565224895,-0.0006763972206934,0.0851599866791655,-0.025215119359028,0.0476631242211202,-0.118593620670935,-0.113806389540008,0.27052712567906,0.0358921975336828,0.0306236053789558,0.157223400406756,-0.133051524742862,0.0257417786162546,-0.175483664340912,-0.0801264992775551,-0.0174668911395372,-0.204322950002152,0.0502307419141357,-0.0313532991629171
progressive,0.078240046466489,0.366198738314576,0.316634535547094,0.200170568929365,0.0347921287860944,0.206919685937503,-0.0565433413696616,-0.183205658756431,0.411038777206308,-0.472604983479054,0.120905781712166,0.196268923028521,0.386666299585418,-0.0550705490779489,-0.0192062580276801,-0.084367233050924,-0.0700094159687602,-0.11717637946942,-0.153906249409119,-0.361481660412103,0.0305176516759494,-0.251658340903899,-0.159488906201022,-0.182167291134035,-0.237379559677508,0.050695233117335,-0.172151540445574,-0.054669373975543,-0.0100043041162459,0.208848160818361,-0.0480025632723827,0.261204237056662,-0.0902889264103495,0.0395637141753075,0.067127060069953,-0.140729064489742,0.0010885145101963,0.110915649542472,-0.0350019826100431,-0.0199312076013211,0.0748262425719674
progressive,0.162782561902253,0.154497979303498,-0.157280587199263,0.0935335699508282,0.246766727483524,-0.12224502414804,0.116237120736729,0.0505296297435508,0.318292398622392,0.0399051268688117,-0.225138275202805,-0.3895651054071,0.0958734902268124,0.0771541280189387,0.162909044079333,0.0899920689925818,0.123446604830302,0.0347193576085224,0.422071024916719,-0.132300357225918,0.153865568418097,-0.416126362593948,-0.101818152549583,-0.0761422706022969,0.373059181298131,0.143746994251678,-0.0055019747029898,0.425296320432265,-0.0371857600615869,0.41732794327621,0.112758860867023,0.174988091990495,0.103652144117246,0.101691670372503,0.359019659642225,-0.365849697204558,0.219826023765435,0.0431304223843575,0.124395221158404,-0.006134385588391,0.017264817171451
stable,-0.0164885232981724,-0.0127965656704907,0.11748112778214,-0.125818099062657,0.0332949516491569,0.123091315372029,-0.234783022013772,0.0916129857543245,-0.12514040864226,0.218792600667565,-0.0773714985216267,0.22315565738281,-0.0705506351979185,-0.30159865311035,0.139420125605392,-0.233186804011758,-0.0495641863742173,-0.239391428418101,0.172501872988668,0.192614463186338,0.017519813373802,-0.0650796768384955,-0.214468331410917,0.0231606253100863,0.186658636243176,-0.0330710998456218,-0.0479134124173663,-0.0611478961007977,-0.184239464985628,0.179567477570737,0.0236773858042267,-0.180504460884288,-0.0129434509875555,0.164721920035136,0.230468791864055,0.131475085115663,-0.136387554773854,-0.028540623276408,0.210031603875619,0.0011514044408787,-0.114311153012306
stable,0.0644987376850657,0.0615243314553275,0.13931934692379,0.0820419924339805,0.0698591408543012,-0.0211604846612647,-0.0597799871569993,-0.0188821064303514,0.0680040941049232,-0.222952043018817,-0.0952774541317863,0.104296112698581,-0.121864740012087,-0.0718226650759877,0.153682365392055,-0.179777891935852,0.0538624024693282,-0.190852235685874,0.0273665749257018,-0.0987974876043923,-0.0953151616662412,-0.0894549580092623,-0.0883820498394623,-0.135308178670116,-0.0090488714360161,-0.0982731733157816,-0.0956984435304363,0.159652842118221,-0.128021334258213,-0.0892313671631364,0.0760232297656602,-0.0670708911792372,-0.312427142940893,0.0859850841451185,0.040718242969338,0.0007999774442217,-0.137313470036592,0.050741577024538,0.233071285368173,0.225123661304871,-0.194549760006478
stable,-0.0205124509807286,0.0306529174011313,0.0714565373039226,0.0556729216287636,0.0254388637357369,-0.0807874397874551,-0.0239574427766676,-0.0897422306994836,0.0361332262968481,-0.100540476602416,0.0100997329071159,0.167104635535922,-0.106396545716733,-0.0800417518084533,0.143961324283871,-0.209585309694488,0.0871899797844523,-0.246927845838357,0.146378421448664,-0.028758118039253,-0.226075402364611,-0.123990776598076,-0.0598931853181847,-0.0857896276519992,-0.119184854465464,-0.0217313176267264,0.162505051251811,0.0351934041268626,-0.132547508093891,-0.0455224533623727,-0.0404933284418886,-0.0136638567608907,-0.0649185156273103,-0.214252705088988,-0.0073476090370093,-0.105618369305915,-0.195987858632372,-0.0003381186108651,0.15938658342092,0.0035296444221715,0.0828881319508232
stable,-0.251569002588277,0.165558695157592,0.157622106852706,0.353675144536129,0.41555116095195,-0.320956863148678,-0.282716577650727,-0.253731996548366,-0.217100370427813,0.110242066284459,-0.198500844549762,-0.211493659504716,0.207073724028748,-0.354639922128947,0.0655968456657496,-0.32600670928559,0.0762831051145904,-0.356075317571489,0.0895187095960381,0.145256012302118,-0.19446285979241,-0.247800099471978,-0.370363596714929,0.267215890998684,0.336571738984455,-0.351179813847659,-0.160319853820628,0.321659489657838,-0.356411174582991,0.147888083988065,0.0470978678743391,-0.12895325114275,0.0309485690572728,-0.0997406216994644,0.198371914180459,0.0203392057928539,-0.318500365583385,0.39572481640627,-0.0803599229951194,-0.145972389917218,-0.14667666655909
stable,-0.151483074396268,0.257668560327431,0.379610751655462,-0.0057427244371055,0.0238738743359131,-0.441977510451844,-0.404086432228436,-0.378407495490539,0.11077145255381,-0.246123875048891,0.0001312999398205,-0.113281027319459,-0.23606410835706,-0.0848186031192048,-0.38267403091631,-0.0051939191933914,0.363618882187272,-0.253572340698767,0.180227606404807,0.0783488297616001,-0.149912819756406,-0.166381341855518,-0.297920097916718,-0.366135137750401,0.253741943877477,-0.143932258928988,-0.35464986703079,-0.201714832648717,-0.28288286986987,0.144383346374884,-0.118928795355039,0.220716624075208,0.193171250675805,-0.389912095984194,0.0448248552353723,-0.0441705824687629,-0.285404202839085,-0.168100088354051,0.391217791043821,0.350479446011441,-0.279299735487724
