group,AR,ASCL1,ATF3,BACH1,CEBPA,CEBPD,CTCFL,DUX4,E2F3,E2F7,EHF,ELF1,ELK1,ETV1,ETV6,FOXA1,FOXH1,FOXM1,GATA4,GMEB1,GMEB2,HNF4G,HOXB13,IRF2,IRF3,KLF5,MAFK,MYC,MZF1,NFAT5,NFATC1,NFYA,NFYB,NKX2-1,NR2C2,PAX5,PAX6,PBX3,PPARG,PRDM1,RARA,RBPJ,RFX2,RFX5,RXRA,RXRG,SOX17,SPI1,STAT2,STAT5A,TCF3,TCF4,TFAP2C,VDR,ZEB1,ZNF384
progressive,-0.176397412773203,0.0436797045011277,0.132521680031178,0.0769781487154057,0.0955744748623823,-0.152205221631871,-0.189513184655764,-0.0840318707954264,-0.0269695324367349,-0.0373112576161767,0.0405943188271719,-0.0482328310376007,0.055994890458679,0.170528096619277,0.088385674498718,0.124278610136637,-0.296450708305625,0.0171944771301392,-0.0137812795239265,0.0431789264739614,-0.126212535807339,0.0488538616831326,0.125294991856248,-0.175608357921188,-0.0157069687139181,-0.0352142496274177,-0.131829815651541,0.34992358837091,-0.130576223287483,-0.050245826923118,-0.0068856978735372,-0.087169969945926,-0.127214091861672,-0.184798623097376,-0.0291192539020378,-0.207727338097798,-0.163930675570588,-0.0883247245414642,-0.0491404912118397,0.0348469025877529,-0.0320234370003742,-0.0428692347992664,0.109676977133998,-0.141265527952885,-0.0085231102386798,-0.0315901981150296,-0.0790438580774669,0.16705394905581,0.006954884311501,0.129586198306144,0.0871518496883641,-0.0778989872587807,0.161932505350349,-0.0887167810232589,0.0089975315275742,0.0083896792511782
progressive,-0.290275493344234,0.0883920243909889,-0.0088477127777377,0.134177646267953,-0.01140081436939,-0.204679723077435,0.0354607574640557,0.0622987182429716,0.207719129734164,-0.110573614171796,0.332574915785929,0.113108479323508,-0.0069602412439091,0.320636126438298,0.181522483759818,-0.0573900764923544,-0.0848754308891536,0.0435759732375218,-0.109409521422269,-0.112895720857537,-0.029223895004448,-0.0130603304039639,0.147301804211708,0.0377859035564533,0.0249808833116546,0.0711920221205602,-0.108357886719041,0.0028084117508174,-0.296059484211989,0.0282148119944141,0.0737998330320336,-0.0465880252343401,0.105990188933449,0.070903278488171,0.0858784350858741,-0.0730399813678514,-0.118810406211531,-0.163413698899027,-0.373767994204576,0.319791171387728,0.315846021547294,0.192142170618429,-0.375637229298464,-0.0209202360182648,0.203691915913998,0.19903554491589,0.307457259174722,0.289114440001363,0.225411515882983,0.0308712534123951,0.13908628801857,0.319207605309636,0.0995314497879002,-0.0969874664162181,-0.0202394089271575,-0.141952448495865
progressive,-0.0637834763391688,0.136382700444955,-0.190507428748662,0.304122663973125,-0.184877818769447,-0.0358084525632963,-0.0550378998393242,-0.0147798329085553,-0.0005316005058574,-0.161626872733331,0.0096135423035564,0.058085821495204,-0.307530105082225,0.136973052651164,0.0779045971542439,-0.0214204289164655,0.0281959333194177,0.041131939406768,-0.110816653894737,0.0151452590340633,0.160269046907925,0.0788537600129986,0.0444523555441688,-0.0861636213688756,-0.0807441314118276,0.0545020465294199,0.0846291466642643,0.0890438722874265,0.143447316767464,-0.0588669198384772,-0.0039067518064539,0.0351512368267955,-0.0702133222798679,0.106951248794295,-0.132275909337038,0.124556833725097,0.227454451462059,0.320664339091537,-0.190410953101303,-0.0211332071320415,0.0981973241976172,0.20936790589581,-0.151204037570783,0.120631101811693,-0.309559637680143,0.242935288237672,0.0921176257901095,0.0078787132749597,-0.17023856466133,0.0851914618660157,0.0639838306631542,0.198877340891034,0.0102067297124629,-0.301783779258613,0.140069960309213,0.0249691576266783
progressive,0.117810161326873,-0.0895791549259631,-0.120530209726772,0.218528246163644,0.107641492583102,-0.0041967250820402,-0.111660198237343,-0.0250520880473683,0.0349017592450537,-0.415306609380042,-0.032304444736369,-0.0047341004976302,-0.188217950731836,0.0718026434929604,0.0212589473823863,-0.0490084167596552,-0.174895242125986,0.159801184928006,-0.0317869721139491,-0.333665351796713,-0.0229661647520794,0.344852380124349,-0.204178885143442,0.0502097714696108,-0.0377334844288517,-0.0371844990505792,-0.071512394425898,0.0707964467271439,-0.0745636031899318,0.029694967409636,-0.16573829870169,-0.205303945812913,0.041704644521632,-0.234486416298421,-0.0129113842136699,-0.0600616540887595,-0.176213249318132,-0.161677576039644,-0.0173392028386285,0.0510412659398241,0.055076557255041,-0.0691030507415966,-0.127351892085789,0.0068692279204782,-0.186247574208006,0.0377616800525091,-0.0634705602744874,-0.075076652969425,0.11513434135624,-0.0376256776325142,0.0206076837614348,0.194226935703078,0.0601484523811953,-0.110352142441782,-0.0888217430747715,-0.0376953374086091
progressive,0.0554119771766328,0.228671054651011,-0.389881248716052,-0.234341117431876,-0.371131382020238,-0.41771610236757,-0.105669351825207,0.40979090098068,0.128542900543468,0.194972840623826,-0.102769887903174,0.0249353897294848,0.0414945503508739,-0.230797328193836,0.410370793765086,-0.248774004510441,-0.432342287040937,0.463334334740891,-0.36687883493459,0.0036082217696412,-0.334920299260625,-0.256828070960533,0.349288753807589,-0.395164716307313,0.416749614393559,-0.406375976805841,-0.522869993939971,0.375255064042685,-0.197550141887856,-0.307214310672308,0.230990625788638,0.27931502448919,0.116880612323735,-0.350770702034406,0.402767755036199,0.153800452930956,-0.0666876702067615,-0.0912364647466419,0.270423335128288,-0.138207780283578,-0.0196519221382244,0.30734317573551,-0.0751283318464579,0.0206184101122355,0.10244772524517,0.355667574436062,-0.0784143909580955,0.185694556073321,0.393747200612097,0.523707616850781,0.357729415447285,0.192846567081002,0.0393682768080496,0.0385950864288407,0.218748444784498,-0.238400366922722
stable,-0.0408767417645189,-0.0528566395272065,-0.0021621171516552,-0.0152675544778153,0.115342901151337,-0.167520070630108,-0.318458258885525,0.0960428761581968,-0.0025110370405787,0.166323413971345,0.115220296328755,-0.106189842320271,0.0738689857261428,-0.0872856587534636,0.114401951125973,0.0751374942693727,0.0925702100254314,-0.0803247384604042,0.0906710949139981,0.162021433283092,-0.0646769305837846,0.108544264296387,-0.0079242289033635,0.176747763047523,0.166090905681945,-0.0809788582822535,0.0768163300826995,0.103337705647004,0.133844157824754,0.119322466845959,-0.323954219500541,-0.193930650483594,0.0035772161355836,0.010125657275958,-0.17998529664383,0.329179200364277,0.006903134372827,0.254106105117724,-0.0177995854948636,0.0586399027102079,0.0503710051981559,0.0614393445025368,-0.100866714616541,0.112329635708666,-0.193839379170893,0.0718884139860078,-0.0741808512465976,-0.0653202909926932,0.0534600588958819,-0.0065294415916694,0.0684491807607701,0.0497821766431269,0.0403002996556069,0.0568863283406496,-0.0133794087190874,0.0475330919439466
stable,-0.0179209792575545,0.154371812033721,0.0046691941433572,0.174561144456407,0.0680443470401385,-0.0179249442797723,-0.0936088478145924,0.0666247489339875,0.0305141301255773,0.0491275063942515,0.0854519159965857,0.129648176324542,0.0728121861301864,0.0732281930572168,0.254553905721521,0.0723417903125325,-0.110864864810716,-0.127675517695106,0.0430816084760082,0.0647611884916343,-0.029958426254147,0.0024865495392971,-0.123313953204826,-0.0063147184144624,0.005556317801172,-0.142434411759351,-0.0308400229112946,0.0422941710838503,0.018748146973349,0.021064881419683,-0.0464940507792494,0.0738372845510338,0.0531234878259064,0.111610609393493,-0.171477278337758,-0.0341967947005691,-0.0245203382063776,0.0389212187998689,0.0173193772501488,-0.0205881976375018,-0.0321124345866344,0.0918741305689521,0.0212527193409088,0.259569258319709,-0.113167701653923,-0.0673754998579486,-0.0892718744722091,0.0138775777622043,-0.136632943443078,0.0977008708955222,0.0463028085460185,-0.0253759018893681,0.0642875485648931,0.0455556221369804,-0.0536099840368082,0.0967943626846427
stable,-0.115643991114265,0.244297170314382,-0.175839581316009,0.150583616131189,0.0570920969202427,-0.120279402606286,-0.143771711590747,0.172508936048007,0.0928644677331767,-0.0039883022838533,0.148112098246832,-0.0486923249285299,0.0651200164516407,0.0451521717184573,0.249954946772103,0.070816025695103,0.0609268887764962,0.104204205782022,0.0751932934727882,0.0511799179614371,-0.136519381771623,0.126411757999143,0.0426985875208469,0.239198934537891,-0.0340766115988694,-0.153061844062538,0.104977068029152,0.0342404043286952,-0.0360661646690259,-0.126729181840867,-0.0024825484292329,-0.185561473933855,0.0001452073478679,-0.027077742943303,0.142357846760949,-0.0681491199315922,-0.004215188764897,0.0073664247548571,-0.0543324090681008,0.05729491895218,0.118320937811405,0.136767001815136,-0.0461639406027541,0.2322449845782,-0.227410878457247,0.0874879339645117,-0.0910609133037566,-0.0761150318704581,0.0430504063876228,0.0623876756615225,0.0685741700306539,0.0608868215894183,0.0647776350970019,-0.162007784915215,0.0255681030542733,0.10615687773058
stable,-0.0962852631196593,0.365884906100932,0.0522650323624316,0.163109934072842,0.0532406064250297,-0.0559400873715825,-0.0538221899407494,0.0530254862270647,-0.174158095098286,-0.165139245935055,-0.141817112582334,0.0752756435748664,-0.0223998012559174,0.0674355941904782,-0.0181380650960238,-0.190677264591827,-0.211246788312979,-0.207012126259096,0.228025144227237,-0.256533384890665,0.100820232516778,0.134411948105785,-0.0660005532911525,0.0191470569882163,0.134671927491951,0.0622773539512301,-0.0623407911870702,0.0493968763370111,-0.239922684528269,-0.104494834402816,-0.231931292024091,-0.142143021381463,0.121578595295333,0.106689422920549,0.102106535754215,0.159840084407619,0.108518114524418,0.184010350947367,-0.0494983759143552,-0.165441479051522,-0.0783004669166563,0.201711945204655,-0.0976481441632169,0.0523957583805735,-0.0308420512576734,-0.0165038765884716,0.0752575186503407,0.0384813671029391,0.308535832409029,0.210391971560033,-0.0773725840617166,0.0809600730292525,0.0613486781308424,-0.200973241249453,-0.0065980389312617,-0.316233601135891
stable,-0.109327920583634,0.267019337040505,-0.226189326556103,0.110802090959408,-0.105341517044586,-0.0983627854861907,-0.160814236976311,0.121260591909766,-0.262202777132119,-0.167977733425758,0.102827171757806,-0.124112325968776,-0.308442578735741,0.0144773209936519,0.25209791912184,0.196777088419638,0.118112150413884,0.209823307990749,-0.100118602939925,0.136791036049832,-0.0854027038215447,0.0622484121391678,0.190336213703634,0.139159920309064,0.220139011025806,-0.0526421989392328,-0.0951246246570291,0.204427842578788,0.0601308705771566,0.156386950613237,0.0535428818673826,0.072165842146148,-0.0231676990750676,-0.102811009421412,-0.0178208125037462,-0.1449543015693,0.134089997411407,0.0926109221904464,-0.132468988536234,-0.112912836993617,0.136505348387773,0.169193214587768,-0.0747267459815183,-0.335905326876111,0.0577173562299266,0.162110897146119,-0.221966916173117,0.130344651446421,0.188913836269487,-0.0533820849865516,0.309383759336333,0.109099443919152,-0.244578024788609,-0.058475792231516,0.168243952818978,0.140930155301513
