group,ARID3A,ASCL1,ATF2,ATF3,BACH1,CEBPD,CLOCK,EBF1,ETV6,FOS,FOXH1,FOXM1,GATA1,GATA4,GLIS1,GMEB2,HEY1,HIF1A,HOXB13,IRF3,KLF5,MAF,MAFF,MAFK,MNT,MYC,NANOG,NFYA,PBX1,PPARG,RBPJ,REST,RXRG,SRF,STAT2,STAT5A,TCF12,TCF3,TFAP4,TFDP1,TP63
progressive,-0.159671098352772,0.0823953639607433,0.129472136174023,-0.0113111509878588,-0.120547861559341,-0.0674394543825374,-0.244352186031096,0.122973893799201,0.0641601505478921,0.25289305945118,-0.0720892135510644,0.11231207760049,-0.0604338172352901,0.0524525464098746,0.0001370455333881,-0.0423943831558505,-0.0788109706648648,0.374005418088525,0.0793461008428567,-0.0596245959905219,-0.127287565112038,-0.0947588288656898,-0.0702374673558791,-0.280277693712136,-0.131813330702737,-0.0249161831655243,0.152805769727803,-0.122207091410005,-0.107672107398634,-0.14521279458032,-0.0840480678336268,0.148681351770597,-0.0951601764991837,-0.0804016777488346,0.0408314114774474,0.066845590404522,0.0591579885792241,0.0903880552472745,-0.129054473596078,-0.0720288482565958,-0.0623720326360655
progressive,-0.204099891123879,0.0414010562007098,-0.371452147195911,-0.121141865127265,0.290092235550034,-0.170953260453336,-0.460655712015386,0.490534153863595,0.321667736915161,-0.427769936782957,-0.206948312574536,0.0490408223652092,0.019959938523184,-0.009675637917127,-0.381838391306517,0.0963366117995949,-0.373014281486218,-0.0792940565095576,0.264711301255494,0.0599997491043166,0.221343335084646,-0.398248297200672,-0.318129697639608,-0.249203895210443,0.363302663508662,0.138454270870523,-0.389840956413679,0.0074748575541982,-0.379301797046248,-0.447148197662533,0.216962762727373,0.401063736929269,0.238418872096744,0.336296629818063,0.290868805187634,0.200603828585493,-0.38909437015977,0.0541050158706408,0.0623774314310231,0.422735726661216,0.178793915288566
progressive,-0.0156776621862067,-0.106282251838431,-0.0218404093429196,-0.155945313952358,0.266533493073573,-0.0432119888898332,-0.013795067122898,0.286092991663858,0.172844859440488,0.236580168716853,0.0493591780493533,-0.0939808298490202,0.0036713003226623,0.0694443202164382,0.132185078717026,0.0182438802903484,-0.275363004793898,-0.0330848937618399,0.0302543445113615,0.0134479147974749,0.115351944978107,-0.0953390971860378,-0.0408083170250199,-0.0136501687609823,0.0414742147854691,0.0086425835450972,-0.0276097171974865,-0.0598968185361078,0.0102341434370368,-0.142598487435151,0.161935220274585,0.144612667549345,0.102887202719656,-0.0520719973807751,-0.0028481971278911,0.162395458340798,-0.0082116038019633,-0.0261845736934309,-0.0213988253927438,0.0928275255794988,-0.0553658808163109
progressive,-0.132664646341706,-0.21313875405364,0.385922959808239,0.0225255197320754,0.117293963045211,-0.020373372101131,-0.0523800634656868,0.0937474193416215,0.119348609459992,-0.119200714356822,-0.133352632451268,0.0357495329940398,0.0004223226834965,0.0504163451513739,0.135499302485798,-0.252395044271733,0.0100908281133257,0.109829094652615,0.0897323411703764,-0.195121296170043,0.0778306196826801,-0.146233200418093,-0.134786667192375,0.0709020079789858,0.0045677676493878,0.0268960939105699,0.102122116498534,-0.177503702824647,0.140590728352336,0.005526347021786,-0.0313537618720422,0.0027130535037076,0.0521412402620493,0.0527662340128529,-0.0877587631825188,-0.107309948061953,-0.0449497039304972,0.140767654716499,-0.0984280254771317,0.0949924770064565,-0.0367831554373058
progressive,-0.365956247729057,0.355651204771972,0.258198576313618,-0.464426658207864,-0.353615640731067,-0.352216190452944,0.16309956877756,0.0776058790595253,0.488662592569896,-0.0678733384889455,-0.486754251281548,0.482365066318345,-0.358577328080774,-0.37295349911967,-0.476640042453298,-0.407876144696456,-0.107248780405213,0.192551635994412,0.530836935042409,0.487962867430835,-0.398079992749598,0.300182084657295,-0.357495934684043,-0.380268807391674,0.243758793898444,0.357686768812878,0.193060527004639,0.408130590201569,-0.0499985417547434,-0.013803668652391,0.37517989728941,0.0646927696750306,0.366655972868118,0.358895384962166,0.425051216291597,0.500812365439052,0.242995457383104,0.423778988766031,0.359595110101227,-0.115136591063722,0.16608930346264
stable,0.0102567834496688,-0.0453890444332062,-0.0661701480672233,-0.052958857781276,0.159136495770667,-0.102944872229841,-0.143214460095373,0.0179444890742402,0.182184798412799,0.200843685675752,-0.18439419083894,-0.081250207048962,-0.115915716141658,-0.0194320761958777,-0.0701484426210114,-0.0670719514652423,0.134286710051009,0.134045020524579,-0.0017686949355977,0.161345266620657,-0.147773462167552,0.0552908561030574,-0.0715408767936448,0.117791581165165,-0.0219811599881414,0.125555792454232,-0.0098710436504128,-0.132475903331231,-0.0250679589484026,-0.0197191925792906,0.0216013769603255,-0.0213921647877466,0.0995113891717656,-0.0250992967459788,-0.0066118091064638,0.0301365498677796,0.129091058606914,0.190710595879987,-0.0664216274180206,-0.0560530638573279,0.2627795534113
stable,-0.0232679672900898,0.209136072446934,0.057984673051018,-0.0020714619788459,0.0005511875754155,-0.0660872249124255,-0.0938728197584108,-0.0253603380132239,0.203930307009344,0.250048893603252,-0.147423067092857,-0.14380042042006,-0.138049019446498,0.0116703869107594,-0.0382320917568114,-0.0505432470212454,0.0601176406015741,-0.0201165745751854,-0.210118271538316,-0.160628297588566,0.0719403738996233,-0.118100187339614,-0.0025818558460081,0.0284369160122197,-0.031538734133793,0.0530685980686594,-0.0190649553026734,0.106609867637197,-0.079328287719438,0.25572796055938,0.0790778553019753,-0.1012863280863,-0.0661327831367973,-0.153859967744974,-0.207341700550114,0.0949468440695292,-0.0265126815190487,0.135581196978002,0.0960355163144991,0.0669084936122714,0.0524894140390275
stable,0.135298258723459,0.117421623310714,-0.129606073720001,-0.127088627047007,-0.0104096045163996,-0.151503823669938,0.0659284174035082,0.139936894977913,0.142396223628889,0.192540065256798,-0.113207333736955,-0.0889687374014312,-0.0288069613282051,-0.0787828328875975,0.006527944858727,-0.102461008817158,-0.043269955036009,0.0505446857398942,-0.0814306786213831,0.008085994924162,-0.0170561498626935,0.116415670810009,-0.0126645506684668,0.110425778721432,0.0810862974209421,-0.0825936065281796,-0.0143793396956405,-0.14213166604209,0.0818496816596952,0.121772766876108,0.0353696635068531,-0.0546240601657156,-0.103039115260741,-0.0975570110651036,-0.0878039179398091,-0.103269577571808,-0.143370303430782,-0.0542428882239161,-0.0816807185248959,0.131199708660593,0.383907319232835
stable,0.157992774151638,0.243468928014577,-0.113158386225048,0.103414643417134,0.232108539067159,-0.106360955763813,-0.025294622151081,0.0609836843764967,0.136271040939126,0.038662860922142,-0.0282888392792708,-0.0843925185359802,-0.0369684676782194,0.0603406159745789,-0.0160129865915095,-0.0756305432760743,0.0056930401352615,-0.0169717553568252,-0.105574733963283,0.148014219381893,-0.0946799301289071,0.0139575685539072,-0.0761194637393608,-0.103621071515446,-0.0487378983900113,0.164951532659272,-0.119643033241665,-0.0543393921512385,-0.0532314117713815,0.0391788189787401,0.254417807035575,0.0410950102391651,-0.102724792125544,-0.0948284686083452,0.121673096523714,-0.0814183832717023,0.030894545263734,-0.156590297164134,0.124749548323677,0.280211334487307,-0.115700593131443
stable,0.124685335741399,0.0506715664949607,0.0462745674380581,-0.202042611794866,0.233023020169337,0.0226168175910893,-0.157857190024505,-0.0855739695157863,0.162269297479981,0.0657213517623569,0.236741961579452,-0.0938580136705381,-0.0213070286521751,0.0767454769257218,-0.018284347778693,-0.0056641022191264,0.0663343340779422,0.0072943530337905,0.0250682007667349,0.124527061614182,0.19240609292451,-0.0389855842567723,-0.0417577023515155,-0.0691719825761332,0.0934448990854689,0.168320211108348,0.016941065522461,-0.207083629094542,-0.0187307736521816,-0.10167797514865,0.1739041295977,-0.206498224157075,0.0888544033094966,-0.0458096656313752,0.0552571474906743,-0.208103901070446,0.0618919188108723,-0.0246129464916707,-0.123214360212893,0.117464613397038,0.169805657934282
