group,ARID3A,ARNTL,ASCL1,BACH1,BARX2,BCL11A,DUX4,E2F2,EBF1,EGR2,ESR2,ETV6,ETV7,FOXM1,FOXP1,GLIS1,HIF1A,HOXB13,IRF1,IRF3,KLF10,LHX2,MAF,MECOM,MNT,MYB,NFYB,NR2F2,PAX5,PAX6,PBX1,RBPJ,RELA,RFX2,RFX5,RXRA,SP4,SPDEF,STAT2,STAT5A,STAT5B,TBX21,TFDP1,TP73,VDR
progressive,-0.0570563833424936,0.100813535568125,0.121847156653286,-0.0534908966133866,0.0036273756019362,0.143730030604493,-0.0329059698562376,-0.161825649365621,0.231938865739729,-0.0185872914730495,0.227525845279933,0.0197356738911033,-0.0633123169043163,0.174770738599071,-0.202773734418948,-0.169566915875346,0.360382344755399,0.0903577543306958,-0.166314311781098,0.0804486581365913,-0.0156510082843732,-0.253477912619662,-0.110466480594131,-0.0503345640990952,-0.146123067020557,0.239150638559692,-0.0967219934199697,0.0733056507308828,0.0532158349563677,-0.17978373729824,-0.179895481096404,-0.158507718127831,0.0312538807787681,-0.0712306543557468,-0.187562824785805,-0.172833273052445,0.130018207002103,-0.110868758267521,-0.142597120404647,0.23214172371178,0.173660177158858,-0.0111296822971257,0.013135913258007,0.0518680328369753,-0.103524612025117
progressive,-0.309425038588093,-0.177826019034267,0.251976616285,0.354923624290799,-0.122890142933673,0.159259489880176,-0.0702036855916361,-0.103357743528046,0.275719054793662,0.0716380510482346,-0.347440536494853,0.215709953219058,0.10287962170918,0.0034014035436115,0.359255600502002,-0.274047232863264,0.029162222079568,0.218780843022111,0.410725895633634,-0.116250988281095,0.276829324252237,-0.367736647262158,-0.197358418439893,-0.301406069290465,0.209029083240002,0.415770241266235,0.19731028537088,0.316763727176998,-0.172804135500539,-0.194842663366128,-0.135388696520811,0.395657036161181,-0.306803390762498,0.0371651470208579,-0.130325097660605,0.119966861208927,-0.192827492210101,0.0937503829529775,0.374324459974455,0.0652652327108642,-0.212433695654881,-0.375511742343452,0.35292449749111,0.350617319049736,0.0803373010545846
progressive,-0.0466816814632002,-0.410082731210489,0.258892047524605,0.475993556797332,-0.327716975004811,0.393293330009652,-0.140952562325869,0.29447679512361,0.363476822624424,-0.423473531236134,-0.424926869391681,-0.0587361162152822,-0.382970093910936,-0.150821081316803,-0.21699787050084,0.403127595508183,0.0975658432659733,0.242220577345399,0.0961498725566848,-0.35602369384025,-0.33986882062107,-0.338669389472151,-0.369339758973378,0.384379756867544,0.262966935601099,-0.16470795814502,0.126105310190822,0.350147822606053,0.381525778237071,0.367493184337441,0.374851936366321,0.336102772891003,-0.282613429386264,-0.420531084378194,0.358215438284255,-0.428695711695721,-0.352468436832666,0.359808584983388,-0.0980424378957096,0.141283040659338,0.359474593471211,-0.155162731440197,0.392395712849743,0.162295841582055,-0.407871265058738
progressive,-0.0188719964037975,0.0284180362132588,-0.390368006153283,0.0923040147688323,0.0326937794863462,-0.333555892152715,0.1263389089357,-0.131830960205288,0.3535823503837,-0.137885755898361,-0.0518477052745824,0.056496197081641,-0.0144948476999437,-0.0560465587155501,0.017819497180073,-0.0570695277863591,0.0194531275262669,-0.0683383455734574,-0.0370870861983991,-0.167011958608896,0.110762031859116,0.0116332087306217,-0.245682514666603,0.220707805717832,-0.0333317422238605,0.187846317249833,-0.0766274037795716,0.139346105535938,0.0307782197557136,-0.0208048284880222,-0.0676624950925798,-0.178423969778999,-0.102006062933319,-0.0090016820849621,0.169081855176464,-0.424092555128189,0.126896081632219,0.102066794757239,-0.0570048957535629,-0.172631602425987,-0.068326087774134,-0.124380446907435,0.0835107152723683,0.171176267342679,-0.0891938767768628
progressive,-0.468919881362633,0.124200032540008,0.286232676528812,-0.199728921702648,0.352627205449761,-0.202728263871562,0.432859608468196,-0.262033438575078,0.0211998957848203,0.03224292831582,-0.129108046998231,0.357398886173032,-0.041377288557511,0.362715901836106,0.0773693945844729,-0.297821043999614,0.116633510250249,0.362238733763779,0.14335492230057,0.412409548225604,0.3837112970185,0.22467799519861,0.28132466207059,-0.118201348202181,0.484257426544577,0.013565206627586,0.357535219907983,0.0710298759092694,-0.0014315042169814,0.231699182548567,-0.220383482547666,0.198092916883241,0.394686162682025,0.068507701812683,0.0687803692825843,-0.0986374572367685,0.0943429445858242,0.007566522289759,0.116224509045398,0.377780779548149,0.0826864102475468,-0.0188140554231846,-0.199319920497796,0.110498492177472,0.210703787366172
stable,0.164873912050122,-0.174184108793998,0.0271460026255255,0.116111904414772,0.0324500950526403,0.0338395436610766,-0.0940922851235786,0.365862279525216,0.233921544325206,-0.179449420176583,-0.109933164932768,-0.0474124048689097,-0.0439231756586546,-0.191186178260219,0.0665400342440074,0.064495118732644,0.0486259377276634,0.0491206202133112,0.0069224724906175,-0.0197574290549109,-0.143276681100872,-0.0467756559845853,-0.120825314458435,0.0237483459972969,0.0144333296438405,0.177768777482338,-0.065039790657195,0.194742097416993,0.197405772339712,0.179133231371323,0.101515548674777,-0.0936449581041562,-0.085818248397505,-0.252374484401027,0.0458170020138713,-0.139467676399158,-0.0776263692021849,0.20562612085674,-0.130698733019549,0.0236830571000748,0.0105407663620766,-0.0602915785490041,0.121709656774456,0.187999743823948,-0.0553698044539488
stable,0.12989386967476,-0.142797919397157,0.144901680083951,0.165202481387694,-0.0321869330733936,-0.0742876911714775,0.240281674574248,0.0857722456626662,0.20918775821974,-0.220486618467543,-0.157378774038169,0.250017518425956,-0.242203265807895,-0.0761005115251773,-0.0005193052724261,0.0023806018589348,0.0432973621818602,-0.20134427057676,-0.0745580218487071,0.162404378492044,-0.011332076212285,-0.244349448381912,-0.0957696704181887,0.0661424400159642,-0.0686667703803873,-0.0342217737439959,0.0669895093124466,0.333205222013303,0.122856397889014,0.198636526715575,0.0970798142157638,0.0371246251119091,-0.182860809651845,0.135015763104325,0.160945073865202,-0.188004764121492,-0.132712374885673,0.0789842460895619,-0.0130191237566525,0.0970301768755822,0.325017300161844,0.029886281750691,0.0812561600047909,0.20307925526837,-0.174097144416025
stable,0.129318354169805,-0.0462030368020347,0.0717177977955116,0.0027920245251009,-0.0731075908766771,0.0406519481618287,0.0185006255742633,0.0010153407999511,0.132894270845167,-0.0980162757510411,0.0225797828906259,0.16071666096855,-0.190311705488298,-0.0820041986718022,-0.0276262293841665,0.0220055910253738,0.0097912689466323,-0.0084757806925571,0.0892252563915827,0.0535211487890622,-0.0356811329203821,-0.155711658999651,-0.0434760071021118,0.112996844661417,0.0693477015560004,0.0177085996857729,-0.0391846468120546,0.227944084669685,0.0719099542328305,0.0903727892079336,0.092812360085371,0.0751274108076817,-0.0707097147927502,-0.120172979119282,0.150870658220352,-0.12506413377985,-0.0581601075107318,0.0088839441903733,-0.0626422227324436,-0.118641033320746,0.0344743114090574,-0.183801661624239,0.0613108924589853,0.0284884807171888,-0.128585892272044
stable,0.0578999800958337,-0.269905045668415,0.17050960140797,0.156772603131239,-0.132977649185663,0.0604866745771466,0.252838767948073,0.125083331039255,0.2253037128402,-0.197595129085402,-0.0656559459108622,0.0856753870855149,-0.381832434693422,-0.224007953845468,0.0661341790971331,0.0949938166021087,-0.0267299998326818,0.110289984477278,0.259260151410074,0.139879030532039,0.061053377961714,-0.360181706591135,0.0498833095475269,0.141457258870003,-0.158691535849877,-0.0558632831903673,0.293684705563754,-0.0340122030299704,-0.181220848315034,0.0354517260969347,0.0644774805167971,0.194720553520005,-0.273171737152593,-0.0568609258520098,-0.179162504446155,-0.141979256569261,-0.0912732447654998,-0.242269520415137,0.318814124215817,0.032262210743186,-0.17335629474332,-0.312971914671654,0.273511735654025,0.0751116689399722,-0.203635925989572
stable,0.0848695148037162,-0.0503025752695034,-0.105173049473658,0.0591569042838531,0.0676921830662329,0.0493445437600698,0.105293427321916,-0.0348694500455683,-0.0783930886992353,-0.0879436518700985,-0.205387020939909,0.0768314063214613,0.0462420249245859,0.050194039469732,-0.0388228347450848,0.130741500180119,-0.152766046607481,0.143910836779607,0.205394458920777,-0.129198510622684,0.215465485016062,-0.0709203646311184,-0.152096824065698,0.064287936664748,-0.188515331495199,0.0274671910593589,-0.0095428315854871,-0.0040296240034136,-0.0060264282619662,0.0437419825394108,-0.0178399971119214,0.0382583311444706,-0.0835832334543971,-0.0653282753045762,-0.0953494341104033,-0.101123166759196,0.0706653201818812,0.0122076839677903,-0.0664683416089373,-0.102205686579999,0.209473799954203,0.0760731237456015,0.125860716708165,-0.11519729458401,-0.118388677717233
