group,ARID3A,BACH1,BACH2,CDX2,CLOCK,CTCF,E2F3,E2F7,EBF1,EHF,ETV6,FOS,FOXM1,FOXP1,GLIS1,GTF2B,IRF4,JUND,KLF1,MAFF,NANOG,NFE2,NR3C1,OTX2,PAX6,POU2F1,PPARG,RBPJ,REST,RUNX1,RXRG,SETDB1,STAT2,STAT5A,TAL1,TBX21
progressive,-0.205134520789818,-0.0087576986272418,-0.159953737188165,-0.141507485184423,-0.314534702110028,-0.22769856764491,0.0285036346205144,-0.221618473502241,-0.0864002453629786,-0.125245468681514,0.0198976190141637,0.217387315551067,-0.114404124346241,-0.232075021963464,0.137686669721344,0.217326642342711,0.0344639790098478,0.270390153040569,-0.219539617784344,-0.0914536849537207,0.2545927655806,0.198380634701717,-0.210119303855314,-0.11663466308503,-0.172248045197238,0.06744306107834,-0.209434335266237,-0.0464645009574047,0.166115261163102,-0.158673213159168,-0.0870149607634322,-0.0709158039250585,-0.0804223376764893,0.216961006429194,0.101838383562942,-0.217507065304402
progressive,-0.17819679060372,0.476251098258161,-0.407124027162514,0.420543716101257,-0.510932921059741,0.111414764313808,0.308020008783476,-0.180807981730408,0.486414930537239,0.463269072158319,0.431751433394741,-0.455814017990278,0.0855039413783163,0.592231750566992,-0.642835037724278,0.29750427192447,0.0042997416740704,-0.0513277965865475,-0.239023053666962,-0.424577311454374,-0.487973365105489,0.0789478703388293,0.0053140548750375,0.295638290496452,-0.0795008632501437,0.185264454015706,-0.505142759988331,0.511497742696431,0.441938923124571,-0.483431134561216,0.386752004884198,0.462719036428349,0.462390789299173,0.125558962681813,0.41495168617989,-0.431035795509511
progressive,-0.0686051056554262,0.224764271837535,-0.0719425929726494,-0.205467049429597,-0.149510533683242,0.0028314732709628,0.114369818515435,-0.288080198287566,0.100537746904645,0.161966381861921,0.170370748327593,0.227154590913506,0.0395534057573582,0.115559043415317,-0.0430341667247862,0.097392082406109,-0.220654668959107,0.0991479695248665,-0.125712711465853,-0.222868863291373,0.0576680653752841,-0.0157672996642236,-0.163783376609146,-0.0096028570585934,0.215538704610346,0.0039917524520973,-0.19000858067466,0.0595093347067504,0.12826406981835,-0.186527666555281,0.158496341531066,-0.128942073505636,0.0127243235488644,0.250432232529163,-0.125880029972372,-0.0253373822052929
progressive,-0.42863870581635,0.424623624762987,-0.246637820704796,-0.0357341126829764,-0.132964506735131,-0.210359704755115,0.0418409705330913,-0.55392575585943,0.164516696204026,-0.105955097792098,0.0318956560668545,-0.24603621069856,0.307648792466414,0.223109271824946,0.308980268993315,0.116933529351248,-0.410979522851001,0.448746718671583,0.520632864629041,0.22706131154071,0.40147984542642,-0.412264261834508,0.024126354667438,-0.408830682774525,-0.202684965362099,0.168304611058106,0.0574806568560072,-0.22008980913782,0.245713395573263,-0.0981510149650398,0.123271357619295,-0.145687987734231,0.267700148980943,-0.0662042736763369,0.191679360812604,0.0271278831809367
progressive,-0.248029276784749,-0.102809415660463,-0.186006342549731,-0.136537899534491,0.0678317286799894,0.0740152840568945,0.404242125245756,-0.0646462607585534,-0.207742476601883,0.127918398100017,0.38512931771714,0.062959836564852,0.544527634099583,0.164145288186936,-0.321794720220355,0.234225582458527,-0.0391000572317434,0.18075968950266,-0.314486882047649,-0.373012047584619,0.080073919123155,-0.101810053175306,-0.147281046249922,0.107618847620278,0.205119150078347,-0.0549024765282787,0.0261083449247105,0.360832317296776,0.005933714755616,-0.181321830900561,0.466827200878675,-0.120298259150699,0.498931720714323,0.457458177580333,-0.297060498712734,-0.0706424356694917
stable,-0.0363357396487987,0.0885192207408781,-0.0064933091750944,-0.0114999568492511,-0.162963123065138,0.0133779199804157,-0.126535671302408,0.118470444963924,0.0846046792925925,0.184927920160672,0.236518068613233,0.0573771116681425,-0.133097917077553,0.17473308159792,-0.20529675362392,0.108709815472728,0.0190547676534392,0.158203854075233,-0.0254218964145772,-0.122702928518932,0.0185207631940523,-0.0035265951393002,-0.137323995019281,0.0737995789695124,0.195031351638697,0.170520729970361,-0.0835340267873861,0.133438888889159,0.0963524215317,-0.23055179906404,0.154851888155087,-0.0343218860073579,-0.0087503727683352,0.0831623995408021,0.0619855437167871,-0.131014720130457
stable,-0.0115258408225847,0.153856949785538,-0.0691480872808433,-0.129304008385438,-0.184051227553397,0.195405575792838,0.0804098481827849,-0.0941634211943338,-0.0306796810720965,0.136174051019232,0.219377650202345,0.199865043737417,-0.222524842285748,0.15455201559963,-0.196399159974687,0.14585965048725,0.0311149426192502,0.18082738465994,-0.192294260330977,-0.0674065746572788,0.0425521996709863,-0.0969601651522553,-0.16104032009674,0.134573051924241,0.191789888672121,-0.019985999069213,-0.0018266370018701,0.289833893168977,0.0778670780549315,-0.185178872913682,-0.138882055727988,-0.0680731102002858,-0.0974389994976193,0.0921510653433566,0.122680943057467,0.0034601699345976
stable,0.0630243705887254,0.0741024748205917,-0.089899130535972,-0.14921891566135,-0.0473223678579919,0.0951869048429594,0.0431946402114345,-0.0793925560319317,0.0763681578216216,0.12534655677584,0.224176902465772,0.0823648042226359,0.0504406966889595,0.0688871000269715,-0.0763197594343465,0.111759822221938,-0.0922927185672149,0.097689220305606,-0.109227563606836,-0.102044329494306,0.106166767572297,-0.0841313104050784,-0.063329184890095,0.0561711403089291,-0.0647542692283615,0.0761692980060197,-0.035389287589771,0.110900721720226,0.047227411946511,-0.182788778080955,0.02437216485983,-0.0796240387373675,0.0190745803838282,-0.0365953092228027,-0.169538502031561,-0.0603670497952394
stable,0.165334661456804,0.221823804799182,-0.0511347684518721,-0.0403001714956097,-0.110451578228916,0.202908436738111,-0.0373422691437492,-0.0497428789442605,-0.0178061135346674,0.0667420125539331,0.126187851344137,0.0148667536175212,0.0440071223788013,-0.101317179901847,-0.061781966127116,0.0608916001051809,-0.195571228237203,0.0846583932299492,0.0436747848950747,-0.126996586765909,-0.0621127675511622,0.043124875529463,0.0049318487598253,0.129964144350047,0.15547359718232,-0.0467977039440382,0.105061435091564,0.177184923017509,0.152220661653258,-0.197499422010399,0.0674692270940915,0.106009403351518,0.0933247322286661,-0.048104122702286,-0.195495632157214,-0.0073937135534396
stable,-0.0407948684026594,0.325483141547466,-0.0770332378747832,0.0319950643352851,-0.35312182766044,0.241541786566274,-0.265684711208817,-0.245107363783116,-0.165944035049953,0.207281974029658,0.238007031313814,-0.0794486317579376,0.0984275894168838,0.184914110298414,0.207701934397383,0.294874088544242,-0.376568371320968,0.297281221785645,-0.258122671042511,-0.251384207976364,0.146265498741217,0.130945383609204,0.406314675793795,0.115033166994269,0.425045458903793,0.0104222651665432,-0.185696473013923,0.212323097276249,-0.0548950732786784,-0.102196129713305,0.212924436466076,-0.0941769118793427,0.10420577508551,-0.0478596712300214,-0.271336855472663,0.0476443615998678
