group,ATF2,BACH1,CLOCK,CTCFL,E2F1,E2F7,EBF1,EHF,EPAS1,ESR2,ESRRA,ETV6,FOS,FOXA1,FOXM1,FOXP1,GATA3,GLIS1,HNF1B,HOXA4,HOXB13,JUND,KLF4,MAFF,MXI1,NANOG,NR3C1,PPARG,RBPJ,REST,SP2,SPDEF,STAT2,STAT4,TEAD4,TFAP2A,ZNF76
progressive,0.253737315656758,0.0466706209371924,-0.285316942340922,-0.133701025577327,-0.0029733599465981,-0.13282332788186,0.19553578224217,-0.0910595458725835,-0.291190520759496,0.40266925830813,-0.23629466399142,0.226318802865775,0.390263828199382,0.270439012383532,0.098141548654481,-0.363554469705822,-0.452694846885602,-0.165783102391504,0.412074297925311,0.0581745028696191,-0.0280052346200181,0.233963676995852,0.19787630943008,-0.122302085760662,0.126515670711724,0.302730973429234,-0.140385520344973,-0.286720940647257,-0.0369698353574087,0.169506957469008,-0.254565722358457,-0.420627080359937,-0.11212270053172,0.0538432555463391,0.436659373590712,0.42456399973308,-0.462602336632796
progressive,-0.281484892500913,0.421405555872712,-0.45741993326331,-0.0431208146632795,0.334434759626987,-0.12277642020382,0.457452275344402,0.471794518214134,-0.40232078783921,-0.328627885976368,-0.461897841399965,0.4166453895738,-0.500984716494308,0.0514415500715081,0.216380283262607,0.454176904586534,0.213604744667071,-0.405875476570146,-0.0812080254329592,0.403529205596377,0.421317350197007,0.0975642978979683,0.415157653843565,-0.487556872462725,0.102553798953715,-0.412008711220875,-0.0771711456748328,-0.411120774085439,0.40516101059693,0.474966982350345,-0.452648006207637,0.0072799084349025,0.419173952277361,0.249663224895521,-0.260124418034206,-0.0840276668663484,0.325223146894132
progressive,0.114152799820764,0.306872069765894,-0.255023813413308,-0.0443095183220392,-0.0313697008413972,-0.302009640592872,0.218110395353631,0.1341316270783,-0.119037895348601,-0.185340417481383,0.0294990015509995,0.352863630041277,0.278260185078128,0.0513360883149777,0.0793153756456081,0.0295515844414648,-0.160684689362466,-0.0602583134839192,-0.0270631697440633,0.149979530250057,-0.0722677419694063,0.111875174591381,0.0026415843072182,-0.208908618475293,-0.29425431294964,0.0056845233618336,-0.153527921385298,-0.281961058963949,0.152210220098255,0.0514522438436977,-0.0972666707536673,0.0574654675092088,-0.121999021836339,0.109009597855258,0.253105491882489,-0.171712748633885,-0.179556528483285
progressive,0.463507573586731,0.362515930780936,-0.174894103247092,-0.0637448981755571,-0.289587312320596,-0.544069139466856,0.226750646504785,-0.216090438628606,0.0140410011675305,-0.21312228105413,0.0353576213219667,0.115766821056964,-0.170189188509473,0.145857236920681,0.120896300533498,0.189304904097815,0.0838631938434035,0.242891155551082,0.0897892066551409,0.126635244590542,-0.0171279067341167,0.318216965212877,0.0410260757033285,0.0938819456708783,-0.15808665342319,0.275079452608743,-0.0106759324961385,0.0570044584955582,-0.156199156799743,0.196571847432329,-0.0558104718351642,0.211008133011952,0.026106122502874,0.150234103552243,0.0928527964059248,-0.0012812854125844,0.0103261952591022
progressive,0.300399600976425,-0.151325829812989,0.115042662681309,-0.0588037536272052,-0.258924187513832,-0.006631061579238,0.104845841573613,-0.0701266040596777,0.17509756000271,0.0391607976283303,-0.211568398688519,0.391545419098593,0.111914803445819,-0.163649595200818,0.53730365947241,-0.083326170033444,-0.116043577636666,-0.303402345842495,0.298647999804551,0.251542439718077,0.330427049637126,-0.0478562463029915,0.0920216187081052,-0.20237249253618,0.154641360602608,0.145382897265558,-0.217010873758271,0.0990905805803118,0.3079064631416,-0.0215822287248785,0.0900197887973918,-0.0720658767856813,0.490948785602454,0.382599741685093,0.0387228973353617,-0.07850926681079,0.0131370087890565
stable,-0.117167996796165,0.0584733382083451,-0.288649153827306,-0.234758372271445,-0.407865283991711,0.0876190799691854,0.0922513845639469,0.170776974152153,0.0064000450522717,0.0168890483793927,-0.0463931063729098,0.276755665787351,0.122277266717951,0.083632692173095,-0.163390135570082,0.176810436849627,-0.019116566678298,-0.196099029593775,-0.189304982854791,0.332717715772755,-0.1100807547378,0.147466408964247,0.158219776989693,-0.121072580225166,-0.36160761097331,-0.0014005028613246,-0.166315485946833,-0.172581458530555,0.127066678036197,0.073179827928662,-0.205184001836714,0.0067575044308261,-0.0043657221563556,-0.0632246447197404,-0.0043673854614165,-0.170805149531822,-0.303419655590878
stable,0.0167542439316572,0.142531821654547,-0.148196177181525,0.0141013478470388,-0.0479108537761626,-0.15079435680001,0.0552296848849809,0.172248249159221,-0.0032362929667966,-0.246693217669667,-0.0793306219220214,0.221102729469952,0.212166778780252,-0.0010389153378413,-0.245645970858583,0.0928117594004608,-0.216909518362438,-0.121745532183823,-0.221071496133052,0.261367422116456,-0.224202735034914,0.119181027217653,0.139412440570416,-0.015094498208603,-0.164311222735797,-0.0002334750059863,-0.107463604498129,0.0317851516863476,0.231792629656907,0.0498235662774872,-0.0469502930378407,-0.0998241860491406,-0.146617653634827,-0.0445950049276581,0.198157232143036,-0.0757122824682505,-0.248577293153659
stable,-0.0190155648754656,0.0334505645323329,0.0033285423548466,0.0058367009223873,0.0289436354158693,-0.122752520841609,0.0144139707289934,0.0787463639720114,-0.028635660377152,0.0419261286844599,-0.0397066124838232,0.263445342870994,0.106241210821107,0.0295298661576679,0.0067280486276232,0.0747540278242692,-0.148016442425332,0.0317441309354322,-0.0361481461054284,0.307116291659368,0.0437191178132167,0.0581494934295902,0.110067220929378,-0.0600027809758415,-0.256389545041537,0.0662446082600846,-0.133302559683005,0.0576120358586281,0.0311203269600735,0.168414781299517,-0.0609024008339205,-0.127727709576319,-0.026955181821616,0.0815633573244918,0.0563200231773396,-0.0921045431034344,-0.0366467989144576
stable,-0.0271484319764843,0.155011000362798,-0.281965917529466,-0.333210060615493,-0.315762635438906,-0.0939784146828938,0.0246184701824094,0.108439378077365,-0.343802017415962,0.0542452320796201,0.0050128763631746,0.271361189208528,-0.043225156447708,0.0520690523183622,0.0959561446645587,-0.162304520975168,-0.113929821979439,-0.0428693004072936,0.0372321477572693,0.354141491081008,-0.0234028834136811,0.148437487861646,0.0518019419714622,-0.0990781810485746,-0.422632426398137,-0.0326163892698699,0.0361700375507564,0.145904251318733,0.376215044782981,0.176693985686673,0.0129362403354195,-0.0120514031993462,0.114922180035699,0.0771658541477335,-0.0005308367866672,-0.206765131001223,-0.195291939288403
stable,0.202428451720508,0.307263900083759,-0.361655448466435,-0.409067740171124,-0.211296097890791,-0.247363489907261,-0.136882907859364,0.125665542421303,-0.0582617053857213,-0.0031239271863801,-0.121228233105794,0.177867296838129,0.0304096372953034,0.106206022322208,0.0021687000656514,0.179985247980708,-0.29260125645252,0.111726269526597,0.211010491777636,0.268924633234555,-0.0351854198629603,0.224431066549038,-0.413232240927992,-0.225609412413294,-0.266364504518766,0.0499977507525153,0.407383140702091,-0.274731280883068,0.216522972190319,-0.196124641143872,0.0415859622999227,-0.241728329489236,0.0082688971370183,-0.417577760886987,0.0820622442349815,-0.402472057092572,-0.0396731250655558
stable,0.194566802529276,0.198878114754371,-0.314564795494244,-0.131629839588363,-0.211757232336625,-0.320655451702406,0.240301679775951,0.326161310210504,-0.152813776579819,0.0197063712049017,-0.219637522490501,0.289951842278305,0.252780945800904,-0.405423708665257,0.159829891994733,0.482010807893882,0.0244565093590856,-0.169549991044919,-0.177948694980555,0.190695682157516,-0.0821541511428955,0.421326071909633,0.331405730818122,-0.31469064264801,-0.430557261141749,-0.0837673076761631,-0.0640460934277998,-0.177546566882847,0.256426324425785,0.162172361013179,-0.355773181916438,-0.15680691951746,0.0681067130231409,0.0018795117610297,-0.0155860151892488,-0.279984510939786,0.136933268123362
stable,-0.0959762355879211,0.0853513779495609,0.0887778416604056,-0.0017273325291295,0.0438107932082084,-0.228875085278093,-0.0721037950016652,-0.0127470090312908,0.0729357347503888,-0.033122482538166,0.0318745729150805,-0.032537304579318,-0.136346464411578,-0.0920914999815929,0.077490252357808,-0.0137552072013541,0.137530921002981,-0.0183731778404556,0.136275961043042,0.285221377411985,0.0676620827839035,0.0582710340949216,-0.0714410633374278,0.0122323344409787,0.15388770250331,-0.0362105300800384,0.0318393212308126,0.0078893269391672,0.0800988769936363,-0.0136494521485503,-0.0225822289420489,-0.0346101036142734,-0.0086648639930621,-0.121329246913431,0.1300082115802,-0.0324315495265141,0.10730612691164
