group,BACH1,BARX2,BCL11A,CLOCK,E2F3,E2F7,E2F8,EBF1,EHF,EPAS1,FOS,FOXM1,FOXP1,GLIS1,HOXA4,HOXB13,JUND,KLF1,KLF5,MAFF,MXI1,MYB,NFYB,RBPJ,RELA,REST,RFX2,RUNX1,RXRG,SP2,SPDEF,STAT2,STAT5A,ZBTB33,ZNF263,ZNF76
progressive,0.0316754360090521,0.203219255729383,0.39586998716591,-0.326499672000367,0.025038980112113,-0.183896763918553,-0.054690487410722,0.140764559041529,-0.068252078691513,-0.194500183534001,0.369966554744086,0.0404183004698381,-0.25098619390728,-0.0304905811918883,-0.0203979022071312,0.0247138191515794,0.173391685666777,-0.333337569077734,-0.229087792828613,-0.150379806567161,0.0262238349292769,0.316381614599178,-0.252775372265728,-0.021148151642899,0.0487915917413346,0.22052257728285,-0.166834537321188,-0.297241530156452,-0.166458619527791,-0.294158052559978,-0.400008255195335,-0.0780005629034125,0.195518492493331,-0.0077102801422134,0.332853793014501,-0.456827357284282
progressive,0.503078496924069,-0.248118595743888,0.435450414005689,-0.42861498850531,0.402581572244724,-0.136508592186506,-0.414888278113365,0.425895518144944,0.459863907921884,-0.418777855720677,-0.418833715111863,-0.0348533201320432,0.447686560643358,-0.297983392265152,0.426092495998073,0.47508706200402,0.0741254121036867,-0.298342068355924,0.319709755468509,-0.400647073328918,0.234044969132998,0.24962385933795,0.210825102207408,0.464364998864284,-0.188754762753064,0.436764579682537,-0.0018933393644062,-0.420738814348098,0.399588684864343,-0.401693701921664,0.0833569114891456,0.291330244778115,0.234171387755156,-0.190592242726284,-0.32189709162863,0.22312004820422
progressive,0.275632570064258,0.03204485962904,0.194633872292035,-0.191842183780073,0.0111364792352577,-0.318806359290152,0.120493372808334,0.208477697614259,0.0855512822476275,-0.102514328374177,0.329057166803985,0.0753377653719708,0.0315702237762633,-0.0069637407082276,0.161352625921178,-0.0426918325116349,0.0677213241072014,-0.0926515265189128,0.0083887921511643,-0.163553688681251,-0.283535440034527,0.0804767813557061,-0.187996977545407,0.210700722958779,0.0214649183843936,0.111498093038736,-0.205347876812578,-0.244546819548388,0.253417568413812,-0.0416339680274256,0.0867116387925906,-0.151247396788282,0.290310516041635,0.110252402702118,-0.0430610784626543,-0.192088118970498
progressive,0.336257847208075,0.227965661474064,-0.367563034759103,-0.0786543243752292,-0.0696612785834381,-0.50615058076971,0.103723300014102,0.138885670004669,-0.198083338440151,0.085310078053573,-0.222544141131138,0.195001278385174,0.187127010636554,0.225196902634665,0.0871812126490322,-0.0833495062598952,0.321418860914538,0.411632265604995,-0.0439196268052356,0.0830204857791757,-0.193197899242911,-0.032667343182079,0.0591185300661494,-0.116537753366145,0.27408273313735,0.10661943910551,-0.199884549407912,-0.105813962277916,0.134520050644348,-0.0596361817285664,0.133897242518571,0.10450384283492,-0.0274902845142834,-0.0151278955459645,0.0788402453387989,0.0986313421955209
progressive,-0.222947147226398,0.142230244521203,-0.243389647527791,-0.10394701668405,0.280186148070297,-0.0460265991634381,0.131079789811353,-0.0730974253201305,0.133000145900271,0.0983717893291248,0.0825133648528931,0.557832470345572,0.266248079682984,-0.481142120730046,0.0723540616728072,0.290717133074045,0.19240729071553,-0.335442845854667,-0.0835664633532679,-0.19674357865825,-0.0366106596306755,-0.142230244521203,0.530328015394608,0.346717194505738,0.430531445741447,0.0604602433156334,0.135911653518955,-0.176734707151129,0.435177468537218,-0.0451593415748942,-0.1349824489598,0.402965043819872,0.438274817067732,0.48863770417389,-0.117761191130143,0.001548674265257
stable,0.0323345193954597,-0.0236867876643248,-0.0349191005122063,-0.186227225940541,-0.23347112383372,0.115581790437285,-0.0133359690232913,0.0116409932505763,0.120118435109655,0.0068022213130485,0.113318783163043,-0.204167449239311,0.18051582662936,-0.161948325261809,0.23694631788918,-0.0931719778921789,0.138891687311107,-0.0016124033885906,-0.107524358050131,-0.129410624398885,-0.267859524227338,-0.056192195117716,0.0019938283551589,0.137913615154065,0.0408667303963949,0.0707782364822384,-0.184497135493186,-0.297647599964735,0.117806811392045,-0.141609170166304,0.0147993995382665,0.0501274323518379,0.194485673466594,-0.136977861973635,-0.0919528890873948,-0.215647680758501
stable,0.156301068835345,0.0429604827450098,-0.0849008265574289,-0.153175974083545,0.0585930010208459,-0.110609635926127,0.148768699855307,-0.0077549292646941,0.199659721606139,-0.019165420881399,0.202464290841897,-0.245666725645931,0.156761129973331,-0.235941770153734,0.252166143962209,-0.149224038844645,0.161982626488183,-0.209508536735014,-0.191647241709427,-0.0558339114954299,-0.251600918251455,0.0736460884338468,-0.0057460420761833,0.225482249603762,0.160537532883376,0.062545632970202,-0.159818063218822,-0.25252320807107,-0.026964668672342,-0.106730158574684,-0.11664067128508,-0.216431980776233,0.0973464363815352,-0.130463329326092,-0.26349101760506,-0.209223582158381
stable,0.0718402958612257,0.01028041977246,-0.036643787674896,-0.0461635962885739,0.0306795920338978,-0.0933770322600239,-0.0556550296026394,0.115727580604204,0.117187945676565,0.0022040624180466,0.155745639189825,0.0283098484919496,0.0772917639910771,-0.0224090854504118,0.296875934155624,0.0734501938902521,0.0604739350435046,-0.0622495141964325,-0.157542192399049,-0.110066951946139,-0.213010474015932,-0.149069532107041,-0.123584081589748,0.108836466243,0.0658729912340067,0.110937723303252,-0.22975011428019,-0.162817144356005,0.0224206165410965,-0.0771039255400049,-0.114226984322089,0.0120288765008198,-0.0742926827533121,0.0041469467921555,0.0651579244032205,-0.0669636885641579
stable,0.185337542320098,0.106696221283017,-0.202065894150206,-0.272605654954664,-0.0870554904295669,-0.0331715718314612,0.0450602061276837,-0.050900011284261,0.114790694108808,-0.237855554065886,-0.084733110765839,0.0703419676352947,-0.166944958328505,-0.123290239494377,0.3148145427948,-0.0962871104225019,0.174814160654025,0.155340910675896,-0.268299346562755,-0.201258365919324,-0.462119533529052,-0.0614929585743293,-0.0310499293366578,0.27606136548955,0.152512272090215,0.162363549514436,-0.44228940535761,-0.405324326277886,-0.0487624493833397,-0.0356654667405548,0.0096962267701144,0.101718680945481,-0.0671321355990103,-0.186290634983634,-0.0324265218177398,-0.0648474827470411
stable,0.33671455187184,0.257546325736207,-0.0865464896275459,-0.307784052691471,-0.375056703961993,-0.246090178733331,0.123260925474691,-0.0955006475447776,0.0975418807411772,-0.127929648213177,0.0064834558133559,0.0227260703649752,0.150732834378284,0.122419525995998,0.307259312721204,0.094372994215995,0.234049361766944,-0.168347669510532,0.0999613779537655,-0.208628733146853,-0.259039552023785,-0.144750763464299,-0.139265935229562,0.283714581022031,0.112949617607485,-0.190476290722259,-0.127304878033596,-0.224961066423654,0.160574925651318,0.0490046673442448,-0.22890833780228,0.0109216243425339,-0.188825660070069,-0.237483614776922,-0.21267947189617,-0.0369715178916987
