group,ARID3A,CLOCK,DUX4,E2F7,EBF1,ELK1,EPAS1,ESRRA,ETV6,FOS,FOXM1,FOXP1,GMEB2,GTF2I,HEY1,HOXB13,KLF4,KLF5,MXI1,MYC,MYOD1,NR3C1,PAX6,PRDM14,REST,RFX2,RXRG,SPIB,STAT5A,TFAP4,TFDP1,ZBTB33,ZNF263,ZNF76
progressive,-0.240035285596024,-0.262480954971857,-0.231176279792773,-0.321966022939692,0.155730410821732,0.240921820548408,-0.339474691766739,-0.212011899891864,0.154479111935451,0.400647189411383,0.0579340282836994,-0.281239336755038,-0.0104544515315124,-0.287070801906945,-0.259573945011714,-0.110555190573684,0.200131697157859,-0.173779881829035,0.130629894379188,0.146879334669218,-0.403519308908284,-0.0159322542605542,-0.0188249908493707,0.148097329022404,0.178053963576217,-0.284804507726343,-0.156775538788854,-0.0819085343216047,0.183852124195029,0.0576501467873188,-0.127887821154373,0.152872564696158,0.215670640741864,-0.405666658327833
progressive,-0.150767756083219,-0.508085220145281,0.0054623014485433,-0.137234073280447,0.457618496422795,0.0105480953120498,-0.505329066964191,-0.439466712772304,0.406222269599748,-0.467484171736965,0.0804284913880024,0.306365398530739,0.221568830863207,-0.124579888664597,-0.237632174002946,0.332132636381703,0.294293624085493,0.140819719734822,0.0653681879865259,0.0271438437087549,0.114299466713784,-0.0806343939735695,-0.14800866143662,0.164669122074504,0.410202072432208,-0.110207888192016,0.303118020609796,0.174214177648291,0.266652672705869,0.185618239423198,0.336044785507477,-0.214079859679582,-0.269323523387225,0.294746609773741
progressive,-0.0130522307426993,-0.137720088158532,0.0405991592164,-0.255338754944631,0.2760694363482,-0.257855414068913,-0.0912326461077914,0.116007721482365,0.276766895426062,0.368662024787752,-0.0048082232943407,-0.0501039727285963,0.178309341368145,-0.163471362401945,-0.401129647832852,0.0085936894879422,-0.0636047931786455,0.0777274060547141,-0.260151855042313,0.0670718193540688,-0.129654312632288,-0.0157297481771928,0.287915572664547,0.0943854232679079,0.0678524126888901,-0.261658177674366,0.22599121923725,-0.132787049178674,0.213660755389067,-0.0506002636686286,0.301318018847195,0.0556837977515978,0.0435605980454215,-0.139681858502633
progressive,-0.232259276177577,-0.156251347765198,0.161762255928939,-0.467645574013128,0.149727369142323,-0.225076720450448,0.0976081733543528,-0.0163413848057877,0.0787186642958117,-0.185924718131659,0.0399347063011281,0.161667399144376,-0.113647100527076,-0.0624293152118416,0.0144073904782353,-0.0943434738490702,-0.0329868533609468,0.0343457445546614,-0.117549779663393,0.0151012001024693,-0.149137088922955,-0.0055651120406336,-0.194080233449022,-0.206646318229193,0.181272941416677,-0.186323658665593,0.157368489667969,0.120960829636287,-0.0879663877325752,-0.149166901055246,-0.0851813925377982,0.0583786594916064,0.139650868427861,-0.0388186484758954
progressive,-0.462446267182126,-0.0866583822855008,0.42536885933283,-0.0689553127614628,0.0136796446322112,-0.0335491737133867,0.290738872567855,-0.143667218060462,0.320017026011457,-0.0047043121812129,0.45823714575683,0.161865478340418,-0.409027564387564,0.124478576268673,-0.300890283064157,0.424192781287526,0.0320017026011457,-0.131782639918451,0.196652628943597,0.434529888317297,-0.19615743818768,-0.366441159378689,0.41664112225979,0.406923003674916,0.0580611161312855,-0.0296495465105392,0.50688963752569,-0.0092229278289568,0.526944863140335,0.431373047248325,-0.244190941511643,0.41490795461408,-0.0040234248918268,0.0784258359683782
stable,-0.068694408924923,-0.228521688056101,-0.126023005663156,0.116108250038771,0.09445926386769,0.192224772730695,-0.0678167834003962,-0.0598395235101214,0.23944433033148,0.12928220352308,-0.211884178865745,0.177063102961971,-0.0917863921918613,-0.039624568278474,0.31670524688736,-0.0143362292894476,0.145027378662642,-0.190912439734626,-0.382227449818333,0.221245198773484,-0.280280034930434,-0.254497751391473,0.265738641848218,0.0645264054796513,0.0690778380411887,-0.272703783867614,0.202929305695323,-0.236618681394795,0.0444812027600658,-0.0298468235837059,-0.0100128796283898,-0.196188922046496,-0.0875208692025682,-0.129225988744605
stable,-0.0404986254064674,-0.122924456929686,0.0369508684487624,-0.236913063695333,0.121617060501022,-0.173610460264838,0.0474728776062126,0.0434196699147889,0.285763686560785,0.27796929166534,-0.274208784666901,0.0832867432440125,-0.213329015094288,0.0076333320802577,0.0765713917762763,-0.170682330541329,0.239504665055955,-0.109798805417497,-0.156679893328965,0.0573447117984129,-0.17615207794892,-0.158481783573873,0.282429492701295,-0.222406646996119,-0.084609045726486,-0.0236832028966442,-0.0562742635497838,0.0160152577979303,0.10285328124873,0.0435516175287692,0.12851531118485,-0.254294103192433,-0.119228336340299,-0.248109058787105
stable,0.144690232931097,0.0036162977069118,0.0876817292069818,-0.156242471620136,0.10906980955305,0.0299500680168352,-0.0353138957379005,-0.0034492885128288,0.289000722356438,0.166948343254342,0.0058714670022051,0.0702972065312692,-0.150475260669911,-0.140722030450599,0.0877606984105738,0.0916510916346536,0.191217662783288,-0.158668941914055,-0.208449327620438,0.0688689867751183,-0.115604163166136,-0.099256238881757,-0.0267949189083375,-0.0855787449808905,0.102821522111965,-0.260024035609965,-0.0412147326025461,0.136538356183097,-0.102019325845512,-0.082865442949835,0.0612728407180835,0.0351737973182494,0.0973242540680267,-0.0589461722789975
stable,0.209659204262167,-0.248061507984864,-0.136965572289491,-0.142251236719318,0.095290920757704,-0.143335590134178,-0.260409799073051,0.0736980019279335,0.266129488188979,0.0026361850881619,0.0360524899313146,-0.193243961294831,-0.182876622947951,-0.0283055361253997,0.0280677651324116,-0.161594593505437,-0.0021071391802987,-0.207701788887719,-0.40178034598241,-0.0352881793241566,0.0985980297706267,0.0812461957470425,0.386164610703229,0.043994716706723,0.239946673852493,-0.433317039524897,-0.187741556945181,0.100048737941869,-0.006939164451643,0.0856214217504647,0.197810864281143,-0.216732618880337,0.0338920647677111,-0.215963295685792
stable,0.0142016143126337,-0.366406992295678,0.31677006978682,-0.29235083689225,-0.131416136426753,-0.0816912214481207,-0.0940568966844848,-0.191228268321193,0.196206191017591,-0.0339905741183415,0.0450928785136228,0.207837684594824,0.0816800240095822,-0.402989817520075,0.0871707364897575,0.0780494970277087,-0.301247510401878,0.0429688037748046,-0.288735298607633,0.228180785354974,-0.303557004142636,0.40191362905708,0.315000521822514,0.0276495616597028,-0.0884867441088517,-0.104099676521368,0.227197174139738,0.190214944217867,-0.136727601721506,-0.0120235802636932,-0.0129693670605594,-0.205118558574935,-0.193510517900468,-0.0340714249147175
