group,ARID3A,BARX2,CEBPA,CLOCK,E2F7,ELK1,ESR2,ETV1,ETV6,FOS,FOSL2,FOXD2,FOXP1,GATA3,GTF2B,GTF2I,HEY1,HNF1B,HOXA4,IRF1,IRF2,JUNB,JUND,KLF1,KLF3,KLF4,KLF5,MAFK,MXI1,MYC,MYOD1,NANOG,NFYA,NKX2-1,NR2F2,NRF1,PAX6,PBX1,PBX3,POU2F1,POU2F2,PPARG,RFX5,RUNX1,SP1,SPDEF,SPI1,SRF,TBP,TCF3,TCF7L2,TEAD4,TFAP2A,ZNF263,ZNF76
progressive,-0.500886962189901,0.0988769626255292,-0.154208510910775,-0.373130016320707,-0.242965218657656,0.31472616305276,0.525656827851147,0.31537954202179,0.334036438345676,0.453160238854109,-0.298046805981385,-0.180671150172171,-0.412913359987014,-0.457464946298974,0.413038340467773,-0.308356904628274,-0.307804775668973,0.570975699393082,-0.0678897135543893,-0.0637463733125292,-0.0372963903023496,-0.0170258219484151,0.393867283938234,-0.553198412528713,0.533636594242878,0.293593387584731,-0.122211925805154,-0.481192253266297,0.159416558286187,0.163869976682841,-0.551018373256745,0.520083331221872,-0.217198673213144,-0.0179940251664443,0.458214829183526,0.225912502175407,-0.261152251655146,-0.47004842407055,-0.0169134977188725,-0.0736071750412479,-0.468281294994506,-0.55089655683879,-0.30792817411833,-0.519151514726088,-0.465118814221891,-0.439936038364721,0.504492411755078,0.237996058023948,0.0633651037446451,0.185334978745292,0.502438934995271,0.46745705663406,0.352225053374567,0.330204758290011,-0.510282646686429
progressive,-0.143520313493779,-0.220001552470325,0.0288688095607904,-0.38478945464846,-0.215566285526227,-0.0060182439102663,-0.166543834035052,0.210465581968573,0.400293834600432,-0.345950821639635,-0.160663367749618,0.0121478824959297,0.341515554695537,0.166535039718573,0.28680611188146,-0.252666575311094,-0.146308111817532,0.0225369016961167,0.332392917068285,0.195746827622033,0.18362532807554,-0.149913781573804,0.131041178410485,-0.125345392771105,-0.210096220676467,0.325278315037005,0.0353678094385598,-0.209867568448021,-0.0858677060981594,0.100225893469072,0.152346875799582,-0.256105153054271,0.044921368573269,0.0037522416975844,0.175405573606769,-0.12804524793007,-0.0711079116080518,-0.286169989656166,-0.137285143110371,0.221613843824756,-0.312013554348279,-0.282077701054738,0.347296352060878,-0.25314439983977,0.0333685681590656,-0.0523027315377359,0.208651021335132,0.341075838871601,0.232436715971226,0.235382811991595,-0.0028405642226244,-0.215613188547447,0.0056166367910717,-0.165177783542025,0.357327735724264
progressive,-0.0250843415440164,0.0067002732937172,-0.317776124982651,-0.181597957099676,-0.373623925865996,-0.149905566342023,-0.250390278162933,0.464421383820944,0.302888436592759,0.462782942826928,-0.0914459156458044,-0.0004038700027939,-0.0388055055640153,-0.225853046660352,0.120883416241021,-0.395398692631846,-0.377423740436711,0.0570268701610805,0.30775434024088,0.210774523611761,0.0911430891734534,-0.0609193649903433,0.0640261684399237,-0.124042148006096,0.362819566964067,-0.0948291632463936,0.0685229476784874,0.0480933751821096,-0.387961539054416,0.176718216038056,-0.241455794797284,0.147510097182002,0.0915090203337409,-0.161021647196409,0.0786108022682304,-0.197305778343509,0.163440153369014,-0.108734167188598,0.125053419637715,-0.0357094223084098,-0.0395939340144998,-0.161365909879514,0.239850426742127,-0.137554762436926,0.176700577137332,0.0837165797602542,0.104901431738514,-0.155591450784596,-0.0927370527669353,0.0671967608451411,0.0171456197421081,0.107725556598036,-0.183231532190043,0.0393550485572749,-0.267900764648906
progressive,-0.309097462121818,0.240565069634263,0.291940144260037,-0.178475939792823,-0.518124912465716,-0.225088249925878,-0.183875724036442,0.210393497796128,0.107575154416615,-0.290197405434292,-0.180112598863957,0.0720909352761489,0.216920108820866,0.0778852712601313,0.227900445869534,-0.0606126728486972,-0.0615755089887593,0.063995318085003,0.138374545210608,0.0063712799554866,0.191617381230061,0.316381785679488,0.313930044412214,0.375184066797714,0.196173398445937,-0.0275477215812365,0.0116519950867884,-0.12672255012382,-0.212664470501975,0.0671046455862153,-0.131261248196085,0.384959640919019,-0.226635607162774,-0.406967401438044,0.060930370889291,-0.093697108152719,-0.239838206825885,0.175963581522914,-0.148606911744624,-0.0121396372240542,-0.114577500667387,0.106128464701952,0.048218119479635,-0.0735608975900379,0.385856447824069,0.168966106281282,0.123895741152744,0.0291946638938891,0.282162405245781,0.0829695223561083,0.178606374593135,0.0772130719987726,0.067564144115115,0.133832058575678,0.190221566499752
progressive,-0.137992866234779,-0.024758451615278,-0.147377615974236,0.127249797454085,0.119099883206661,-0.111443903156052,-0.23480396881023,-0.0697682052999105,0.108480297975171,-0.145463620961583,-0.0340197178055316,-0.218133689667773,0.0458123967544545,0.0878585452582059,-0.0040132153491099,-0.227580181181832,-0.287963636742286,-0.0398234446180905,-0.0757571574362745,-0.0039514735745082,-0.666378973276048,0.176149282938624,-0.120087751600288,0.0845244894297146,-0.0960702012802308,0.168740269986421,0.0750162561410542,-0.387367893851008,0.0275985732469558,0.519618775047829,-0.234865710584832,0.21035422606796,-0.0453802043322427,-0.599327406058612,0.429784493002369,0.153304826335998,0.373599478114831,0.126632379708068,-0.159355520246964,0.0492081943575475,0.183496554116225,0.241904272889424,-0.109344682819594,-0.14861245146627,0.264131311746033,0.458679643515961,0.0907604086644854,0.287593186094675,0.463001567738079,0.166085373678548,0.0314883050468623,0.0059272103617623,0.180100756513132,0.0571728832811656,0.399901474095151
stable,-0.149846198812353,0.0319179286014141,-0.122059751633979,-0.117051070473757,0.0117884555605223,0.396025452086117,-0.124960055302679,0.0631042892656529,0.191736271185637,0.253922403336964,0.028508389881263,-0.289591315818544,0.0010705065257617,0.115627588559408,0.0183623401836707,-0.131030770777234,0.464243096934853,-0.0633094772028048,0.374073952273716,0.46126348534615,0.171977670453334,0.0804008352778477,0.0126437979948459,0.152326752029606,0.319440420625581,-0.0064447961945712,-0.0502951578193711,0.306031065584987,-0.347997939306846,0.0962728466156938,-0.346981624855372,-0.162017457961464,-0.481514727627047,0.0966823702557119,0.0286772826641276,-0.219567987044013,0.46430225202057,0.142531171149172,0.200542608586028,0.29062758257859,-0.281682330989622,-0.181889004802344,0.315822234899706,-0.408678975578106,-0.0005158524000228,0.152336026343892,-0.0114572372119362,0.0376387768359532,0.282803019075386,0.222073154792696,-0.220240901209757,0.0207084910409175,-0.0984469464100758,0.0800293112606884,-0.183836410276716
stable,0.0598950463746472,-0.160381033635883,-0.191433918530421,-0.0035744816152669,-0.30953825515032,-0.261109280864204,-0.251749401429198,0.11872959328491,0.288455622964537,0.215636857549949,-0.189466072011212,0.0917666334625859,-0.0705441128221496,-0.150401102867006,-0.0486211474002267,0.0788935410877383,0.0674191019113741,-0.156881855811117,0.322070263382427,0.0332902904508156,0.292687942761955,0.0932163374642558,0.0734573631505227,-0.0269453773704711,0.194797333607438,0.0695025453399136,-0.120055641753483,0.0726528503042319,-0.272820466212446,0.041866516922102,-0.125849406661056,-0.0887087134865118,0.284675125910127,-0.147275706376146,0.141915025019474,-0.165124092813217,0.288876020930658,0.0217737073712164,0.337563295315375,0.0663425237574663,-0.224208110038145,0.0355648659272374,0.417209373054015,-0.0562672775917035,0.0052495957343303,-0.104395692201959,-0.337810722055593,-0.167167898609071,-0.0468059905944761,0.220276427032606,0.146568976639282,0.287540063053913,-0.137761402117301,-0.0897854844304618,-0.255500401607145
stable,0.361652516337637,-0.230928314233323,-0.29458787183054,0.217132131578751,-0.38193610020086,0.119294255706027,-0.0170496621454827,-0.0371481175837112,0.476013682089521,0.366455151783508,-0.170855851049732,-0.232808357194646,0.0342807769642652,-0.100421420719787,-0.0726951794479622,-0.360281160422216,0.199101228674164,-0.0311322066632431,0.491542646458261,0.275673447678894,0.384285668425875,0.13762777238224,-0.107373238128453,0.132619826553954,0.344997985940407,0.0013588259945481,-0.0383640285029199,0.112605497281879,-0.369211549431981,-0.0466689155402717,0.0342499145207876,-0.0608442323319461,-0.251929016446114,-0.374882610113232,0.0633681097882868,-0.261765143038654,-0.136808472759136,0.187213477805327,0.0300770347474045,0.148410717128387,0.31194773043039,0.252949973817872,0.427888452222009,-0.0053834504495631,0.245233484466955,-0.0386513844373211,0.102527002256815,-0.20848274107121,-0.164672288863272,-0.0527109497275034,-0.214086505443126,0.116817770016825,-0.0465182097207736,0.301382533515789,0.152088665027306
stable,0.179555576360703,0.12963398778252,-0.227009084739134,-0.216062075668008,-0.165644351825068,-0.0022894541304755,0.0075985032363002,0.0234738544230479,0.31940067724384,0.029802863813807,-0.0396472776828441,-0.136806177372632,-0.131139984715529,-0.022827760129919,0.0794032512291205,-0.0815855297180299,-0.012958371187366,0.0347512945755172,0.328347508688171,0.216280444680358,-0.031231546606193,-0.0729798794953817,0.0926843438012224,0.0503342202275765,-0.0173642999174003,0.0303967276271048,-0.179918257863065,-0.236864791684892,-0.388128496179501,-0.0282206386129362,0.102740068509659,-0.0659635126465544,0.0191770559055505,-0.0780018238430497,-0.106137764380584,-0.283048154694125,0.255216149942551,-0.177959451988485,-0.0105209125994897,-0.05157200658848,-0.0367725381338871,0.246375951203406,0.160546939320471,-0.250359692603745,0.0359104637484838,-0.0410908369320635,0.113007755581153,-0.177133428578765,0.0067193806485403,-0.100654541283805,-0.204838386217236,0.0194386426538105,-0.131364760377172,0.0539796036754134,-0.217985916439666
stable,0.0631775299566971,0.257534096015082,-0.473898813330206,-0.365362246323871,-0.390443656534333,-0.011025278086228,0.0057546016677807,0.0636208061874454,0.329238086850727,0.042943537161229,0.0649573950836449,0.0985956431934228,0.183939267353803,-0.391292808386937,0.270323962923217,-0.468755351658908,0.0561472690231663,0.409264239934116,0.315475365137101,0.451563450643084,0.0402456890141379,-0.196699459600422,0.269505451475551,-0.202726225323525,0.165321665662376,-0.357133234418933,0.0119517772074572,-0.0548249906885853,-0.310109870273574,0.202648263490904,-0.299377563623672,0.126620639354474,-0.222493500661544,-0.118900574232988,0.350795148134485,-0.453476500567427,0.463076868131761,0.0091050289836481,0.325370108855465,0.111156716705375,-0.371561441145249,-0.15845593229003,0.0387596732720811,-0.259023360166831,0.354205627132236,-0.223422721423327,0.0029108384690945,-0.0332947068360767,0.112584700047248,0.0160547820337176,0.246388187795947,-0.0287692331600717,-0.455160757095586,-0.206082095920499,-0.0098091437332225
