group,AHR,ATF2,BACH1,BATF,BCL6,CEBPB,E2F2,E2F7,EBF1,EGR1,ESR1,ESR2,FOXG1,FOXP2,GATA2,GATA4,HNF1B,HNF4G,HOXA4,HOXB13,IRF1,IRF2,IRF3,IRF4,JUND,MYC,MYOD1,NFE2,OTX2,RUNX1,RXRG,SRF,TAL1,TFAP2A,XBP1,ZNF143,ZNF76
progressive,0.34357005126451,0.197673100559923,-0.102110957765397,0.0574477718188622,-0.0180477439164016,0.362808032257672,-0.32493639598824,0.0095687695228783,-0.126551831634191,0.128696267211309,0.007928217715247,0.304255399017344,0.316539449185098,-0.0621903057688822,0.0910656916156506,0.234292560551694,0.360243414533906,0.14791415981499,-0.195449985457337,-0.0884776374374894,-0.0083115711478465,0.018339025563879,0.0224353829855871,0.0153793361803155,0.326883295735459,-0.0221591676302205,-0.309131855563905,0.350257810929293,0.289867090051435,-0.329139891487181,-0.239677922965113,0.01372539211303,0.172693188240051,0.315429565666262,-0.0694321701768548,-0.123647385321701,-0.20287264537064
progressive,0.203506515898086,-0.151485141253862,0.222683157643177,-0.0031079492823364,0.0248729838335629,-0.112521535397058,-0.190217137597179,-0.0307195591199723,0.183625656037662,-0.0835703462111441,-0.021558463904062,-0.14349148318026,-0.0245756472959778,-0.0080812941057329,-0.0651730391803548,0.0925780783708262,0.172830774794179,-0.10626494867461,0.180664810094973,0.206899282284846,0.302823179168077,0.0014053063723757,-0.178398792692746,0.146915548149923,0.0924215854563078,0.0873512150259099,-0.109645195628209,0.0520839718100314,0.0529415529815925,-0.0298713675232822,0.302629127954074,-0.0318838664039895,0.0078715936002781,0.0401466922905638,0.0175585050089704,-0.0806220197016164,0.346666234099567
progressive,-0.0034882572509445,-0.0983107875649677,0.261929800507317,0.166391319741164,0.0069358500531322,0.128414166671692,0.0822299192366693,-0.0964728825581593,0.361093821063032,0.0813701222994685,0.120138791253406,-0.170302551297683,-0.156421245416121,-0.192107260981026,0.122092285756287,0.108167033452742,0.0227632059617198,0.111309402744871,0.167191480823397,0.1114979961332,0.0760076982399698,0.0945349974401356,-0.0239612862856266,-0.161827135608839,-0.0721481777737997,-0.0287709780249158,-0.0105322523242946,0.130642946684957,-0.049847489892626,-0.0826941983760198,0.129910826511078,-0.0379041491772157,-0.150543391463816,0.0461559103978969,-0.139654044442859,-0.270226468727511,-0.0196020253596349
progressive,0.0280815863613803,0.270443997447277,0.331876711133565,0.300216258595486,0.0029722881997448,-0.0329807836942049,-0.235069447194622,-0.310383313511699,0.0747897739669611,-0.180601999399109,-0.149102590227714,-0.0928743268062242,-0.0422360077014905,0.312373068836655,0.059197745987669,-0.16565695052012,0.23269307556428,0.159563675541636,-0.0144748246933393,-0.0389629555834781,0.0402002399860526,0.149279345142368,0.0059889054098313,-0.222882897237654,0.250003273539347,0.0612335137031068,-0.0728331251180824,-0.159064272766901,-0.323500211559128,-0.0675489948600123,0.147175681094634,-0.0324078733200423,0.119584519480579,0.107310994883067,0.108992691642485,-0.427198111535992,0.237905381603063
progressive,0.125709695421121,0.505714493671241,0.168845375222486,0.0074631572989663,0.186373524475104,-0.0670999463576788,-0.0793559569679079,-0.207530548377678,-0.0395068051514089,-0.369802867630432,-0.403215902143235,-0.046696085118303,-0.106401343510034,0.126188980752247,0.303113737270861,0.015611007928113,0.0695648423463282,-0.384797651561383,0.064018826371867,0.24484633487251,0.0146524372658605,-0.0606638290539831,0.301333534612392,-0.327009534494157,0.215541460340789,0.340908809096819,-0.164668745908385,-0.0110920319489224,0.12119071944193,-0.246010313533816,0.0568295464049729,0.173158943202622,-0.333171774465781,-0.0680585170199314,0.349399006391056,0.135432340709682,0.170283231215865
stable,-0.116292875021849,-0.0814273336874983,0.0923962018802316,0.0366520454146154,-0.0276758766417004,0.0879054975110735,0.124167084472901,-0.0123315292983753,0.0293136089207786,0.0529684333500087,0.265650417908126,-0.0395468832076437,-0.124555328094952,-0.0849144496316567,0.116472978574919,0.0542140325481809,-0.0660064936533668,-0.0877781177335867,0.112420216468732,-0.0916358126741656,0.113030807488636,0.124316342456444,0.148994526726518,0.0949315888507845,-0.0094620810284253,0.0122625454239687,-0.143533132271839,-0.0121513717250426,-0.0995534544157602,-0.1032764768435,-0.0071613580754306,0.0242037783303415,-0.0374882250480834,0.0449428591252001,-0.0744425678481169,0.0097059284905013,-0.157804205052353
stable,-0.0177839817002762,-0.0769952726790462,0.0317105198032007,0.0409086050412254,0.037118882526885,0.0913960628349193,-0.0021719001924725,-0.146422346282206,0.0441410599238048,-0.0313004719171167,0.193936374156964,-0.0590156931888886,-0.0149358930370349,-0.0844657342015522,0.0082968550282391,0.0867940553738065,0.0032739217776118,-0.0177141341098273,0.0537437540961983,-0.0372007530632308,-0.0565896344632544,-0.0041569948854305,0.0914706132783551,0.0255818026850445,0.0783189417701768,0.0349700058668614,-0.0948871746317783,0.0047164708133765,0.0061665035195466,0.0293202027602669,-0.0667509048873704,-0.153730293563235,0.0780725122736632,-0.0500176632274893,-0.0067537058329285,0.0772935971359109,-0.164228083789344
stable,-0.102734275290007,-0.0393991747866039,-0.0231141114162626,-0.0803038468142527,-0.0061480567705327,-0.0194164976317148,0.0149285864982189,-0.0641669229042493,-0.082524984401687,0.108844624279175,0.144762962202132,0.0329934277853446,-0.068140897287584,-0.0063840668622008,0.102599398397806,0.029761569945308,-0.0550714928271929,-0.126442779773839,0.0934649881158739,-0.0109446529539398,0.0759574927963919,0.0852265842130614,0.0728080488483965,0.0052192854859963,-0.0212000683493503,0.0748583880491181,0.0368463751170059,0.107231803008886,-0.102377238146665,-0.117639297483583,-0.0907099954563896,-0.113809302714492,-0.0992251025335497,-0.0055898054246213,-0.011296869569748,0.16697632012079,0.111691671885767
stable,-0.128700456219319,-0.238815441791585,0.20906327841863,0.219558553872247,0.0030339102288133,0.186068571322382,-0.0424296029823495,-0.173967394791828,0.0854659880104617,-0.0431576486039052,0.0977802171009738,-0.0483591017343825,-0.0214985814668704,-0.0173324523777576,-0.0145946805656179,0.0168231453594266,-0.0792389583413632,-0.0151352028010668,0.304670730741471,-0.0901873766308375,0.0480146899707903,0.0466887975143198,0.120111861927288,0.0374273934496107,0.0251526185368686,-0.0566368203139261,0.16769058323372,0.126405615573497,-0.0299801853121255,-0.20034251263107,-0.194735725844855,-0.0613706253961296,-0.0871733095326085,-0.0132393135175192,-0.0744315828217886,0.101380526864185,-0.257657016469045
stable,-0.064961873313914,0.0089252876505456,0.0364043522223013,-0.009851904744439,-0.0440031223007473,0.1406854603705,-0.0150699685993815,-0.0631538699004036,-0.0355715016395907,0.0169504923357401,0.152670482423719,-0.128267960350296,-0.0424008764178182,-0.214378289532327,-0.0486691629690086,0.0356946351044268,-0.0209869848367756,0.156753810966594,0.0043122208118648,0.0283180529422074,0.219085689447213,-0.0013741090339689,-0.0341563166415085,0.0236363373083304,0.0121857749261031,-0.0374963118751887,-0.0352063504827491,-0.0057495962733186,0.0232845004295118,-0.0433065306058883,-0.0218907504747715,0.0276076748318069,-0.202088549924641,-0.0474082725119865,-0.0250400021509601,-0.0613928913837402,0.15050148266353
