group,ASCL1,ATF2,BACH1,BATF,BCL11A,BHLHE40,CEBPA,CLOCK,E2F1,E2F2,E2F3,E2F7,EBF1,EHF,ELF1,EPAS1,ETV1,ETV7,FOXM1,FOXP2,HIF1A,HOXB13,IRF1,KLF1,KLF4,KLF5,MAFF,NKX2-1,NR2F2,OTX2,PAX6,RFX5,RUNX1,RUNX3,STAT1,TCF21,USF1,YY1,ZNF76
progressive,0.0062195618783449,0.261176318668803,-0.0402945458457411,-0.105232852342574,0.0980801944673998,-0.1958887076047,-0.171101020534687,-0.0447821392447029,-0.0710673079318112,-0.164622714532438,0.0221129196891546,-0.0884904903752039,0.0458818017712954,0.155207662723877,0.107449966054277,-0.355425482951648,0.140650071452723,0.0013454694443013,0.0946308118656031,0.365594127021079,0.295495492403134,-0.181217915779337,0.145079447423806,-0.35658012860457,0.225181776732194,-0.149731990201757,0.0634084818642497,-0.168785260625745,0.247567994902222,0.0616344674647322,0.0103352105991946,-0.325196083525777,-0.272399345043144,0.122436102280648,0.106904986243304,-0.0432523146121199,0.180273499727087,-0.0670276652973584,-0.36694283076693
progressive,0.0320536953227039,-0.264353354169066,0.395017581300407,-0.0704735395519661,0.370824407746379,-0.245950875455739,-0.263666424708254,-0.357121972712291,0.138105962956803,-0.246053312305159,0.26162070056838,-0.0444485541024392,0.364373899081475,0.254880958446293,0.0846881588331502,-0.279788177097744,0.370432737439775,-0.0251663236235122,-0.0594073469661694,0.140666884192285,-0.222628415121775,0.451363874178047,0.479591251890089,-0.249973028219703,0.25618250900362,0.291649761690797,-0.424654972116221,0.0262630004820011,0.254453133957541,0.214442505713768,-0.112553994723712,0.117564361799721,-0.27856797345025,-0.0452831131403553,-0.356630878404781,-0.12408717882892,-0.195699575118548,0.0365970708793011,0.263458538160903
progressive,-0.083522285330047,0.091405685589342,0.164511426929192,0.0962075559530745,0.0427712501180116,-0.0777881274515203,-0.105658993052748,-0.150347965416363,-0.0721754710916494,0.0118636224221562,0.0370710754228637,-0.229677517306666,0.211772724547924,0.0914239961630347,0.0490021211015409,-0.009918899839074,0.175732782702924,-0.202603239248247,0.0523311540906615,-0.147986677281772,-0.0359076557087876,-0.041966515921653,0.0321489449353021,-0.0402863656109949,-0.0341811858536612,-0.019392449284097,-0.169085656516593,0.0078498050117995,-0.0264137008363021,-0.0046293940700085,0.182798724468888,0.0481898609490459,0.0164563953447794,0.154972161145535,0.0959432940293571,0.160604059125219,0.118918098434382,-0.0905147520397098,-0.132447129603631
progressive,-0.279989256050206,0.399803325874613,0.216208787165139,0.170417975639217,-0.33054396498983,0.371265858475906,0.189679645537854,-0.287390652605745,-0.0724817562093702,-0.38199296379392,0.162895226791556,-0.37247391507766,0.168176238026642,-0.369463612948313,0.212145671906844,0.17474347423183,-0.0029004291081013,0.0620509254063566,-0.0172981679468278,0.150753437996013,0.01685648933406,-0.0799902926264227,-0.0309054769909227,0.272549595258411,-0.0548053189555681,0.110566697185556,0.107596299188303,-0.303601569610995,-0.0028730975107766,-0.354534001225647,-0.0723532977019439,0.099440003914654,0.0376159307660928,-0.0657778620175581,-0.0349576596102886,0.130077631251794,-0.246563259153995,0.100157731660402,0.0779305834520303
progressive,-0.0528402558948472,0.30394274750586,0.173590732362133,0.42939861378809,-0.0993218769046345,0.163353330197187,0.0768123094115227,-0.0926453102753217,0.110449487953489,-0.0098558840718427,0.0500424565454208,-0.0256888849356417,0.110067969860386,0.110322315255788,0.205765424880536,-0.0530946012902496,0.0268334392149525,0.242709093562734,0.0198389408413867,0.0712167107126701,0.0571641276166879,-0.129525392608669,0.19768995857651,-0.0254981258890899,0.371535036334046,0.0856508119017559,-0.361806324959904,-0.376876289637496,0.0127172697701197,-0.214985445463873,0.275074545127688,-0.0411403677063371,0.0227639128885142,-0.0597711679195624,-0.241755298329975,-0.44211588355821,0.10733375685981,0.0317931744252991,0.0457185848235802
stable,-0.0610911982174109,0.0496318165285381,-0.0365004327708329,0.0479388769531236,-0.13369564696779,0.123680281164967,0.110456720680753,-0.187515585183306,-0.376274496374756,-0.0119165947955685,-0.177848092175028,0.201700047975768,-0.0194685724783041,0.226755522673374,-0.0011357434125959,-0.0529500235901918,-0.116921137064805,0.170239092097823,-0.173448010544873,0.170875695693012,0.380956071148959,-0.219522570553892,0.167709996395351,-0.0747272534300644,0.0576085929559275,-0.203475290046192,-0.193470315450339,-0.0640502107217012,0.0094288571307895,0.125278562531611,0.174702089642818,0.362464892496434,-0.37224105374875,0.116620929408701,0.0905924551768218,-0.132608085669106,-0.101335670745494,0.368501201492816,-0.204368830450548
stable,0.131021232836133,-0.0656081868804821,-0.117130421859405,-0.0242748235894769,0.172408441659267,0.0806451216253888,-0.229087152754021,0.0253239074898997,0.134739443694506,0.168045381424517,-0.126765785059025,-0.140197022453869,0.121277078079628,0.0526067704632727,0.384130174481934,0.0694705229697428,0.167369521738032,-0.181040587919043,-0.350621628198548,-0.0106687257767931,0.112891363561784,-0.277160954781528,-0.158359631383884,0.0621252456245341,-0.0293369324625045,-0.157798694570351,0.176055513529937,-0.0624118846506761,0.220076515637019,-0.0995324835571948,0.218813385920557,0.358205791050529,0.0593668608538361,0.115339881051239,-0.0801528083878383,0.129771348334509,0.0601587046025929,-0.0073650469091946,-0.0452103595141958
stable,0.0246959459932118,-0.173771167927476,-0.152650050195235,0.0160974141485787,0.134672507106789,0.126975786026387,-0.217376287498316,0.184439905866986,0.183113447120855,0.0631040348291095,-0.118057093194955,-0.238510663684214,0.0960694812556446,-0.0984998596138373,0.003159380985344,0.0955622392412638,0.115433193314788,0.0569837486068511,-0.104447715163889,-0.0096978039204476,0.123886495549611,-0.0284631633815381,0.162583321421647,0.0699750515002598,0.0092566890334706,-0.0244061473371189,0.0575861117691778,-0.217065539541782,-0.073208981797982,-0.116565918214955,-0.233201879755369,0.177099912682935,-0.0100367673762229,-0.0326963139722281,0.180262879584571,0.146658385128384,0.042939719774755,0.178903439845178,0.134398208102036
stable,0.211681608658624,-0.049141909240343,0.380069641079667,0.202675540299567,-0.0366947560578029,0.241715985475934,-0.126708548089492,-0.131616049743752,-0.117214563059681,-0.0792389562927494,-0.047064790969697,-0.166550149994655,0.0720788819330631,-0.0140050196648842,0.0696641888854299,-0.382007195848043,0.163545201115765,-0.088210911598306,-0.110633188317687,-0.0065163710406977,0.0324346245979892,-0.1490632654065,0.126121514663941,0.0135149917628059,-0.0153948765808014,-0.139644729117167,-0.166818387490259,-0.0485876554590355,-0.0773377369266363,0.0885617093504287,0.183377774822485,0.142208764001624,-0.0475217058752176,0.063718183654566,0.0721366630008819,0.0581955358629127,-0.157640753806756,0.177363099014867,-0.236443018567721
stable,0.138319194726973,0.165436688863465,0.304344874505919,0.0712786881526567,-0.118611191924065,-0.0290095105891991,-0.356953125964716,-0.255850030603685,-0.153589719117044,-0.211673734256354,-0.386018820821647,-0.0675602784719525,-0.124718736458363,0.107419825160947,-0.0858770689110038,-0.136146706409751,-0.092436964221661,-0.350469551363345,0.0672049242154052,0.0346916727956499,0.154703875619864,-0.0382780269734782,0.0785445275505049,-0.176984758305555,-0.219397228225434,-0.13932592690989,-0.109534331313871,-0.220186684608181,0.396804761908814,-0.117443547998364,0.36770949165335,0.0037401642291697,-0.113600544085539,0.351731494964006,0.311810280422749,0.10145782035378,-0.157598219408898,-0.216228884999527,-0.0884293628780899
