group,ARID3A,ATF2,BACH1,BHLHE40,CLOCK,DUX4,E2F7,EBF1,EHF,EPAS1,ETV1,ETV6,FOS,FOXH1,FOXM1,GATA1,GATA4,GLIS1,GMEB2,HEY1,HINFP,HNF1B,HOXA4,HOXB13,IRF2,IRF3,KLF1,MAF,MAFF,MEF2A,MNT,MYC,MYOD1,PPARG,PRDM1,PRDM14,REST,RXRA,RXRG,SOX17,SRF,STAT2,STAT5A,TCF3,TFAP4,ZNF384
progressive,-0.264238543071358,0.236684184230906,-0.0827918500654424,-0.0657333299663162,-0.312829093705999,-0.158901784010043,-0.146266078721334,0.182729659056241,0.0774676204464327,-0.295888218573073,0.248601301347686,0.16050429922532,0.38632063225421,0.0007392555308568,0.0810367143534726,-0.15909255963091,0.141588896416429,-0.186964877839473,-0.181583415534203,-0.237771605269843,-0.127625710765858,0.477474813700958,-0.0744390574651806,-0.0236879729242293,0.0211093224488535,0.0916978919662164,-0.443389569439516,-0.0621801340276818,-0.201379565792761,-0.272087370073165,-0.193614998023503,0.162653704553747,-0.424779407624011,-0.26427192880501,-0.126392028417589,0.15140907150052,0.249313530332253,-0.0336734868797384,-0.14147761063759,-0.236991015021132,0.0740352490676803,-0.0660353913660211,0.155595006581695,0.224830658987748,0.0004181165690652,0.0667094652264153
progressive,-0.161605494679672,-0.282299138325975,0.410815681827775,-0.161729246767782,-0.503877252086181,-0.0486345706270657,-0.143378579988104,0.486587317490299,0.600097447069669,-0.438491952389997,0.401003909127658,0.353427124206101,-0.504955663139707,-0.408034206323598,0.125543546908883,-0.068655890596223,0.140155132740678,-0.442113174206346,-0.0267658087711296,-0.248052221180792,0.241661309773419,-0.14995806600593,0.431137542582342,0.404572094334818,0.233490725479898,-0.146363362494176,-0.198041645193079,-0.318782432491995,-0.427047830718149,-0.25048011929037,0.370720005280271,0.0939455137449026,-0.0226260067760352,-0.505468350361876,0.093338539217508,0.270875642002145,0.431343796062524,0.437996944037559,0.433456420995252,0.170123763411215,0.420892637573841,0.340869233741267,0.173105599438998,0.03059623054595,0.0509917532577244,-0.180963857033957
progressive,-0.126193134389177,0.177366633603513,0.201162463031853,-0.119444348973284,-0.277213191271864,0.166719206451388,-0.356394146145272,0.122376555660649,0.155968494416078,-0.123148405959156,0.245290452261975,0.255070836026657,0.230702932012517,-0.0499578216350932,0.169127202279308,-0.211383086206236,0.0821740790306773,-0.0847536056291191,0.0339846197895027,-0.339239924027879,0.118376079457182,0.0059937294073348,0.0846534505908794,-0.0704133431303153,-0.135629082534547,0.0300895659243051,-0.122583125427018,-0.15267299670205,-0.22146454578709,-0.104013297342311,-0.236043745229255,0.21252899114451,-0.240534996387632,-0.321173008589454,0.046231779396925,0.154889613962236,-0.0173469747633957,-0.227367662366383,0.257087219548045,0.0101197047593274,-0.292582562056117,-0.16586017852051,0.314843469720826,0.188333075926982,0.0086008902465104,0.163648828560354
progressive,-0.315301216751903,0.473805617365905,0.388335835730551,0.178162499193755,-0.134730529988009,0.0546844574444207,-0.535452724754164,0.227924298056387,-0.220357025473345,0.10631814630753,0.11769915074844,0.0625646154649703,-0.158924111755477,-0.275429742836752,0.10904843777694,-0.132641192742401,-0.0755984358738561,0.206624771020248,-0.0175524934604438,-0.0281379988773959,-0.0024830197891616,0.0917643642325558,0.139532806304413,-0.0333838458833687,0.138880464569021,-0.164984436971391,0.369225964494507,-0.257118624199406,0.113853967668085,-0.183996700965231,-0.108382539480131,-0.0365251722949461,-0.19477416729185,0.0711616444532577,0.132869485236665,-0.207500524887795,0.173694798813125,-0.242475911081535,0.243203627298406,-0.264801940948179,0.0377593616463617,0.0104510243276942,-0.126132958737265,-0.0173881879360682,-0.0889478530325328,-0.0342173032792939
progressive,-0.551960546733081,0.14401935865,-0.507880579449332,-0.0222569736355359,0.133417847531123,0.484755645839151,0.179233734764162,0.12151439645028,-0.0504036756704476,0.253506309737343,-0.352019766859534,0.440737675696447,-0.0290766591506026,-0.257722115328475,0.528029650289301,-0.54693877830835,-0.406453256697976,-0.575395466048492,-0.441977618517369,-0.407879190942035,0.427656278935729,0.261875923778562,0.0511476413630003,0.458282866612483,-0.465784520679056,0.477501980336762,-0.0941116601079205,0.463614620742444,-0.191199182986052,-0.486305574365302,0.501370879639495,0.456980926650515,-0.247554584196921,0.136021727455058,-0.503664773858199,0.43360800447615,0.0290146620095565,-0.10198529702077,0.532059464457295,0.425486378999116,0.0452579129636245,0.437203838656822,0.590646762745823,0.418542699201958,0.429826178872341,-0.441047661401678
stable,-0.0794146179031667,0.0249129097193781,0.0745721653717916,0.0121106446372109,-0.192682884135219,-0.0196083347120585,0.170740488009031,0.0076278952508502,0.151665581008729,-0.124356079116799,-0.21720830486451,0.265046150465785,0.036420788102228,-0.0765552981182989,-0.0657987469690912,-0.181597592652022,0.0838338783985176,-0.202945341436838,0.0739838719623232,0.124776699323243,0.118271785894393,-0.181148783176257,0.227852149364467,-0.055914903324106,0.198799350441394,0.227123716456892,-0.098079343299438,0.205362558674063,-0.192588835857433,-0.0894717322626156,-0.182355122533475,0.25352985060176,-0.20932075568212,-0.0991301121810678,0.0069864506967238,-0.0312514610740096,-0.0230131849361196,-0.24711298451501,0.212181941304134,-0.0360675901732106,0.146494085575178,0.0926193491006233,0.185642273733218,0.269171062544278,0.0254240986694708,0.123210959389197
stable,-0.12509522828016,0.0560019714606295,0.125584721772403,-0.0172810394784136,-0.150727937872654,0.0721497511145049,-0.0785634534886796,0.0128134081423533,0.154568009472836,-0.0489832357441606,0.0240977743161031,0.279047309545647,0.0916870744968897,-0.130347483758995,-0.0635820835156487,-0.0617590740493666,-0.0209025934293061,-0.213759035881905,-0.237247628277205,0.0522269976484452,0.0426340495815577,-0.0818423426091205,0.170597069992197,-0.114780505096313,-0.0388056870534274,-0.0166479353806038,-0.112823151475526,-0.0256809416641261,-0.0849485423026739,-0.0551529086498059,-0.15545425440319,0.128874932247279,-0.162115514476214,-0.0140824854483433,0.114381349808974,-0.0587762848735012,0.0068343759892911,-0.0694169622584802,-0.105726019256774,-0.16141828188445,-0.0674486750008763,-0.0634379688771798,0.106363155617807,0.121434941339267,0.0814312456191592,0.0419191370664303
stable,0.141749616048449,0.0222296803740561,0.0941787740385058,0.0741910760386078,0.0272936207146305,0.0777381428455615,-0.128094131140288,0.0982724420613734,0.0988982406491277,0.180390640845393,-0.0482949753989797,0.27975266223302,0.12432607811836,-0.119081772150304,0.0288354611616614,0.0316168449906568,0.0863853345987575,-0.01556695179884,-0.0559537560815635,0.0315348838395644,0.0520607988174776,-0.0966914674291368,0.251758388640477,0.0464339532859067,0.279647592171376,0.0339652212534956,-0.0263347518894672,-0.0302795242082675,-0.0612904512417551,-0.0110546292818971,0.0012434916380387,0.0628635758119148,-0.0316385139489933,0.0060051116885112,-0.127327426260758,-0.0715401472353097,0.040936703453711,-0.178412912927775,-0.0300270216198071,-0.0731301564064453,-0.238702481254731,-0.0453432823829736,-0.055907886635996,0.0493758453368346,-0.091751246853898,0.115220702860276
stable,0.269497769487419,0.0210899063158057,0.144439110158624,0.400789866938787,-0.260822563966769,-0.0007206324703666,0.0114109237279807,-0.0320582119481583,0.137192180293041,-0.185381229427393,0.0694978085405979,0.30103673746988,-0.107892608821038,-0.19420029947333,0.0741322546821954,-0.0258124394618846,-0.0736228345459941,-0.101438352842126,-0.195285505171661,0.0630383131859543,-0.0920517929123,0.0547317195787291,0.269266145418634,-0.0263975030852055,0.0100685520041744,0.0148930346696902,0.172767214047128,-0.220646812552354,-0.187324382901714,0.0415347144947034,0.223445730729443,0.0628005765121496,0.0431066363677343,0.210597034977884,0.197742663235948,0.111745623903054,0.203071544969256,-0.186090073302365,-0.072659990101719,-0.262349623685102,-0.117353720701373,0.0398512375800616,-0.131546534635316,-0.0729071139903755,-0.043532444799558,-0.0787405039451367
stable,0.073295924142354,0.0516340875321734,0.221575672200751,0.118993093293892,-0.157336062735754,0.261639121581416,-0.159015486368925,-0.0012369867567809,0.0204484241192141,0.0341524891803649,0.157831828662901,0.267344005615384,0.07789458354565,0.190979718605674,-0.0695891136491396,0.0241208885847063,0.0581244272541012,0.190218896701093,-0.003026070457898,0.158977343736596,0.215653675359151,0.252249853509354,0.169161868034093,0.100100923890953,0.116478681526611,0.114197716796084,-0.0663458420904791,-0.172074570112568,-0.129356234594169,0.107123494602879,-0.0194492990557071,0.123203792682249,-0.146900432775425,-0.0905563482025325,-0.163367454765908,-0.0638271922529394,-0.223177044706656,-0.004949624596601,0.103005767880824,-0.0239047470015086,-0.0324040203192277,0.0504416888062401,-0.230739616204055,-0.0073726529739271,-0.182687669264983,-0.0816343273765003
