group,ARID3A,BACH1,CLOCK,E2F7,EBF1,EHF,ETV6,FOS,FOXH1,FOXM1,FOXP1,GATA4,HOXB13,KLF4,MAF,MAFF,MEF2A,NANOG,NFATC1,PPARG,RBPJ,REST,RXRG,STAT1,STAT5A,TAL1,TFAP4,TFDP1,THAP1,ZEB1
progressive,-0.250762522923662,0.092015015409229,-0.314985066067553,-0.0496164546099892,0.210278653690978,-0.100805407364415,0.229458992900094,0.346119892688475,-0.0540586027082916,0.0206302843605145,-0.326731054231463,0.144555234281698,0.0591548973019012,0.133811952424464,-0.0119306134521229,-0.183472971759194,-0.268539073303432,0.221028301937461,-0.243727662803814,-0.165920836600441,-0.0488508963028292,0.178478539393564,-0.21607684269926,0.0851233990474771,0.118185650013452,0.115312816864962,-0.0931577822793763,-0.0686790156180035,0.159848892854463,-0.156960143732851
progressive,-0.272658453344316,0.501364082173723,-0.465052663597686,-0.28079808366732,0.511997782490665,0.462508476358008,0.515685822162551,-0.472074974147992,-0.225748711330685,-0.0277973829466148,0.577981558618688,-0.134172711068653,0.503645890891581,0.495594702766944,-0.485149679139851,-0.520561935365828,-0.338379850950519,-0.496605891901602,0.451438461195791,-0.471161071431538,0.558848563038719,0.451376551656935,0.314335365287926,-0.481485224054196,0.267920899585147,0.454404222914351,0.285458987521239,0.466520804090572,-0.469377487097812,0.0398667949503735
progressive,-0.121690581737674,0.284781145807332,-0.237430939466487,-0.335305502529203,0.232159401188413,0.141156932129,0.307875784026822,0.227076972281195,-0.0886801509938797,0.153126195794196,0.0667239114709227,0.0579358248677388,-0.0436684546356208,0.101517591645556,-0.128928445037032,-0.219164853115149,-0.0601206643922619,-0.012337858909038,0.104852821050467,-0.31240272325139,0.0615815266444311,0.0755924230205976,0.2806719885935,0.27657298951631,0.24033188943574,-0.0774169923907065,-0.0723403681329982,0.169886433859667,-0.125927593994646,0.027386565515898
progressive,-0.263863601929261,0.305593385298157,-0.102354055630574,-0.488586643158448,0.172186562995473,-0.23096983934028,0.0924833224387899,-0.276318674511573,-0.190856421086728,0.0982206318478669,0.144839119375622,-0.0343527776259591,-0.068049568201079,-0.0950199142193304,-0.164307664761199,-0.0069109239590896,-0.166596294521696,0.233646961018395,-0.101528239012396,0.0817032143113507,-0.0519716457110308,0.130585372621655,0.215286919805576,-0.131910911385261,-0.0740234453141807,0.168593012757501,-0.108568298553041,-0.124467167505639,-0.177985184676464,-0.099544542852042
progressive,-0.486611664212779,-0.286220156534531,0.14516697399149,0.19216392478135,0.0531053077890723,-0.0605849286044347,0.415305945772992,-0.0016829146834565,-0.470904460500518,0.473397667438972,0.190356349750971,-0.550874073051434,0.268456057098045,0.133012590166526,0.501321585149658,-0.267521104496125,-0.469470866510907,0.21154860872783,0.22488726584856,0.0733626141640119,0.22625852966471,0.0607095889513574,0.505871687812337,0.0181380804772536,0.513538299148083,-0.0579670613190578,0.548006885072211,-0.200765488719016,0.0034281595403743,0.45070948429904
stable,0.0243932796255599,0.044591114801473,-0.143763522643583,0.146276626654909,0.061766678069903,0.0862223470547004,0.250606740092217,0.0767696771412746,-0.0261218437591866,-0.11474630743878,0.184318525820539,0.143549630702683,0.038256801460526,0.117387069677468,0.216520679926141,-0.130936674525955,-0.0628655390756793,0.0492780459523517,-0.147687030315274,-0.23343981535045,0.113721151756993,-0.0269741783900002,0.116694219424883,0.0215977816724226,0.132839524723848,0.103273384193154,0.045012735523899,-0.0896164292326191,-0.292512889667687,-0.0294994571669745
stable,-0.0535686526634858,0.100107588912959,-0.141727404633534,-0.155350913441585,0.0138626478198099,0.122528074724683,0.263389687436098,0.0771833195045473,-0.112738204966992,-0.101872093192581,0.144029039979179,0.0585205771639647,-0.0295279224045581,0.182610004472079,-0.0193931256794195,-0.0536120936625375,0.0229587038732543,0.0546235818039957,-0.142437406806596,-0.105574671641692,0.20604512294798,-0.0218816466099031,-0.136869078210547,-0.006820625063796,0.0981996788688177,0.205600697070283,0.0841692067068269,0.229763986072737,0.0767819075919518,-0.0812981021787969
stable,0.0933970792887124,0.0536388225065995,-0.0294742087609919,-0.0809835858451418,0.12433836033062,0.101801595822792,0.261833092061214,0.0506604933657394,-0.0290436243378775,0.0694413359833025,0.0846227059519831,0.0790978187250416,0.153019875872598,0.196827338704348,0.0209548914302164,-0.105008572598255,-0.0379456187467338,0.102449519978767,-0.143771059275751,-0.0198409700394998,0.0650315335114543,0.157734852087749,-0.0042316913857712,0.228437507728299,-0.0446383144023219,-0.185344024881834,-0.0210357452543989,-0.0363445734241939,-0.0122495288683146,0.1264543107263
stable,0.291459679253609,0.206847396771261,-0.316449247641411,0.0142369545289581,-0.0112298833547184,0.141378705387721,0.247119210955046,-0.126743971608821,-0.150388110180645,0.0879801759558749,-0.203150498964839,-0.0299130433316179,-0.0692092158861489,-0.0284720502763744,-0.207927567527218,-0.196812819287999,0.159055608509972,-0.101560105879859,-0.13170713700556,0.202744956568459,0.341731082091635,0.157923610551027,-0.0774868074520647,-0.0071713978683744,-0.0838657083430961,-0.286660633333002,0.0592365248942189,0.129304716532852,0.106992886966123,-0.217267288734126
stable,0.0881425288458352,0.265839654323329,-0.297425945940463,-0.254237833642244,-0.0061359892988262,0.0099947188483403,0.238810454277289,-0.0007401360261726,0.217890724575991,0.0493127490013167,0.122891760063373,-0.033700180418548,0.0793626264325443,-0.252303102992163,-0.0655033243525176,-0.14188624917508,0.106917327491775,0.0009279860086093,-0.061550581119631,-0.190350391645729,0.201233451109785,-0.202284009675395,0.154524526369269,0.26324833565626,-0.165876146483567,-0.287882758848773,-0.0232610251858876,0.0568532672528656,0.01562915401559,0.153671662615203
