group,ARID3A,BACH1,E2F7,EBF1,ESR2,ETV6,FOS,FOXH1,FOXM1,FOXP1,FOXP3,GATA1,GATA3,GATA4,GLIS1,IRF2,IRF3,KLF10,KLF3,LHX2,MAF,MAFK,MEF2A,MNT,NR2F2,PPARG,RBPJ,RXRG,STAT2,TAL1,TBP,TEAD4,TFAP4
progressive,-0.223347816984991,0.174242499200698,-0.178013404571236,0.038452951952736,0.241418278298341,-0.0505481269120054,0.100031017240855,-0.0260766059496471,-0.23553618006164,-0.24141988499002,-0.206745871866216,-0.15946736252091,-0.156581744265484,0.246018236575226,-0.143376345356048,-0.118472624332047,0.220582700605487,-0.176798745661936,0.127217847140669,0.0307906393357386,0.269797273423949,-0.169199094020418,0.0879647627318072,-0.0321450804211084,0.163908258321577,-0.223916585839345,0.0166854930860804,-0.0457184117250283,0.0389751267484005,-0.0057262491438411,0.0850871779347759,0.138018028606691,0.241421491681699
progressive,-0.218501229549537,0.592498429883749,-0.172475228474872,0.577051692484376,-0.476418169557617,0.466114416112938,-0.467691400241986,-0.165331371800052,-0.0844635070922577,0.512920016484481,0.488011374310822,0.0512519841940456,0.437509346854839,-0.0550254819314094,-0.436368108340396,0.452105342816173,-0.323281746454749,0.453646755874641,-0.515587846777983,-0.456975615229755,-0.342925870182565,-0.51965184159175,-0.333034148305438,0.485568827464327,0.464457397075085,-0.462818163572523,0.541889689216026,0.418437324512184,0.458519992544104,0.463037518507766,0.128722811661448,-0.524495435702396,0.379009757030114
progressive,-0.211632206912156,0.1360483213363,-0.337142519222246,0.080743819200505,-0.0826174129678646,0.217287439783818,0.224198532786164,-0.002913783982625,0.121868642362928,0.106626912649197,0.154958447999605,-0.161450792215604,-0.123729954068486,0.108627730037865,-0.177116523421359,-0.0778681173340336,0.0327924870462598,0.0164751113539472,0.12241036625864,0.0699807935325994,-0.123105268321356,0.0805012677913312,-0.0035032457034546,-0.144740622282639,-0.0671738403139511,-0.268339335954887,0.0142661168800168,0.143330811528234,-0.0727900641213989,-0.0518958051345152,0.106797316600992,0.132407655582871,-0.0842478373606767
progressive,-0.281436320650651,0.422987842559947,-0.552836318083945,0.191050528442185,-0.0563823496782129,-0.0698802448266326,-0.165177336445244,-0.238688169945518,0.182724000401361,0.296944969820453,0.0388574943340415,-0.101231760144303,0.11377280244361,-0.181740432002615,0.228624585963229,0.0978743243352808,-0.181044192066253,0.108075847788126,0.165121179269484,-0.0981970917920754,-0.187230750059916,-0.166532741677662,-0.0686562364811867,-0.221285442828241,0.0500376792479444,0.065018014793365,-0.227522160629379,0.321713010407051,0.0476092903078038,0.0595004359711326,0.220862900971796,0.0632089904324789,-0.148389612184833
progressive,-0.523096050698157,-0.247440149479519,0.0910226264156802,-0.05889328047561,-0.280263842777823,0.430874097027346,0.132620345422569,-0.532816913713423,0.506621081561893,0.0626175072152252,0.166201508566218,-0.54670386087809,-0.450189578083656,-0.557560928661375,-0.544115838906493,-0.244347147611025,0.476890390132083,0.17043071520273,0.173208104635663,0.23853987879671,0.479604657077904,0.0245546474866155,-0.506052979177884,0.358156991874181,0.105540798451468,-0.0517604394319402,0.181919007857136,0.571763488261603,0.595939400825546,-0.220234357534194,0.0963249153330985,0.225536646451613,0.650982209587316
stable,0.10372763862878,0.0739262760425987,0.132219005139982,0.206266760796747,0.0374491587335287,0.206429296021255,0.108821346339412,-0.105555610280824,-0.115558556658356,0.215196637249151,-0.0144954424791698,-0.05901700528184,0.0841045907183579,0.142136721502021,-0.16339734119784,0.254481999207906,0.178028170048353,-0.184941566710064,0.095460736148128,-0.121261860934517,0.0730148721696553,0.267931776254032,-0.0570178066820513,-0.0784821194682898,0.193997370893819,-0.16857796614083,0.0326822086887765,0.0970813335093244,0.108886022985843,0.0984549836750583,0.142091780180113,-0.198220116808446,-0.134424862241647
stable,-0.0805286335487312,0.0374715575344381,-0.0185303832237769,0.096776076510943,-0.159354913665363,0.250128910851324,0.157184385564398,-0.184304879060596,-0.0649065617299675,0.0816888259562617,-0.0032481776405694,-0.068414260741307,-0.198731668921698,-0.0529756829346955,-0.104064733424018,0.0149494043577448,0.0790810914806733,0.0693511203297689,-0.02544683185509,-0.0141448959583689,0.0931940378933968,-0.084446103145497,-0.0358687814946023,-0.0783990825063085,0.152465037322013,-0.0810229880049999,0.108514944031895,-0.0865402506373398,-0.0122412682387157,0.0253206821748639,0.0048358424088162,0.120450454333784,0.0239529747208632
stable,0.076207620331023,0.0340724766032938,-0.0469897150173225,-0.0288194369869507,-0.105950182665811,0.170808795519032,0.111888320558905,0.0365758071687551,-0.0049009392829822,0.0581830803620643,-0.0176243543091203,-0.0193668357410508,-0.133657775866077,-0.0123406849985141,-0.0151564525605255,0.0704154322253391,0.053754784080188,-0.140375559456233,0.102967857319327,0.0414441876983886,-0.0405494336341776,0.0595924226999397,0.0195801379206848,0.0053968721437813,0.0567198419953435,0.0663671370582337,0.0825953936668597,-0.0272268105108235,-0.0143724076677447,-0.125090118713185,-0.0269210311206301,0.0417512844947868,-0.016065580467436
stable,0.223564215497975,0.0851556345887095,0.0250812107701419,-0.0470763303213648,0.104244554672919,0.237883288600359,-0.114265844238559,-0.0833845376671456,0.057192498099963,-0.180936298960329,0.168791776862648,-0.114548040418689,0.0458896876251846,-0.0509766450827963,-0.0377226242564809,-0.0452998022871433,0.0299900499003893,-0.267476423920605,-0.0069399644251757,0.0007521536835679,-0.180412695364518,-0.160959779893212,0.0861152789436066,0.178921467003374,-0.0572018085788047,0.111358536381207,0.225662509247404,-0.0145307756569992,0.0898609732528457,-0.335143099878436,0.103305858895416,-0.0828491851337484,-0.0868091312953802
stable,0.0121070914660329,0.243638233608046,-0.082930968048803,-0.11899543379032,0.0476770658537758,0.153841315518387,-0.0515679863806953,0.134312813050095,0.0029707194385813,0.122475370673473,0.0831848135285778,0.011306046002619,-0.256392015963834,-0.105099391672164,0.0358416887215945,-0.131018658373399,0.0805872747811688,-0.0074809439181031,0.143105187188259,0.0272537737830939,0.0739827128519592,-0.0653617540024019,0.142469271486891,-0.0058707715999843,0.286497443353822,-0.107121804739361,0.167835142471165,0.08756555616097,0.0291121346070837,-0.291280459686034,0.160300502197595,0.087637929509643,-0.0515416769623812
