group,BARX2,BATF,BCL11A,CEBPA,CEBPB,CEBPD,CLOCK,E2F4,E2F7,EHF,FOXA1,FOXD2,FOXH1,FOXP2,GATA4,IRF2,IRF3,MAFF,MNT,MYC,MZF1,NFATC1,NFE2,NFYA,NKX2-1,PAX6,REST,SP1,SPI1,SRF,STAT2,TBP,TFAP4,YY1,ZBTB7A,ZNF143
progressive,-0.0593176350406377,-0.0560213475172022,-0.0616296984214025,-0.129496269831097,0.241616666771501,0.123575384593873,-0.0685020003298745,0.0184688797017629,-0.352027621779899,0.0933700636680185,-0.0341957454762259,-0.315039787814729,-0.083132405875222,0.0738237175363847,0.107195822809007,-0.004220076850328,-0.0433732039293738,-0.131989637659195,-0.135555291790099,0.0558711238322683,-0.128541399741804,0.09846040186555,0.0624982330595837,0.0012294168238271,0.112723018389163,-0.029057059426072,-0.0757161906247478,-0.0852787051898528,0.149890430092645,-0.0312620668474586,-0.0387421703317552,0.0440258999397764,-0.0406795378546963,0.0407848671050523,-0.25458252481942,-0.0252565728681456
progressive,-0.202076605830322,-0.0962556389154307,0.12616621549186,0.0619244720075231,0.0473954431742053,-0.337880564055294,-0.186830012818105,-0.155151858424845,-0.232033264509984,0.310168762118796,-0.244172607132837,-0.0672996201916662,-0.179631329977492,0.0049735755702635,-0.0955347831577287,0.0266519135621599,-0.0885500529392646,-0.312265497815856,0.0794422543933221,-0.0283832840121656,-0.229640286720717,0.136689392922788,0.094547309517041,0.0241371473572087,0.0853736793950527,0.0170569613534782,0.347120025753328,0.0798438270072018,0.365602240728199,0.439192068011045,0.199077977541434,0.109665530955969,-0.0153947140583206,0.102506347060984,-0.106749192137138,0.0410130718765607
progressive,0.0551200785117725,0.0056129139881071,-0.0630407487257169,0.0009265518575578,-0.0406367037574922,0.0416578298149651,-0.127508693382686,-0.0706233647576021,-0.107357506260553,0.108830126957346,0.0582785976815371,0.09841077075438,0.0045959984258359,-0.0789714002345187,-0.0708585856914661,-0.0079744349988276,-0.0301903841910227,-0.0902146369889707,-0.101107754873189,0.112982970763204,0.0785657352160476,0.0364106621119745,0.0029928523777901,0.0596364014130225,-0.0029567392843294,0.131681132185443,-0.0059057053467481,-0.0524952396088229,0.164358218648375,-0.0120557003862562,0.0943936344477156,0.0658706063565645,0.02659543099939,-0.0867443792321575,0.0054069236074703,0.0572544756947861
progressive,0.301869019068281,0.303098450572354,-0.306895990149159,0.336978571509854,-0.0302127697796348,-0.131571812399907,0.0590376178060534,0.318311816380343,-0.384253948683024,-0.0448255707506902,-0.0097245088581783,0.0529510262023287,-0.219601259030584,0.441022891779905,-0.249353841051098,0.0089258312098145,-0.108264123153504,0.0826639856605565,-0.10280130388748,0.0115528070893725,-0.202322425654289,-0.160847791599781,-0.305939388288256,-0.342064410397557,-0.253423644234468,-0.308710703501855,0.0135628030704779,0.358561547223611,-0.047018396554915,0.108805820183613,0.0885405776841658,0.0836460591686438,-0.0558915863605497,0.323163316113954,-0.334591029113824,-0.133470299170008
progressive,0.244743015423445,-0.0375189093609889,-0.0831819975628603,-0.254348969953717,-0.334398591039314,-0.29110218728693,0.333284857180732,-0.0019490342525189,0.290336495259155,-0.205205463443776,-0.37574596053918,0.164066919042395,-0.415422729251172,0.265486308539539,-0.216621235494244,-0.308434670461116,0.353888933564503,-0.166712036956527,0.376929302763923,0.333632899011539,-0.40233635641283,-0.094040902684037,-0.0568004267876937,0.211748649862946,-0.336208408559511,-0.011624597148952,-0.0176805250049929,0.304466993589917,0.249894034519388,0.335581933264058,0.334328982673153,0.367949823529104,0.311079788375249,0.137894173365712,0.27154223639558,0.373309667723531
stable,-0.0735542254583593,-0.0188354170825751,0.0238316306980967,-0.013618856998869,0.0531445421023224,-0.0403214841850642,-0.0500196644798593,0.0214331681425382,0.0145395360158177,0.10035085133006,0.0355217362905986,-0.110088832870069,0.0304453556279793,0.0061719593358413,0.0746001796003147,0.0351424671198933,0.146944277837169,-0.0351255868754692,-0.0019672541712408,0.0869529053560448,0.0803422290321786,-0.0830724815425206,-0.0763761055161937,-0.19518558880747,0.0360579522154808,0.119118973257606,0.0547539238006396,-0.0643723322380059,-0.0637609173647195,0.0092779243098695,-0.042861198819382,0.135765660587417,0.132532105806036,0.187049706184739,0.124015203886924,-0.0248549461175971
stable,0.0749241622875145,0.0491804305318445,-0.085169616267171,0.172696922677442,-0.096282126446093,0.0061320325980025,-0.107644724389778,-0.0144087223514226,-0.103906370694204,0.108007852677028,0.0592154526071351,-0.0240101310456602,-0.0872142383166833,-0.0911334312638111,0.0579585323953838,-0.036352015537606,-0.0707678017107853,-0.138330045398752,-0.135077497313399,0.0657272433693285,0.0532692908644782,-0.0207064993896014,-0.0368344525317287,-0.0306474560584014,0.0667777399034638,0.0840612136487138,-0.0686718402463071,-0.0671528928709635,-0.0149623693314198,-0.0056240538185272,-0.0553667447538101,0.102753323252267,0.0773205701953893,0.207062350171988,0.124432414598643,-0.0443274486741375
stable,0.167983932567,-0.0554753355920791,-0.150770616468618,0.0335942479255845,0.0415603163029138,-0.15841565190173,-0.117001821704867,-0.014847988163053,-0.0267094009411869,0.125791189943699,0.0725956374291514,-0.0704708444745075,-0.195762366651468,-0.0222397956764024,0.0459813704448658,0.261506744177557,-0.0656580503996811,-0.160414701485753,-0.0462406041688042,0.0136402663653611,0.0133106789353642,-0.0168126431626581,-0.0320072520238536,-0.0380416720900729,-0.0650176499863542,-0.0590936812011315,0.138846975484193,-0.0429314817713882,0.027182320168319,-8.84972909424473e-05,0.0863062070316284,0.0423185112283933,0.0606192059307108,0.248384087288048,0.0627518972748799,-0.0038994576196308
stable,0.138989117985488,0.0573939613468473,-0.0437097240946214,-0.0668495501652294,0.0183235940331078,-0.203616488862145,-0.097087805114056,0.0695158593396819,-0.0427876897395949,0.0624805077319539,0.0074544153394764,-0.0977477628247118,-0.0179530150689753,0.0630837429717581,-0.0056112880812218,0.0562480968267589,0.0236678628480175,-0.0778683020133264,-0.0086828922548716,-0.0017099118287855,0.0371625152443472,0.0035012592381299,0.0281332864091509,0.0317150397760413,-0.0976950415240032,-0.0151923253517364,0.182171158347124,-0.0445106642120828,0.140636540951156,0.0867892638917103,0.0421425598947634,0.0768818958915865,0.0477304293625008,0.05992752581773,-0.0612683885415553,0.0301875342331895
stable,1.80454714529516e-05,-0.0071657985027688,-0.124938985828475,-0.301945463011858,0.203707177664618,-0.0840594927370703,-0.186965831089465,-0.174499417894051,-0.127640276482586,0.0436871162009587,0.0888125340916485,0.0405307109953117,0.0655185469684723,-0.0242308963587738,-0.111156805515615,-0.107611452487093,0.0935277381673738,-0.0842026922847292,0.0056330976532326,0.0148231905746351,0.0619745522012418,0.073124131073909,0.05483523979367,-0.0322772362535158,-0.114246267843292,0.282750514431086,-0.104963328060704,0.146855696001404,0.0348505592901722,0.0725860655648872,0.149380412687534,-0.123099414945575,-0.0542942637247364,-0.0618996537928457,-0.0474323276767559,0.0318486077971763
