group,ARID3A,ATF3,BACH1,CLOCK,DUX4,EBF1,EHF,ESR2,ETV1,ETV6,FOS,FOXA2,FOXK1,FOXM1,FOXP1,FOXP3,GATA1,GLIS1,HEY1,HOXB13,IRF1,IRF3,JUN,KLF3,MAF,MAFF,MAX,MYC,NANOG,NFATC1,NFYB,NR2F2,OTX2,PPARG,PRDM1,PRDM14,RBPJ,REST,RXRG,SMAD3,STAT1,STAT4,STAT5A,TCF4,TCF7L2,TFDP1,THAP1,TP73,ZBTB33
progressive,-0.235644759371764,0.0002132009509897,-0.007173490644204,-0.395700965036981,-0.0152687147231383,0.21467732749999,-0.199360522336779,0.273517583943824,0.0500605451011954,0.245979394943425,0.167587168580629,-0.126138018281817,-0.0416928085285149,0.125123309996279,-0.190383640189842,-0.105380581331694,0.0753064231247865,-0.0818403109160213,-0.0503971781817055,0.242997787658907,-0.0850335161368603,0.093771549098102,-0.0655424607753235,0.230750755587014,0.0027828334655504,-0.0642856972747523,0.06092096948432,0.410253132203033,0.214230086407312,-0.0598790099494077,-0.247765153284798,0.244972701731233,-0.0312700071500534,-0.166280711625316,0.0445862500062329,0.172229499062331,-0.0217096276635656,0.205844716673272,-0.242755732443874,0.168879198403921,0.0480599827941637,0.060202818912565,0.206668666213187,0.0413481603746592,0.153434152067182,-0.0389276082243245,0.168680424584953,0.104574264953139,0.150665745733653
progressive,-0.361559024450339,-0.0809214367329694,0.61002427513564,-0.478521399094947,-0.243810517006675,0.551605150929051,0.464353276393152,-0.462216531980678,0.389697258960935,0.310274203164513,-0.511400073491583,0.479218870300125,0.476833873424792,-0.0790004355322671,0.530196331393839,0.491049282309989,-0.0697205220396436,-0.507318684786706,-0.505849857714784,0.380284353077493,0.527687208287076,-0.0962953571115132,-0.308734446817488,-0.483486448352147,-0.408511249181967,-0.4695990873643,-0.252404780839971,0.121495937478265,-0.464311900982675,0.438771451172722,0.261548746555314,0.496549256516923,0.466017158971606,-0.531753820059639,0.207482906608163,0.517943299119821,0.5049868848677,0.479035636339443,0.500952782346225,-0.0546598726261374,-0.513297431600584,0.197543941934376,0.333896607160226,0.33660965193291,0.303225606451167,0.501682762802492,-0.507723572732085,0.484529699773451,-0.177784228045305
progressive,-0.0677034866794406,-0.223507807369116,0.338952575786364,-0.238001990851315,0.176983470019219,0.201023919751861,0.0995881338309037,-0.114987046080013,0.234790586439769,0.278567824344286,0.317931103382357,0.136344156017261,0.212591895048023,0.133482702529768,0.0965782650236957,0.138265212074105,-0.194124329584516,0.018297259075489,-0.351915991873518,-0.0577796377718769,0.0322871060225639,-0.0860009753815203,0.0223020998997073,0.140940821107617,-0.269316628262746,-0.181538189985695,0.0576339779712483,0.102383837571292,-0.13622880692659,-0.0233302146879589,-0.232751961568545,-0.0382117016862803,0.159442677475318,-0.330243068832017,0.075243199239144,0.152988639435907,0.128921935729741,0.0134757130107522,0.229100822236026,-0.107614960931437,0.202157662771783,0.179192324736265,0.361123635445044,-0.0011242517875103,0.0805770422274788,0.277283982076318,-0.125242475784383,0.129700063703041,0.216290949795777
progressive,-0.182723826105406,-0.0121961147068636,0.365421570076443,-0.309441702429728,0.0780154675445729,0.11369202371782,-0.228551766326487,-0.104169871161657,0.113934913594139,0.178488739537115,-0.266571367570619,-0.0502195195955909,0.1177640969463,-0.076970552036384,0.230124301677865,0.0016502383766872,-0.149350105045889,0.234380036602532,-0.0099497908842672,-0.0394427077006822,-0.01267374379251,-0.156661796714214,-0.0686932780185781,0.0511508691437114,-0.25871955836972,-0.0003944922823427,-0.226990641908897,-0.137489254441237,0.261961350320763,-0.0380858933356549,-0.108219665900363,0.143558784460202,-0.315571547384423,0.0875283826781465,0.108950509040516,-0.239000921408376,-0.172398017783975,0.148631759595122,0.331057814666473,0.212360738038654,-0.160564336069291,0.130073234235433,-0.259259132524495,0.0852907529003401,0.126335881731365,-0.117373951686353,-0.292844770925766,0.0435462968415258,0.269646342537255
progressive,-0.559988826133638,-0.630538599504805,-0.682022545037109,-0.119052742563844,0.450934775042292,0.0997385000300124,0.0210531453986141,-0.377217714310271,-0.508753295296303,0.593152187911986,-0.049248213277584,-0.0685624558114158,0.129672470773765,0.474534171064337,0.513597381848196,0.152278208015934,-0.562162454714616,-0.598555207527559,-0.306109007875424,0.466025967761652,0.167742022777748,0.480061398027395,-0.505399696914222,0.0382558630252102,0.529868544368659,-0.205997885802958,-0.487638046223946,0.466709108172817,0.134206038956947,0.49583573115792,0.53576839337417,0.0407400099748992,-0.272324609359654,0.282882233895832,-0.591785907089657,0.204258982938176,0.227175238549057,0.147806743506494,0.338899747611319,-0.46149239957847,0.0220468041784897,0.557628886531433,0.597872067116395,0.471739505745937,0.476086762907892,-0.21022093561743,0.136193356516698,0.0738412680795048,0.484719173558062
stable,0.0246559239595851,-0.177613275348431,-0.0007670790776152,-0.172937736027389,-0.0332408406561289,0.0957883820268454,0.164793959859174,0.0448480642040113,-0.159269258139758,0.166463496899109,-0.0401986121953401,-0.0739998205496167,0.0556384797350722,-0.084045066269311,0.19495068915243,-0.0463815599860762,-0.0328184503835663,-0.0657149588971164,0.0869371913177066,-0.0341970017966488,0.142357597425931,0.138614628570355,0.213983676356953,0.0074918990696423,0.127986953030919,-0.118213891730528,0.0614607398612158,0.234829833674795,0.0597112085235822,-0.127432190028788,0.0131104539714548,0.223450976013719,0.0314824437084318,-0.138696304276859,0.0421876169082505,0.0333582335617965,0.0348987097379917,-0.0503801029800323,0.125145983571625,-0.0421502183002818,-0.0167325652001887,-0.177199495927022,0.277442541300053,0.0675495287588642,0.0134202917576374,-0.0220461227351062,-0.256473641139436,0.0593221407164304,-0.0811802513760533
stable,-0.0635369349894038,-0.0876562341212857,0.149210987283809,-0.193792232128017,0.0086799068093612,0.0354032792947012,0.147560792662846,-0.245674623770532,-0.0421158891495602,0.255194201037676,0.199723074457955,-0.0958894778624038,0.107980825972008,-0.18862948038529,0.142499624329254,0.0567084803031843,-0.134961332679396,-0.233526113075119,0.157343037272138,-0.0708754498311938,0.0075753479682648,0.0711498458293241,0.155006969552752,-0.0008474635846829,-0.0590886571208206,-0.0432328390624268,0.006527795850438,0.0357680755648654,0.030784604706461,-0.0889879236458672,-0.0482615490224826,0.210729775165692,0.112464757396157,0.0488097175685914,0.0758736107338037,-0.144022128565969,0.261596059957419,0.0594234888180563,-0.0468855166058431,0.0168197888902238,-0.0410733635985835,0.0662395524325057,0.0947658258604037,0.0125418298100284,0.175734154339102,0.129453968865175,-0.00015387529063,0.0533407194792126,-0.203130190572769
stable,0.0982516403814051,-0.122809328890253,0.0617669361286843,-0.0069376348877865,0.13759583275398,0.0295779661880978,0.104670297518113,-0.0066614579855042,-0.0561273420372107,0.338515417945055,0.0661687861763925,-0.0476556950821823,0.0969477523437667,0.0785470686167964,0.135722633911933,0.0424502235756734,0.0585916501993271,-0.0238840161412632,-0.0332534251404315,0.113782147231379,-0.0172180440854557,0.112268834398429,-0.0410485228851433,0.0545382489566835,-0.0181792603924591,-0.0833759310040176,-0.0372592298386863,0.105174633776913,0.0803414934237072,-0.0918016186422281,-0.0831022099430919,0.102501181487069,0.0174532902984601,-0.0307890000334886,-0.107614102857879,-0.058289979324866,0.0972152285509568,0.0094973700283338,0.0322092949514336,-0.0356844274159583,0.154052916853345,-0.0088667567458697,-0.0373554052640068,-0.0040418237048193,0.0303086140751572,0.0190713623069961,-0.0690435940685188,0.0999363241631204,-0.031683534400417
stable,0.200867033848834,0.016792881591399,0.0979655444976473,-0.152484370265328,-0.085054289674001,0.0263498895823053,0.0884065484776666,0.0348412035432772,0.0310488171917529,0.204890142019047,-0.0120392831824056,-0.0830154554121511,-0.0211898496736582,0.0030824390798465,-0.151358151794684,0.141079268357653,0.113663684745414,-0.0387606028634433,-0.0241799558476052,0.0371159505886217,0.115505704128899,0.0241395325897592,0.060694858979402,-0.0372082834945213,-0.127119549089384,-0.112261461571608,0.060137106377975,-0.0792728802335463,-0.0676567159058074,-0.102755369214219,0.0913004561336249,0.0643910468129376,0.0905076743171808,0.147869712999422,0.0541970963958077,0.0902492305375097,0.143416417426722,0.137029874025234,-0.0768595233832927,-0.0439653734262643,-0.182941748807449,0.0454251389971673,-0.073135724034835,0.150613524460264,-0.0542609342183076,0.143401617654724,0.0517745725225999,-0.0430540829877744,-0.133558002138926
stable,0.055349610186542,-0.198012751518807,0.258981463017732,-0.198271218194909,0.187706191580875,0.0667239326317325,0.0627383585992787,-0.0799761183288625,0.0222731198672557,0.217774898929928,0.0512201355029299,-0.108776460833462,-0.0216118386897142,-0.0167153708523833,0.104023625342781,0.0574318320387902,-0.0607510271080491,0.0207683787511972,0.0689303794712143,0.146758273038845,0.281008279346585,0.153854748407464,0.254110573543503,0.0805623636789822,-0.113021395890377,-0.135974757120411,-0.226139023664314,0.0318761853850442,-0.0297072117418553,-0.0361510811120269,-0.111248976310107,0.194825025658499,0.0395708903718099,-0.0902764178282731,-0.126400936794002,-0.0030474920374262,0.105466924726493,-0.109368787752431,0.0904118221700094,0.0430108224696976,0.0657007981076487,-0.120362743840023,-0.0884928188935001,-0.0606403067810548,0.113378330320938,0.0032830633955063,0.0279077828411065,0.078165062899431,-0.097195901656406
stable,-0.0857245612054995,-0.246598569247799,0.32613394445993,-0.26727386328058,-0.0375809033805693,0.100420142290976,0.220630644927395,-0.1127380059914,-0.0344919369166062,0.382907319905629,0.255899873503705,0.0909604649747033,0.0410794998742873,0.148674393767263,0.257801733801727,0.0564203796961219,-0.357827742087492,-0.215526180652089,0.0974027527022867,0.0002849239274741,0.108533049045563,-0.0782823187036372,-0.172783071857141,0.292351873048614,0.223954357715548,-0.220643650519423,0.043666967020129,0.226891315557796,-0.0473180333267686,0.101665543025439,-0.242200096471647,0.0478033909526569,0.0620282802926171,-0.178042865330849,-0.299485763109704,0.0870570348397797,0.0591387329064135,-0.107821799966652,-0.02410056112464,-0.291564711897088,-0.087985966168233,0.178216088748071,0.101776966820968,-0.107544993004416,0.306790109440775,0.170737043187917,0.29780259968188,0.0552365018686273,-0.265696312639081
stable,-0.0814445470816014,0.0663926981957664,-0.187275642923571,0.110668683466917,0.102866122781518,-0.169734067855395,0.273976278612337,-0.0591646897062914,0.0128884116048833,-0.0081288495867893,0.0283445749989618,-0.0638604125915048,0.0652223140929564,0.145879511869031,0.0748691163949053,0.195560543724068,-0.250291960313655,0.0497661506988779,-0.0715707611960772,0.078621438760884,0.12392594339511,0.034813607130857,-0.16094554722884,0.120414791086681,0.224266873809353,-0.0488156569426564,0.0205562007875354,0.0728475438536881,0.189524199048363,-0.023684318298682,-0.0061923958894128,0.102745537752743,0.213194330873072,-0.104951534455615,-0.023918395119244,-0.188516959396248,-0.168386352827916,0.10470327116108,0.166889679823717,0.260719018684144,0.172010996928134,-0.0020925049110845,0.189495826100416,0.108115118151696,0.0852890815284076,-0.11289595988075,-0.0790541262170744,-0.0462620916274346,-0.0406087817490131
