group,BACH1,BARX2,CLOCK,DUX4,E2F6,E2F7,EBF1,EHF,ESR2,ETV6,FOSL2,FOXA2,FOXM1,FOXP1,GATA1,GATA4,GTF2I,HSF1,IRF2,IRF3,KLF4,MAF,MAFF,MYC,NKX2-1,PPARG,RBPJ,REST,RXRG,SPDEF,STAT1,STAT2,STAT5A,TBX21,TFAP4,ZBTB33,ZNF384
progressive,0.179669235649404,0.126298048145083,-0.458725435997424,-0.22350633776914,0.0752992662977515,-0.28323411151505,0.193760753587915,0.125450079858046,0.312020570517678,0.217813516965718,-0.149186840072702,-0.424911509585136,0.0371073463136266,-0.236333843055064,-0.187516912193479,0.296493540722461,-0.403096175638859,-0.0204925669367233,-0.065531751440891,0.197708411193858,0.192293482619334,0.0205497333380966,-0.139951290339732,0.344776918504562,-0.0383523034990889,-0.196087108532688,-0.110982216443827,0.153261534126141,-0.220897326728687,-0.423496641151147,0.0232984844707946,-0.108957573061858,0.290948399789254,-0.0306030802018235,0.0723329652487163,0.133450200139116,0.0666925469798871
progressive,0.430640354840749,-0.28185968351417,-0.412371425742932,-0.105880705049069,-0.227392247996884,-0.214912955288974,0.505415780997863,0.444046225441845,-0.41193764564644,0.40609489332635,-0.141238209240645,0.29676460370042,0.0591062267532357,0.446038072823694,0.0261035287997565,-0.121724006668546,0.0474472800781466,0.400166565340966,0.350169720614052,-0.257470618905308,0.422914937884185,-0.362973610673078,-0.45542188715596,0.123054855808122,0.0065421120674949,-0.452417886215631,0.434966352265624,0.450753587069908,0.330463710516294,0.143714001764158,-0.412158962022201,0.407357872110693,0.263782561942012,-0.404336165860303,0.238047893768523,-0.194935463770282,-0.0651201304039144
progressive,0.150442546221173,0.107635307563428,-0.251518221964468,0.132497003211937,-0.121452646450764,-0.310329725245289,0.200911049994774,0.158396037761284,-0.116092769419735,0.313490230000952,-0.101904248758606,0.139297242678484,0.149949113466133,0.0897237443709648,-0.175516978430428,0.302760549250848,-0.218564595657172,0.159958498459771,-0.116717005379569,0.0153416963755538,0.0842446707242411,-0.174104716157995,-0.177065465406512,0.199421206837303,-0.0785306400073754,-0.30245686895577,0.0606357231071749,0.0122653393908672,0.24888047187315,-0.0086805069007936,0.198724047899897,-0.138161400488571,0.314035892406944,-0.120238383425285,0.0066851662443489,0.173412596923752,0.114701505910477
progressive,0.316710064199318,0.246200464520495,-0.153915993049045,0.0325469833050221,0.411693397605935,-0.474028262249683,0.112887647523472,-0.184666086776882,-0.262213458741097,0.0504512974218763,-0.120136531269306,0.0107200120260138,0.127866249858205,0.15355943718912,-0.0215816695306278,-0.107648392924214,0.0030309961608508,0.0660409833156278,0.229341396349173,-0.15975927606854,-0.162970992322777,-0.162623662413566,0.0017816938936568,0.0217667312478794,-0.325443240604047,0.0934577953210038,-0.0121022765240778,0.0374155717667935,0.1351775444471,0.0702208816917914,-0.096185420514278,0.0101501738937142,-0.0023520747289396,-0.114630266802342,-0.0709524453130674,0.0572356274141407,-0.153069919098326
progressive,-0.257910414396058,0.142008860054574,0.196517937778578,0.563446507622645,-0.0578577582667761,0.192673156414655,0.105111361481442,-0.0308822761166715,-0.48059767049037,0.452319923684743,-0.298094580909317,-0.242841351953586,0.467326973524571,0.159682451808091,-0.37077335120799,-0.410647454708029,0.0943211686214003,-0.0698882031796964,-0.45275401190325,0.4114536185424,0.243771540993244,0.427204819613956,-0.53678108848576,0.451389734645084,-0.523138315904098,0.163713270979945,0.221447004041434,0.130474515962805,0.492007989376851,0.0279676837924073,-0.0494860569098471,0.48376031322521,0.407856887589053,-0.158504212357856,0.410399404297454,0.389253106795877,-0.426274630574297
stable,0.0890307546766925,-0.0580523916013455,-0.142133865347186,-0.0303094539849935,-0.0969728824245783,0.164667320587635,0.0638586760108324,0.0489376152684761,0.0582624008794296,0.24016492387937,-0.166364613654296,-0.0464134643204434,-0.210567198861579,0.155841477433222,-0.101170896695335,0.123919259242234,-0.0806140736238213,-0.0130838961440073,0.231965472909287,0.251341871144597,0.0605218058200098,0.128463518672843,-0.101807842363465,0.182147626398791,0.0547945967963078,-0.124139670518704,0.177088771018927,0.0461654322036006,0.121708632604763,0.0445782185373305,0.0741315078338631,-0.0799757645869708,0.0644070532072722,-0.092994320022673,0.0083564403534833,-0.190191451354193,0.0580392628655191
stable,0.104360287781626,0.0864705181127926,-0.201412103932433,0.0306475457683216,-0.0368216445142462,-0.0728120648421098,-0.0394210873731689,0.207828356911995,-0.144987606658611,0.278222720672199,-0.208798409466901,-0.0933351114496178,-0.146556506904906,0.119448541326229,-0.0516367421856228,0.035014664092082,-0.0954152477450085,-0.090772839517762,0.0527247096125083,-0.0954378684657601,0.145443086317107,-0.0061800740306513,-0.0764460079697779,0.133867795784728,0.066352859653505,0.0184321237591688,0.235517709934483,0.034607801522955,-0.0580882648652931,-0.163595923716121,-0.0390838717916046,-0.161964360581295,0.129208974924758,-0.0273213686046356,0.113390456225326,-0.14888007785209,-0.0148351963563669
stable,0.0861092827068829,0.024256404109365,-0.0525062880008201,0.127543095850848,0.0326426883783711,-0.0781755028227662,0.111418481567822,0.144956171161299,0.136656440603521,0.249197839625776,-0.0351581919755924,-0.153604490449051,0.0647185535147538,0.170388858592224,0.0626768494478303,0.0685070180663501,-0.168858307835249,-0.198977602939575,0.159255686752609,0.122842710334733,0.236222998445778,-0.01347517236687,-0.123790821409754,0.135616958227,-0.143828110289233,-0.0015704413353684,0.111253473282636,0.140496153144395,0.0262201888901388,-0.146341798562583,0.273607126587804,0.0208897696239171,-0.0631449935460688,-0.0981050359391406,-0.028761293208616,-0.0110859268722062,0.166804920530079
stable,0.213386487226973,0.0557392187815066,-0.133356112411612,-0.0169372863073415,-0.0460097495831343,-0.128130406687957,0.11867355444437,0.0336261517831939,0.0078234496940122,0.213955150866794,-0.0497868629659201,0.0570800781571111,-0.064401430921547,-0.111287496209943,0.056948368037992,0.0796930523905843,-0.0058249156005784,0.0041884474788213,0.0576284871235847,0.176002381887132,-0.0572899603668795,-0.0821964205316145,-0.0695595845724699,0.0324844451147197,-0.0199425324085064,0.209634774299412,0.291565803867814,0.0767049953905845,-0.115822353345367,0.005785172646929,-0.103731298719397,0.187587836072461,0.0384499390968019,-0.0334940037251915,0.0794882064779726,-0.0887962689859962,-0.143623151589099
stable,0.272031306959906,0.038217163493545,-0.341328030955106,0.282842477191354,0.0807488713004937,-0.302764419662713,-0.11553375159718,0.192568989063048,-0.0320111751723895,0.281252638236978,0.0360382659891744,-0.359060816043446,0.143073919306776,0.27421215030333,0.0059618739671038,-0.206459626491966,-0.283552266209928,-0.0284310966546542,-0.0083162507752564,0.19639795808524,-0.265768889306183,-0.038905459835295,-0.300452232183141,0.184178619509279,-0.212260703395423,-0.27308020265726,0.312041384247285,0.0440061231265289,0.299683891098487,-0.259837706527795,0.21711583717693,0.204865895859482,-0.0816395349038633,0.0175585440457741,-0.019934059741832,-0.181936570682882,0.123745015510749
