group,AR,ATF2,CLOCK,CTCFL,E2F3,E2F6,E2F7,E2F8,ELK1,ELK3,ETV5,FOS,FOXD2,FOXM1,GATA4,GMEB2,HES1,HNF1B,HOXA1,HOXB13,IRF1,JUN,JUNB,KLF3,LHX2,MAFF,MEF2A,MYBL2,MZF1,NANOG,NFYA,NKX2-1,OTX2,PAX5,PGR,POU2F2,RARA,RBPJ,RELA,REST,RFX2,RFX5,RXRA,RXRG,SP4,SPDEF,SPI1,SREBF1,SRF,STAT3,STAT5A,TCF12,TCF7L2,TFAP4,TFDP1,TP63,TP73,USF1,YY1,ZBTB33,ZBTB7A,ZKSCAN1,ZNF263
progressive,0.010036232705953,0.244909772944762,-0.372540833334211,-0.310210368059847,-0.0371714200726292,0.157186979646797,-0.20872895963745,0.0955124110020294,0.0575075965005582,0.140923109870147,0.0941769513696051,0.0833411333394285,-0.044306831602329,0.116426723118932,0.147054390992682,-0.179308276798575,0.110616628490271,0.272966258412288,0.265900155547056,0.264076154352897,-0.165529376211372,-0.0220097271065366,0.0017834302686172,0.195223912797656,-0.142471566861667,-0.180633593699613,-0.117288855286699,-0.320097840705479,-0.130310431930451,0.169020166263215,-0.0585641310198812,-0.0705376254204648,0.101188959667448,-0.0375382488577382,0.0329689483685701,-0.0669352653233811,-0.122796358429026,-0.0668101716362932,0.174872522272649,0.173198971594041,0.153131577547828,-0.110151753301769,-0.0564797997201608,-0.136193216134042,0.136663162688237,-0.264578219556479,0.337098748962809,0.209991729694945,0.162919313334836,-0.113493783293291,-0.0304738364477369,-0.180153504414033,0.323789794929801,-0.0031543894608907,-0.0201975590989938,0.124128437150989,-0.0790828766127491,-0.132327145020935,0.305225215583873,-0.156387394322574,-0.0488879652781135,-0.258387772500862,0.313119641512255
progressive,-0.0388404693085181,-0.228348466140081,-0.221484957644041,-0.0019252108365451,0.177627072422473,-0.13169562963894,-0.0440194183225804,-0.377486374094363,-0.188551984601086,-0.349330165609891,0.160079303102388,-0.308343613673649,-0.254688251386648,-0.0550992704144094,0.0593320969796901,0.244224862353782,0.0896244983101919,-0.189521183207155,0.0310407281453918,0.405184356026987,0.195669330827287,-0.122646479388398,-0.0247112678608599,-0.322186011452164,-0.349867510415297,-0.319074026812269,-0.288303619366529,-0.0798764701532332,-0.290235423390871,-0.238439340062452,0.126994686740116,0.0576277579343239,0.119494935621725,0.0443523743062979,-0.264202221376835,-0.107914001257371,-0.0110600725284398,0.177399607443497,-0.183907083798532,0.399039505000754,-0.317036731783186,0.008834871647159,0.346419273197786,0.110152388514244,-0.307605176640453,0.154936616621205,0.236949279620468,-0.134118626154112,0.3522344648342,-0.302508642473846,0.167420817713665,-0.339559061295645,-0.0548124667452665,0.105978900639131,0.34809064630417,0.110623801441686,0.338359101116702,-0.0791578126834269,0.170618513794913,-0.200617518268475,-0.184632334456134,0.121828924101646,-0.171914075196903
progressive,0.107770080808321,0.137811483002663,-0.0627734234659498,-0.0425705116212297,0.0293467623132187,-0.12957792619042,-0.20105875796091,-0.0177779886506489,-0.10831549088511,-0.0763641754003481,-0.130569558647727,0.0278195814974856,0.0043662146792855,0.152493625603273,-0.0519199096410827,0.139832483252835,-0.0399049135979953,-0.0622476553240833,0.0020338775353089,0.0403012568740605,0.143821507580151,0.165933273191831,0.101953052504269,-0.0682670526091075,-0.0330388755661552,-0.0532219824723428,-0.178233118042207,-0.29698776757729,0.0868760336600774,-0.0802483069050654,0.0348473191097726,0.05213075480974,0.0643485273428234,0.0622304584432999,-0.235115754070888,0.0355046311643615,0.134782631436056,0.0262314373318663,0.0967080853671313,-0.139180142808331,-0.121097663415469,-0.0342099749973255,-0.153816481394722,0.33134191926706,-0.0616155273271346,0.0258721773769217,0.0773357584137089,0.254864130351015,-0.11844160110338,-0.0124868914920731,0.139687328538735,0.161996817528521,0.164658095956108,-0.0581986456685374,0.0707117807417113,-0.248486288129093,0.219643288470482,0.123100814770421,-0.0941083408020628,0.132339044328717,-0.0335970814262767,0.032780188838162,-0.0109436548208219
progressive,-0.0816278767142433,0.363248870557548,-0.0813020889297312,-0.170020640953945,0.121538571257039,0.328302776025104,-0.409564846040129,0.0154580103637464,-0.234665843018792,0.0452659017065493,-0.0459270592692357,-0.299800290407094,0.0880433032943769,0.0294494120505023,-0.0052926423816072,0.0334050844929005,-0.323559125515668,0.166269008611881,0.276576919650227,-0.0252632081135271,0.0694914362711371,0.0652499949589332,0.145610230276346,-0.0034230263241215,-0.132450207451451,0.113105289540999,-0.15237286321506,-0.139267514118708,-0.168802600465483,0.233722862113102,-0.301492921405173,-0.335902424292539,-0.337570254836434,0.0887292613112476,0.0229049103792731,-0.0925665679495844,0.0510139706104503,-0.0858721362598773,0.193182010575351,0.0868771183010281,-0.0886982607435172,0.137736649719512,-0.236021413298639,0.139690249133213,0.18415464525226,0.209127011675808,-0.0541653192319164,-0.05035901316131,-0.0151310952858623,0.272452716848712,-0.124396823601781,0.159953347495171,0.0982334717307004,-0.0713785253758891,-0.138486863458588,0.0773227433265206,0.0317457086492954,-0.328950406067326,0.145533574327049,0.148727196449966,-0.303545158988926,0.0415672521529703,0.0188765275143799
progressive,-0.313420521266832,-0.139123469562113,0.0408423342160744,-0.171155333688098,0.320865027001869,-0.0726693036888013,0.0294365318513847,0.159203145581387,0.305976015531795,0.0838702114002331,0.442982240343576,-0.0948662244584069,-0.342515562029453,0.383562790898786,-0.31103008364549,-0.531633326986494,-0.178121751898866,0.48355138168864,0.354126259047401,0.245873583909478,0.330153584616227,-0.119180389978344,-0.303312385039442,0.272031801308736,0.22258389165583,-0.0723278126000381,-0.456846778547361,-0.0717131286402644,0.427683439566987,0.455071024885792,0.15565163825825,-0.0207626581968004,0.103335203459733,-0.283983989415447,0.310620294338974,0.445509274400424,0.320591834130858,0.300853649200347,0.466750020121492,-0.199157602966677,-0.0009561750485368,-0.327489954123874,0.0159134847363634,0.393670927126175,0.173477473091687,-0.377894038825317,0.0284803568028479,0.356721591322001,-0.275036922889852,0.0618781852838853,0.389982823367533,-0.0410472288693323,0.257825772016189,0.405486518797381,-0.227637959769525,0.238429078174441,0.116311864832734,-0.0328514427390164,0.20701189800823,0.358155853894806,-0.28043248209231,-0.308366453153137,-0.291360196932731
stable,-0.0091794433124317,-0.0538449019654959,-0.0921608677147884,-0.253201001664012,-0.0094738040548811,-0.103136201162981,0.0647830236695617,0.0330366520066258,-0.0878970356943565,-0.0883201348643556,-0.0830554107482405,-0.0551744158367666,-0.0362402498548385,-0.0069489243767006,0.0469327521905528,-0.040674895255797,0.0656087856038285,-0.0409113346344082,-0.142749878676229,0.0040729100909502,0.0493157791701258,0.251838538186709,-0.143432421841986,-0.0180726676590292,-0.103248000323747,-0.132924448228613,-0.0456615968254888,-0.0771981401515015,0.195725632327376,0.065932872027342,-0.0342703770563792,-0.0390388899413485,0.0693495221374463,0.191736817499583,0.0960160262633847,0.0418706435622792,0.13428352385256,0.159181459240775,0.0551557280005094,-0.0426845480097979,-0.0834844113402157,0.194229840427652,-0.164079475552439,0.119310031658446,0.101437411275843,-0.0012206107786957,-0.184274578696565,-0.175712161837398,-0.0364389857041588,-0.0005166476368774,0.12231697008359,0.0957266926581741,-0.0116652533914195,0.148692173463659,-0.206466165680839,0.0383586417730262,-0.0113511119567914,-0.172659542034738,0.110287959598707,-0.12240199427428,0.134761976174982,-0.0964654632610914,-0.0569626013382806
stable,-0.0601864070424024,-0.0207848398539918,-0.0494894080275574,0.0231855186577019,0.0275761365698761,0.0262332416382465,-0.118701671815171,0.123766383332928,-0.0234589531004927,-0.0068425814247395,0.060426281712568,0.0956647150044965,-0.0208138213847945,-0.19372960478608,0.0738992913561276,3.99021076269265e-06,0.0792305489528334,-0.247637562201151,0.0018916959192647,0.0340671174230946,0.119100650889221,0.208774169439081,0.0155950877315966,0.0339913034186035,0.0659369727869394,-0.0099013929909826,0.109969368575438,0.104959553957331,-0.0670005109629619,0.076829996155779,0.0209354178075102,-0.17237483682852,0.0133139892441116,0.112131810795506,0.106321727907277,-0.0416673348661232,0.042575884855679,0.171920162812666,0.066766978627798,0.0124442913067188,0.0011535069281666,0.0734751109509441,-0.0069843809145801,-0.0821812888107354,-0.0770354710089484,-0.136498179825654,-0.0911496865209633,-0.0622979005713637,-0.002405971083248,0.185314418296436,0.183843290591559,0.0304757177255785,-0.033604841005682,0.0633903782759704,-0.0055063228436416,0.327376926029555,-0.0194802929479026,-0.0138106234763019,0.0952933313880362,-0.236766463990397,0.0563994030130772,0.206691531434267,-0.178297527664694
stable,-0.0511890917163547,0.0190672869119225,-0.0214555410780689,0.0116798949992786,0.0091255311927336,0.0450181873191898,-0.0441471178640611,-0.0425493156074774,0.005859883156256,-0.207537759679353,-0.0150712314137734,0.0157118721758706,-0.0297226266483904,0.0423208117364641,0.0123051871806076,-0.0953841801447386,-0.03495459286602,-0.0247629102567325,0.0354890434471671,0.0484766675251233,-0.0383207816058359,-0.0165277967300633,-0.100408290582095,0.0740811499644983,-0.0618588301214259,-0.090200284482186,-0.059829742744331,0.0233117944365459,-0.0391356312594211,0.0598179688330251,-0.0559562259154421,-0.0390754368253986,0.0105442000131854,0.0047397117347507,0.063546674052158,0.114160343975836,-0.0309400890737228,0.0095041711811636,0.099545970317958,0.127152642621551,-0.111938024466268,0.144710819075856,-0.0959776502685464,0.0199591294462342,0.0636706375896654,-0.125559664918857,-0.0623483348585645,0.041186766597815,-0.136785776877931,0.0661863049743387,-0.0334484821310288,0.0647934087707795,0.0331690329707555,0.0361912785138454,-0.0461847294529507,0.152118209139338,0.146550173996875,0.0167450016458532,0.134036031137699,0.0383684272002076,0.0717781379162991,0.0682354654953373,-0.0310049580755037
stable,0.0459425442725661,0.0958572042290523,-0.221202394150009,-0.0561745348237325,-0.0998250697668996,-0.0476601935840642,-0.0058264780274284,0.0830373469579712,-0.0762858718616317,0.149777390739976,-0.0258657987013154,-0.0087920174497613,-0.0266996537488864,-0.0490612070131348,0.0373016431276173,-0.0357862299334191,0.0830722926034591,0.021084266309743,-0.0608347019330022,-0.0392500989827939,0.196038814027619,0.0460557634415623,-0.0593469146882776,-0.0818345556193539,-0.021293586003831,-0.0958173000798127,0.0677702319662189,0.030836816771969,0.0787536719549883,-0.0764785451502676,0.0375683397936888,-0.0274912434549552,0.102749524443862,0.243390990081015,0.0964555303484195,0.0413875682785994,0.0187688811769434,0.0856116368223754,0.0015638176355834,0.110651726589426,-0.139768887036474,0.179496655214011,-0.139429819827551,-0.0360144391656086,0.0656680624947407,-0.063062604892469,0.0137917240064068,-0.0005441367569382,-0.181047722411376,-0.162201039949377,0.116693545351212,0.166322855222752,-0.12713497365608,0.0885706829659859,0.0799844434219185,-0.122129954416843,0.0363236372924086,0.0542378849298693,0.139073043676657,-0.183020026308406,-0.0366872609008638,0.0077316060045845,-0.0754031401342228
stable,-0.0993987221895071,0.0430894279837849,-0.0635103042786888,-0.0944819019174366,-0.0349281666990816,0.059162273584606,-0.172919994956575,0.0435709131686343,0.0279340068567986,-0.0930914410709918,0.0810659649838796,0.0756060900216764,-0.205026258367768,-0.0483536206855057,0.0744713271364475,0.0516233110220718,-0.0095066617992059,0.0683961455725489,0.0014584397954958,0.23493447101779,0.266214110408523,0.0573035348919844,0.0060017642989235,-0.0172741307433356,-0.089012412789582,-0.0619758251730402,-0.014077177882254,0.000382235919235,-0.0703567555759625,-0.109137969107252,-0.0176545215196678,0.057447261812835,0.069365428273231,0.116257598666926,0.03798556848904,-0.0446652771355702,-0.0023706201789751,0.0299894960505304,-0.0440724035870616,-0.123936694977289,-0.106231674809755,0.0726328850157568,-0.0066232861188179,0.0478329990485599,0.0223452632297517,-0.0212390515031241,-0.0242828575032723,0.179213874510849,-0.117006241121545,-0.101468001398618,-0.0502946139064789,-0.0586109643078028,0.0407605663020839,-0.0738423276321575,0.102617039863148,0.0826927983474531,0.0843745975469734,-0.126803755709905,0.0034846980411357,0.0078569098185238,0.0020572372238503,0.0314213269431121,-0.0026780792542541
