group,CLOCK,DUX4,E2F7,EBF1,EHF,ESR2,FOS,FOXA2,FOXK1,FOXM1,GATA3,HEY1,HIF1A,HNF1B,HOXA4,IRF2,IRF3,KLF1,KLF10,KLF9,MAFF,MAFK,MNT,MXI1,MYOD1,NKX2-1,REST,RFX2,RFX5,RUNX1,RUNX2,RXRG,TCF7L2,TEAD4,ZNF76
progressive,-0.323607334305646,-0.272505083611581,-0.32734772478274,0.104799258248407,0.194875297227165,0.421799734608532,0.465491118189101,-0.425853148417821,0.299742880365341,0.0668217421935944,-0.402913463915778,-0.307150569576986,0.413025547601516,0.510760330038045,-0.113511476169354,0.0130865998170553,0.0449482437621249,-0.478366387533151,-0.125241111896588,0.405074437173572,-0.147638964133258,-0.464027694387315,-0.279283548256987,0.03984771129336,-0.464318472406563,-0.0803421256131335,0.232490532471112,-0.272301697893201,-0.43195789787109,-0.445163669007509,0.249802152797341,-0.132445415389853,0.409337592504942,0.489787766780965,-0.546478357877723
progressive,-0.445955878318018,0.056259384232284,-0.132741076284687,0.437429143549692,0.440645058353619,-0.230795583837905,-0.46307996263536,0.174415566021942,0.391044059483903,0.147258298281553,0.301945859948208,-0.224043045434417,-0.164491247052459,-0.0752341642602114,0.260103660106813,0.277110053123005,-0.250611856669056,-0.128613053896846,0.254051384945168,0.136280642166776,-0.402015831033622,-0.283168212849707,0.214407070152752,0.10659301145166,0.0436105116411753,0.0136786714761722,0.390014260598839,-0.125553080066943,0.202202482223485,-0.255396008060808,0.204038466521427,0.338630238516699,0.077417337896546,-0.260730366285437,0.264858388673278
progressive,-0.238694504124675,0.181377577782489,-0.336869208451436,0.177348857184897,0.193723083551919,-0.160337219937924,0.302234388805132,0.113494997669511,0.282311979753126,0.094228387817072,-0.242524463010241,-0.45403507933681,0.0116365254131325,-0.178910872451159,0.159274054603805,-0.0478159639071412,0.0511782795938536,-0.153270764199862,-0.0342788034665277,-0.096890955457336,-0.239082642638718,0.169955608198232,-0.14374088403397,-0.293542893933578,-0.286935612085334,-0.124675401196081,0.0771126772590804,-0.110936274440022,0.134283794145726,-0.193109096796955,-0.022063541936035,0.208651194476313,0.0603918959223751,0.158645494533295,-0.165545616093922
progressive,-0.184355707490797,0.129876917954734,-0.467639664368292,0.105675391041184,-0.250453399269906,-0.249113841365671,-0.263037650933816,0.052484095620365,0.0095119457823361,0.0981104140346383,0.111233742847055,-0.0026574225630564,-0.0754756817710212,0.187862962942896,0.119784135526473,0.245613093887196,-0.17273355126094,0.354794655718208,-0.0046418121871837,-0.0782421128922764,0.0301574074416082,-0.0566790269520469,-0.0960332857863717,-0.124283314625068,-0.15476340909219,-0.32520940762436,0.0979200558061418,-0.185491891219288,0.121731646633398,-0.0999359006361175,0.0174570969147396,0.129474508252328,0.0751925849183853,0.0386269927818639,0.0501493600828225
progressive,0.0891780869793645,0.554816872613957,-0.0725348228355834,-0.0124203463759561,-0.0830300155232662,-0.213878364593963,-0.0392482945480211,-0.0146560087236281,0.531963435282198,0.465825090830232,-0.193136386146117,-0.269335211162607,0.308831912638147,0.166122132778412,0.122216208339408,-0.436326768187336,0.427818830919806,-0.0194378420783712,0.427880932651686,-0.0060859697242184,-0.173512238872106,-0.305540520848519,0.41819306247844,-0.0267037447083055,-0.211829007441931,-0.477438114691751,0.0724727211037036,-0.0231018442592783,-0.0246543875562728,-0.300510280566257,-0.409498820015271,0.478121233742428,0.187547230276936,-0.0684361085315179,0.325909888905087
stable,-0.277337711781491,-0.0147433385360666,0.174469350312962,0.0819017122591492,0.217823283469337,0.112722978456397,0.0827966471181643,-0.0751721590044968,0.0997264616283574,-0.12429875973181,-0.0332936031370989,0.180550965487306,0.177581862577218,-0.16890597470635,0.369372240053342,0.356011831440508,0.301801532932335,-0.0526050714841032,-0.239800703986196,0.173531619481472,-0.187457197049993,0.275789646869065,-0.147762697596441,-0.360364519571406,-0.230195301707294,-0.118505425083471,0.0421313999167851,-0.194660328822188,0.26993345406092,-0.34290270424438,0.0656327905582694,0.228077783201182,-0.0701127576414603,-0.101287027602236,-0.186248525874514
stable,-0.176895967478968,-0.0464145457360553,-0.0961045238890141,-0.001751381954569,0.13408379324967,-0.140019972317763,0.182050699383464,-0.104044783035496,0.119701068050772,-0.203914954337786,-0.148053991181911,0.11880576150265,0.15483853884777,-0.186845999673067,0.196459604495268,0.122338694275919,-0.117525037065138,-0.1516343653654,-0.106862686619477,0.143025860069257,-0.0121484090521381,-0.0004155867535209,-0.104198377021562,-0.228236480703058,-0.225994883752117,-0.0846689752759833,0.0549596925447541,-0.102454740603355,0.304214073443822,-0.167783731225501,0.0530165698375355,-0.0710956586269486,0.205379054348676,0.286202874280625,-0.211588302301222
stable,-0.116213126847627,0.191426630716886,-0.036274229868427,0.11767200936566,0.203385207345112,0.0837059018092665,0.0200091775473118,-0.213233587655798,0.0738837691659647,0.128991281082907,-0.19873365612421,0.0515976877711891,-0.078358346070232,-0.070115556478638,0.332513255034706,0.163495024488209,0.0176920195338513,-0.141961856270938,-0.0428159615613296,-0.0781199568575236,-0.183110951585248,0.0338502693995409,-0.111347599067486,-0.227342475399415,-0.189025178203483,-0.160684851660393,0.119429139714851,-0.183569751519908,0.286116066381129,-0.240769759999924,-0.149924933994712,0.0656126878408543,0.0944393627553452,0.0191441426968323,-0.131374220860997
stable,-0.145649217149086,-0.0982411874063711,-0.100122858466207,0.0352131167500658,0.0729011977253519,0.0255638656603073,-0.0338521864549192,0.0232824472378439,-0.0476327785328381,-0.0071743959658924,0.0012344818253634,0.0333272998387616,-0.0570399337171187,0.0390916699000144,0.418585566192804,0.0325540985399237,0.131573724110145,0.0557891957899454,-0.301512175795745,0.0168214650285623,-0.187642328468783,-0.226448698326966,0.167321546598267,-0.404411772833523,0.092515657427295,-0.103964535358359,0.140913127353326,-0.40179214021233,0.218505246913704,-0.368622710033427,0.149614833179869,-0.0248193580176843,-0.135966471943518,-0.0022804365102736,-0.204005895112807
stable,-0.252063191066146,0.301474703804721,-0.197157013143387,-0.0995251024786825,0.11704625322993,-0.0152165181825409,-0.0569486558914211,-0.273113332482844,0.0153167771062713,0.0734166911403706,-0.163336953454285,0.0505812001820974,0.0658687020353533,0.242518312262975,0.294704184295598,0.0564844844098757,0.113044361414113,-0.143609930024021,0.0575135271890618,0.0118891916846995,-0.203563708273168,-0.0069798552038779,-0.131835105818722,-0.177332464322053,-0.212297433303782,-0.169749997434117,-0.0406465725285409,-0.0278106085799065,-0.0953430620426534,-0.210274530956112,-0.0650763302775327,0.192812018889368,0.151924719129707,0.104932911867022,-0.0122915500567154
stable,-0.284811050822707,0.0356024997081724,-0.2365561635716,0.0835645148032084,0.301858894358845,0.0280795744348792,0.265837445048363,0.0453535539842932,0.276330356911838,0.140247966912467,0.0227037088144786,0.0826192534865127,0.0909924026966793,-0.210510991607384,0.235036021966007,0.142293781172254,0.0675666471607649,-0.232976604853585,0.203941635433268,0.196602211729084,-0.0821060881531973,-0.163322330637684,-0.13185619366245,-0.348172042866973,-0.222719506200562,-0.143825425861283,0.114019567262081,-0.274714356277607,0.211709868525565,-0.252004348155532,-0.125641607188613,0.109028324582306,0.0573082703873602,0.111635051101102,0.0935888129581074
stable,0.153391667455726,-0.111390562476453,-0.359736965338646,-0.244855109403216,0.175381185128802,-0.428485883108473,-0.0130712337768577,-0.116521919193378,-0.0294718663563291,0.0904779962131011,-0.169595210888319,-0.0659685530192301,0.0929838439376898,0.300582065682905,0.288981961609527,0.1611837276555,0.232030237059955,0.156784416341264,-0.0974113108443368,0.0106991251162217,-0.0865854855622652,-0.148668566828762,-0.366022701344426,0.0571276970021416,-0.142981137161718,0.0617804086480775,0.418335792044268,-0.278852987239631,0.0866981079319096,-0.0940396786531064,0.113079898021119,0.114452483151161,-0.0556213728081472,-0.0113818982321911,-0.0021468639213471
