group,ARID3A,ASCL1,ATF2,ATF3,BACH1,BCL11A,CEBPD,CLOCK,DUX4,E2F2,E2F6,E2F7,EBF1,ELK4,ESR2,ETV6,FOSL2,FOXM1,FOXP1,GATA3,GATA4,GLIS1,HES1,HEY1,HNF1B,HOXA1,KLF1,MAFF,MEF2A,MEF2C,MYOD1,NFAT5,NFE2,NKX2-1,NR2F2,OTX2,PPARG,RUNX1,SPI1,TCF3,TCF7L2,TEAD4,TFDP1,ZBTB33,ZFX,ZKSCAN1,ZNF76
progressive,-0.43677850571548,0.356213228761523,0.179800459883001,0.113360430211303,-0.0982414388979719,0.326986592717209,-0.0198284738953735,-0.248943281291386,-0.14729654883766,-0.0956170585260558,0.15721798682905,-0.272415483300695,-0.0514490569130945,0.357986285744501,0.369503154974184,0.221273670918947,-0.107092321725452,0.101145859858355,-0.237917683265471,-0.471769177186405,0.342131187741486,0.077564842077528,0.0908019606363634,-0.159107860743217,0.399597116726778,0.106449028487946,-0.346455014427411,-0.285455773331636,-0.420113690353813,0.0738827083971749,-0.474721605104811,-0.15364626915215,0.102397241230817,0.020812616534842,0.381885749680213,-0.0408571217413184,-0.303711219235794,-0.341268662729008,0.383396368625998,0.151796401036336,0.382250602561186,0.353377617774307,0.0319038240700558,0.248339993852233,-0.108894182883244,-0.29843045385328,-0.448391388861209
progressive,-0.128871286722822,-0.0094538322485716,-0.270806645502257,-0.0204540604610492,0.323946163731174,0.197572901257739,-0.142131632113316,-0.377674501961731,0.0225268258203617,-0.157800786601433,-0.168054581377486,-0.156031352758117,0.372559499927273,0.145063836767953,-0.247515543215119,0.454283552781314,-0.262595877701595,0.0541119633831421,0.403374413346493,0.132163325822906,0.0184467195463635,-0.489859581466329,0.0084694917407775,-0.311244899958399,-0.206146477342241,-0.0737482182863564,-0.0656355871526341,-0.33336430991904,-0.209266033815582,0.11322294910345,0.0067149270894226,0.285622308371834,-0.0805820989114641,-0.0670838464495999,0.179822059895133,0.275413121171662,-0.416869691969965,-0.261935685578542,0.138057473516102,0.0628282837104662,0.0192050483363559,-0.22510469709205,0.243857721992803,-0.349693656530209,0.0304640004889485,0.0783755108245059,0.167340860163376
progressive,-0.114636132517864,-0.0638872208700806,0.153517161665987,-0.220659198606643,0.170257750816604,0.109547057275128,-0.0344730659605284,-0.189485619351814,0.166807212891103,0.0133988879271883,-0.103079409390701,-0.308654363015076,0.201496800950747,0.132836346184213,-0.12863139645006,0.279048630948703,-0.220365155302243,0.106018460868663,0.134779058290102,-0.146044577998603,0.0910704536481574,-0.0609747261614531,0.140419455134378,-0.425809781197339,-0.117146284495699,0.0326334340315666,-0.0807529952541811,-0.196724334590979,-0.0035543088854455,0.0969665937162028,-0.220631644039616,0.138571226794533,0.0884860808727873,-0.0399479818953068,-0.0431725570204545,0.0457956136447981,-0.289344982083814,-0.110634810266502,0.22725172470988,0.150924806509083,0.131921135439848,0.133344148455658,0.132444365198682,0.106415354088985,-0.060835495006616,-0.0231881275738718,-0.133077582964617
progressive,-0.239121784062497,-0.11420002268653,0.49574209045174,-0.076645618987647,0.391880420430808,-0.370577989898772,-0.0545116110999239,-0.122065971164294,0.0150822101281983,-0.353447605288099,0.430612211322222,-0.602468264003069,0.183422983286477,0.172190426286866,-0.18953701011837,0.0577235582144252,-0.162694542625361,0.0594656773767327,0.137661177932347,0.112866884921813,-0.0438922539054893,0.124385347692043,-0.40788025193709,-0.0036133043582089,0.146538415964474,0.368479713833636,0.363738579283136,0.171820110241112,-0.0071667046501927,-0.0045875623079957,-0.0919821491060915,-0.0494753128776608,-0.352678110328317,-0.36154554587688,0.0148681892370489,-0.367918249358382,0.135097283897916,-0.0110898764055111,0.0031781830044472,-0.0883225552421632,0.142570043868277,-0.0124164791811851,-0.15833461576902,0.17378006237151,-0.0068611939124452,-0.089974273722713,-0.0157259065489071
progressive,-0.17645317167637,0.172183130511247,0.206029486217142,-0.253062733756502,-0.0879126122231023,-0.349075865248733,-0.355355337550383,-0.0922454481112409,0.437993193040099,-0.106562644959003,-0.258463079935921,-0.0064050617476831,-0.055573329869604,0.0047723989492541,-0.417270934444653,0.372372707487855,-0.355920490057531,0.426187785112997,0.308761653072139,-0.251995223465221,-0.364962930171908,-0.274978092089261,-0.334005131724772,-0.0723395209150099,0.376203185591861,0.325841817732627,-0.347317613004271,-0.430834594616218,-0.0416956960829571,0.396423086403175,-0.309012831964205,-0.413628840509696,-0.247599592854066,-0.297835371267267,-0.0686346322570363,-0.0337207662598614,0.185746790682812,-0.179278934212112,-0.112465348922554,0.368542229383848,0.200566345314706,0.0154475018620594,-0.421666565055809,0.393032171360284,0.36025332594567,-0.397365007248422,0.122135736267096
stable,-0.0589276763745436,0.0020856365049998,-0.122438197603302,-0.0932956042133476,-0.115088562298204,-0.0343153748455933,-0.116595963255447,-0.125196542945886,-0.0814657880814296,-0.0333117296858061,-0.0612920523275602,0.136716281155617,0.050189736488878,-0.032008842797011,-0.0086775522739123,0.1416930953994,-0.129416756884704,-0.269669452577643,0.108279159553516,-0.0354812576581868,0.0102787651570806,-0.126916903079877,0.241120255231067,0.281572425732056,-0.180466266447406,0.0850507365543983,0.0562182210866307,-0.0864507421886331,-0.0735246390763696,0.0742250234495849,-0.227039258121828,0.0764060489790474,0.0334826668176434,-0.0148787037244792,0.0641614559316923,0.0375556001026902,-0.277414329125969,-0.367686228449213,-0.011948658137862,0.222104567671248,-0.0884712597862663,-0.110677265065583,0.063983294671069,-0.140819688054346,-0.103085519697862,-0.040890044278883,-0.144560362289384
stable,-0.0035998587450335,0.253847342026953,0.0004776145896742,-0.0667548316513242,0.0897905297250931,-0.029031423103058,-0.146107356959673,-0.145493047258586,-0.0679606555460349,-0.0570686893140251,-0.0053645427560131,-0.132618923977743,0.0090586618985682,0.0603965996033731,-0.144214940173548,0.289503840998643,-0.189196243464258,-0.257988564849195,0.125255351600707,-0.185061644977518,0.0400895822228023,-0.0864676851040699,0.15267947711097,0.149486040832307,-0.207966492941788,-0.0251232599904384,-0.171590669067969,-0.0355415083007162,0.0640452056643634,0.16253340996986,-0.220315150550627,-0.0194234868913586,-0.0627945311216381,0.0198494706307989,0.144633442310539,0.07143098904867,-0.0269293266149641,-0.144353038085419,-0.137590370871748,0.129670276379208,0.215175211734801,0.117023601606151,0.155412911739058,-0.194487217129523,0.123705062259907,0.20888910701046,-0.248749175491468
stable,0.118978039090423,0.0379827539024886,-0.0343022315510103,-0.0294136473867416,0.0518345924127019,0.0131902775085812,-0.0077161450630645,0.0055901518608398,0.08534908980079,-0.199514136324224,0.0821195668986331,-0.131057581014837,0.0109877334842276,0.0487317573778519,0.099854066850543,0.282644117925212,-0.0832914823116102,0.0091998787392857,0.0375125699561789,-0.0641355515072351,0.0113243980106443,0.0394184093575988,0.0010681085676879,0.0121461963535848,-0.0728240698188703,0.1560312807181,-0.0111989735126512,-0.057681091265616,0.008956773729279,0.0154788242291898,-0.0103457781026884,-0.0323461147300442,0.0319181834685648,-0.154523893960836,0.0072206001475654,-0.017198457031183,-0.0103178202076871,-0.078803877530125,0.0323363353157258,0.0328473915989118,-0.0076833676480882,0.0701760243412833,-0.0088285417439218,0.0361775863188012,-0.0009070523758982,0.193267500334735,0.0252593381468362
stable,0.078739284795862,0.224027006293934,-0.0735603349157985,-0.0664406291805481,0.211294034078061,-0.115065679592289,-0.231371476381605,-0.0997123672972588,-0.109123589147335,-0.117018450805207,0.0080601003848358,-0.175881798562962,0.0499598574463009,-0.0238583116138395,-0.0190473182852139,0.193881465840128,-0.0239091288607577,-0.127492646000255,0.0035012091032858,0.03174545698693,0.0267184076844224,-0.100175123918869,0.210035508030198,-0.0437414137735296,-0.0166923081699001,0.0400886347906072,0.002797043000654,-0.149470499012843,0.140480917009756,-0.0840365142983618,0.0910172166749055,0.0651844180181198,0.0956919624608178,-0.0393506272675766,-0.0602043278201397,0.0274112198251614,0.110164846662279,-0.182199120913576,-0.0203917155594307,-0.0258329088894254,-0.131881227853414,-0.0048463780059807,0.211320710376877,-0.0655233833853072,-0.0530523239214466,0.0261286630618363,-0.187324497730728
stable,0.0790483691094875,0.150487061759659,0.163869654651148,-0.370510240988918,0.178551071247983,-0.0748117638536396,-0.169319024502506,-0.171943336860183,0.172494025982712,-0.221536481856011,0.0387912552343382,-0.180052602058674,-0.0442806670963865,0.13387551323102,-0.117432248163791,0.185090315069612,-0.0391031191795178,0.0749599817194927,0.108249429012749,-0.164595761669064,-0.075370657575241,-0.14216099894872,0.153575290686632,0.0505949087064948,0.11503284883721,0.0139933896202661,-0.129637391907952,-0.240999931186165,-0.0568741915901202,0.0839701475683137,-0.0918682335211125,0.0514970578827706,0.238207157006227,-0.0337166215275745,0.184446521583695,0.173830662188132,-0.196057188616798,-0.285198373930978,0.143804861717235,0.0162764976730376,0.145680504409547,0.0579789586913168,0.0080989202692256,-0.102808442121314,0.167148729686981,-0.01173997864892,0.0041850589703707
