group,AHR,ASCL1,CTCF,E2F4,E2F7,EGR1,ELK4,ESR1,ESRRA,ETV7,GLIS1,GMEB1,HINFP,HNF1B,HNF4A,HOXA1,HOXC6,IRF1,KLF3,MAF,MAFF,MAFK,MNT,MYOD1,ONECUT1,OTX2,PAX6,POU2F2,PPARG,RBPJ,REST,RUNX1,SP1,SP2,SP4,SPI1,SREBF1,SRF,TAL1,TCF12,TCF4,TCF7L2,TP63,VDR,YY1
progressive,0.551296748321903,0.561532526317236,-0.166901766744741,0.525363570444478,-0.101679840259824,-0.0908836109487858,0.52024329992564,-0.339422335773565,-0.564755518302737,-0.54066087476975,-0.0510788660874576,0.278217241664666,0.11701366124306,0.47252079100929,0.122743601181815,0.48474593302326,-0.513089210326296,-0.0851219173944099,0.493895737364364,-0.344213956370729,-0.520564011443409,-0.46365359384721,-0.566409881676575,-0.466975022041135,-0.47575807212182,0.395908842601228,-0.490761655502601,-0.452130206738458,-0.56494445231568,-0.0387616385881882,0.558004699621776,-0.495815243428635,-0.510988708652987,-0.398495174593534,0.51656146819442,0.620692687580161,0.497688706750257,0.490167862890494,0.608886693292385,0.0337413919585556,0.493501992530667,0.412695391499111,0.0933762697750108,-0.52555091677664,0.567794339317638
progressive,0.0276886735956342,0.0202902600108808,0.0389561178374843,-0.269635995297432,0.0025842762022592,-0.0447921518668148,0.126080190626563,-0.0607585486090013,-0.260716550576492,0.0452971932731992,-0.407645204873624,-0.0224403778111604,0.136529526859241,-0.0796843107850893,0.0842178696084811,-0.142501419980347,-0.117382255294388,0.488903709048204,-0.407470950821129,-0.220709001507003,-0.463896775785885,-0.305275379220474,0.327786640036039,-0.191906874050509,0.0115716504690875,0.252479354772948,-0.114068474838462,-0.122890455428346,-0.417043109874297,0.228718781004748,0.201012386658012,-0.140968575010093,-0.172919089245567,-0.189827639254635,-0.0666536518086692,0.22821669305688,0.0072625544929775,0.207353462093727,0.209264349754141,-0.281892848142433,0.326599349712259,0.185031222623242,0.330099198054747,-0.0813323406375014,-0.0530825099236623
progressive,0.315960408492832,0.0436592348405225,0.452992094633532,0.105377177081465,-0.263678674579595,-0.335950456333774,0.309488219935437,-0.25380582133238,-0.10909753503289,-0.236838688135729,-0.159853640283024,0.220807015822297,0.0605420257014737,0.0048408843571504,-0.162566766366379,0.233597946266717,-0.383716408641831,0.180009934715201,0.15021354750154,-0.300559970372059,-0.287397689842543,0.434592208390054,-0.315644677111494,-0.366777008607054,-0.318445726460791,0.243520475397289,0.0341177319257009,-0.0633625796920887,-0.401766963711701,-0.101891103395874,-0.0845216107820313,0.0265612834050306,-0.0625622036879987,-0.256484128583382,0.0422922337681396,0.182685880076043,0.172142554783518,-0.313733755592353,0.130493059898815,0.365974727852835,0.0259831536459602,0.254873471874533,-0.530070170482524,-0.0850594360283779,-0.160290666152559
progressive,0.102555210988582,-0.0621754008579877,-0.0567092945618703,0.406821939384871,-0.246195378790082,-0.342605894976573,0.257028404723696,-0.182441121448149,-0.100073376508669,-0.14262282704614,0.14411062692545,-0.187338123965295,-0.0756273881820667,0.127505804665871,-0.0620984363469269,0.22719761064083,0.18644490203411,0.129320974718989,0.0299012545507389,-0.465193558984936,0.0857428013505781,-0.235651782778345,-0.315832543195779,0.0015810244983415,-0.101425133484625,-0.36231477184774,-0.208106075868947,-0.207387379096646,-0.0139967009410941,-0.159006511837318,0.210912028501074,-0.101949792968476,0.262274457558611,0.150466161127559,-0.0166915428354219,-0.0911557912939915,-0.0693032901887006,-0.0711363463605864,0.266819699739994,0.169750649180693,0.26636279070602,0.297135587043983,-0.091385600819976,-0.0749910759568171,0.333093731813771
progressive,0.179047133391138,-0.197514728922827,0.439364336159743,-0.0916422805664989,-0.302691480187207,-0.492363805528084,0.118394996011377,-0.460994191200283,-0.206179319977078,0.121999971851467,-0.056541200018254,0.330139892724033,-0.276002009932506,0.0146096389308911,-0.471745873530376,0.203523021989643,-0.0474338926327634,0.340195877962179,0.0430699745105492,-0.120988048808635,-0.0614743248520613,0.0535054308897571,-0.270689413957636,-0.350062127629794,0.312937200995884,0.0586915364842726,0.0307371624260307,-0.173924272986799,-0.289662971010742,-0.0387060563883349,0.160579537859448,-0.0737438917464028,-0.291497081525875,-0.46997500820542,0.206495545927963,0.109793650147303,-0.143440091321476,0.291560326716052,-0.459413061445858,-0.560795101299617,-0.327357104356244,-0.0968283861610143,-0.153685812130153,-0.0875945883951697,-0.0465484599702851
stable,0.164704132229337,-0.319127068325794,0.119687134449754,0.262965194186072,0.460303509540202,-0.342266370709838,0.183584230444865,-0.138037336534265,-0.177123635882913,0.289208274841524,0.212174246297739,0.335784277504856,0.452024412389198,-0.188345776145584,-0.11465690617746,-0.106250028359433,-0.053975926433533,-0.231960719228796,-0.26422362179779,0.179216473268938,-0.291422534140999,0.0799718736267381,-0.296941478044985,0.124174345353501,-0.19840517289791,0.136117396685846,-0.0259998835644641,0.132028415341132,0.150078595282892,-0.0826655627590377,-0.240708244559619,-0.134925887385532,-0.361534050095481,-0.144744711294376,0.228618790496219,-0.210818267331616,-0.292472737806376,0.109549464468932,0.250929638129141,0.337801465909891,0.106848154925606,-0.0309838847076141,-0.0564932863199496,0.299082662144678,0.307561050707243
stable,0.309700030458667,0.323630426971505,0.436279291126879,-0.0657827559465226,0.190400259029176,-0.112825581692534,0.370892644838979,-0.224619256438818,-0.36517347885031,-0.242490569784185,-0.574204705126953,0.50949213206486,-0.0019248321089076,-0.249242530165251,-0.263106599724732,0.233821687140307,-0.296039186066921,-0.202084027743168,-0.27662811507135,-0.211138717953437,-0.32310644789844,-0.324591646902891,-0.434008625112825,-0.368545002517799,-0.371403543727525,0.4525987312529,-0.0087044190743857,0.12881485326714,-0.199148355887855,0.293368243255813,0.374768315087372,-0.450645153605743,-0.327135955007239,-0.381513060145414,0.120425130313514,-0.194149526078499,-0.215472078906153,0.102489843676311,0.013190112087519,0.314568251345907,0.154140405573019,0.466451804197078,-0.140557965119157,0.178313898441224,0.227929507737527
stable,0.146705643538969,0.353548413418107,0.290724969580601,-0.143775483311888,0.124380815886245,-0.0323575809982985,0.0613339979537117,-0.249285952618864,-0.138392209252843,-0.273914091451502,0.0209541923638925,0.208632191121445,-0.155440107233448,-0.0339730997949107,-0.333095159087369,0.122115620310867,-0.14679443346968,-0.223068083156518,-0.140231911638511,-0.150488987343547,-0.301291688315688,0.27944557230294,-0.300786957224801,-0.269940262137848,-0.304465529373708,0.231827109212659,-0.0678157091524487,0.0689616751558065,-0.298230020001599,0.16650892042173,0.161356329032369,-0.252982634305606,-0.244126723378471,-0.207055204240583,0.218449919724685,-0.293179818042626,-0.162282251430416,-0.272489312576374,-0.266989078194431,0.263392704382004,0.22625737398628,0.221428441437861,0.140783362099036,-0.244194651491651,0.0290902318158016
stable,-0.0158195778345647,0.0050655840207084,0.415878161900073,-0.197642941153203,0.0894692447203047,0.0870696654892585,0.179375243690372,-0.289597804051879,-0.0520091770926429,0.0193914513885646,-0.338967761033506,0.147931452187531,-0.150465720088342,0.198470314410324,-0.154249247266256,0.102338244220243,0.258903108949381,-0.0318656775228233,-0.274087069960888,-0.295058598739143,-0.248522460758288,-0.326773626110233,0.219705426291502,-0.127173982188009,0.283974552089234,0.250335838165248,0.252176984177825,-0.199245976838876,0.363296557960934,0.0658005534649829,0.325260127778892,-0.245935935402813,-0.271686725453309,0.0010659208849014,0.385531995595634,0.092740473922153,-0.294784848390856,-0.151637686435638,-0.0043526742678425,0.231634994184881,0.296650264602043,-0.0133829373542895,-0.213366531445517,0.262613934856685,0.0456721407753803
stable,0.110385841504079,0.285671989645184,0.255353119701769,-0.170251262845079,-0.15752415225298,0.124727582219388,0.0708364963697241,0.004118056422702,-0.126015045928974,-0.126614821450266,-0.0957348540105965,0.228242219348792,-0.0461695859016147,0.150207529612899,-0.0096837887412717,0.269353855077063,0.150792312963936,0.0433884939636619,-0.20609213055123,-0.0800283822466913,-0.291962313955754,-0.342017710707708,0.101404023432823,-0.222319868542484,-0.157923618185886,0.280635507549958,0.00817827322998,-0.0904910541527231,-0.227385891422889,0.323097946689369,0.191318633074771,-0.0259686566594179,-0.0987677079555641,-0.139947207649785,0.261403391866115,0.341154197185411,0.129853662491882,0.145466810213722,0.0266558125813121,0.284644538071807,0.34089320922747,0.209519393898307,0.0669771214172317,-0.239798698706018,-0.217404920608502
