group,ARID3A,BACH1,CLOCK,DUX4,E2F3,E2F7,EBF1,EHF,ETV1,ETV6,FOS,FOXM1,FOXP1,GATA1,GATA4,GLIS1,HEY1,HOXA4,HSF1,IRF3,JUN,KLF5,MAF,MAFF,NANOG,NFATC1,POU2F2,PPARG,RBPJ,REST,RXRG,STAT2,STAT5A,TBX21,TCF3,TFAP4,TFDP1,THAP1,TP73
progressive,-0.322885973111248,0.066224820799231,-0.42655439687372,-0.218695146736936,-0.0991124397719333,-0.195845573102665,0.221986283191532,-0.0015656247973045,0.222271230070718,0.255203174113516,0.36915659717638,0.0178725014778247,-0.330255016014638,-0.0870021974065339,0.258222027994669,-0.14727162843078,-0.125083764771507,-0.012754538920003,0.142520930739465,0.198759946461449,0.0903408250076616,-0.260873617009315,0.0063938913612873,-0.170915887250336,0.287307189168457,-0.244110825322097,-0.21108231594802,-0.294823454626093,-0.0175036535731008,0.238188679349684,-0.272816057323638,-0.110750936748458,0.249679953771963,-0.283194455878875,0.18200506996532,-0.069751829948265,-0.046232631147907,0.165690278093711,-0.0881783948022844
progressive,-0.357969027531688,0.634431215981544,-0.612857170129074,-0.201170058878813,0.552634024732854,-0.127878133123892,0.61269293051954,0.576853501438902,0.512163625233368,0.436677927551089,-0.616408851685265,-0.0002932850170264,0.545416280463832,0.0040444003847953,-0.0438959684983555,-0.46724702487576,-0.385417572275198,0.565828917648876,0.514545099571623,-0.100549835237364,-0.354910064804102,0.371023143639538,-0.523150081971181,-0.545474937467237,-0.526393814259493,0.549041283274279,-0.510650274545511,-0.501329676704409,0.58236432690883,0.646177280913455,0.546812317144878,0.504165742819056,0.375964996176434,-0.51904702458298,-0.114281439734544,0.208719215217075,0.500998264635169,-0.509849606449029,0.536550274399121
progressive,-0.125523026428907,0.340331616409352,-0.285837697981644,0.178780053705176,0.118107616232468,-0.361051426960387,0.234459716225448,0.14432954119723,0.340178099121034,0.398262053966872,0.40589681806759,0.144216286995437,0.0865270473985898,-0.244379962296222,0.208201409870594,-0.0848573851507835,-0.480659737478309,0.144495540803487,0.137262418115983,-0.0029092934202556,0.0254466512420033,-0.0553378448991339,-0.266363988097112,-0.239512619416739,-0.100806514674673,0.0433752176113456,-0.0514144392579834,-0.35517606079559,0.0662909266677126,0.0367311233295384,0.270805486044449,-0.21949775538251,0.379574958447617,-0.0758797824195305,0.180394991644455,-0.0357088671573049,0.206962463703397,-0.171510701850969,0.175539446077659
progressive,-0.300340844772337,0.395842164171391,-0.281482503057339,0.142225109390507,0.0666780369472324,-0.531298001170475,0.142456852198341,-0.209810083728208,0.152828425759189,0.123332114545366,-0.256433704515341,0.0895767170548721,0.249438103867669,-0.162339085618041,0.0107879525777261,0.234811234216259,-0.0515746867563525,0.127141793040492,0.218968797734042,-0.16047647987284,-0.111652385321609,-0.0066994246759789,-0.280411504753849,0.0290046699299153,0.338430049351374,-0.0536181385244883,-0.102298747458719,0.0574094075442252,-0.120360608635581,0.171361894379094,0.301532587576171,-0.0035205414404926,-0.177807376585742,-0.0050192893191889,0.026979627637168,-0.222959863707261,-0.0724602365847317,-0.234116547247918,0.0052174619071957
progressive,-0.636900414153659,-0.408399344400092,0.119685154914166,0.614914905820613,0.179713003508887,0.255612412894598,0.144202702128265,0.199598772282035,-0.166867537965983,0.593423453854602,-0.128145870199636,0.528269770451895,0.174340140517384,-0.554763543134133,-0.575884452824868,-0.541115235994798,-0.502146540044933,0.387340191755236,0.022356050608322,0.650116421971838,-0.507395888944678,-0.19157035631772,0.621214124500306,-0.429705525228465,0.172363915049245,0.414760320125664,0.232144735460448,0.162606301800309,0.200586885016104,0.177057450536075,0.551119877427252,0.536977513920883,0.554825300180013,-0.0780609059914888,0.517153502193614,0.512521723752663,-0.302238982533502,0.127898842016118,0.169646605030554
stable,0.0013255850842618,0.0981340541242963,-0.274740094970227,-0.0220448980709975,-0.273954300941899,0.155782674775789,0.103764113989351,0.201082307613076,-0.193660004913432,0.318109299667273,0.0708167817996056,-0.146763787186138,0.238350076416959,-0.159287250889355,0.0926732499260267,-0.208750412507336,0.246278991644735,0.344365009685664,0.135103266372415,0.30971181930028,0.29369311565017,-0.223334257767552,0.194284072441647,-0.189630896855054,0.0554893058444246,-0.215996482512412,-0.0421696076684278,-0.17545929856735,0.0698851227156196,0.0033782366968108,0.192702897246095,0.108710676103927,0.206419583283481,-0.0700610040490762,0.334519921539879,-0.0851179821429566,-0.0897020399795009,-0.355848444499264,-0.0094521158399543
stable,-0.0720524378089603,0.211265873505471,-0.206666203413695,0.0773353365503586,0.0546973258850421,-0.175049928923762,0.0641474715222533,0.223756263084016,0.113243449869441,0.373094887914008,0.30792118348562,-0.214026316473488,0.152531259338689,-0.153048777242143,-0.0422575915951673,-0.222339459369813,0.10630394558615,0.361489614564701,-0.0633767930030905,-0.0428198575775614,0.1734696537978,-0.124197076906117,-0.0029446861368684,-0.109232840554523,-0.002263696821654,-0.176194653507433,-0.0503550248132918,0.0643005184462532,0.286627391212327,0.0520648724611875,0.0117150779537109,-0.0717651080389282,0.185380210201614,-0.031915920599207,0.220970685517734,0.0692289846038173,0.175776554329836,0.0421004907037053,-0.0080426853527784
stable,0.0847366821338271,0.146158798814918,-0.0735476982408897,0.179398890877696,0.0348422438135316,-0.0576941846768624,0.0725490312924461,0.150888871794545,-0.0295144529163394,0.271772827547351,0.0795886142310673,0.0695283185353806,0.0836194350653456,0.0957399677059709,0.139205371744762,-0.0754940102619092,-0.0037413185880922,0.276759353196739,-0.0832942661424294,0.0526694447309778,-0.0739238427193144,-0.199381401277729,-0.052652051436027,-0.117084342992422,0.101484016512819,-0.184904412993867,0.17889531909059,-0.0653321340180808,0.169306865735828,0.0902775466842123,0.0248148124128321,0.0289616657473818,-0.0500125783969191,-0.20099360454647,0.106580182452883,-0.0177779855355945,-0.0063373894504518,-0.0817200687285677,0.139606876619952
stable,0.274880241996708,0.254537268171556,-0.220435026429782,-0.0801704589522617,-0.127931169308013,-0.135123585568435,0.0643841137973486,0.0783622695200363,0.086340637624593,0.282940054198007,-0.0064112488492056,0.0308308857330842,-0.200535482546575,0.0109048099945971,0.0202157514043389,-0.0830003422870182,-0.0086113268323806,0.358428945538565,0.0424343316710362,0.113971498894332,0.0836155768656177,-0.237993786507136,-0.167210493679992,-0.188645840530349,-0.153704691970991,-0.16332792636584,-0.0180095841429028,0.204085966721272,0.378968189850527,0.17272607493925,-0.118022608731784,0.194681402658265,-0.136785849796616,-0.106921202039042,-0.0849448880574486,0.0859163454143252,0.271767750908367,0.0578244387905275,0.0911890079658081
stable,0.0413605471358382,0.320372009052283,-0.371640719682711,0.256867343560492,-0.331727275376384,-0.290176634506777,-0.161915215948069,0.127630497192678,0.0369979706475025,0.241079544847879,-0.0308808720597885,0.0305445388563062,0.242368104406138,-0.0458865884160415,-0.0773367749498719,0.115030261921482,0.0567977753889028,0.25714382755792,0.07109567161951,0.190740298539382,0.351791963388047,0.0737240272810059,-0.119185255701005,-0.201555252207353,0.0782652725445388,-0.0110223606081906,-0.316662852309933,-0.250288237225011,0.249919211063155,-0.148155698919064,0.207876681784901,0.0672764837376888,-0.0905767200167687,0.0594142666703438,0.111822397207526,0.0184777612660975,0.0341326789220953,0.0894221840109817,0.0741261858227188
