group,AHR,ASCL1,ASCL2,ATF2,ATF3,BACH1,CLOCK,DUX4,E2F7,EBF1,ELF1,ESR2,ETV1,ETV6,ETV7,FOS,FOXK1,FOXP1,FOXP2,FOXP3,GATA3,GATA4,GLIS1,GMEB1,GTF2I,HES1,HIF1A,HINFP,HNF4G,HOXA4,IRF1,IRF2,IRF3,JUNB,KLF10,KLF9,MAFF,MAFK,MITF,MNT,MYC,NFAT5,NKX2-1,NRF1,PPARG,RARA,RFX5,RUNX1,RXRG,SMAD3,SPDEF,STAT5A,TBX21,TCF7L2,TFDP1,YY1,ZNF263,ZNF76
progressive,0.283614736104745,0.0670040596299037,-0.076997624382521,0.149741404808846,0.147238199764838,0.0681000141459663,-0.243510502986222,-0.141768054896233,-0.19262162813643,0.0648410337329018,0.109609893173817,0.354742665582791,0.262239611494981,0.202595937465632,-0.155339919166887,0.265070158737051,0.228988704493739,-0.371920107887988,0.126782521623161,-0.16751736985854,-0.319487589927724,0.209978787726838,-0.0482653234094373,0.114386842799466,-0.37511008970048,0.127352161232534,0.262238006876363,-0.0497816880034038,0.186461497262105,0.21366299207366,0.104349953344164,-0.0544029896231112,0.100928906450686,0.16354914801634,-0.0955117139964739,0.304015857213412,-0.143032494367181,-0.244222953652593,-0.0609369966354198,-0.211599452530971,0.15962746011406,-0.33545835903222,-0.038204364674866,0.120924059049011,-0.21443962748475,0.0517858566572283,-0.177581537830347,-0.263775231512363,-0.300211306470243,-0.0380086012034756,-0.420069898756933,0.290450411417229,-0.0414858097485818,0.210365500813765,-0.0451315032485732,0.189086653321077,0.28110190334903,-0.327029297432108
progressive,-0.0195072872457067,0.105608005427063,-0.0802977852960229,-0.300895801324327,-0.0513816274461131,0.251785795239191,-0.319647871481562,0.0733217286329446,-0.078763470736835,0.304322636176366,0.0978707615799518,-0.143998704932347,0.243517212887147,0.284209384231213,-0.0182714774645709,-0.282313878890582,0.212505551495311,0.252887277870203,-0.0508293936067167,0.317107595820338,0.193266918549851,0.0786052632044673,-0.289964556352058,0.0342773036637261,0.154586669409856,0.113315398796369,-0.216186115408694,0.303331600313233,0.034477301865021,0.321220991661897,0.365811635407324,0.0790948110404728,-0.124369030727639,0.0997752220639244,0.190750523270872,0.173114860983552,-0.333898489585771,-0.129407791381159,0.200732523048935,0.104470702222684,0.182168510901873,0.108933348654564,0.206929482241297,-0.0375280206967138,-0.384623406520169,0.321322483286435,0.118309383733181,-0.270030407273737,0.281779555337869,-0.165398512470905,-0.0838320818681601,0.0615188497087634,-0.318626985140624,0.0523965436914903,0.16371196047491,0.0080984346285542,0.015907319622398,0.175470063682383
progressive,0.0726256756878528,0.0666765450416712,-0.1776547021644,0.115211948163926,-0.204681318649492,0.206114235987977,-0.140674184176386,0.119449515109914,-0.234442846092378,0.22779733071977,-0.0072706973229778,-0.149752615182802,0.314622797258929,0.32389017762345,-0.245394125875053,0.173824008224446,0.162483424951906,0.0094872304944859,-0.152500395040597,0.0959112181773122,-0.137625410765263,0.0080188658865354,-0.0432709441917192,0.106459554977307,-0.168002256570494,0.0778763410070095,-0.0748326535084617,0.199820419175888,0.10925087332912,0.13149819611966,0.0025890377380173,-0.0870299048128349,-0.002120594366108,-0.0371856497952227,-0.220804894462093,-0.153096910938269,-0.0866526225708761,0.128023901356392,0.0331653129636304,-0.105180447964588,0.0352393635237452,-0.0130842806930963,0.0570756521070526,-0.0768801186164776,-0.239895175551078,0.15815269333465,0.153134592926896,-0.045025584030241,0.205832353136448,-0.0844148210376889,0.100951665776685,0.196567901024622,-0.124839349491362,0.0949320258879799,0.189790614280742,0.0259113375047263,-0.0134043078889408,-0.0950039221975689
progressive,0.107411348363287,-0.186127438813362,-0.0099834483032589,0.144177982426433,0.0357454446867056,0.165883572530799,-0.0785961429525751,0.170418133152185,-0.403796707741962,0.243345121200206,0.0951483523916358,-0.252916386284785,0.0754497020067989,0.103779120052637,-0.123561188469826,-0.116387782903446,-0.0422656816076096,0.0746122503878919,0.206057260738834,-0.0479980815562998,0.0031197253667876,-0.0815512131182495,0.0384775215502101,-0.311538544824171,0.0350034058499006,-0.133856500266584,0.0389355029042998,0.124978204588015,0.0869150471200769,0.075318304975447,-0.0249861541609826,0.240658842472111,-0.092643630557483,0.334950660688419,0.0050029010775328,-0.146572570649245,-0.0067017938148467,-0.0270181738118071,0.0305479015336846,0.0636092483558855,0.0154454211666771,0.0269222158138073,-0.295088290757985,-0.125835829195138,0.0409489852146016,0.194599548648124,0.110533799809563,-0.0756203545827871,0.0690254230838946,0.0243984114232341,0.175656022281638,-0.10377584875725,-0.136407565452043,-0.0053801904787592,0.0459895061890776,0.115136512418165,0.0807099449880584,-0.0124712684445823
progressive,0.311394390194996,0.0889968573151993,-0.0950519234401172,0.143933967677736,-0.220442251110292,-0.385001287776029,-0.0130562363318542,0.447507230794712,0.0129931627263863,0.115676992428119,0.153268861286984,-0.268378191265892,-0.362105568991183,0.274811699023617,-0.174398519118729,0.0184805664020931,0.461698792024989,0.299095037128756,0.122362794607716,-0.0900691086081536,-0.0672364634287757,-0.163171417345443,-0.426125278541096,0.0165883582380563,0.0047935940155599,-0.0643350775772525,0.394588475807149,0.157557866458801,-0.318647854823804,-0.0642720039717846,0.061055250092922,-0.408086227377278,0.385379729408836,-0.134725221279423,0.33315478408142,-0.127660977467019,-0.114604741135165,-0.396922199209461,0.307042311417711,0.341732794425053,0.522627894906975,-0.092781273643273,-0.341165131975842,0.194329778446583,0.0534864174367747,-0.160774620337663,0.0700117020693631,-0.210350474235429,0.246239355746661,-0.319530885300354,0.207259867567502,0.385632023830708,-0.0708316589404457,0.382541417162781,-0.150619769857332,0.0444038182493978,-0.112901753787531,0.0543694479133252
stable,-0.0429714224206087,-0.0140503422532366,-0.260748942793025,-0.0653049660776314,-0.144301348113562,-0.0403557821724889,-0.0802677730570307,-0.146697596260548,0.0982832673346418,0.0687166818562031,-0.0134957308750802,-0.0296500709682506,-0.0712638067788408,0.280260738205661,0.0143790727559596,0.103036728797393,-0.0269382231452742,0.135994133135595,0.03762732921843,-0.0161799886341041,-0.0265487434091446,0.054956392923445,-0.11881686587503,0.128974965402522,0.123068750193666,0.124077729050952,0.199718188548747,0.230800132743422,0.151067760205203,0.202736694823285,0.163428159948638,0.265196920936569,0.133273957200722,-0.0846869349115571,-0.184054236295977,0.102362151733754,-0.103553889218369,0.206002081077486,-0.0811853981470067,-0.093856492666173,0.165664998837232,0.0965511222455346,0.0051759981829124,-0.26739968098691,-0.185266768513979,0.0344655078894726,0.211806008678873,-0.272710461741502,0.0923160474288247,0.0196809633788332,0.0501082566671681,-0.0324646151403835,-0.0027787281817057,-0.128627228411298,0.0644320471098007,0.221763364944755,-0.112610634267046,-0.222169654182812
stable,0.102118694447278,0.285731167196983,-0.112354071761604,-0.0256169228447367,0.0214775804374675,0.143611982925207,-0.0510677442894655,0.0031266053772889,-0.0345606787610275,0.0614951775708994,0.314600318655546,-0.117055645681226,0.153918647217948,0.349484744430023,-0.303619931738686,0.164754346231336,0.193970302380606,0.0286789745551359,-0.300273084439067,-0.0558328931969768,-0.087366400367192,-0.123683299021493,-0.127234964262389,0.125112248656914,0.0017568462478335,0.353925089350764,0.144390776526847,-0.0239405631579252,-0.055316581303339,0.285368625347944,-0.0715177509233013,0.162649285995034,-0.0887744062719968,0.0071470578595465,-0.0012247580487036,0.0102286048556407,-0.0394059619051206,-0.0002501503525927,-0.140883817342705,-0.0777126324094342,0.130897611701971,0.0929999115784924,0.0265625616424253,-0.17339064035275,0.0907534909473216,-0.0084033685192344,0.378378402010764,-0.193723871008216,-0.0401820152055585,0.02858044115334,0.0005091479633522,0.0544939037353052,0.0785544529387228,0.168909934710018,0.132795426873073,0.345759500681553,-0.123155086391206,-0.172155077687878
stable,0.092360229692104,0.148157268930214,-0.0323476414035583,0.138441591187611,-0.199936969775381,0.128253816816847,-0.124557975312537,0.195176957378696,0.0009258903898785,0.0449789657705211,0.0054656582937008,0.171664837028757,-0.100387444540133,0.104637088545622,0.0106373678592855,0.0006290789057289,0.139865788849005,0.119868405486444,0.0858444092384197,0.145379550830152,-0.178859107197139,0.0985477483452714,-0.063226102331657,0.129708190742658,-0.0886598124711838,0.126907124755274,-0.101691312587272,-0.0224606441380062,0.166992021365022,0.213076034429642,-0.0502179266376769,0.208450524636099,-0.012212212190633,-0.178680138014626,0.0236144990759528,-0.0994056834771772,-0.180238697487882,0.0113296385846694,-0.0585252692031368,-0.12695945218113,0.114102298600518,-0.102655545135827,-0.141385325672396,0.0358636689776725,-0.0927731705173126,0.10891775356321,0.205575660552608,-0.247415027702191,0.059375132301637,-0.0777512336755554,-0.179863793773576,0.0209574156379201,-0.095157259662785,0.121558088572114,-0.11345092774207,0.185601343494808,-0.0673341807047734,-0.0903091588550394
stable,-0.194472249894546,0.207894783761292,-0.133763801127247,0.0026469819570401,-0.003711881372699,0.18235655758163,-0.137445259963139,0.0334287259533856,-0.117171349552596,0.0933446399800047,-0.0049729231802093,0.0079438221836913,-0.0014338418165753,0.223925579992779,0.109699685140153,0.0176873310174906,0.0051540202447671,-0.0814422373069595,0.0793903201698683,0.0458607020216893,-0.007393008326371,-0.0369606165355925,-0.0575404117253058,-0.0861371538144543,-0.0587572025701875,0.223024409138846,-0.0626494066155983,-0.061035020871498,0.0526892893197318,0.161828204135973,0.158298857984117,-0.0201199170605949,0.178780416036795,-0.0303670018491083,-0.122928178535772,0.0076434687748493,-0.0841131147838192,-0.163283507669423,0.0549560448803852,0.099912146598538,0.102779387722062,0.0502890064793464,-0.105719089796891,-0.305300334581729,0.212706190927907,-0.0573890734331158,0.0495216947873654,-0.177590065142084,-0.0414787504473858,0.0147193083265794,-0.0717273809714624,0.0778982883374363,-0.119369737375988,-0.155396547972709,0.194706779996478,0.161182140081594,0.0416152646670952,-0.210923098388785
stable,-0.0395269082918581,0.200430391301778,0.172254574248285,0.186962727698596,-0.228707701350418,0.195534541207538,-0.234191547931988,0.257376471583341,-0.0929093572115996,-0.133279741268953,-0.109529932509569,-0.0569620253417015,0.0955926958432265,0.299879910539586,-0.158388373720646,-0.113682904043565,0.0179435673944641,0.176810472077225,-0.150195658495431,0.129400791863955,-0.186419162390076,-0.112824737323786,0.0269978533410612,0.137368484667449,-0.189778732813729,0.179037316178163,0.0138598404193814,0.136058571103427,0.154018083558029,0.150431430395896,0.269371994072446,0.0911585358610689,0.128096969671221,-0.21139763656997,0.0287632760668867,-0.0861983680523411,-0.232430156260691,-0.178792765536723,-0.104409059993609,-0.0280301616165033,0.145906616476325,0.0896867530629508,-0.109939845965697,-0.161919398330276,-0.285746585465143,0.185231255409806,-0.0694896470286657,-0.213517075462452,0.224588232358509,-0.120026708924705,-0.18305430680604,-0.201583183318149,0.0302322819163291,0.112428977348005,0.0474623526591188,-0.0530356886512379,-0.18526341426705,0.0051593914814615
