group,ARID3A,BACH1,CLOCK,DUX4,E2F7,EBF1,EHF,ESR2,ETV6,FOS,FOXM1,FOXP1,GATA1,GATA4,GLIS1,HEY1,HNF1B,IRF2,IRF3,JUN,KLF1,MAF,MAFF,MYC,MYOD1,NANOG,NFATC1,NKX2-1,PPARG,RBPJ,REST,RXRG,SPDEF,STAT1,STAT4,STAT5A,TEAD4,THAP1,ZNF384,ZNF76
progressive,-0.429447271522685,-0.0131135586453704,-0.302848618473037,-0.211368838757331,-0.18446711985049,0.0748744450996743,-0.0039921846811953,0.490261181999458,0.284259068305424,0.447001165688115,0.0241478874270321,-0.354932297237224,-0.199599732628555,0.271262693978343,-0.0931251108873683,-0.182254869949804,0.492300822566447,-0.0625130830919746,-0.005054761405147,0.168468293260202,-0.498625608610356,-0.064212255707176,-0.222404751110862,0.214198681686842,-0.501854511650799,0.419942673166265,-0.356078803270221,-0.0543244329585112,-0.353410484671326,-0.0544764558579141,0.305680044974416,-0.190557537257819,-0.452158859264733,-0.0411855371632403,0.136705008716205,0.288053306503021,0.478982983150004,0.239127270045183,0.0523766395599114,-0.494837704700233
progressive,-0.282602126259914,0.501346561553339,-0.536063568008095,-0.193134443043513,-0.164407580318079,0.550682336217677,0.501035461487044,-0.392074130720344,0.45442327985593,-0.534402411050331,0.007114212836785,0.558677020940203,0.0649553459173789,-0.0284685909722833,-0.560399810929969,-0.450364304462665,-0.176021004490999,0.367855284049902,-0.0857256777020025,-0.24849851521889,-0.328019801032706,-0.446604689510552,-0.493651237271965,0.149201830851337,-0.0835215630813649,-0.51508485787718,0.459973187642382,0.0346436337976116,-0.567839798364478,0.501017852049329,0.479918810760695,0.391223007897461,0.14641660478611,-0.465314717082543,0.18513095360213,0.270583685019553,-0.342303989925706,-0.488253944612374,-0.0591148824086321,0.205731060822177
progressive,-0.0208410506225434,0.292395622225636,-0.302030397813774,0.191560683688066,-0.341432112574243,0.186901282956972,0.174529967485624,-0.164327549555127,0.343897273909008,0.322375798271982,0.136712765556666,0.107375420300761,-0.192316982065644,0.209777824896187,0.0037839271412706,-0.398138890050655,-0.0816142446322129,-0.0941103668392453,0.0721866177846426,0.0041708280218913,-0.188550253901364,-0.179550622835188,-0.267135499939859,0.229110997066996,-0.344444216597643,-0.0067991513330627,0.0312987135478479,-0.0457595525202193,-0.348329663364159,0.0620017793394767,0.0609517285230322,0.26275348978899,0.0239141881837596,0.164629140465807,0.183728908820553,0.337360901635895,0.297733393226173,-0.134216098131308,0.139938486962423,-0.217010070822408
progressive,-0.307632492685053,0.386016588229223,-0.228241855452975,0.105243977229857,-0.57863802164668,0.1791925754597,-0.196941603470072,-0.293709839127849,0.146983782889219,-0.281650289361979,0.139241695963246,0.209657381598365,-0.119833146557805,-0.04470907656656,0.250335959872951,-0.0600963322032625,0.0940702274647484,0.234738083086923,-0.153477844752993,-0.100506354976395,0.411914867958093,-0.208474871083901,0.0375853170249824,0.0420511351217318,-0.178828184628091,0.358073280014487,-0.16085283363464,-0.409801076269234,0.11027127124396,-0.105619196912332,0.161313601238948,0.233335746899898,0.176306686704163,-0.168793088531443,0.197128942590037,-0.116753421371783,0.125713212577531,-0.220261533807972,-0.112441372957317,-0.0097389270254888
progressive,-0.50973987734689,-0.360712319376046,0.191748378494269,0.651461555865903,0.236264711764331,0.0785691612235156,-0.0558466378436651,-0.360836147841331,0.565400772492628,-0.215461529596402,0.553575154057882,0.191500721563699,-0.47859701832764,-0.521936981177491,-0.421635924296408,-0.340156794138688,0.357864264674484,-0.503796111013196,0.460703805093916,-0.454140896433796,-0.189271809188564,0.489432009040103,-0.469062226500673,0.457360436531213,-0.246418645917724,0.0785072469908729,0.216204500388114,-0.509058820787821,0.242146563865382,0.40857202120881,0.103458682745859,0.588061381639835,0.0547940958887402,-0.0255086638487694,0.561624004301426,0.591466664435181,-0.0026623120036337,-0.213913673780336,-0.466214171799111,0.159305320589524
stable,-0.0291355155051837,-0.035696142345706,-0.261234219167051,-0.0406314837125801,0.152636864033625,0.0887841455167083,0.202639487559876,0.0159600019072443,0.211373676238001,0.0851083878317458,-0.227853669015485,0.20322288214782,-0.0843905492274958,0.116214492892815,-0.207627933308377,0.21561695246115,-0.194843141352743,0.350975600050974,0.300177415613588,0.243821709428936,0.0319310567605227,0.107610377293246,-0.118656892522365,0.231371620775479,-0.193077282501806,-0.0426198082227843,-0.303837849896094,-0.0110966051709194,-0.260355007550703,0.155753694333909,0.100737052561287,0.13689736839976,-0.0001149506387544,0.103778119940574,-0.0964781012510347,0.177983680841643,-0.170040631896239,-0.258410392417997,0.045884597277934,-0.228012479753729
stable,-0.0497425743758309,0.136089325992754,-0.180491931425329,0.0329539379129592,-0.132050453488465,-0.01625205923894,0.186524456199545,-0.203572632102889,0.330548527497255,0.190627296156345,-0.21856361318837,0.103627350323261,-0.127266143847366,-0.0280143449632284,-0.192956545785823,0.0707461483481513,-0.247674443723445,0.0937238289799096,-0.0330008319270585,0.184080714100718,-0.144600241902574,0.0689108696019529,-0.0188692396600952,0.116867029257809,-0.234942139480161,0.0394543212528838,-0.162141770646178,0.0415451221599279,-0.0265909532617916,0.206277845026624,0.0441943635627161,-0.112554170557469,-0.114941902507661,-0.11408861686396,0.029470763338516,0.193527772046531,0.25278847931541,0.0620510169908521,-0.110314382655054,-0.26033853146846
stable,0.101390117926371,0.0898148220349896,-0.0056711557360151,0.0956494837352813,-0.101076098468917,0.11685078798246,0.120751864278013,0.133082344657091,0.30846655404868,0.0730902694026312,0.0366568792165613,0.0809642858757705,0.0335650184872669,0.0474426451039555,-0.0400622267351542,0.0247163814058199,-0.0017236215135016,0.256289600696941,0.123439290920316,-0.0044303863258,-0.0745115901581013,-0.0037877337758409,-0.0866140190881375,0.0930031651788981,-0.137279121257443,0.0493571470930332,-0.199776080093238,-0.143262559489536,0.0017754756004726,0.0940160915754371,0.161817383063936,-0.034797404163903,-0.234779557354894,0.284782761442185,0.0263656609723912,-0.0720094625554839,0.0973469118712196,-0.0702244220876959,0.0896456419968818,-0.0535103375425689
stable,0.211707357014093,0.238513617750855,-0.182440919934174,-0.0614215032908662,-0.0913261587693769,0.0557478222390821,0.0269522697873775,0.0513134773240793,0.245784694392159,0.0020201907986792,0.0096235413897447,-0.109802831647668,0.0179439900826033,0.0315142366221805,-0.0263703007771376,-0.009078673039907,0.0033665857326331,-0.017886435099164,0.178092309096582,0.0496848562520506,0.0926937696235022,-0.102902544011206,-0.167336055168866,0.0445494067750762,0.0920773111430349,-0.0757109151244584,-0.215482594009105,-0.0752142449932665,0.176409397028833,0.347372830549054,0.0939502960956019,-0.0909890976376283,-0.0100942084187778,0.0467883935504974,0.0103552186366813,0.0025923678457632,0.0404658317402404,0.0296200357494422,-0.223161777914834,-0.216061625430398
stable,0.102300365057383,0.313872366394527,-0.277753673966824,0.234757861986749,-0.206797631745658,-0.0911725175847485,0.0540886385511553,-0.0121016573155906,0.307441543356429,0.040273420841444,0.0505847005592543,0.169078360927843,-0.0403612370719735,0.0085524913252004,0.151655374412578,0.0923054173523516,0.311610262532349,0.104459606020273,0.10518290202724,0.301845854430512,-0.132343635003209,-0.133666070001835,-0.150130821296191,0.183595580528501,-0.225614238961451,0.045175379144621,-0.0911060834624541,-0.10320606892596,-0.162222095530416,0.176958591730753,-0.172047570229435,0.129817554496153,-0.157987118216632,0.248257715598046,-0.30239263805427,-0.210557099129802,0.0556255105776374,0.0254963602300107,-0.0350047109863159,-0.0241677657763377
stable,0.0807236668915696,0.243300910837287,-0.392921609667037,-0.0060955273973316,-0.373652899219718,0.081523176988944,0.323531971371345,-0.0594281942650329,0.344354795909,0.188069577587202,0.201237136034212,0.406316964534621,-0.354437713220083,0.0682795956823395,-0.155957358399875,0.118534878966342,-0.0813618778906651,0.202055425047978,-0.0745425003779414,-0.0930255807965235,-0.310204746775307,0.296748247030198,-0.281649726093387,0.164828173769393,-0.268270519279512,-0.0382625411039838,0.121017324706108,-0.143090353334528,-0.216222711314467,0.231652902388122,0.0992206273787888,0.192174902724667,-0.0494271965747285,-0.128225434860072,0.0365821456048727,0.227584046450605,0.0286078193743827,0.155458492403567,0.134163926971059,-0.0196039186408743
stable,0.0568173952982497,0.0759179800037769,-0.0566278635867284,0.0060228966105631,-0.38851894953944,-0.0303601723084915,0.0802210518246105,-0.251992940006989,0.0643214471358861,-0.0312446536289238,0.133661974780575,0.0147764538056357,0.0090624236879219,-0.138968862703169,0.0630859811644885,0.0524792250123196,0.0543745421275317,0.0846364387337529,0.292559745965549,-0.09859158845613,0.336411768257143,0.131731559200266,0.0588601259668672,-0.0182301427711335,-0.145869220941145,-0.0735734025353292,0.0698529652350979,0.167096772631522,0.0033483935702081,0.0920351951760997,0.260177902067498,-0.0275382557147311,-0.241505518636148,0.182420762492663,-0.0776939623376609,0.115824934818522,-0.152011452333036,-0.224974141575686,-0.0268082076407234,0.0569437497725971
