group,ATF3,BACH1,CLOCK,DUX4,E2F7,EBF1,EHF,FOS,FOXA1,FOXM1,FOXP1,GLIS1,GTF2B,HOXA4,HOXB13,IRF2,JUNB,JUND,KLF4,KLF5,MAF,MAFF,MXI1,MYC,NANOG,NKX2-1,PAX6,PBX3,PPARG,RBPJ,REST,RFX2,RXRG,SOX17,SP2,SRF,STAT2,TAL1,TBX21,TCF3,TFDP1,THAP1,YY1,ZNF263
progressive,0.117817051379352,-0.0001788295942867,-0.411566024592912,-0.0256565078104163,-0.137320555096079,0.21437870204308,-0.119214454315239,0.331402889469002,0.185737480827134,0.114539563859282,-0.376839849482872,-0.180679610178103,0.220697875228806,0.139056626467164,0.143930919833564,-0.210330506448518,0.125019294597043,0.14186725796675,0.280366822334897,-0.247107682923121,-0.0285636756396622,-0.211829193402408,0.10121913292909,0.285249028515203,0.30605656396372,0.105588588768256,-0.155558008587766,0.0153904230481309,-0.305698904775147,-0.0500501305213561,0.278144904189953,-0.0062194717305043,-0.292810513484249,-0.337138096988429,-0.345660197565723,0.231774232135117,-0.219132720638102,0.12194437511298,-0.127560890423809,0.220292739156794,-0.0152907215929091,0.291503316626896,0.359806726267753,0.307580571922111
progressive,-0.123975702246498,0.507198392522822,-0.577344816901769,-0.0540844624345983,-0.134300411166167,0.56108340035329,0.537632818588302,-0.535591342051913,0.005106624496916,0.101349337301517,0.437585802525516,-0.457469666663709,0.36828706021412,0.464095665939145,0.503373557173035,0.459150365019098,-0.101777578069208,0.0701141596635739,0.505775811890424,0.319945717116088,-0.452019862921452,-0.556349286661146,0.120978016872662,0.125811857866871,-0.522600394379976,-0.0781011432966023,-0.200475342398174,0.126131571864667,-0.495905742141933,0.506268582088863,0.567313423576409,-0.120323923097353,0.453465908801394,0.225503962060543,-0.467553856796045,0.334127526100918,0.508010876719057,0.467955699160248,-0.45020423939268,-0.0276977915705793,0.425058293492587,-0.466272067648916,0.0650456661939179,-0.348769840568813
progressive,-0.329554329439437,0.319078717706857,-0.262697625294896,0.140809743802504,-0.329885417714855,0.25910693034472,0.13655443782888,0.339906391686888,0.043264990821111,0.110429351442166,0.0701823458889364,-0.0080951539803234,0.130199475303497,0.136667564728132,-0.0714764963147475,-0.0613611104516769,-0.131666092898512,0.108117895773045,0.0493375545233429,-0.0409911934002279,-0.218627128347838,-0.240352818413123,-0.270417642260953,0.171241107933183,-0.0421577622456448,-0.0135947797684537,0.211035377657597,0.2335281548279,-0.309543344943921,0.142112110573385,0.0546398358752523,-0.201382617668334,0.251443058403308,0.0579997884680421,-0.0254089710520382,-0.246054581505432,-0.135588408664989,-0.0193878355837636,-0.0800579361995906,0.172560439935089,0.247986259446868,-0.161986155984399,-0.0386748687858801,-0.0747426456346536
progressive,-0.0201866519889063,0.345302239923728,-0.245273045757884,0.192129677316924,-0.456254930665832,0.208262649934087,-0.268752229522825,-0.246523579858943,0.275512151306339,-0.0007232526229498,0.146457032077093,0.179299522254115,0.162850938649542,0.197966585835372,-0.021101003545914,0.245190759531321,0.246782889743968,0.257802747822387,-0.0631308591900639,0.0517271791732678,-0.211859424205704,0.0202175093238675,-0.136365059474525,-0.0911552742591114,0.216170248035457,-0.347028626611294,-0.274287060972705,-0.0084500375685815,0.110454101171941,-0.029744846832322,0.112370504080057,-0.265393652222839,0.293285434887229,-0.372110767723954,-0.135136179643614,-0.0695286133053498,-0.105297136736147,0.142101275636783,-0.0250713139775866,0.0517390890218493,-0.0540084565333807,-0.269830612176205,0.192765230145774,0.140778741087482
progressive,-0.295926075735673,-0.341457916616089,0.102801876831766,0.531122436972773,0.125351567362773,0.0899516422277955,-0.0764836078832492,-0.0444815813214373,-0.279121922792019,0.469280682941164,0.279554382610422,-0.480771758115869,0.0666605920080985,0.0847621244069612,0.328484122064003,-0.539648073392715,-0.128131666195363,-0.0505360187790774,0.0391067235784303,-0.105273075794068,0.336330178769312,-0.258858091301142,-0.0059308775095249,0.465759224419883,0.237173320406942,-0.526736058814687,0.236987980484769,-0.0156303334365606,0.211534631173058,0.245019377112251,0.0779663272606304,-0.175825806167793,0.504309928231796,0.209619451977273,0.0774103074941125,0.261885310029962,0.365304986602304,-0.125536907284945,-0.0594941150174224,0.416520585096015,-0.194112678488828,-0.126587166843924,0.106632235223335,-0.0612857342650914
stable,-0.196777994288756,0.0754926818993656,-0.258370366097385,-0.113339805002088,0.1609073253688,0.118091544274463,0.1628140825585,0.114897073670045,0.163772027335042,-0.21276585225747,0.247888219336111,-0.256150148061262,0.164731577801848,0.375970820039859,0.0184988062984452,0.392103842444094,-0.146565902055572,0.20974334104487,0.0899335576533827,-0.229814419179686,0.23869544185764,-0.195000043565002,-0.459927446570843,0.274581515368577,0.044109816914473,-0.0984177239467757,0.266508255249564,0.292902140225426,-0.171429865275803,0.109924000030202,0.0062019284707838,-0.242766368457651,0.24668314879222,-0.102412079192273,-0.28217266698552,0.145366802672354,0.108913268186199,0.102363908484323,-0.085519916537434,0.385810489983846,-0.0679860799104396,-0.363079234680294,0.326975238893703,-0.15997707874933
stable,-0.149523095657743,0.157244354675308,-0.19746488118062,0.0149890822437021,-0.161827645064788,0.0071311750442263,0.206953845159715,0.230022921664992,0.113773793368437,-0.2615320011551,0.190945786569402,-0.23473267240243,0.12355106533032,0.292786963650606,-0.129808710793714,0.107168063578346,-0.0920803831689333,0.197397116648727,0.186472902971351,-0.158264527320602,0.0056139595909664,-0.11045456619462,-0.240628649760525,0.17057644747115,0.0553529716396659,0.0235194636645765,0.241095399198595,0.0787978402927675,-0.0079872618184433,0.283309075081907,0.0041627335167144,-0.118264389905064,-0.134364524903747,-0.16563426747654,-0.1572608713152,-0.0582171036400092,-0.189370878647361,0.172121216384417,-0.0184008874995308,0.267574351445696,0.221416247260318,0.149902129389097,0.32364105031621,-0.252651335761562
stable,-0.146674815194926,0.113697852502937,-0.0402039896524931,0.162417261519443,-0.106278210044976,0.102986181387856,0.14007259097386,0.113352496132812,0.0975522397022464,0.0679508502962155,0.14919566444297,-0.0280544715042528,0.140280156562793,0.346805834721021,0.10194763602394,0.216419283044835,-0.0602949223367495,0.112772937091264,0.231214319392794,-0.246295906874902,-0.0368714846641154,-0.10860528666774,-0.262949545075108,0.170622478056601,0.130257184785548,-0.169334340221213,-0.0937079833627621,0.116902194013612,-0.0361422627099089,0.119371458503296,0.13313324913277,-0.271574428731199,0.0185060609898761,-0.151057089687105,-0.125726219368084,-0.271801503495232,0.0187991383249465,-0.25481141880914,-0.142995056146794,0.154439536312333,0.0392052957708102,-0.0591108565777834,0.246038353364005,0.0440946699602458
stable,-0.0655524192696323,0.270751745940048,-0.27916370605041,-0.103747000781195,-0.116870375944969,0.0983173245517999,0.116830810710698,-0.0199650085172622,0.0596405689214939,0.0646982884704694,-0.248868910517666,-0.114369614008555,0.130818316677901,0.393485493951605,-0.073310139970454,0.0194808778759449,-0.108129937433606,0.164645939804739,-0.0025034793288776,-0.270256528337479,-0.178242032561483,-0.178932467638638,-0.402202888974876,-0.0485657815881888,-0.114239722648794,-0.0603955692435842,0.357562978626718,-0.0524660006433636,0.216370309696933,0.344303733839764,0.19988769396964,-0.492876405917929,-0.142930821845211,-0.287076752904451,0.0016171746029455,-0.189596167840047,0.152461369389294,-0.334879381993159,-0.076949706740519,-0.0808545997107313,0.235346513444536,0.0995273250679976,0.29249718999947,0.0564640458272285
stable,-0.34048012616788,0.372996739528162,-0.44028837799383,0.264316494717397,-0.336291354862227,-0.137391575827792,0.204298231788713,-0.110070117751229,0.211138040766836,0.0132485992049242,0.296854281236885,0.105585010072113,0.329907515578226,0.333696281100191,0.0320309485300112,-0.0215864311607871,-0.30321914374749,0.336179690607656,-0.419110562449105,0.032778598259679,-0.0523856465286429,-0.257120080539189,-0.252725200389141,0.247152178890699,0.155294140852892,-0.186004182956868,0.381703037167483,0.173450520222176,-0.281075445579031,0.267126989999661,-0.108324606020437,-0.0329654667643798,0.253193821265528,-0.277963518308225,-0.115257453901464,0.0638804755921301,0.12912903597749,-0.297071459865762,0.0224515436035649,0.140161481900291,-0.0814263475617125,0.100153435819824,-0.100862341303806,-0.293951713461472
