group,ARID3A,ARNTL,ASCL1,ATF2,ATF3,BACH1,BACH2,BCL11A,CLOCK,E2F4,E2F7,EGR1,EHF,ETV6,ETV7,FOS,FOXM1,FOXO3,FOXP1,GATA1,GATA4,GLIS1,GMEB2,GTF2I,HNF1B,HOXA1,HOXB13,IRF2,IRF3,KLF1,KLF5,MAF,MAFK,MAX,MECOM,MNT,NFE2,NFYA,NFYB,POU2F2,PPARG,RBPJ,RELA,RXRG,SETDB1,SRF,STAT4,STAT5A,TCF7L2,THAP1,ZNF384
progressive,-0.253501334924044,0.0550695378103467,0.300805504469967,0.18749086141141,0.164424004496215,0.0434101844619745,-0.287070004845493,0.399457969861684,-0.269629407473232,0.0676539547794081,-0.301611100886588,0.161437324394513,0.023591543960089,0.0615740427453497,-0.0122615326337423,0.263739997197012,-0.0213604132030341,-0.119029695793704,-0.243756685684114,-0.105814039949094,0.23796898397352,-0.0677169172247953,-0.0632546557106855,-0.139545766459879,0.353745620088884,0.0039876215411907,0.073065496239356,-0.0610864873990179,0.017111255350235,-0.217210750055855,-0.115321369202565,0.0482776658169097,-0.292287815704249,-0.112988529879884,-0.370128771262975,-0.141316787039104,0.109141363024557,-0.0977241729276745,-0.370630856404396,-0.19014658506941,-0.338880025290793,-0.245277470903467,0.0278746046680967,-0.103571608240303,-0.0398051808581369,0.139494104966228,0.0383247561806989,0.226645430333879,0.383859427622419,0.174619077383915,0.0757631948609469
progressive,-0.22151775199527,-0.369769060616433,0.106563112487284,-0.259933761531351,0.0771403770040695,0.351752574847407,-0.466988628390336,0.343004789633533,-0.403817165078236,-0.137853958159909,-0.298688066662631,-0.0146604737140113,0.377172644748504,0.272082465295178,0.116939506584234,-0.424046044164529,0.0026973834625942,0.15222403653999,0.400736579525507,0.185670393969627,0.0327488098749376,-0.483795632562372,0.0793886955172863,-0.163061470651634,-0.232762338327683,-0.138204228820424,0.457998348103798,0.225140209253582,-0.0161992696072115,-0.199989578322112,0.201830744614559,-0.39932950935079,-0.0834033361647212,-0.0897860459785403,-0.213850716426231,0.250931506179497,0.11911597470555,0.0233693399656059,0.154316679204089,-0.209560649276511,-0.36967026632757,0.433362644980948,-0.210922812956289,0.220395089621826,0.354228419601642,0.351899269397537,0.137356992949265,0.133896199072729,0.162265128808071,-0.379456888457671,-0.176156204575482
progressive,-0.0078200277335332,-0.0638847628949205,-0.0232126066264598,0.161272285705468,-0.0572686313581486,0.205849622313857,-0.0012775978139973,0.166694033426297,-0.164774156565978,-0.0668482948702461,-0.175535598056023,-0.148741077364605,0.0589122624925848,0.0986372021735249,-0.236938712267326,0.187904709240824,0.0832750164973599,0.0421777418763844,0.0813540569270281,-0.155391236930321,0.102391421803227,-0.0039732363978164,-0.0521972949990157,-0.227178545528965,0.133483141195296,0.0665582059234964,-0.02662654596672,-0.0950774836638104,-0.0156366526641721,-0.0884749633386161,-0.0078528957160362,-0.236244308467575,0.172844522321539,0.0513993377202732,0.0499886439112463,-0.117703493473129,0.0135171704795225,0.0687431920638637,-0.231725463560209,-0.116408185616795,-0.128502211122154,0.0522561480218033,-0.0003314639364886,0.0621519628573646,-0.109045757536132,-0.198164778658948,0.0692525297880154,0.21753871427478,0.129888698628773,-0.0927653564334788,0.0728257048364488
progressive,-0.194094492071189,0.255733331586982,-0.139409772433734,0.391750210574887,0.0070951260814678,0.315562591495955,-0.0838746432921389,-0.20528754261413,-0.214734411688092,0.453879839123276,-0.367402046429964,-0.351213659853699,-0.210781319179444,0.169784585423238,-0.24670620190838,-0.302445735390946,-0.0161736301131473,0.0742435916970359,0.115169275816007,-0.108206411366931,-0.0110596958392069,0.203568141393031,-0.120177182169765,-0.0414842435747756,0.146596169972266,0.381888520926604,-0.029647920547018,0.235864573801919,-0.16263152656064,0.368053516949846,0.0236710064485021,-0.165600854861411,-0.0896886897606842,-0.0960935412896259,0.0227506403784673,-0.146597809579279,-0.407676806564723,-0.229295761571665,-0.0500216772921234,-0.14522928425899,0.120649935525216,-0.0358112033093591,0.145340777535883,0.232791950259321,-0.066004019920406,-0.0422488469785634,0.0049494270369567,-0.090088753871887,0.135397654072615,-0.190572616206994,-0.0332217172999619
progressive,-0.420456709246307,-0.120057737114086,0.385827118053273,0.143483637038785,-0.381880363174655,-0.435925442077019,-0.208796064546236,-0.200393296094985,0.180277577681384,0.145838958498606,0.277609645575041,0.0455149957776093,-0.238587698146125,0.461197404767524,-0.521990161365589,-0.344322534491033,0.360809784709776,0.0268633961093023,0.243234683729014,-0.403969459027565,-0.35425307902433,-0.251764766853769,-0.495126765256287,0.412244912805312,0.456423104511131,-0.0037557828683621,0.563813031611588,-0.429305079054821,0.425676610859963,0.111591311326083,-0.552036424312487,0.357690575208932,-0.388882670217364,-0.401041221536977,-0.322169781301372,0.41319977285659,0.115028807510685,0.396903494648104,0.316822565014212,0.429559708401829,0.107262612426953,0.493853618521249,0.4118629687848,0.354125764350826,-0.34355864645001,-0.0874015233603603,0.355144281738856,0.511041099444262,0.2109604139958,-0.186643311356574,-0.350115352135456
stable,0.068595392727792,0.003639443619174,-0.0888636723035034,-0.0367435590111904,-0.102774917334178,0.0898771966991854,0.0164535041963723,-0.0690150282908585,-0.245469291760568,0.181218264661331,0.148775572157178,-0.0321307005759152,0.0989332824028274,0.281068777654829,0.0816681369827734,0.0350650681156204,-0.0395026461474265,-0.234454872524819,0.253144036411732,-0.176512296536197,0.142615233757845,-0.152308399275444,-0.0189673117524829,-0.0076650382356185,-0.0493684728769979,-0.0287885608699209,-0.0413140995289565,0.152344759816216,0.235156867202527,-0.0785525830195584,-0.188841652616489,0.154876747642713,0.257030094885128,0.0267878580636081,-0.0519158163556005,-0.136526948803008,-0.0062877030054287,-0.161497601535134,0.0318096698691805,0.0476234750600999,0.0093866687558337,0.0042788344844509,0.0506125888377476,0.123363354552792,0.0495171505119358,0.0682814492451062,-0.0982853149693174,0.135854330155415,0.0285959732598978,-0.210840755561,0.123729425081924
stable,0.0051308225571748,0.0465869942917252,0.164088428140548,0.028829966186384,-0.0489432726211356,0.15307330778363,-0.0186051783992259,-0.0412304745765608,-0.0349462414128605,-0.100070351691298,-0.0425645999161965,0.0188773887976011,0.110988834412917,0.192634055159545,-0.218982451655074,0.0653860759884239,-0.157157798316366,0.0045973529790469,0.122436743789659,-0.155559626927722,0.07414273320162,-0.109644464384892,-0.0773849611924183,-0.113351707024508,-0.0568544094029836,-0.0267127305860442,0.0082122756681254,0.0458925928270309,0.0373226558539315,-0.122648545853052,-0.0764525375423243,-0.0814913934140784,0.0686809404816334,-0.0772914244398116,-0.0105716156285485,-0.0865426135649224,-0.0017698189837545,-0.0143294144315542,-0.0193742758102948,0.0769420844909235,0.0270088845090061,0.153247702996317,0.0245707664275248,0.053342326114589,-0.125125562349067,-0.11024638889233,0.0730626054810017,0.130131603816634,0.0586857750204298,0.0189867047254273,-0.0405705753382792
stable,-0.0032693418676422,0.240026948026879,0.211329425610774,0.0491098030918856,-0.17043737681943,0.0702894505367864,-0.0883578540864337,-0.073058740820284,-0.0954475637111991,-0.130842738185368,0.0235329572874344,-0.0288716160173027,0.147649439466751,0.164474723905133,-0.0519863817033201,0.0224413497131652,0.0805291699336834,0.0665693612585045,0.0622525879796858,0.0678379557609468,0.102196213597583,-0.116477581457787,-0.0599004778093129,-0.0925147651690982,-0.012320444906141,0.127404595387826,0.142418657139408,0.120722256792048,0.0613034826397165,-0.0967233092006382,-0.200104587186104,0.0052770520359706,-0.0086067538793826,-0.009129952079333,-0.0344806008740403,-0.0900824651478292,-0.0925239391326797,-0.166332380961444,-0.107861418384987,0.0857250206304656,-0.0115433396218339,0.064192246156626,0.0559914519272183,0.0726372324781875,-0.0723574501119341,-0.125760385884178,-0.0479806057899156,0.0683004881863413,0.0719641693500885,-0.113840843186551,0.107602736134971
stable,0.178274504730027,-0.0336717414762474,0.149771510869757,9.00141391769462e-05,-0.120568209232009,0.134851528218763,-0.15383561031052,-0.227134491019884,-0.161569148930413,-0.180814705962919,-0.0092201627404658,-0.0297718705514613,0.140593962981337,0.17431332627658,0.0281646341603476,-0.0656516844528837,0.126190254255907,-0.13126364696796,-0.0991912420016377,-0.0361116921041971,-0.0952654461146411,-0.218964567413771,-0.0946806323748216,0.0750765765086592,0.0379667177263949,0.186865792421509,0.0052425169290484,-0.019222302452669,-0.0392322564396194,0.114603687668698,-0.237995269931133,-0.170060408548817,-0.203628895239952,0.183274461926806,0.0078173218668651,0.176072551931125,-0.0275270803686493,0.0798960603633557,-0.0379609318979188,-0.135538150286576,0.11509548308917,0.137103884484967,0.0991949137774014,-0.0442375544011459,0.0540653403975391,-0.1934360457199,0.0766099323207698,-0.159658267810234,-0.085664976417801,0.107761722963792,-0.0076545398080074
stable,-0.0464272085309182,0.098626242334554,0.186584079526175,0.162405966002038,-0.364164089998111,0.160732347553741,-0.0354051725231355,-0.0952115956808477,-0.2157761091555,-0.0407276594951041,-0.11361500009239,0.146567286560615,0.126161776314849,0.313719151799324,-0.219339363682839,-0.0605150366873531,0.056132411155118,-0.086209329026532,0.148323364805379,0.0961373984011835,-0.0394902218281196,0.0718832236003056,-0.047408795528864,-0.0569627767995426,0.311965506794456,0.04124242491305,0.156240406466189,0.0267010228160476,0.0594934364111215,-0.0631040039364339,0.0621323301380634,-0.183906524320889,-0.127349738103953,-0.227956096993672,0.169409371141991,0.105252134810681,0.0851646580312889,-0.0477812614729065,-0.0253048838358624,-0.24182259043959,-0.18098258104616,0.167535596182269,0.0148446558840101,0.0993000695456852,-0.0934631776357552,0.0828146890119686,-0.170662309448311,-0.0657256847441132,0.0259489714482677,0.107494861034596,0.0614837365258511
