group,ARID3A,ATF2,BACH1,BARX2,CLOCK,DUX4,E2F3,E2F4,E2F7,EBF1,EHF,ELK4,ESR2,ETV6,FOS,FOXA1,FOXM1,FOXP1,GATA1,GATA4,GLIS1,GTF2B,HEY1,HINFP,HNF1B,HOXA4,HOXB13,HSF1,IRF2,IRF3,JUN,JUNB,JUND,KLF1,KLF4,KLF5,MAF,MAFF,MXI1,MYB,MYC,NANOG,NFE2,NFYB,PBX3,PPARG,RBPJ,REST,RXRG,SOX17,SP2,SPDEF,STAT1,STAT2,STAT4,STAT5A,TBX21,TCF3,TFAP4,TP73,ZNF263,ZNF384,ZNF76
progressive,-0.330216701349085,0.178184555389967,0.0560302513458245,0.0894087970224369,-0.453276250669745,-0.144085928243398,-0.0220851360730703,0.0805731599965715,-0.0460931270604208,0.288295299024502,-0.0923286878181957,0.269212348772328,0.47876396951294,0.266004425388587,0.382372756126878,0.257537533379205,0.084135585027061,-0.348479866543154,-0.0907001958784473,0.181348166067865,-0.192592515175652,0.250224354318391,-0.12199920957369,-0.14069600624637,0.483590889256607,0.0281528115803545,0.164526746410347,0.130576883347681,-0.0804054047530211,0.18098575143793,0.0924821996920107,0.0840786115481194,0.182296141453588,-0.472930518307972,0.317021010587547,-0.3313086930288,-0.0466739400262981,-0.148222835853215,0.0848335101440961,0.353759408925079,0.342166888557093,0.292027061895179,0.378818244079575,-0.285867595782933,-0.0491032258645039,-0.344665808647339,-0.0028281001907973,0.357646266266208,-0.320444167113957,-0.410698070740695,-0.426932347045787,-0.462623066409447,-0.0330066354668545,-0.176225300753029,0.0801331981314111,0.288444063108405,-0.210490100546512,0.140746649338763,-0.0403087363512075,0.0375819223451953,0.285809039707354,0.0172550511361294,-0.520584085652738
progressive,-0.321481438563422,-0.426210585293413,0.583845416244814,-0.226216599332876,-0.529429314185718,-0.117733404384946,0.483034557342297,-0.243828364605317,-0.243822498904977,0.570424693865681,0.568292511791899,0.322660444331869,-0.493765856115296,0.525892296880378,-0.569893847984863,0.0489961949444462,0.0427990825346764,0.506702658216335,-0.0811138371590177,0.0005513758320098,-0.456102194228754,0.329901651402253,-0.460589454989259,0.0524188310931454,-0.0782924352952228,0.452752879334311,0.471883860994949,0.473423607334338,0.393793792361475,-0.181387984480376,-0.30352066412072,-0.0385875096901759,0.0508996147049482,-0.419520754055039,0.495836448335503,0.420470997510205,-0.470927751839443,-0.587009961578529,0.238068246870917,0.301174383984508,0.112204981813996,-0.46901553352843,0.0327511378513487,0.239904211077503,0.0953058991329298,-0.494434545954116,0.4961326662027,0.577973850203943,0.44820402872023,0.231659969248888,-0.368468631141237,0.173225862456529,-0.503837263599986,0.452726483682779,0.325986296424949,0.331799205462414,-0.478468109627194,-0.0942999315245289,0.240801663229604,0.473130322317312,-0.4008238342196,0.0178639903870838,0.367984710863143
progressive,-0.0523851185192557,0.107993071666003,0.328812439856142,0.034928814042508,-0.21712247764886,0.148274662458032,0.0995180383531899,-0.114730736844131,-0.354135668366471,0.258212649126448,0.0922576259140081,0.21112005181447,-0.224587469826795,0.371166075715089,0.37708983459155,-0.0243109049685478,0.0515577460168603,0.0235317673320391,-0.138058685239718,0.200547638718113,0.0076788537047611,0.0866916723597322,-0.464572437023457,0.200703070628218,-0.0615571228200641,0.176906391934952,-0.0252084234431004,0.0844294267175502,-0.0470595024118826,-0.0020874132733999,-0.0076232390565541,-0.0760751327299139,0.0432464373592335,-0.1188756638605,0.0137511972706181,0.0030585013304644,-0.18535601445091,-0.178126718825841,-0.333226843047543,0.0272577966014477,0.159282787032203,-0.0366267726179987,0.0834985851022114,-0.190021330241199,0.21748355442094,-0.30157381547268,0.166278896751998,0.154362754631521,0.263630017991328,0.0074543409457203,0.0117919031047156,0.0959352681570697,0.191372971609251,-0.0876345346514276,0.175623374934456,0.282495784811008,-0.041186108647751,0.118526836005467,-0.0743487201483637,0.0942716978455865,-0.0244388719155849,0.0502188100472365,-0.18487222026767
progressive,-0.290768647882966,0.469644649961133,0.398355835617903,0.303581621804441,-0.24902633052665,0.109302766337149,0.0368283675386196,0.465025742850349,-0.491452366222701,0.17386947922766,-0.228433973672455,0.291427486367943,-0.275977534418265,0.174532648614756,-0.262489481128863,0.218811791887754,0.0464998133349335,0.191497874943605,-0.140988728971252,0.0203000209611071,0.23114511839946,0.133279181835215,-0.0101364764114291,0.0293965395010155,0.11632748957549,0.124848539496228,-0.0199378492713375,0.193476014486831,0.220938264828584,-0.14774980854305,-0.0673774683662711,0.304522510289971,0.371211906581957,0.396675445595414,-0.012727438604609,0.0016018924215669,-0.304078051459925,0.0039887608523504,-0.195534275719274,0.0581910836073766,-0.078672461094751,0.284219241152274,-0.454334910967583,-0.0733541132916171,-0.0883509446070096,0.0019196723646084,-0.0666081918772388,0.18657201514508,0.315080708295317,-0.332865016487577,-0.088506315720558,0.262326530936605,-0.167466781806277,-0.0696208756643358,0.0848629443122629,-0.180948880105264,-0.0227648456300474,0.0267379069622135,-0.14234484269752,0.0126982050153003,0.112403692254937,-0.107203902897333,0.0317747461275594
progressive,-0.589568153964455,0.261913692521326,-0.417654500023401,0.197716134137593,0.0438271792812023,0.560370610584161,0.124814868319142,-0.070679042643629,0.113950666131126,0.158950685421262,-0.0326543349855718,-0.127098819915487,-0.403580419916198,0.550000235768327,-0.0534568130387622,-0.246234673454529,0.58290148443999,0.232222321768849,-0.548271839965688,-0.513765652334432,-0.54086442938295,0.064506200491347,-0.360370524850224,0.495185397456063,0.305185316008823,0.229444542800322,0.393024859835796,-0.130864253628379,-0.451605131860952,0.508271822818901,-0.462160691941354,-0.230802568073824,-0.0351234718464846,-0.218024784818601,0.0630864467963222,-0.208456879482564,0.522407631347627,-0.387160659791128,0.076851884795911,0.0654938552357121,0.491975519536876,0.179629706631407,-0.22172849010997,0.476852056263785,0.0586420004466791,0.210432188971294,0.254382825095542,0.119938323018839,0.542963195714726,0.285802591650657,0.0282098886359288,0.1146914071894,-0.0969753502123504,0.516852073410573,0.517407629204278,0.473642178344599,-0.0745062047780439,0.487963172137893,0.512716269168544,0.149012409556088,-0.181111188747954,-0.520864420809556,0.10265436499245
stable,0.0383756565161657,-0.135935017920359,0.0161319268930541,-0.0156836965925453,-0.268858927409705,-0.116867423327263,-0.301037458932925,0.308791201082953,0.0979774455083501,0.103924923880253,0.154511746161533,-0.0404069383256334,0.0154083178604735,0.229519997091953,0.0874945446273036,0.0816147823370574,-0.231722776148225,0.175544712244618,-0.103342565578003,0.0471285870710878,-0.198517568506964,0.132545401672913,0.252666306843462,0.199357699360055,-0.206512430067751,0.32031617722061,-0.139957152530543,0.092219421684905,0.38863001631842,0.278498236393487,0.224584196980006,-0.0761125246620337,0.143882578544108,0.0240173392018594,0.113799082267234,-0.16894635692784,0.0997266772977014,-0.11302360773211,-0.338511839482266,-0.0384402626740725,0.238538625487273,-0.0370351288996597,0.0764203067931799,-0.0300621280911067,0.239411059419318,-0.183848760418245,0.130898697047196,0.086507996557652,0.134669278954039,-0.13834591106759,-0.185653669874736,0.0336283077514663,0.078860192455372,0.0065988569173829,-0.134903626756633,0.194956003572169,-0.0677658905970536,0.302923828327647,-0.156246782653767,0.032351031971234,-0.0690604214380933,0.0444175361219048,-0.25458939340246
stable,-0.0659887891803127,0.0718598372580106,0.164196752173109,0.0608427963348555,-0.220478324944692,0.0506272460267458,0.0754583996389609,-0.142883440545156,-0.231252818640493,0.0261721699394208,0.222099449927266,0.0947498795805464,-0.213065443943147,0.362052751653725,0.228120666509565,0.0859593859169987,-0.2130594603652,0.161001868983062,-0.194160464533198,0.0303580494486488,-0.245474856930612,0.12383022281704,0.186085877018192,0.0244221857104817,-0.316214375378333,0.311570153798378,-0.160053800010184,-0.0271820434819304,0.106444724772027,-0.0020122579616535,0.201923442750225,-0.103112991363776,0.196836397798476,-0.231358361234729,0.255091238765736,-0.158448463952643,0.0617503699963387,-0.0807647523733931,-0.191248816900543,0.125757629783035,0.131432532315263,0.0336420300445108,-0.0953929790967799,0.0225267426318417,0.0954886777402004,-0.0552206650997457,0.276109231869218,-0.012516139519343,-0.138235435799789,-0.130202308689395,-0.1826985156369,-0.0836828854324675,-0.0566054580552848,-0.130616333679587,0.0055841451660796,0.166694992475231,-0.0258577039655185,0.238124552573272,0.138472308279026,0.0848740806886304,-0.227548675061577,-0.0716272883963868,-0.333272745426434
stable,0.10392177735981,0.0094936637075542,0.122800388367974,0.0022336847978483,-0.0307686175860255,0.137520932354988,0.0297231998763379,-0.102475326160905,-0.105640088999069,0.106624183064993,0.153430807916054,0.0782667880107609,0.113648887451624,0.286359686980025,0.102119394476101,0.0662033396555376,0.0407115174808952,0.129806950212451,0.0622560176999553,0.0517683555794845,-0.0371919568668124,0.122376560996075,0.0443555766623174,0.0084938106222329,-0.0331390425389682,0.348604365591133,0.109631425132175,-0.125295705285216,0.233127431889409,0.0711429707312082,-0.0346420966181171,-0.0361634089444092,0.0889734796739578,-0.0619165161234805,0.192701937139427,-0.210008603318449,0.0086865519916324,-0.10514387658653,-0.255516277689605,-0.0981407627507029,0.119612021712211,0.101557878168204,-0.0532703683137392,-0.174341476209571,0.120935987610572,-0.0253093554081981,0.133981308495945,0.131188097515997,-0.014718345592237,-0.135686036369585,-0.0879782316471683,-0.196431409743164,0.300285638530843,-0.003718341783868,0.0315429153672843,-0.0584494392920604,-0.17277816297255,0.128821953647619,-0.053624610705715,0.152116908351669,0.0456623950814222,0.17737116504447,-0.0957556201232569
stable,0.241479279688943,-0.0829053857179715,0.249214588939678,0.089451934616352,-0.249298910514945,-0.08768965715799,-0.172777298283304,-0.211348551229717,-0.176140164406216,0.10937812254085,0.0403459178526875,-0.0154027048615953,0.0034722885794769,0.276257257028378,-0.002358830871015,0.0567748249782345,-0.006562956833774,-0.193140524063119,-0.0092382109356898,0.0354830839140628,-0.0678990791895927,0.0496579101667364,-0.027289765076018,-0.0410012573120154,-0.0033685165377494,0.422036003923444,-0.150574536488407,0.120861069432566,0.117677929966217,0.196655190753877,0.0479301871683423,0.0019233142812311,0.0990431878175627,0.143629416020334,0.0442230803876371,-0.223367200912759,-0.139835597104238,-0.141644273161362,-0.447899147914813,-0.0667344417621218,-0.0276068402778617,-0.0995892134821496,0.139415836478905,0.0714745965016781,-0.020820583396182,0.289532689365473,0.393191505472519,0.187228451553897,-0.220137880171295,-0.188542390327267,0.015723474565448,-0.0161620336862983,-0.0719156548444757,0.210689625930203,0.0100248138781663,-0.0908804029520053,-0.120611690546949,-0.0752294058230308,0.0772536669385707,0.0469186542506033,0.0770042880529534,-0.194268651117794,-0.248321932057174
stable,0.0376797322333522,0.208509979953259,0.319359516058048,0.184718274367237,-0.349464735706262,0.319551204700731,-0.301735669277769,-0.199252964671207,-0.218844123763238,-0.0773051656849187,0.130367691868649,0.198132965356099,-0.0522057253899231,0.314058648643065,-0.0106580466631287,0.104536636992414,-0.029625646641611,0.197224772327658,-0.0245653124547057,-0.0501369463585104,0.0923172327461482,0.246552620428098,0.0600928960315737,0.292818721244033,0.314548148696699,0.302477298756014,0.201777597216314,-0.0322960222931398,0.0690408551060371,0.157845318802541,0.317600056784145,-0.196083425468933,0.247797805955774,-0.200262273019413,-0.358785881469138,0.091496450441571,-0.109909014286015,-0.238739331614356,-0.279451644940933,-0.162053420394273,0.173969742231164,0.0598933887412285,0.24941187352315,-0.114101039332554,0.201152193253317,-0.205955741967004,0.221377629155693,-0.137857429229137,0.172057424002968,-0.173167935520913,-0.0083764071453636,-0.198990029699827,0.238449426701041,0.0674673742265249,-0.279896517207912,-0.134733220613309,0.102263167522206,0.0720479597068802,-0.0807140082156379,0.0122446171887269,-0.210214093743711,0.003195894194393,-0.018296601879118
