group,ATF2,ATF3,BACH1,BACH2,CEBPA,CEBPB,CEBPD,DUX4,E2F7,EBF1,EPAS1,ETV6,FOS,FOXA1,FOXG1,FOXM1,GLIS1,HEY1,HNF1B,IRF2,IRF3,JUN,MAFF,MAFK,MAX,MYC,NFATC1,NFIC,NFYA,NR2F2,PPARG,RXRA,SOX17,STAT2,STAT4,STAT5A,TBP,TCF4,USF1,ZNF143,ZNF384,ZNF76
progressive,-0.0330118895083608,0.171838253428622,0.138787302373734,-0.148336222935069,-0.0765573760634165,0.228811146602224,0.0104424534381326,-0.19617847960806,-0.12930836708326,0.145663762126869,-0.0285491078176876,0.143536535405603,0.29086692351761,0.143359130881795,-0.0304273171798455,-0.0724738168869398,-0.246886877257445,-0.261740030324216,0.397931367418364,-0.242559183415177,0.153749502257892,0.0461967890255541,-0.173817371785974,-0.271694214430765,0.0919850593770167,0.155219192945958,-0.35866312020798,0.217105703159729,-0.164242410193621,0.226794594262784,-0.195584418587966,-0.127042797384712,-0.150502511202861,-0.1080653960305,0.12897959906666,0.179593597978606,0.267345362250794,-0.0484135317909432,0.121787391812435,-0.104507540167695,0.0143502356552392,-0.363791575754045
progressive,-0.142481818656149,0.0344611245721813,0.242599219662562,-0.47687411845805,-0.0835018400271565,0.0444064024289056,-0.108877786369775,0.0522675927275077,0.0779352511814363,0.265779806816971,-0.379168605217313,0.35386182772583,-0.353789651533341,0.0683809277006945,0.0642247819498651,0.0479460432022242,-0.427794307565476,-0.10830639151257,-0.0426230490061546,0.145636519736192,0.0382383453124431,-0.197967266632128,-0.267370690393084,-0.0630549261632713,-0.149687408539642,0.0992121912589459,0.147591291616105,-0.161867141022174,0.0540990636119181,0.139173743167066,-0.245387025097452,0.151627143712786,0.074320426874275,0.109897275088683,0.0537953221351932,0.0967582007143173,-0.0635571521693411,0.167686346541606,-0.0931102956522651,0.205223981318634,-0.212694217241253,0.300352203019239
progressive,-0.0186438473617035,-0.0409285948959711,0.0728021206432404,0.0518234226426902,-0.128973851271511,0.0852406171890663,0.0263603227915854,0.0014138034863055,3.04420487441737e-05,0.178948094631023,-0.0041670571173546,0.211449069152792,0.170913106614409,-0.0885996753758147,-0.180116103877212,-0.0458619196443747,0.0138827420808756,-0.0925226511049008,-0.0422878985507653,0.0577448293363939,0.0149843393895235,-0.0432618105398723,0.0091285660643398,0.0032577663570395,-0.0475124081132436,-0.0041776456560482,-0.104250236277113,0.0366948922703683,-0.0455542291670423,0.075941933793509,-0.111324625834889,-0.218451207505365,-0.0670380627488001,-0.0254455820481191,0.0653110409451089,0.0560974551436114,-0.0561931412763648,0.0056627660647314,0.0258908456715665,-0.208620294326648,-0.0397943755453186,-0.0938588312597538
progressive,0.522561657320785,0.0367916801375913,0.27194840278822,-0.0717249341975334,0.402370090023239,-0.103085051460012,-0.177151119807311,0.110342128498766,-0.354011517707552,0.14147789621409,-0.0096283804430268,0.0908621151293582,-0.209783831078097,0.166454199222826,-0.0660114259257527,-0.0123266088597789,0.0687941282551251,0.131345963486742,0.0944412857777232,0.263756078859741,-0.275116174511486,-0.176331064616613,-0.0287101596529382,-0.0102120183847679,-0.0812940731953459,-0.0528318499612676,0.0992579443927872,-0.103454761960701,-0.262402302130214,0.0040136079132699,-0.0321900460273792,-0.389479590370124,-0.391674815034454,-0.16907837583306,0.0379523736382718,-0.0548400252476529,0.12393036072885,0.0694095810470739,-0.249016478171279,-0.358320235783094,-0.0648880325942812,0.228650585783157
progressive,0.0421905294280648,-0.451277632325225,-0.386864610297645,-0.175203419915017,-0.431760486650868,-0.365221834896378,-0.363675922367716,0.431760486650868,0.417267556694662,0.378941808588252,-0.182095613271968,0.442453048307446,-0.339327800041291,-0.376558526773232,-0.423129141699172,0.519555435674459,-0.395560368271368,-0.371212245944943,0.17378633343041,-0.429055139725709,0.434787898686164,-0.379328286720418,-0.380745373205025,-0.384674567548707,-0.379779177874611,0.538750516238678,0.13494528114778,0.428153357417323,0.350342426808007,0.352017165380724,0.506866070335026,-0.163093771773832,0.0754920618163236,0.35878053269362,0.462292259091941,0.416430187408304,0.419844077575766,0.386606958209534,0.488894837189331,0.263191608004691,-0.449989371884673,0.176684919421652
stable,-0.0029537380311752,-0.0715393675226619,0.0178630080256836,0.0380881320811615,0.0968216704084537,-0.0841468443429755,-0.170950861030149,-0.0451378388501458,0.224231712865608,-0.0061981604010249,-0.0909393852538773,0.26102589627286,0.0759729152435761,0.080257815789691,-0.0120605114281686,-0.102915007486634,-0.0658223846885206,0.196225096579774,-0.0024529386208394,0.175175074389354,0.211615544141166,0.22338995139571,-0.12815307014183,0.281786223023877,-0.0298627281722816,0.172925953113232,-0.158920276816795,-0.23816514746785,-0.315759441139069,0.0984365949671629,-0.0385509369405157,-0.160201786178808,-0.145720761616459,0.033122868835825,-0.0555202402608494,0.0688875040061352,0.300004037698933,0.000202984587436,-0.0904126142258157,-0.102088964310429,0.0262316461870312,-0.247780943753337
stable,-0.0270485812579625,-0.041017849104828,0.036596895254281,0.0312698312384671,0.0737329631714095,-0.0178956658403545,-0.0285448717332653,0.0238648704854023,-0.126590739097326,0.0836865597185395,0.0762337271969851,0.317234618937731,0.0803286290521975,0.0472874232956143,-0.0773266801601629,-0.124151898752384,-0.195514296406216,-0.0199732053256018,-0.0755227163203802,0.0618050332734211,0.0042562209821955,0.143127259537114,-0.0005434199922242,-0.0008850322970513,-0.106529094053486,0.163827988720822,-0.160233279365392,0.148677963307215,0.0757802553203474,0.220275393084784,-0.112592811700834,-0.0482251304158711,-0.0104511691988854,0.0754376109541765,0.110056917894899,-0.0350041864326588,0.0921246138768365,-0.0687165893147731,-0.0162952959479873,-0.049197371896481,-0.0525239040811685,-0.164774508057169
stable,-0.0992410020220372,0.0019531191629939,-0.0052900222882364,0.0491311195193775,-0.0608914251948225,0.0749930775175403,0.0155957969387069,0.0048488416994323,-0.135504136012831,0.204408678435165,0.148630241127845,0.310484680436127,0.0984899874113891,-0.102879116126462,-0.109020842531792,-0.0054325406977615,0.0423139134986533,-0.0176698769045704,0.231026796284902,0.232131760594218,0.138809119587888,0.0165786570582817,-0.0128591719214425,-0.0217093912628653,-0.0601898382458432,-0.0863760893456732,-0.114331350501491,0.110466512308505,-0.16365031895577,0.153100145361337,0.0591220340098776,-0.119616799242238,0.0656938168025661,-0.0641862850319467,0.0770986006223931,-0.127448451444885,-0.0318467545552642,-0.117044655190671,0.0775373276935336,0.0872780786645898,-0.0627813722331197,0.0131568336372081
stable,0.0564887438901977,-0.190481954303157,-0.0257408899361887,-0.0700376426273884,-0.154936793086689,0.0591924142848721,-0.118780020281732,0.0314773692877175,0.0614448717807771,-0.0582402795469494,0.0690931727600918,0.113696069401593,-0.0796729485978362,0.0713934229787243,0.0803576018946449,0.151445557235182,-0.0450051896306864,-0.0168352120181351,0.130973927698386,-0.122155494043047,0.144164606452492,0.0937976143814706,-0.134163866503076,-0.128556224609277,0.0429214720072415,0.127049852093875,-0.0297789241319202,-0.0918596420186074,0.0984208839932427,-0.0070790716166403,0.101126132449517,-0.081323601030906,-0.206315435361671,-0.0117448361729131,0.122566691808401,0.0140976132990716,0.13870023000819,0.101562579200462,-0.0513436994824218,-0.0846388830140697,-0.0119036568010335,-0.163297250722118
stable,0.0380149305037433,-0.104014407886328,0.0950944211340126,0.0785865392758848,-0.109999251066403,0.108465885106363,-0.0653833838514324,0.154953566808595,-0.132008295065434,-0.0011668965320271,0.0387801025528384,0.0583772429375664,0.074806373244447,-0.0140096262521666,0.02018686130337,0.018033189519901,0.103842802761866,0.0729599240824134,0.072633746145736,0.176978452689447,-0.0147019073305724,0.0840861447000772,-0.0828083549953054,0.0159184356541995,-0.115706632385689,0.03203246818452,-0.0473131994167595,-0.0254741122539086,0.0152482233244572,0.0693047532456878,-0.0506606897741936,-0.120281090225869,-0.0667471592615776,-0.0267386240808537,-0.0744300140867423,-0.190222540606233,0.0317222237012344,-0.0933038306304217,-0.0742074035971121,0.0854015703206194,-0.0600531858339927,-0.0589218190715981
stable,0.023416161251987,-0.134655134801449,0.249173475737784,-0.139233032881498,0.117289796644455,-0.0246582258917893,-0.281314537774297,0.0131564019014886,-0.285908744080111,-0.0010226105959757,-0.186750489402023,0.276229670687504,0.327516306971073,-0.222538372374737,-0.0522912418441617,0.0745574375116808,-0.175923430036169,-0.101910291342811,-0.0403354270140546,0.0455164466458227,-0.13653180623809,-0.0447682478718313,-0.176273255618918,-0.105853959694824,0.0301896367095126,0.19997674329942,0.0537865081857331,-0.282071409130776,0.166105689590955,3.83667507892799e-05,-0.0951439801925577,-0.252285047506955,-0.153365948717694,-0.0081329970297196,0.0858366966405233,0.129322439243342,0.0714582147458352,-0.129365048018174,0.0111883855471205,0.0052233456049975,0.134950568209247,0.0603681498893123
stable,0.0830007479512526,0.0848342578815474,0.0028553474803801,0.211933456132579,-0.0705720146292934,-0.203729767432604,0.19658415165683,0.126446961516935,-0.198366932063362,-0.0724055245595883,0.0693182706848625,0.0310029860940765,0.0676297022510337,-0.0004058361901047,0.0532370116519603,0.0827398532576138,-0.0207193869198141,-0.0549038388613193,0.0490047199551532,-0.0555850638947094,-0.0840878091747475,-0.0749999773463296,-0.0519615264830595,-0.144789307894707,0.0860372723022152,-0.0506063234911025,-0.226058004963191,0.0579548573619285,0.0436346375110881,0.0175524152220321,-0.0171683202563972,0.0345033232337303,-0.125925172129657,0.0220021191635382,-0.0629408448403587,-0.0343583817372643,-0.148760704897875,0.145187897009988,-0.142658667896656,0.124475757164997,0.073246185239091,-0.12026520669266
