group,ARID3A,ATF3,CEBPD,CLOCK,DUX4,E2F6,EBF1,EHF,ETV6,FOS,FOXK1,FOXM1,GATA1,GATA4,GLIS1,GMEB1,GMEB2,HOXA4,HOXB13,HSF1,JUN,KLF5,MAFF,MAX,MYC,MZF1,RBPJ,REST,RFX2,RFX5,RXRG,STAT1,STAT2,STAT4,STAT5A,TBX21,TCF3,TFAP4,ZNF384
progressive,-0.2037833442646,0.0987920343976286,-0.0041095964236664,-0.39576903922808,-0.0987143452677059,0.219711201391202,0.225820103791042,-0.0549056034535368,0.187386181373566,0.394565650460502,0.227486456353262,0.148603450617662,-0.0873495354047272,0.102665392446632,-0.170727412228712,0.177938231879497,-0.321086002985648,0.160366219084939,0.130176857393954,-0.0432221096086303,0.0754963938679487,-0.20656588350979,-0.189309383712265,0.0030378035292225,0.288992464865334,-0.273538669980505,-0.0183171942448372,0.227865389048191,-0.0520152507219227,-0.165584074729339,-0.346564866615401,0.127221499471997,-0.183901268974177,-0.0569397902635538,0.281351976761303,-0.0314006779207998,0.247368531643685,-0.0653920505006547,-0.0369863678129976
progressive,-0.307458809672647,-0.0409402227946091,-0.234132686502637,-0.501109855613458,-0.121274423163036,-0.149618332704618,0.513562127011315,0.485400474510967,0.399530951422482,-0.497294216266333,0.177380195566131,-0.0488007926052492,0.127368275525585,-0.017470219291187,-0.420243582269816,-0.019257514147159,0.0808133600090901,0.341399774157932,0.398134627316254,0.352102965885883,-0.147002062274001,0.17041033355378,-0.47653749097354,-0.165421781957423,-0.0059380519885912,-0.319840529957769,0.459478819839978,0.495198260292142,-0.241746327418702,0.128817512966365,0.306227104829469,-0.353314093321179,0.411113092429932,0.17358219399719,0.241796301123557,-0.460634094311026,-0.028246901761571,0.195600020430135,-0.0758512650800099
progressive,-0.0521575376291079,-0.229859764858629,0.0112290920199569,-0.118819262024119,0.0707078819371764,0.101126686063152,0.209203442442418,0.0101609922970092,0.270386578785201,0.41358974067073,0.164273067495723,-0.0838852986887364,-0.0595316201650797,0.195453038261977,-0.047619084391105,-0.0345879023746161,0.128646373244595,0.273921637935243,0.0402775830454561,-0.0243161492553641,-0.0708546495421827,0.114336379507929,-0.0448773163260058,-0.100484273294144,0.10363825431625,-0.0840641907384069,0.155002044114755,0.193462236184112,-0.264384940829446,0.30682551906611,0.118575435966632,0.123418310186181,-0.0585078247710291,0.0621599630582601,0.172448434165666,0.0642026057683917,0.0102704590065522,-0.135448534091556,-0.109791227333598
progressive,-0.105264234247841,-0.0902985177756366,-0.0376880641938175,-0.23552494654939,0.210806303423133,0.324836689982308,0.244157326488248,-0.375496883186448,0.155993750786705,-0.185949013627426,0.0544811004422756,-0.0610738578922862,-0.212448399914419,0.0364413273458815,0.0585554711229977,-0.185462667107249,-0.0747143071764371,0.301010043202076,-0.0159974426647839,0.138120786964492,-0.129989376436729,0.135468086234175,0.0029494912571065,-0.155464077182326,-0.0796194746967481,-0.24483485376747,0.0014492909665841,0.0993376307174486,-0.189161175332512,0.223737813292015,0.20236943695174,-0.0041009085197963,-0.142187575405479,0.0924556649803842,-0.128236254292173,-0.0402990626055896,0.0509412776629057,-0.0924237112557846,0.0522697943822745
progressive,-0.51510153273576,-0.430961688034204,-0.268555095799825,0.0730118711186909,0.504591779907498,-0.0949587079071205,0.109301429413925,0.0018546622638109,0.523880267451132,-0.11690554469555,0.296993250511593,0.595593874985155,-0.530000652921708,-0.458101579161304,-0.506384620095849,0.0031529258484786,-0.456865137652096,0.204754713924728,0.529753364619867,-0.12877538318394,-0.460388995953337,-0.243640799389298,-0.386820726155503,-0.451424795011584,0.470404172177916,0.0236160328258594,0.310655929188334,0.0159500954687741,-0.107755877527416,-0.0709717426284989,0.536244682543205,-0.0359804479179324,0.4744844291583,0.530186119148089,0.48623062349577,-0.0960096831899467,0.476400913497572,0.460698106330639,-0.515410643113062
stable,-0.0719014092803476,-0.233555855931286,-0.0692770108368714,-0.156504166015763,-0.199279701039314,-0.0177912195556838,0.176164526311597,0.0605568878519238,0.18534702628815,0.216615087861304,-0.0986163285824434,-0.276142463263004,-0.0392552780125631,-0.0393206199107779,-0.212267636650419,0.133566139315641,-0.216669556223298,0.307259201457087,-0.0285775157843358,-0.094893149235782,0.239893818696339,-0.0780379095826465,-0.0384140891688272,-0.0262294863864676,0.156162354391049,0.119574968966845,0.163937033469701,0.178003513124914,-0.324614623776372,0.272069870884363,0.0658038724828394,0.136394819286818,-0.111372949846632,-0.0183766789364528,0.076374157859997,-0.087871361859519,0.255799436186205,-0.0812818982289176,-0.0934567853053022
stable,0.143075873655573,0.180193801761166,0.0113657160822324,0.0720668842100645,-0.114986375024689,0.294324236375789,0.271891815611682,-0.0586768740788855,0.25529424970684,0.446235159232035,-0.0676683809368626,-0.352456501857873,-0.265069898706571,-0.101303108168773,-0.0221283885058257,0.133931887204646,-0.108869656925976,0.369782864601355,-0.312588263647543,-0.227083130448247,0.0171048270430878,0.0597992289347874,0.136271143533355,-0.314690998946054,-0.105285845783895,-0.275529504421484,0.146980556240971,-0.174014979512133,0.0728343802767019,0.280997952518259,-0.121021909712972,-0.161612494890608,0.0127176013892226,-0.0375972269274012,0.102458253089116,0.154329354252215,0.0369773827057092,-0.153556026265989,-0.283441024740039
stable,0.367365623914853,-0.0038366325004117,0.0438970540702945,0.172306652220583,-0.123541654646607,0.303950171655091,0.109978811854345,-0.0813720794955918,0.380491579206751,0.389371424141813,-0.169374607420293,-0.215230085180089,-0.210141938523405,-0.196490269038748,0.157175487014182,-0.167589577508756,-0.201812416270552,0.486303708481589,-0.142139005459566,0.0234103129785005,0.246032251308289,-0.0176222943998694,0.0921766416661213,-0.363008879530662,-0.0998106673540413,-0.310999705206026,-0.0115517990684067,0.225913456906341,-0.486194741256906,0.488674804732635,-0.274416234009958,0.371196422605912,-0.317378373831514,0.291090696440381,-0.187685569124148,0.0311305957046971,-0.117817113469735,-0.316966858771824,0.0450539771749296
stable,0.159731063434855,-0.0640068636872141,-0.214926155169087,-0.181110965290676,-0.14671670706821,-0.0377970624746036,0.112517072570051,0.0438043098349718,0.213871388456814,0.0218655333473764,-0.0711691913900509,-0.0518257981289605,-0.0055818695400506,0.0424862607766361,-0.0833956655121361,-0.154706540353758,-0.0940268363640288,0.355178145427364,-0.161016802553542,0.102987059391076,0.0316742197558273,-0.226180274756045,-0.181418018872547,0.209876744702043,0.0474305547846173,-0.0396856657712764,0.346029411367294,0.178064552771497,-0.348613005832035,0.173850397906473,-0.171364715657494,-0.0923139729418008,0.179724912541794,-0.0107294105332593,0.0240381584784003,-0.0996449454309836,-0.100930357084065,0.107671891485048,-0.180911647892703
stable,0.0526004052108489,-0.217440498733377,0.0207534112747552,-0.296865305512555,0.243286166297285,0.254522251359844,-0.0507960214647036,0.105887925960255,0.270118063350827,-0.031741616232221,-0.0343750006428912,-0.0348779036095741,0.0343613324051504,-0.0845527768508153,0.190418921812864,0.106290565789446,-0.0656070120628273,0.194040563903285,0.0614031030446482,-0.0803744406645383,0.3590346235103,0.101563030992525,-0.159074830843453,-0.228148284361709,0.133768044575249,0.0748907436829242,0.229071992686451,-0.117124275569351,-0.120106155951322,0.0316526404136372,0.125794082859438,0.200115346030555,0.0242982466872902,-0.276668588333657,-0.198623920837585,0.0655004879906279,0.0936434776811403,-0.0642398355600301,0.0640423956613096
stable,0.135644201902528,-0.479301536058039,-0.264203401638294,-0.413301508120533,-0.103452762341988,-0.0449937995943707,0.125768163038391,0.168796796781168,0.297738878812082,0.277034271285754,0.271896639160804,-0.0361996733289951,-0.310808266787584,0.0360046457809807,-0.20437525107687,0.24303891770103,-0.0137152124396672,0.214687468870551,-0.0531483662469842,0.0226848453392663,-0.159656923354322,-0.454811233180474,-0.254979270499829,0.0912393891349584,0.11159380054737,-0.159630683614389,0.291949248166512,0.11427742682142,-0.22700380354846,0.373099139514902,0.161357966702576,-0.339454345223885,-0.0339968970988385,-0.0590533972712905,0.196073778198611,-0.178402357495615,0.370029271532634,0.0364534452082782,-0.0087070539103729
stable,0.295588771246375,0.0430146528316138,0.467443688103184,-0.0707171007035741,-0.170717037405678,0.474868000324447,0.148479220478035,-0.0661726068462824,0.172613503157562,0.0287138962729649,-0.483676030149862,-0.0890496029717831,-0.052489957643803,-0.204073762797143,0.247102463523216,-0.486000956682727,-0.292610617621195,0.311736825926304,-0.0624358669203486,-0.471889846699267,0.0040598414984769,0.105956243952465,0.336418976489708,-0.326515210896538,-0.247390445359613,-0.461016776388467,0.147538011549322,0.047685577739031,0.0719954590992882,-0.109341786516939,-0.280185254972742,0.537676136447943,0.0296199854655316,-0.303294041356806,0.51175074722497,-0.0797709686820114,-0.0102619869018595,-0.165498244614383,-0.326009486696036
