group,ARID3A,ASCL1,BACH2,CLOCK,DUX4,E2F7,EBF1,EHF,ESR2,ETV6,FOS,FOSL2,FOXM1,GATA1,GATA4,GLIS1,HOXB13,HSF1,IRF3,JUN,MYC,MZF1,PPARG,RBPJ,REST,RXRG,SP4,SPDEF,STAT2,STAT5A,TCF3,ZNF76
progressive,-0.186385844562866,0.195090306637355,-0.140487855282986,-0.304008982971704,-0.101319366094308,-0.212760014816333,0.103758650862716,0.0151747682822164,0.346214652021959,0.215585705190167,0.343845333700624,-0.161312414166346,0.268814269947467,-0.0813900597041772,0.17749056490545,-0.138124897547748,0.144574531850658,0.158284775183915,-0.002001994474202,0.101991998074123,0.246563349631733,-0.218120398750039,-0.20892299125299,0.0341165936807034,0.157138279539833,-0.292313455284844,0.120230978708832,-0.480313298569962,-0.163721486150791,0.375091712904811,0.257420870100241,-0.450164120467602
progressive,-0.185834447286858,0.27936228117893,-0.468039376659469,-0.489612310311508,-0.0049025381891008,-0.119155808135096,0.563000305448354,0.514745910955632,-0.291721621151453,0.446060350408332,-0.519680818844661,-0.264566385611824,-0.108626827558504,0.0574856443721996,-0.0329494118267478,-0.434371946034317,0.330341615865594,0.339778854744614,-0.140466841487718,-0.201457241552126,0.0860916310086036,-0.45319051249248,-0.46767448186028,0.466915265261968,0.465081963166043,0.362979101493035,-0.180505217598706,0.0857797048092971,0.415794680975617,0.22910979339065,-0.0373516910169608,0.302850912526711
progressive,-0.0775857053305365,-0.0521524697418966,-0.043436757570937,-0.218228537667803,0.186975567091253,-0.312327914655421,0.263677177028761,0.101112839189129,-0.139261051683712,0.285253867010953,0.290735273711804,-0.181079206432193,0.0557264009456873,-0.127113135272433,0.213523156688318,-0.0263632758562019,-0.048211208503002,0.0484321560308694,0.0134013261695401,-0.0568293068956741,0.157343412628457,0.0652055459737307,-0.249461893904228,0.0412252216417441,0.0399156400767436,0.199512793809838,-0.0305473122543871,0.0641839975590485,-0.0938289738472952,0.281682607020798,0.132112502392625,-0.216726018157915
progressive,-0.176306672180984,-0.164726453585515,-0.0747163014975713,-0.154365490828302,0.177711962161822,-0.511731654990378,0.227696027794403,-0.284421797194569,-0.308351862514727,0.17397392335521,-0.255910302129858,-0.149972264720705,0.01439784941386,-0.144533342324782,0.0622113359251326,0.142370356433782,-0.115814660547343,0.119490868764293,-0.177321995548073,-0.0833150924494034,-0.020189857019172,-0.252008466498,0.14009021784658,-0.0786777982247179,0.144718291720176,0.117268764151598,0.213185907046682,0.279847960680326,-0.01831378675915,-0.22020476372056,0.0689611752966194,-0.034384316335458
progressive,-0.469742173727268,0.46955579275634,-0.287958600082778,0.140469125088924,0.581881391235232,0.234591515407243,0.223346530161292,0.0682775623497245,-0.52894919549186,0.559453547733639,-0.169358175582665,-0.459988236248736,0.511864273156852,-0.453092140324423,-0.49223214421917,-0.454148299159678,0.51484636869169,-0.0047216512634932,0.521059067722602,-0.493164049073806,0.544667324040068,-0.0595797837064475,0.150409443538383,0.12021572624815,0.171221985291939,0.45967760129719,0.463467347706046,0.119283821393513,0.461230776054918,0.54379754617574,0.499128240143482,0.0293239394259053
stable,0.0537796535528911,-0.0862890588265971,0.0003522746474923,-0.241411250623726,-0.135585694302398,0.136492286439215,-0.0031516865394626,0.104478368384716,0.0481744165120366,0.215928553011898,0.0963650429096589,-0.177773411232417,-0.161549032696169,-0.141979408457064,0.120891963248968,-0.16228494130252,-0.0942689683586108,0.109707091696829,0.243062538033846,0.282309296937015,0.208135991378709,0.19217369790847,-0.15672202165768,0.0484344311565232,0.048882399676865,0.151548896738183,0.0500054771080905,-0.0375905731787125,0.0049525492801265,0.170598542186401,0.253203715145852,-0.164133474236308
stable,-0.0977840767760734,0.334549087983118,-0.0192269684392917,-0.171123636940654,0.0388649659048206,-0.105454072287274,0.0007132129131678,0.222302993695215,-0.233966485183219,0.340003210503346,0.230815986473434,-0.178623869708754,-0.15021769248183,-0.145596446608258,0.0408473666536268,-0.179654583156528,-0.169132201308535,-0.0145345292362698,-0.0441704975544307,0.128073309811689,0.0600931803860083,-0.0035386884816389,0.0006804081437153,0.179603475962511,-0.0146302292020012,-0.0867826134545743,-0.149552290775204,-0.139171752717586,-0.0670723756988681,0.145135473677701,0.140742542795307,-0.310891226640991
stable,0.10964983593709,0.0949305250727341,-0.0469358473948283,-0.0069626260560707,0.0774416956225903,-0.127093916579663,-0.0077442881791605,0.118892534681594,0.144949876969255,0.227480633058607,0.0742214328108594,-0.0037685287373318,0.0436204584796864,0.0286558199530376,0.100450188150388,-0.0243730985765344,0.0571799053706913,-0.112049711696102,0.0836883640157512,-0.0057229864018644,0.114857094657527,-0.0394292116666833,0.0323577371597658,0.125196139187505,0.209038635400641,-0.0213392968824187,0.0520595393452033,-0.174691367186626,0.0063401431632363,-0.0456737868204048,0.119875519922318,-0.0573076860093564
stable,0.261030288849855,0.273802310451248,-0.0739904527767054,-0.243081380802188,-0.154104300862402,-0.0690637752213843,0.0165910684480974,0.102091239517886,0.0469700787389661,0.302196811167959,-0.076807352348506,0.0918608767773195,0.0165618828762825,-0.0325666164658957,0.0161302206174916,-0.0847556657153632,-0.0719685594364029,0.117790781659906,0.0479673070972718,0.0881592280734213,-0.0725260366508454,0.0078821812659282,0.337684389619018,0.339044743331515,0.146870432804093,-0.17801548237316,0.0956083260602082,0.0861801839621504,0.128905346986281,-0.104954486214966,-0.111212113292454,-0.213732063719172
stable,0.0841729967630158,0.162061609070791,0.0119750349447141,-0.255643189238629,0.23019565420486,-0.248336945745059,0.0017438890553741,-0.012923064070695,0.0230748980661714,0.27754388223177,0.001732571416116,0.160801283836531,-0.0559767785134886,0.0005524422662869,-0.0382760791328465,0.115901202651643,0.101849999836461,-0.0824333518223635,0.0604777505950087,0.323148221203306,0.0926842151613484,0.0443976841046953,-0.16906015424703,0.177945562093335,-0.127817527342706,0.0979344503293787,0.0177991982098104,-0.125200146426152,0.0311057357294309,-0.174739840773472,0.0075913949514403,0.0062316866974453
