group,ARID3A,ATF2,BACH2,BCL11A,CEBPA,CLOCK,DUX4,E2F7,EBF1,EHF,ESR2,ESRRA,ETV6,FOS,FOSL2,FOXA1,FOXM1,FOXP2,GATA1,GATA3,GATA4,GTF2B,HNF1B,HOXA1,JUND,KLF4,LHX2,MAF,MAFF,MXI1,MYBL2,NKX2-1,PBX1,PPARG,RBPJ,REST,RFX2,RFX5,RUNX1,RUNX2,RUNX3,RXRG,SMAD3,SRF,STAT2,STAT3,STAT4,STAT5A,TAL1,TCF3,TFAP4,ZFX,ZNF384
progressive,-0.228447712326311,0.0793369567871387,-0.0304051184075501,0.310478854247901,-0.0568385122608115,-0.21168620326729,-0.132833720127474,-0.113227727178726,0.0966021265686241,-0.0411514794097138,0.359177249879935,-0.100070190400449,0.0631974287472875,0.324646910316964,-0.267907531277717,0.285470100723895,0.0830832332085149,0.356225638154002,-0.0086405795053849,-0.316722648283528,0.13876732311498,0.132278893871299,0.260745955481155,-0.0439176160759455,0.139910553008827,0.199825392983991,-0.274002625480997,-0.043860054850521,-0.0549118101320201,0.201090141020401,-0.203749149850426,0.0343112871217721,-0.208886489219561,-0.186493573606512,0.0125803256011046,0.107009515909955,-0.0678646847754553,-0.264007758255209,-0.230120185709478,0.366092591545514,-0.0669548976291629,-0.0690334974361578,-0.0874994583369149,0.0373796202214823,-0.0474736206688352,-0.129173785544234,0.0409803946563688,0.159009687389254,0.0880287018262343,0.252023830906419,-0.0120622745722843,-0.363495940709699,0.0808255540335328
progressive,-0.165846219302158,-0.268882920957953,-0.329611008533564,0.203796839171707,-0.087674328576785,-0.51133995843242,-0.0473673169936155,-0.109079944645306,0.47201157377172,0.405269808974649,-0.263957264000749,-0.367721283550585,0.226473783266397,-0.436098035320846,-0.187541579897573,0.0255004749435075,0.290560542092538,0.0206073403311591,-0.0211306544256519,0.245191871019133,0.0823347508668749,0.291684041278455,-0.0563878328258058,-0.181504250061672,0.214954960033944,0.305541516763698,-0.295305847864634,-0.340736607050946,-0.265414856365636,0.0425599231086134,-0.171274494316219,-0.115690850381385,-0.252204871200698,-0.455434047625836,0.388402538301871,0.358405110037891,-0.0227153795931557,0.131390273216171,-0.370734035314926,0.148721726447341,0.0104603687362469,0.32735809700812,-0.0459097246287286,0.28770153232206,0.350605660426184,0.119892146021353,0.185498585325287,0.154454528872322,0.357234305623093,0.133572226898293,0.0396890870309153,0.0572127177544131,-0.0034769343227321
progressive,-0.111648603778548,0.103512281315227,0.0002044429245305,0.198185146614904,-0.281706865387195,-0.187366536048003,0.135166822468456,-0.276190509281057,0.221763540668801,0.0457119661199587,-0.160601147398171,0.0393166664170198,0.33090241015821,0.300520443804431,-0.164576554247124,0.0216366845382007,0.0852311590486432,-0.216995965397614,-0.190499794427179,-0.0859012136430646,0.0309433220104486,0.0766373505059828,-0.0543700894783975,0.0686522713460361,0.014568493949799,0.01305974042876,0.0378207145339248,-0.265473928535134,-0.162744310234327,-0.237226156205298,-0.422034741016458,-0.0080389686897348,-0.0169694526446706,-0.28736756571039,0.0971787667630837,0.0223322657519955,-0.161876251862604,0.104813602307665,-0.128938863936964,0.0588807121125291,0.0325033587397782,0.29037533737511,-0.0902239511598266,-0.228483020772129,-0.18981356530817,0.0776784992877505,0.168836663391429,0.218434424894733,-0.0177150905625217,0.0982877565603031,0.032002791699214,-0.051573199885438,0.0466396632600671
progressive,-0.247831466799329,0.402902132062097,-0.113099676452524,-0.289011719918036,0.148299379089912,-0.219795699006937,0.106030912684571,-0.490083189310368,0.197051986932805,-0.262797254622864,-0.225291148912704,-0.0041451082812231,0.0901101510822606,-0.174095091646099,-0.15484986836403,0.092815185009157,0.0881909583343682,0.204010352251389,-0.157428732634505,0.1357688831692,0.0248053895202245,0.0634693193619406,0.051321139253575,0.318088387375905,0.355978440402588,0.0115537687528977,-0.100484342314564,-0.24749265776506,0.0964121078866183,-0.0822865447146831,-0.162818678603438,-0.303786077918034,-0.0461389381499571,0.164169020227982,-0.139633372731831,0.262250156888554,-0.123735996022737,0.0894591809152934,0.071402236509435,-0.0541033977115568,-0.114093262496842,0.182262401560479,0.02217268561188,0.0788962790330844,0.0074994808709088,0.358867834301583,0.119788843581761,-0.193173901502025,0.0575023647487708,-0.0035131723296643,-0.141925092267002,0.0041255302310888,-0.0658404387671011
progressive,-0.403345889910053,0.266214526256179,-0.397730865920586,-0.43179534479002,-0.398292368319533,0.111427031613203,0.61515707262384,0.122781857903014,-0.0903394970749817,0.30289934965403,-0.399914486360934,-0.249431843443216,0.4892557569489,-0.0622643771276462,-0.447766968582282,-0.0576475796251955,0.415574164376004,0.04816442799854,-0.385752148076389,-0.357489860662738,-0.548587843770935,0.203139090107832,0.381197739729377,0.429050221950725,0.169636113637345,0.247684947090937,0.382819857770779,0.426367488266868,-0.395110521392168,-0.0559006832729169,-0.156908725927886,-0.412080371671446,-0.359361535325894,0.170759118435238,0.22266689576009,0.194529386657316,0.0600183675318594,-0.0048039649687662,-0.241009307459015,0.0100446540256022,0.0945195704893628,0.562500625433726,-0.27925385974283,0.0060517480775367,0.425556429246167,0.0265153910613724,0.478587211368912,0.425306872624413,-0.189039140978726,0.387187098651475,0.368345573709041,0.383381360169726,-0.366598677356763
stable,-0.102379517910182,-0.0102983616421483,-0.0731992131610042,-0.0936806311249543,0.0662422729933546,-0.222308454893445,-0.136634777264324,0.140873198105633,-0.0306943269598986,0.202512026557839,0.0833855639205302,-0.0930982252189755,0.248542265225768,0.0150072281904706,-0.203876278561253,0.101174361907017,-0.154668073213603,0.122944868010612,-0.155182917804407,-0.0165572864815288,0.089339575877623,0.168490722965771,-0.216241823849842,-0.0118606853782719,0.176542582181968,0.128910385157911,0.0508101130201213,0.175471078983091,-0.153623685771379,-0.378791053721872,-0.226400856118086,-0.177110137776359,-0.0460558339148625,-0.244565067954158,0.106584436854018,0.0643170035873403,-0.141674354676498,0.390579971041414,-0.368502676760211,0.0392950901846025,0.0994039310740394,0.168111153056287,0.0002195616034026,0.0327103201124713,0.0813699762372159,0.0426717874845786,-0.175594747106891,0.256941560912723,0.0790913403725396,0.311944732900874,0.0560809599605325,0.02323855823715,0.0346400496803276
stable,0.0254612249120263,0.0561049415784926,-0.0271430717928289,-0.0406600336251225,-0.0376933306474719,-0.11157314031253,-0.0867246324172295,-0.13576847278752,-0.0386647996105027,0.172184151192487,-0.108437399866203,0.0172037776660179,0.26689474289636,0.130263520936766,-0.0688470802014553,-0.0197067471227155,-0.182634529580152,-0.0817575553775357,-0.0995101499252658,-0.193532364671929,-0.0670473237479392,0.028387119028315,-0.0834567304485158,0.133695437145991,0.0989334132405036,0.0697854893140125,-0.0278539559273924,0.0231516302697591,0.0788410457417702,-0.163485399723374,0.0139040229791801,0.05830164987621,-0.0795777079929573,-0.0301190813714962,0.0822840597806598,-0.0366703443909471,-0.128265288561149,0.285935347660948,-0.137623718389357,-0.009957284292793,-0.0274288117018685,-0.146896558640015,-0.0025124707564803,-0.0271530403696501,-0.116160282180174,0.0784854479154756,0.130109553152581,0.0580204269785426,-0.0573811141103752,0.112471129961257,0.0117419321220645,0.123920974994509,-0.129546951598234
stable,0.0389074333791829,0.027505023935121,-0.0943080177871667,-0.0415411534511421,-0.0548289785927337,-0.0128289698355321,0.0885853217522832,-0.0299691040411379,0.0481023963388932,0.116711945975946,0.0550811713775942,-0.133592618448027,0.196045508803068,0.0703573227664597,-0.0280842259185898,0.0512258472191178,0.066763283421881,0.0603324375264131,-0.0052641913212033,-0.112256220681464,0.0015450138700311,0.10328028446753,-0.096002056791236,0.182154454413612,0.0865971824876116,0.117228298432215,0.1014272167602,0.0321009160628566,-0.1334688359653,-0.21936901742999,-0.0396114929953417,-0.0971961744352142,-0.0369807880178447,0.0187158599680658,0.0614076576081499,0.139029768676363,-0.124220022016125,0.170473721366017,-0.222036417743189,-0.0614008327431657,0.0408487568748021,0.0117535393983677,-0.0227573486799633,-0.14175978478851,-0.0140281360097725,0.0984695025840943,-0.0132698514389449,-0.0108157281565008,-0.161545863053701,0.108978205307608,-0.0500179162353942,0.0987653558065934,0.113622081845661
stable,0.168081327423347,-0.0222605108023778,0.0032201934872947,-0.0730803434255637,-0.134726449845313,-0.159095101379969,0.0208582713049236,-0.121477336587835,0.0655805550026351,0.0164622719146527,0.0627833306762876,0.0130414758497258,0.177070851043344,0.001510290091324,-0.0459651403252662,0.0297853608076079,0.0066210941732893,0.063283573049331,0.0432761864312298,0.0164176447110808,0.0375968801402159,0.0448856236595534,-0.0282990331063791,-0.0259946865652934,0.0597073512064469,-0.1200288210985,-0.10456109829202,-0.149573129055287,-0.0706445334966161,-0.220726368704934,-0.004426666852824,-0.04295731077221,-0.0559273391285326,0.143408199647572,0.238171758128816,0.0628922606239224,-0.285592228935096,0.0523439725363081,-0.105637317381115,0.24310526250792,0.0628630221112374,-0.144526737636605,-0.0549098169032497,-0.117627305966386,0.120272292172174,-0.075301700955081,0.0161364713447339,-0.0044798677556042,-0.295094415800066,-0.0327615336251253,0.0863300062791445,-0.0832220403161032,-0.137207986170039
stable,0.120746579653325,0.0781603536130476,0.0663357240383495,0.0461976682479044,-0.216900162060673,-0.237945077293265,0.150070530645602,-0.170643132508766,0.0994563991526953,-0.0441469484687357,0.0247823669148848,-0.0328855403682488,0.266552071697669,0.0422599165967139,0.102277216327811,0.025298401484267,-0.0830764115453349,-0.112659312896692,-0.0810471969092332,-0.0979906725834875,0.0346909948793798,0.103513939782623,0.340128719589466,-0.173361133772606,0.106818622676748,-0.364950453357156,-0.14440277021247,-0.0775786483795061,-0.0631441653058954,-0.293697871608471,-0.134456908136631,-0.017689402000308,-0.0051031171312797,-0.0590449473532466,0.105870974554156,-0.102643870130682,-0.111981900890079,0.0501946923388708,-0.0863905140475804,0.0061744642586212,0.114874609225283,0.0374575160114629,0.0854408220477547,-0.116955542841819,-0.0324813858613519,0.0749115663180513,-0.103139110470818,-0.159312854631927,-0.10365114614996,0.0041999899866902,-0.0824984386093504,0.0970289839129426,-0.0130101672344411
