group,CD86,CD33,CD11c,CD90,CD45RA,CD123,CD4,CD31,IgM,CD32,CD95,HLA-DR,CD1d,CD39,IgA,CD244,CD163,CD184,CD2,CD303,CD18,CD155,CD112,CD52,CD11a,CD62P,FCERIA,CD41,CD226,CD98,IgG-Fc,CD45,CD304,CD305,CLEC12A,IgLambdaLight,CD101,CD360,CD88,CD224,DR3
critical,-0.0914942108720442,-0.151578546303414,0.0466445875106729,0.0469276955963191,-0.129613846543,0.178796906534172,-0.0714375862023214,0.0641885276533032,-0.108088550645113,-0.0620327644424252,-0.0874595503277844,-0.100788274619246,-0.0926085036071248,0.203683590762643,-0.144825635021283,-0.080983357111294,-0.332708220891211,-0.18969258015196,-0.277522155159794,-0.286874857721615,0.11315777772688,-0.0885182440770207,-0.141626733739439,0.149637118409872,0.236456961970209,-0.376027147542974,-0.211725604376622,-0.259082497354074,-0.0468521760913129,-0.0500314585186274,-0.0789158854315792,0.13865859711686,-0.104938268465788,-0.151716335682807,-0.251337909431962,-0.172016759383261,-0.193133892125364,-0.193309120357123,0.12641482567278,0.0346115590506947,-0.137368145186906
critical,-0.0574763658286385,-0.268703070894083,-0.273645044162542,0.123004496050342,-0.0348374656993638,-0.296166378835238,-0.240168243420307,-0.265485126125142,-0.0624819842753011,-0.151516982379354,-0.136147091615374,-0.267261062663122,-0.308751121772771,-0.0628225548056787,-0.0832919794316022,-0.231387652612458,-0.233844640294699,-0.220861757600467,-0.23975664412816,-0.0593450440136177,-0.103577186336757,-0.141494051779667,0.0777842952279253,-0.0328750533690523,-0.14497751237939,-0.600862222610134,-0.319572019042671,-0.547655785240031,-0.205379717949257,-0.158175423226601,0.0220120907941738,-0.120005050734458,-0.0839100762392667,-0.190862356755031,-0.332525299356858,-0.133948392183833,-0.303673713639898,-0.0255123087798337,-0.0239529949209399,0.045808286473668,-0.0992147038005967
critical,0.100355098670789,-0.0835630201610371,0.464597228766446,0.0222360039957923,-0.0413318781946124,-0.0992027479848926,0.304727167156892,-0.0715822224651285,0.341453363698727,-0.0855025105192291,-0.174770693278577,0.170079464088489,-0.0503032459721723,0.300812666165267,0.378519330703394,0.178444242857519,-0.0677710439230673,0.0451201522059209,-0.231265454193555,0.187313731758889,-0.120049056704349,0.145120816772195,-0.202680917626693,0.190192229087533,0.196847809039625,-0.305751169432368,0.0095446065156977,-0.422218831335574,-0.298722552608946,-0.0019977281372465,0.279251071208744,-0.0857188037203735,0.48907077355242,0.193932915617357,-0.129431541853504,0.0464938671278379,0.19659102408836,0.261948156529484,0.101391692782144,0.0295242687054619,0.274246484878936
critical,0.0302199333885593,-0.153598569459388,-0.0488056227718653,-0.271290278362639,-0.353851571202809,-0.296135100470981,-0.532517818060608,0.0517707769916238,-0.272247554698688,-0.0484880715880741,-0.196996366190507,-0.13524832459841,-0.316671129286807,-0.0208431345870402,-0.316679039720891,0.0076055528965266,-0.366426589729581,-0.289703836056359,-0.251901862068622,-0.386909978847914,-0.151983683912914,-0.254576344985308,-0.267522939587079,0.256782872863209,-0.0537435920447427,-0.432968537924973,-0.304707210873179,-0.252767052767053,-0.440509973446196,-0.4604296467738,-0.0418329260770109,-0.250759176582287,-0.304177589076635,-0.0770271410569991,-0.207673505899407,-0.18110394703368,-0.0499517245054967,-0.607310772728896,-0.117783602953,-0.411901204913555,-0.382656180425364
critical,-0.0645163301801492,-0.256333128589334,0.127130293923677,0.0958141985268163,0.0227641985046114,-0.0628589092498302,-0.41587962569457,-0.349474388605944,0.122381123623691,0.111665428947,-0.0424592179582252,-0.0983486785307729,-0.0688192549729762,-0.164883825247515,-0.001111843446126,0.0029623310980604,-0.105252709397569,0.156381841875642,0.158365361509849,-0.103684517358572,-0.182731843609851,-0.322152167990933,-0.143979165395245,-0.0918511946970381,0.0416451592749728,-0.0254886129568822,0.0963166488964098,-0.240962095791267,0.046802122714917,-0.348590115637002,-0.144733959694915,-0.330046532977824,-0.117744632944873,-0.441221691285467,-0.156746410711598,-0.0879760366601795,-0.162143207900302,0.0111299124143577,-0.358936392980684,-0.263492461548486,0.0736901067310144
critical,0.254108971776965,0.206577152827707,0.212438557627056,-0.110840506076259,-0.451322225401282,-0.449809664069279,-0.276571792256498,0.185415056740092,0.0655138880945383,0.28099712792858,0.108557209940426,-0.123538343752283,-0.0193894765858622,0.302807736405262,-0.119327820860389,0.212216216816803,0.113902869418943,-0.0202847662868197,-0.267162012120675,-0.153320147832548,0.292166299741019,0.166759879611064,0.027977230987978,0.160138515310416,0.168572914271876,-0.0134629358893269,-0.248635531979009,0.0905151848975338,0.0063767842408049,-0.0295266050182392,0.307944874357809,0.115691792039076,-0.154936781894689,-0.0235985961698283,0.196407439391737,0.27542625121443,0.280458252344506,-0.110129138689865,0.196589934135498,0.330634141517528,0.103787449726148
critical,-0.131177063358103,-0.382795134147039,0.201060721705228,-0.642514327491665,-0.213766257482823,-0.446358727034213,-0.0903112049546403,-0.65061719682842,-0.211255751565358,-0.0324004713642612,-0.483755675360692,0.230422650155502,-0.509753355696278,0.106432562001784,-0.231060077173647,-0.121463102407551,-0.730857996954675,-0.744837028288444,-0.138145131408243,-0.700402060525043,-0.0989023562173421,-0.626754283770965,-0.650523755047398,-0.197765153869887,0.112906325117505,-0.636462115077632,0.267313812685611,-0.528710836856248,-0.666322624664827,-0.13638396183621,-0.14652464359564,-0.29506099640985,-0.443922620171283,-0.535873540349519,-0.654093379478653,-0.420578440339652,-0.477236562241537,-0.0258819028649761,-0.126712991747927,-0.346441624113561,-0.609017710037438
critical,-0.251706697368398,-0.159370854473167,-0.40820945005557,0.126617296975394,-0.0915201343158948,0.237184379788682,-0.0941363133133899,-0.442603686452391,0.0041818613830886,-0.47189537340934,-0.110096822863388,-0.0143471377287501,-0.164752192038,0.0586650150007931,-0.182201622630201,-0.357193441778807,-0.205912963764865,-0.0055561777548827,-0.0645688226699846,0.147277442019226,-0.592920174774442,-0.219230331071998,-0.0264868817547876,-0.375693130169903,-0.380096256508291,-0.128504848466304,0.0424821502663854,-0.231630879868846,0.0293058695957631,0.0322470043611143,-0.248399141763923,-0.280662881955653,0.229580809896879,-0.192198890407207,-0.0052953158178667,-0.188071795115924,-0.286606957879767,-0.0572753278523662,-0.349115121855371,-0.350219278112778,-0.03006857407487
critical,-0.163413643876462,-0.0384032016671577,0.264391749444458,0.0984292259504804,-0.0959112761608819,-0.109007127207504,-0.0890136675007227,-0.164666516283602,-0.0220947628456739,0.128887673011877,-0.297171944976284,0.176595762775863,0.107211745711911,0.0213961267503303,-0.120580776308828,0.245142842789846,-0.275187741719652,-0.0123776189512966,-0.106651712134132,-0.188221934407196,-0.0168151836226216,-0.197975470690094,-0.187500145590339,-0.152473364248231,0.0316554158870971,-0.170658857565256,0.2228483153939,0.0315901434444031,-0.104467165256712,-0.0931712923313599,-0.141318611846572,-0.0315071845314095,-0.266048967453245,-0.502466634273134,-0.0074218220351828,-0.287480256482305,0.294139107894741,-0.0458286885366549,-0.173982066605243,-0.0411208107877187,-0.170079884705112
critical,-0.42790758644889,-0.107655050418691,0.297584679962076,0.181349855010435,0.383897119604756,0.0145854116209214,0.207345532988378,-0.416742908195719,0.270474514977646,0.0540714543616202,0.19885320093982,0.440494721952582,0.0503736418027427,0.677117408450138,0.22909852272286,-0.147398579322257,-0.404660774359476,0.208758974495428,0.278623455455885,0.192119327497935,0.0175464801300234,-0.0794734244572764,0.0376416949144401,0.37447679939678,0.227473034312646,-0.372599936243192,-0.134413183816466,-0.374533309771466,0.253735263814792,0.178758919948668,0.147447066157746,0.177586140253506,0.485284692561558,-0.222551731181435,-0.319660071181373,0.232777210020028,-0.122441106082043,0.22434672652544,-0.291639948526963,-0.151324222819659,0.152524289549502
