group,CD86,CD11b,CD33,CD11c,CD45RA,CD123,CD4,CD16,CD31,CD183,CD32,CD95,CD64,CD1d,CD39,CX3CR1,CD244,CD303,CD28,CD71,CD52,CD35,CD11a,CD54,CD62P,FCERIA,CD98,CD45,CD304,CD36,CD49d,CD305,CD99,CLEC12A,IgKappaLight,CD328,CD101,CD88
critical,0.120006597120427,0.0956195413844219,-0.185844972994346,-0.383306683220805,-0.0074122682131184,-0.3077046465301,-0.121028122232716,-0.0057949704647585,-0.0489415471938417,0.116616619744221,-0.270372073313692,-0.0620786375957732,0.160723426551907,-0.477480256946302,-0.240282985977806,-0.289692011880488,-0.108087064737272,0.28014058771883,0.292801087378606,-0.229800970197622,-0.0571882468708099,0.238152847403296,-0.162954359574766,-0.341478178418572,0.112152869072804,-0.0840931902196071,-0.285716632158301,-0.0449172186988265,0.105090979989144,0.10990703944634,-0.411578761957023,-0.140731891584882,-0.248337541018864,-0.245772210235122,0.0457928757467638,-0.261577440295968,-0.278425245660179,0.0150739911769337
critical,-0.0621486475675345,-0.557374964563797,-0.0667654871177889,0.0486703296388602,0.418309731260065,0.545998427039196,0.610783527882316,0.0806480421268608,0.0250869740003845,0.265749679082987,-0.0168721836614497,-0.0200507666391966,-0.406222698732196,0.210260049676988,-0.235702232534156,0.104446598929347,0.0183920178080661,0.413572069822063,-0.0428635677351565,0.426067298236679,-0.14781485627611,-0.460322207561777,-0.100523922061442,0.575622153092186,0.41924118107694,0.543961008961541,0.373683085675033,0.007134027494524,0.304326881294565,-0.355038647675576,0.60984172900416,0.311452269753277,0.528884539235711,0.170742369933986,-0.227159736509713,-0.276742536382685,0.125440975809782,-0.221293832230315
critical,0.0476261485217302,0.102474096144438,0.144781349949343,-0.0243156548301069,-0.242021108984008,-0.089988870463076,0.0914793403412759,-0.304626917967225,-0.154967081182537,-0.16776681635446,-0.154426437311211,-0.279357879807489,0.228306298016567,-0.0855768635746102,-0.179966844574434,-0.298791258682445,-0.173227472215081,-0.0515724898715241,-0.640968476226837,-0.204785274927015,-0.140463770154751,0.171350242450222,-0.10451277566865,-0.0944665339315256,-0.0412970564015705,-0.122848322573013,-0.0851339529257395,-0.126741374072267,0.196503044755332,-0.105021799026985,-0.196465665445207,0.0724382994504549,0.0715651296766916,0.150366749921898,0.0050443294817804,0.15434901438695,0.253611593283506,0.0674415332080325
critical,-0.422947676425097,-0.233170473186883,-0.036693706870013,0.0289743143104741,0.0556881161237208,0.100174733202041,0.342176503648618,0.0979571869408754,-0.204378664392306,-0.147622943770802,-0.106003177780311,-0.121962409958259,-0.179204700181538,0.186936455897135,0.0356016274002239,-0.119920181143923,0.152239965606746,0.0605553413448284,0.0155060037139889,-0.132360313550979,-0.131620597307651,-0.0925796215470682,-0.0378147683784696,0.0305235442667145,0.0900193361123011,-0.0284977967003693,0.126800038163439,0.0185843136530362,0.172475857789064,0.0749807149084304,0.255763092301903,-0.0258903935659813,0.370852671399887,0.0563924337160199,-0.184359799027429,0.0488089758608272,-0.206115234364176,-0.0139175373292386
critical,-0.0339962762684439,0.327792024338081,0.129731533184263,-0.116139033745406,-0.0578760728047833,-0.0646826118111262,0.173007795908099,-0.0026330049029142,0.464443087254087,-0.0316433559146776,-0.0975936500300769,-0.111254270625205,0.576875462940628,-0.211141338205052,0.0502304806418269,-0.0388293481804885,-0.136795170706473,-0.0669866949573164,-0.0607872049364772,-0.356903938163368,0.13002007866292,0.520807118897602,-0.205259533267126,-0.0331617814741434,0.0257815855196049,-0.48196405848316,0.327484879479714,0.0713408500221592,0.106706073606291,0.325747543075525,-0.230396907653287,0.271575021117258,0.228955923178112,-0.025164769648086,0.273261436559792,0.412842870825614,0.219172484737059,0.246050063469028
critical,-0.156408987121018,0.239588333359211,0.028424893971484,-0.0660016261091697,-0.12339857613878,-0.12534956597977,-0.277946441506979,0.0255175494821416,0.26895685624966,-0.0423969695974748,0.0718794286412746,-0.0165586032755717,0.148383883638193,-0.0783610207582478,0.0400476535946268,-0.0372586518432674,-0.0872480595606281,-0.170436376646149,0.0674544656206198,-0.0522450847780011,-0.155475214470729,0.304313035299755,0.0418322613915678,-0.176509334659789,0.104667165403405,-0.377498331561703,0.0404210368567812,-0.0569098164604373,-0.177648012035773,0.25717563382345,-0.224454564366974,0.171051636800559,-0.0471320751793956,0.178101021433075,0.101437380408108,-0.0876372347343041,-0.0871599102697713,0.222243735342212
critical,0.349201731890067,-0.139080702790335,0.117956498647861,-0.293237018957577,0.267817778251087,0.284303720050955,0.0562917916418622,0.310562838524175,0.332160164393505,0.199163673794999,0.220511034096479,0.351907802721561,0.145202273519677,0.368097757865872,-0.0455467374083674,0.386636615614744,0.211432288943176,0.589327153383902,0.031935819564456,0.293402898178464,0.0431026617408728,0.0944846485269952,-0.0275909535107832,0.403362389882613,0.382647258622211,-0.187769788309921,-0.158296066507955,0.181040929941182,0.568022704663124,0.199878054833712,0.289995590866518,0.385904027656256,0.261359442842474,0.480975851844438,0.070734178620535,0.333342624444599,0.360837400719211,0.0322883475268792
critical,0.170566803245662,-0.147466865891903,-0.607133545520749,0.180888378256332,0.572295043664774,0.473279925393177,0.310527578981832,0.22932193321272,0.25801196694402,0.274869556457984,-0.35553946998214,-0.222912085797477,-0.611763280106179,-0.62056961909956,-0.49049587290361,-0.140168175851933,0.0648948247433713,0.482649605436124,-0.0270223001012818,0.0950568146046646,0.186352845410782,0.208974878248021,0.204566165461976,0.121509976960058,-0.0740590155947858,-0.274951390107387,0.388785916986542,0.337891125671082,0.244919674904903,-0.449931215965432,0.139205296740897,0.362257555276339,-0.135132732151678,-0.514052966319065,-0.212074587110019,-0.194798982878764,-0.401068630789727,0.217580239953166
critical,0.0032856136160584,0.243130706882342,0.28775229173717,-0.390749463317948,0.0001812211169785,0.124203709652162,0.0875648183857567,0.0830558041777284,0.593904481447515,0.282999405165377,0.186694587164129,0.303964964139107,0.42417160092342,0.158461316464308,-0.14495762305797,0.189889236159222,-0.0408117940271663,0.192712048023175,0.207526731510831,0.133112121552313,0.036011979969502,0.415872316788635,-0.112497080562897,-0.263676094025976,0.699570005142796,-0.168531590994287,0.137798793057036,0.0619716852581823,0.257625617791663,0.448290208205036,0.0065656924862689,0.507173581666794,0.679563764209636,0.217450334628376,0.274897609285536,-0.0615054971265827,0.0533110147816615,-0.148888063767621
critical,0.19495453969124,-0.0424270626395648,0.176843428145811,-0.0556521998890116,-0.0716264424497464,0.036528066271865,0.134793926355403,0.0161269998135897,-0.0301819376409155,0.0448585677949796,0.353266835162585,0.347187636637638,0.422028100062511,0.152924585217022,0.163442133074171,0.404320988219986,0.0274679767240952,0.131013988832824,0.13939651774871,0.0869494064285232,0.288495379363165,0.151148116468489,0.154883516537109,-0.090089019520578,0.327490985124161,0.296769820668886,0.299573505439719,0.175651650708261,-0.0110591194181147,0.240723828964764,-0.0730576447937275,-0.160180545372625,0.0306641941278067,0.172451585540636,0.12182089483426,0.0099424671004807,0.280030920850099,-0.134741778338871
