group,CD11b,CD33,CD11c,CD45RA,CD123,CD4,CD195,CD32,CD95,CD64,CD1d,CD57,CD39,CD244,CD303,CD52,CD49f,CD35,CD58,CD96,CD11a,CD54,CD62P,CD49b,CD98,IgG-Fc,CD45,CD304,CD305,LOX-1,CLEC12A,IgKappaLight,CD101,HLA-F,CD224
critical,0.0917403502955913,-0.285469569417833,-0.625873649913727,0.217476957844762,0.108476697642709,-0.156961102100268,-0.205192006294696,-0.483023415810835,-0.0007057254781492,-0.0234198439761364,-0.40466054233563,0.141629418199867,-0.253568894799873,-0.344179267723,0.191006092625795,0.174538831899673,-0.0397037372029892,0.291159680253876,-0.145438979406938,0.1094700002392,-0.0735026023954429,-0.299032712895166,-0.077826530268948,-0.0895325561708964,0.117779223777133,-0.0535005875061201,0.0347339659747379,0.2389680821308,-0.145493496939257,-0.103204272225218,-0.286923126468772,-0.0814347454836564,-0.578696164441386,0.201220045643645,0.0122603627541091
critical,0.16826700403296,0.0372542019618805,-0.0976441713556465,-0.0379447277302135,-0.179020977952809,-0.135830845017996,-0.0423260791084832,-0.0435147574328946,-0.0890317669053112,-0.152249557581409,-0.01874400070979,0.168447642533653,0.0623012658871575,-0.0829558898458267,-0.0725223905710873,-0.108051076904264,-0.190759581008844,0.0695295281075986,0.0435946636505936,0.0126288401049343,0.0774787405052812,-0.115179353638116,-0.106191471369444,-0.241053154493578,-0.0080503232839972,0.06325404816855,0.109224420950644,0.023845368646759,-0.296570961340727,-0.0355269858328667,-0.0421454971784918,-0.01696850638898,-0.116672468712608,-0.144271040342528,0.0223834301604045
critical,0.008730976801544,-0.13024199662462,0.219299679411153,0.0202066960062549,0.0302522311966314,0.213400802301137,0.123136038697677,0.540492530589238,-0.184250818373303,0.227227928187879,-0.230198695744606,-0.198514146285894,0.597796250531078,-0.209437997850829,-0.126712230307483,0.0919593963649294,-0.173101980329092,-0.320496923546305,-0.153458169399879,0.102909919288317,0.150603218035798,0.393304841109734,-0.310186779194018,-0.187610605946637,0.105572248483724,-0.0353076067045538,0.337211651064255,-0.0059357040546125,0.0910827562710362,0.234745970738649,-0.370110028771176,0.0035157447903318,-0.510433459899715,-0.171097402688822,-0.280557040444649
critical,0.114908678987563,-0.142397332625384,-0.323353347704891,0.212310942721686,-0.494419108458526,-0.432968537924973,-0.613177495299447,-0.286930742775172,0.010958567490964,0.248419269164697,-0.343468360731745,-0.106977547758169,-0.354462748442956,-0.208959343140165,-0.053340236844168,0.223070433317285,-0.398944400452476,0.117723112078654,-0.164799806293392,-0.0308035684963376,-0.233881752368206,-0.392813544360672,-0.645331750012505,-0.620848052182582,-0.517073926117304,0.0181490540826417,-0.102859013760207,-0.367879019936795,-0.185483416592105,-0.185278839245222,-0.314149630746778,-0.0162329382791447,-0.0150627622864513,0.0131710470964163,-0.246908883620789
critical,-0.333792324810383,-0.281138616783304,-0.166885915845085,0.155516343254511,0.10965747013728,-0.112033953029738,0.0329584568201782,0.256985862470308,0.216041630727482,-0.50247503223142,0.132135311334757,-0.118490578171754,-0.288040870604008,-0.105529379117043,-0.0623043571708722,-0.113833427717266,-0.343149998320158,-0.33179769378962,-0.293298272889016,-0.149653310892905,0.0881655628656335,-0.124342058931268,-0.162951339386412,-0.323558687958446,-0.281707740160902,-0.414531855887113,-0.145754214093673,0.0156676326096001,-0.377129050642807,-0.121904594128092,0.0311856088437954,-0.288140562705377,-0.0771692931056063,0.261242973543585,-0.327616862665084
critical,-0.17493175435592,-0.313800896014494,-0.54557780378815,0.192324594993955,0.0799891589052987,-0.0132500913865808,-0.198411331937779,0.028969761742892,-0.429778834498488,-0.110459514256029,-0.450661917332939,-0.191250402987049,-0.36416181373355,-0.189136339688021,0.0979025364617253,-0.188424110567537,0.0408299743652949,0.0306375915529002,-0.191291741844988,-0.175038344360063,-0.324018229589216,-0.205889376412051,0.209601679888301,-0.0134211251655138,0.138413179065292,-0.225422825520169,-0.164807313395164,0.180227083933151,0.16329999436937,-0.124241588225249,-0.19730462567334,-0.239276921982618,-0.292582358154211,0.184284893262817,-0.186783843810156
critical,0.0900596853314861,-0.296581705995179,0.153940048364413,-0.0627785892256403,-0.0826310745735356,-0.0182313982946933,0.0013231002472343,-0.121337417398914,-0.216016093760403,-0.0849064141767604,-0.314518666450258,-0.14583495388879,-0.0748133393381241,-0.0468178212066258,-0.462639685205141,-0.174852192072996,-0.227643811215572,-0.0378316911019,-0.196302907280699,-0.163136999014073,0.121193027878423,-0.398854498214542,-0.329780901173302,-0.446793754374795,0.193997685326575,-0.104378862061724,-0.158481312503029,-0.405244598536395,-0.224391179505376,-0.0877053446256364,-0.367722271435496,-0.120802328958842,-0.310335183865169,-0.126945091160375,0.0326991280693027
critical,0.118462934063133,0.0137459063209136,0.522028382083259,0.0978115777728232,0.0290355782449802,-0.125650923253803,-0.370041764590555,0.0578385237572779,-0.162698638231452,-0.107192046296065,-0.269346661445467,-0.196438324468198,-0.0794317941296563,0.403145503433681,-0.181480600654882,0.296344930508718,-0.0333688061790604,0.414010251749005,-0.233488770452266,-0.0958297132929184,0.575512208191853,-0.129661969450856,-0.0586130679997877,-0.0870103987991643,-0.161462754887218,-0.0086435117647858,0.434282684903794,-0.0175301314377414,0.25173753372534,-0.184056521633117,0.0195971944370624,-0.0783399723191299,0.0920040029086392,-0.291494275869335,-0.0408422947941513
critical,0.343035653836229,0.138894598482515,0.390704206257105,-0.227523112366532,-0.0740323061184546,0.0077875639929421,0.0344328148434767,0.302716144486947,0.392681794405571,0.246309357863245,0.102408514500811,-0.127861821614018,0.273198102497848,-0.136628817115391,0.131075033840192,0.337425457601032,-0.276038527509553,0.145947130453435,0.243366887615126,0.33926753813819,0.149557079650231,-0.108820142495871,-0.295630586639309,-0.0558304512036353,0.130102826095159,0.112855785445197,0.197429911704012,-0.0435436545347353,0.0050237611605402,0.159614424270307,0.103136173281596,0.299336975274043,0.0139958399044464,0.219192512015499,0.0117423263440123
critical,-0.0715714886472902,0.26294165192191,0.137584605281168,-0.119806819205511,-0.0268474833376252,-0.0641753110181555,-0.189677917830653,0.245896375787368,-0.307365446689223,-0.0193713436242685,0.385210202020974,-0.212972824553277,-0.0267028583633413,0.104713601408288,-0.447674281999906,-0.145278951091281,-0.237945044441361,-0.385995147261251,-0.188336772462721,-0.639682369070487,0.316366080144721,0.115221149429752,-0.263822922687587,-0.125707680217686,0.143499727616516,-0.44530301726942,-0.107686584685314,-0.120860376497968,-0.201031094755668,-0.43591259623971,0.040698059022286,-0.349108293758646,-0.0655336729713565,-0.64314118004163,-0.687931279166504
