group,CD86,CD11b,CD33,CD11c,CD45RA,CD123,CD32,CD95,CD64,CD1d,CD39,CD244,CD303,CD155,CD49f,CD35,CD58,CD11a,CD41,CD98,IgG-Fc,CD304,CD36,CD305,CD99,CLEC12A,IgKappaLight,CD328,CD101,CD224
critical,0.0113540395239098,0.229552392159177,0.198997233827189,-0.0110314953183989,-0.153086029217875,-0.190630728095195,-0.0227705635331341,0.0200123582018043,0.420746991562633,-0.11388649993877,0.108333199501609,0.133198965012132,0.0080205912392714,0.0611010888319258,0.216531485570871,0.176807011856165,-0.0007052808145816,-0.160881727732804,0.343932204128243,-0.0421997864404836,0.219065258729156,-0.0902525103031011,0.192494833132571,-0.075883361520527,0.0169773306265052,-0.0782219986669011,0.207957085899495,0.0438498540112205,0.259149651729858,-0.0452321613541514
critical,-0.0715151123659777,0.220653037503639,-0.342474054169657,-0.399168967819112,0.087783765466889,0.0131825656480628,-0.384856461949297,-0.341998254778479,0.105884803795769,-0.372657376799931,-0.265205737297685,-0.388895995596058,0.038809201133875,-0.159839227626157,-0.323557457983278,0.210757766772076,-0.167853545821256,-0.185324685996414,-0.35081850365723,0.182580460991073,0.0012212880315874,-0.0180951118607579,0.117637729077112,0.148075884777229,-0.0709297748862974,-0.251182249942241,-0.0932761975990478,-0.194572910664652,-0.403864569671914,-0.0596867363857249
critical,0.286530042892097,0.0202191041719967,-0.0296908899473282,-0.142223641459116,-0.0907770509977968,-0.132526271688796,-0.0385298566253618,0.166972525861948,-0.326900110925206,-0.0868037720129558,0.0787259217968163,-0.248256908807796,-0.058152955938217,-0.340299130468975,-0.117440212802776,-0.325397019845149,-0.050897978496175,0.0448572532737126,-0.0299511005941992,-0.0920491657085162,-0.287199103886825,-0.436742856228862,-0.231751160589388,-0.149461301397774,0.0030583388750722,-0.125458436672641,-0.212931847518795,-0.416397949563171,-0.224719133289183,-0.286523084379949
critical,-0.0084090249429034,0.0145731545741802,-0.560963090640865,-0.0688944806937941,0.236803401202026,-0.200220375253048,-0.302276701602249,-0.213240830941818,-0.190372529323286,-0.607704522720045,-0.267465317123137,-0.176216793382237,0.0418733743341898,-0.367577729199203,-0.138645730650957,0.190059000223368,-0.126947350785378,-0.208369733975882,-0.263320463320463,-0.0804192864991485,0.053546145378574,-0.0156322529718185,-0.420123902605484,-0.151220507693841,-0.217769636784506,-0.779451583828275,-0.155630074930213,-0.230768837869991,-0.630576151102894,-0.234028920990597
critical,0.176079500222261,-0.185131221889308,0.0696484285257566,0.214563430075831,0.275452653884848,0.124305919742528,0.323035274761615,0.214695576953479,-0.0762244033086423,0.360635143031504,0.256782439568289,0.286847506327038,-0.0760879890297172,0.0585064033903708,-0.292151494988641,-0.293094788756674,-0.0182708482563176,0.0794429871923846,-0.130607593219063,0.0364035847126414,-0.0974440673713343,0.236794901940546,-0.333587013400978,-0.255844254390181,-0.179584743014002,0.142571133964418,0.0080972847589925,0.0886685960061301,0.170912445753212,-0.0191700058107584
critical,-0.0167961154053004,-0.624969041405405,-0.445514366399831,-0.338007749099433,0.567790013494514,0.589646964627968,-0.206995162288321,-0.290873734587032,-0.526612430198591,-0.426893555009244,-0.334930089527529,-0.266968727982181,0.437380775576129,-0.365390190759366,-0.213851287625151,-0.530962450116908,-0.27138644760801,-0.0304652150665032,-0.260531792211396,0.259349071718224,-0.520119885421971,0.500339948091221,-0.359018483395029,0.137104788912247,0.317530394654705,-0.482762575781614,-0.532861210781395,-0.438282711713748,-0.472439171898186,-0.0940603712438671
critical,0.537006103122236,-0.0801991358426372,0.118238241877115,0.146149180063044,-0.313142230561975,0.121494091382093,0.0981405581902983,0.0936665343427779,0.464571550478863,0.0902384697526143,0.62193881721467,-0.200902979756143,-0.0357395975559979,-0.114947281219889,0.111194524439593,0.153502086645959,0.0670920548306404,-0.253780272053108,0.0295552641720884,-0.159051656324222,0.0655183864380247,-0.0057336765740161,-0.0161555570636271,0.238280721356818,0.0414945667156514,0.161013375295563,0.265840272903206,0.272949673772611,0.140429956159193,-0.0230209378648827
critical,0.136508082255871,0.20928149560197,0.011386872892902,0.209942753748092,-0.210423889433529,-0.181699204486165,0.345447145414164,0.222549627121384,0.130710782087086,0.250581450383224,0.153865019978842,0.277343804070832,0.0483827462554702,0.267487433671301,0.0126321532211097,0.239811691267935,0.179937546054237,0.199175692988554,0.0992962388495993,-0.438386182169104,0.267632086790279,-0.0680662134731054,0.108632204579652,-0.228872883629783,-0.191739942335859,-0.0003168137668809,0.272764305700402,0.393804588311388,0.428416277323595,0.0383491469432319
critical,-0.375061920977559,-0.0596170435606115,-0.0274890842122226,-0.226104275971331,-0.1573452348166,-0.139990010221538,0.062246630129462,-0.192106581924626,-0.0874956460864811,-0.124068368452752,0.119563918485922,-0.0497450422753349,-0.188902254652042,-0.107800778326662,0.426123441187455,0.507236488770193,-0.0179299139526679,-0.362697491067945,0.404652539450441,-0.15223442339381,0.00882392869359,0.203495239638546,-0.183012574893729,0.22267481900773,0.0864331617260709,-0.090419514794484,-0.0845873611713314,0.0964559502415399,-0.148066021513383,0.153466311484485
critical,0.142461756733518,0.010316610976186,0.265006976630182,0.109629680799882,-0.151755304326981,0.0210391335770813,0.0538139712456125,-0.280688445655819,-0.0541061666746809,0.216825675585719,-0.316048323624088,-0.0046424749392836,-0.514993722902148,-0.112425819963952,-0.359750245762534,0.0524891496609854,-0.289907321658269,0.0179856380941171,0.155014817794721,0.0964442613791221,-0.422381115281578,-0.273054924680595,0.383480158635021,0.0653351057955921,0.0641628935951585,0.15570871315805,-0.338291216416069,0.340660320126997,0.173426046154061,-0.0735962517126327
