group,CD86,CD11b,CD33,CD11c,CD117,CD45RA,CD123,CD4,CD14,CD31,CD183,CD32,CD62L,CD95,CD1c,CD64,CD1d,CD39,CD244,CD206,CD163,CD303,CD38,CD71,CD49f,CD35,CD58,CD62P,CD41,CD49b,CD98,IgG-Fc,CD304,CD36,CD305,CLEC12A,IgKappaLight,IgLambdaLight,CD328,CD101,CD224
critical,0.223083964905877,0.0214614987511927,0.047166728503988,-0.028712111102682,0.168430972900431,0.222115928427121,0.199076233226352,0.0469446995043827,0.36273853563425,0.331073689745365,0.0623739824097499,-0.271733768142916,0.0674712250865036,0.159367935654922,0.0210426311917636,-0.316205871803209,-0.0384165010875018,-0.127049660408742,-0.0843870785340913,0.117029286609455,0.226078750797106,0.0019673148322741,0.0636077573839674,-0.109263761929483,0.31465715587902,-0.0109339189435132,0.0727194897034692,0.281843940413745,0.312651902610428,0.24213047722596,0.136078470509884,-0.0588909480175653,0.0736833100190293,0.183447223143753,0.0413680211210841,-0.151961216985216,0.0119897738478875,0.0446734604345278,-0.241339046136943,-0.146292939031945,0.258123522016551
critical,-0.592992857508296,-0.164674860181562,-0.636314493629907,-0.688293127955884,0.151336593136632,0.45847289955649,0.276732585569214,0.1157698519466,-0.0641006734165359,0.101483282256384,0.424685925639614,-0.573907363404058,0.041712950888687,-0.412533858300067,-0.296698728627957,-0.189861148118903,-0.554088299081637,-0.457771311824207,-0.529365845891666,-0.0759760475738701,-0.224596588316551,0.476047004707532,0.0600058833113476,0.0819904132392404,-0.414588493968965,-0.188125963217918,-0.357370741837189,-0.28990958656264,-0.422223592185597,-0.371571704460406,0.318833452912289,-0.28609214131666,0.432382916276992,-0.288751753753007,0.250965785972496,-0.629024977432735,-0.42012229574828,-0.38506457428137,-0.514052074861806,-0.681348422460153,-0.144635289104339
critical,0.352866464047364,0.375432002466394,-0.110346039443421,-0.209665174667149,0.0030945447707692,-0.326674918767788,-0.262288380121047,-0.253786330478556,0.222362508815063,-0.0751076852417836,-0.120994532087449,-0.252055874816112,-0.0050766515283878,-0.0136085666682357,-0.168926121109503,-0.131715171932635,-0.26531894979225,-0.0808702076045117,-0.186729702113156,-0.120906331360039,-0.263417768008664,-0.133598764563325,-0.19140807737388,-0.343768674727331,-0.214695389030075,0.288033785566459,-0.078563246087189,-0.262312784180346,-0.303178487647405,-0.100314242363304,0.0075298983634679,0.0160489121384336,-0.207281033696602,-0.179775306631346,0.135860017323744,-0.441167486813537,-0.233567740853351,-0.215798837228221,-0.266118990322328,-0.195673803136159,-0.141043397649927
critical,-0.183159074537616,-0.155017095558979,-0.541135613946191,-0.299401247874899,-0.242350534299673,0.0274573350332235,-0.143420268798283,-0.238506166638028,-0.225577394078582,-0.193560890095549,0.0190980731451737,-0.119414772049353,-0.031535011623859,-0.301811841133492,0.0364879397936212,-0.149337250151281,-0.524607338672042,-0.345271055550535,-0.264776366940099,0.14162052583444,-0.151366930451277,-0.0207434254393986,-0.363355482042878,-0.117725562639765,-0.335478898863876,-0.0333957130650288,-0.105574875906704,-0.474179106674524,-0.495238095238095,-0.455245546787519,-0.352077974818566,0.137469430923839,-0.167265106798458,-0.387400360360224,-0.264442676571938,-0.428093246816818,-0.0771708732476801,-0.264571484500127,-0.14929038749965,-0.230704871942913,-0.33127263884855
critical,0.327766524924356,-0.204946848327105,-0.114842389916892,0.039550997396812,0.188954775924202,0.235454377077903,0.106127723244449,-0.137768716450821,-0.0692045568147224,-0.335418103493589,0.266637063926087,0.317787673873846,0.227998149573654,0.34625770234299,0.402650857454828,-0.284216117470009,0.319361153447542,-0.0521951287463234,0.140578742108946,0.38195999753445,0.212710433656818,-0.0932955803948993,0.067144337289553,0.440478599390312,-0.193255946359537,-0.336098016571058,-0.117605796056265,0.0172560839443719,-0.174650028435247,-0.0362444425967057,-0.069712127810038,-0.109573427886962,0.0500592731295365,-0.365851699106106,-0.329702835714707,0.0940244645271693,-0.0587272385589026,0.300212012105923,-0.0484639065994916,0.119670865899376,-0.13442417815086
critical,-0.193058575344104,-0.637743776004697,-0.289826943101717,-0.133186966658249,0.177341648618605,0.484429626147785,0.593958790395503,0.353762166141147,-0.296523126523173,-0.29773342581787,0.361695556349189,-0.183589889434657,0.240152632164344,-0.136078487126238,0.0753664746065697,-0.414084313976262,-0.318721692044528,-0.245282306648161,-0.350102215749535,-0.002400661032382,0.140392356193117,0.439940568724592,0.437486464468846,0.388308579576663,-0.144814637797957,-0.582343448419465,-0.255501156739158,0.0904212786325714,-0.147798202585745,-0.0079105916569265,0.178564742343028,-0.4782766443736,0.393770387674961,-0.282173250566221,0.196788617089336,-0.400641397410222,-0.420676889242357,-0.388739352625608,-0.385013020012505,-0.120057287136106,0.124732646618009
critical,-0.353110350783732,0.0775696559789442,-0.482062665254355,-0.0522832969140111,0.117390234651508,0.114484123849449,-0.317412746506789,0.0386242510263862,-0.0401512469727168,-0.664601899991639,-0.0565143380315366,-0.0850864552348423,-0.496591539758087,-0.358302706672675,0.0274545724217927,-0.191583703783459,-0.510693339756202,-0.26415225600266,-0.0298957171560382,-0.056382100807452,-0.712736774779411,-0.365108204506273,-0.172729449053717,-0.142664665932034,-0.560476704200581,-0.133735028045216,-0.416627585242019,-0.627353701804907,-0.463032472029385,-0.644845308928953,-0.0543080180441971,-0.207819065291958,-0.133526637503359,-0.393275101310505,-0.466895072371078,-0.556228023748308,-0.241041038964532,-0.304628083909998,-0.259623529727619,-0.437247818041125,-0.257270726016525
critical,0.172069393877564,0.0963021174002134,-0.257497571872956,-0.0027153621954915,0.174297416723673,0.0918369695978983,0.407859138159956,0.0465474411188864,0.0891879001911895,-0.0317309454083786,0.377974002928603,0.0274710359316649,0.315738375083302,-0.0149514203888552,0.159889795617925,-0.243563893945373,-0.146441344439734,-0.0519851101168918,0.0261482638805344,-0.025537557063518,0.201679069086524,0.366675981452974,0.029666212069049,0.0606027123355711,0.0266678790223427,0.107815641410301,0.082205429845156,0.0971599929362787,0.139937999326783,0.11235058801103,0.0431326456638069,-0.0386921599941982,0.350739582906686,-0.107907385866861,0.196545437752104,-0.305906321478302,-0.101375816288187,-0.0896205351635959,0.140390249407405,-0.295436082174641,0.0453752908867319
critical,-0.385785798752194,-0.746955835834206,-0.48239493414925,-0.213749098361208,-0.134230843318131,0.455589888084,0.465922681459955,0.298191258473937,-0.626562120590481,-0.227888314064656,0.158628494541953,-0.557501477709723,0.293800958277912,-0.537871257312302,0.298565591500927,-0.671118947872712,-0.196479344635184,-0.277922512650787,-0.0582701725832319,-0.192380156272595,-0.386073419543142,0.267003018760281,0.321778793374164,0.57438792176683,-0.197351474727594,-0.613276908506844,-0.41044108581044,-0.21326697244159,-0.291552584625852,-0.248434113886544,0.144401841633794,-0.316258654561541,0.217396068041813,-0.523488444423746,-0.144421818588144,-0.209485452444277,-0.397547020079708,-0.38587285332213,-0.262630297819444,-0.168855958458823,-0.141859996642527
critical,-0.370975115380317,-0.208782414630564,-0.302957318144684,0.333269076650169,0.632985082740945,0.468406015732514,-0.216586908848726,-0.0364691024460603,-0.0640452781255944,-0.635755430051593,0.34568245038552,0.0632121049798941,-0.0712400030913686,0.0954959312355196,0.1666027539989,-0.120636712363548,-0.0864468379786199,0.498840354063,-0.0030949832928557,0.134320697518069,-0.353160834892791,0.35019055315493,-0.0615048460695704,0.166880475118421,0.174338522821214,-0.0599691759026,0.19258497033782,-0.191390835462172,-0.165443555536725,-0.243898818731634,-0.0355184510993003,0.449166259177483,0.336381548967656,-0.408649674264044,-0.221134204231235,-0.324554141570129,0.470414089671831,0.183411943443244,-0.45028910210335,-0.421784504232149,-0.108844982796052
critical,-0.030039515041338,-0.175525957505216,0.0054365000129071,0.343608241794397,0.077903143152942,-0.0044236026803892,-0.0659157607607658,-0.0120551809340521,-0.112226089370423,-0.0650751534626442,0.0588310924223897,-0.0044221373966019,-0.0126713578035433,-0.0235210668715869,0.19250183267783,-0.194186602656504,0.0975624809816649,0.235685996422021,0.293813929248202,0.085848028603908,-0.139100471382676,-0.0038398184029897,-0.0111656753034947,0.0396504466944947,-0.0081753460840348,-0.218731670471856,0.0194575061038786,-0.0372343109372818,-0.0555613184820413,-0.0490622095071604,-0.0447882051407755,-0.252287825586237,-0.12196135048019,-0.249944241039422,-0.329421942486285,-0.151130577852072,-0.228861210510796,-0.0847668134132954,0.10581272889226,0.139566024166017,-0.126675361407572
critical,0.0917098990693437,-0.22993754356094,-0.314822185490684,0.0575069740864382,0.204520962211869,0.334246148304368,0.504045906781402,0.355314216338033,0.0372047833260371,-0.125717461413984,-0.0792842376920585,-0.173324685833031,-0.031133832240928,-0.257173580786879,-0.0209110193914792,-0.291731263227317,-0.137805900744471,-0.113520598807563,-0.0850406486530243,0.0824513160513361,-0.0204052704160875,0.332620692693792,-0.263506679138314,0.395040823800895,-0.0273100539646184,-0.474423485532066,-0.21191436518447,0.168902782993806,0.0205176784842447,0.14899961666671,0.0729084830058939,-0.181734815625629,0.236358827724094,-0.267784169840547,0.415726892754064,0.0012646715792516,-0.220118675115125,-0.273795796489619,-0.165697812052362,-0.133546095433748,-0.229968644117542
