group,CD11b,CD33,CD11c,CD45RA,CD123,CD4,CD32,CD62L,CD95,CD64,CD1d,CD39,CD244,CD303,CD38,CD155,CD52,CD49f,CD35,CD11a,CD41,IgG-Fc,CD304,CD36,CD305,CD99,CLEC12A,IgKappaLight,CD328,CD101,CD88
critical,-0.0600518932192997,-0.382121049407843,-0.381115495794548,0.0588443333653691,0.179201481630275,-0.0355298047778742,-0.357823141234965,-0.195876059360744,-0.127358244324581,-0.136316151316236,-0.44812520388141,-0.222930477687387,-0.30731822535167,-0.0343018996396515,-0.0640363471087107,-0.0916516332478887,0.051492105930835,-0.375749518009254,-0.11357167418746,0.134796897721767,-0.454999941401643,-0.124482063773656,0.12456169921697,-0.169283555138974,-0.14544310958101,-0.373929485386453,-0.300094441762651,-0.204355116025025,-0.182018740450277,-0.386796918201756,0.144564112708553
critical,-0.386397590421634,-0.53211406419529,-0.49307705002505,0.677477063205239,0.648391220151921,0.512646537280891,-0.486386074646722,0.309356568760925,-0.293270481110413,-0.391570823303479,-0.307382788001373,-0.537224431155487,-0.372081884077704,0.692522690227608,0.263821962020715,-0.294841463624443,-0.168379835791272,-0.120680649088483,-0.478420419796939,-0.277918226598398,0.0112866573852772,-0.361450671455086,0.609512661704,-0.376264334288801,0.595505297062661,0.654494617304192,-0.371245978146424,-0.378640512667894,-0.5518223667223,-0.524100825687826,-0.0819684511992407
critical,-0.260703903793473,-0.0951945028208151,-0.473314161630069,0.524149447919825,0.171685251156517,-0.341135332710778,-0.111751934754037,0.14906894942448,0.266208028869644,-0.236625150980733,0.112415485663422,-0.556135840552996,0.0595325590960597,0.072538160828197,0.0469347282378443,0.205587823760609,0.203963186945842,0.298340957263302,0.0212847932981062,-0.0305214300625261,0.177720050974764,-0.0889568272816031,-0.0874735334363958,0.287701638673634,-0.348131742928558,0.468231681773567,0.307151592828268,0.0345460140267391,-0.247960282747392,0.180998267900947,-0.623337164072427
critical,-0.297911389967755,-0.664992968363568,-0.121434570643454,0.173251916829354,0.142774813043115,-0.0126207366795501,-0.0090270346041627,-0.0189985520848658,-0.205376447213008,-0.359707985146999,-0.474362529712785,-0.216975736446455,-0.0518208858373513,0.104619015259576,-0.178585353940223,-0.277461064671646,0.32575774917556,-0.393280136619011,-0.185030302117051,-0.273639060218172,-0.540797940797941,0.128974129012815,-0.0609657865900921,-0.591729250127871,-0.31751154298579,0.0431673540371654,-0.4722544449095,-0.125096691024203,-0.18117891839539,-0.489475403530666,-0.0226804312032036
critical,-0.0271330660381643,-0.0539694878748513,0.201379764276894,-0.0259535270868771,0.112187122077142,-0.169206069493621,0.0866587051633846,-0.135170961211343,-0.0137531581256829,0.308221950391604,-0.0059715559398073,0.0422545957996921,-0.0472213175037354,-0.0156858315845878,-0.0295657338849034,-0.112345211126417,-0.0444327959050682,0.0398215507941453,-0.123948759353431,-0.111014599477713,0.0324400153218079,0.167268265616721,-0.0830859305054548,-0.106856660816711,0.0099998554287362,0.0835039806685628,0.0864253470956916,0.0965827756090663,-0.0338627904906977,-0.131977029686293,-0.262757708401935
critical,-0.556302456025655,-0.515793388524219,-0.278020156031741,0.447140840877935,0.597274105318986,0.443725322644848,-0.419287106096629,0.130067537541354,-0.403136099124298,-0.634524499440566,-0.344574327492344,-0.278514967566074,-0.263428282485643,0.418201429896603,0.327694555678346,-0.564345905713153,-0.0508376239080687,-0.409483774714992,-0.63141325683555,0.0152517439748763,-0.480406194327526,-0.638911166920151,0.25602100282772,-0.491721645156308,0.002596609287295,0.111451698033611,-0.699079914997006,-0.634909429761776,-0.218677973254181,-0.480095496984315,-0.368042201663822
critical,-0.0636709766994239,-0.458114490767727,0.0134228212903116,0.103692587584951,-0.136209214251353,-0.278169788413876,-0.256292424211793,-0.202004932902731,-0.341657147858747,0.0256517706152754,-0.289891084080273,-0.126853309972065,0.0323400210744564,-0.469411398426278,-0.0548228251344405,-0.361115067596688,-0.152690474925184,-0.505395534710251,-0.282697311758948,0.357364056564581,-0.427284676316478,-0.133665017604222,-0.290182343220545,-0.261118887423741,-0.293088102716558,-0.185599000897834,-0.428806016958463,-0.165234289765632,-0.180233735417026,-0.263493908381588,-0.282616902335561
critical,-0.27431374899929,-0.0741280888725177,-0.487000209761417,-0.12999298998776,0.358634759416513,0.195200407260233,-0.386087986051125,0.288271000958239,0.032666588182923,-0.09596196501816,-0.0997782166893127,-0.153001630912216,-0.42263207790271,0.361964552978659,0.43883347898781,-0.191843627897134,-0.476722897222822,-0.0722160730740858,-0.418040319823561,-0.43830429960365,-0.287977195897903,-0.385201948386685,0.458385546266567,-0.179075523229093,-0.224933825098469,0.382845883917655,0.117764203060592,-0.401973214406997,-0.34734683373304,-0.202798193419191,-0.434572058204773
critical,-0.401566282024438,-0.36935909527988,-0.221307027521979,0.256654406920829,0.309692741342334,0.343150857572725,-0.177226213294363,0.187582705069071,-0.461970589866363,-0.426951410512626,-0.268573126303676,-0.205829830797764,-0.0295658774507916,0.418170177164904,0.19553065434698,-0.460776778157325,-0.103279640667251,-0.119796284039737,-0.266573203823235,0.0623116651321338,-0.0039827114944233,-0.206027422266232,0.202022304178598,-0.395742043136539,0.0568907007099018,0.161372070531502,-0.299678692176713,-0.133918673999984,-0.114706839596609,-0.272216821442469,-0.0964352563922318
critical,-0.419757109093567,-0.139151252219842,0.192721507023059,0.436328706074264,0.118619409554219,0.0132732068973294,-0.216800783678496,0.0001292922016177,0.313551417943346,0.138805696728379,0.0590054423162562,0.434598694812062,-0.251467392544533,0.40870668255457,0.0478371024985547,0.105059990380107,0.268901412578893,-0.0799588055184444,-0.0152179844225953,0.218933091044936,-0.450238220787492,0.416457477689215,0.527151358930136,-0.427107319058662,-0.208247595593051,-0.110545708242261,-0.285143995808042,0.350524815791603,-0.131083579403706,-0.0414574512706813,-0.235218439050457
