group,CD86,CD11b,CD19,CD33,CD11c,CD45RA,CD123,CD4,CD14,CD31,CD32,CD95,CD64,CD1d,CD39,CD244,CD163,CD184,CD303,CD38,CD52,CD107a,CD35,CD58,CD11a,CD66ace,CD54,CD98,IgG-Fc,CD45,CD304,CD36,CD305,CD99,CLEC12A,IgKappaLight,CD85j,IgLambdaLight,CD328,CD101,CD88,CD224
critical,-0.2694165925595,-0.0267513047814162,0.0659711266813297,-0.0624354451030354,-0.482161978026092,-0.0762656848458618,-0.0661480282128969,-0.152500977670705,-0.0474239256635932,-0.274269236926148,-0.238044429405079,0.0027724929498721,0.27397419639543,-0.232568752312905,0.104594958996541,-0.260674635483708,-0.338751484669369,-0.116296748350486,-0.1036371364848,0.208723195950006,-0.144394652412019,0.0779685414201967,0.399717875478757,-0.170375693922503,-0.176401190549448,0.13249688221052,-0.282885802865193,-0.254212527326156,0.145917562816833,-0.356968378907284,0.310971565392919,0.0210690862135153,-0.257101495457164,-0.211360209624636,-0.0434426747264663,0.0188662617900584,-0.317960964219039,-0.0418262517322708,-0.102967268528372,-0.122885060912642,-0.224647841753902,-0.119147517052792
critical,-0.0820569480393619,0.443055167184418,0.0869775846016395,-0.027118282856397,-0.117292965162337,-0.19168193634958,-0.364763472638358,-0.457420993674404,0.298172885362923,0.0520469737332855,-0.0390020087810538,-0.066240560108792,0.140167418152149,-0.364461853893989,0.151673354918078,0.0038940990085555,-0.294830809835636,-0.0985518310544073,-0.13851032075383,-0.251391242159037,0.0640297323533565,0.333204469250238,0.406569866468611,0.0741824659434766,0.0741617407715535,-0.150600257702748,-0.476543916275861,-0.233212566406655,0.225981645182078,0.114889678078648,-0.0965970351987603,0.0956601789053802,-0.258200458007932,-0.354034732548495,-0.206739089793963,0.0876176198722287,0.0841670730422046,0.0158985542404193,0.051848837788502,-0.185649463536382,0.175537099032399,0.229157146385324
critical,-0.286220782187411,0.0893010434263189,-0.0653468667085949,-0.407407984741174,0.159198721246172,-0.151856382107613,-0.120394666285071,0.160165333339993,0.177183118634256,-0.366648128772136,0.349531806916131,-0.322935874194536,0.102137028060043,-0.416995505482733,0.262675011442685,-0.299197139786898,-0.514722611877233,-0.228209749422464,0.0400949327784549,-0.325026815093345,-0.0180552558586717,-0.266656692988751,0.234745238316524,-0.235689738261567,-0.161856068513396,0.142992180743183,0.193518821937397,-0.079755454094691,0.285823482846388,-0.125976027610478,0.289756079508061,-0.476190544350887,0.107434861843185,-0.243749608343261,-0.443001227666243,0.143534102527027,-0.0130853476424888,-0.0154469755918146,-0.163897989922045,-0.260185010107612,0.161951436887316,-0.320483642165507
critical,-0.0814624291343773,0.135285302197478,-0.0363223013563651,-0.416763260134147,0.0790676843850272,0.104544125408189,-0.328666070531438,-0.281648480797715,-0.35509240106542,-0.146812651170276,-0.152943757721957,-0.125443366690683,-0.0332437704684591,-0.437516336475996,-0.18020896487677,0.116145816267297,-0.506834244977827,-0.28401830136123,-0.0984346399732955,-0.150367321824127,0.497936607086354,-0.179123860070755,0.0942558542491739,-0.145873578539385,-0.244630470777154,-0.115615389729078,-0.0327129968090527,-0.353896827825009,0.200669328474031,0.129315849169044,-0.234744332126808,-0.466374893416698,-0.277581085247212,-0.308098935829441,-0.554654348056196,0.0596496065336826,-0.229932507202234,-0.12030660492849,-0.0027333026482063,-0.411715502496336,-0.0634021144998645,-0.295981541241823
critical,-0.147356476511921,-0.352173733086507,0.146896029494817,-0.303135936502484,0.297787147436307,0.287829589575659,0.291027631313907,-0.0723205340231118,-0.329045305637347,-0.387748481609796,0.611037683261308,-0.0851817942635379,-0.353321143858276,0.0198759141329863,0.132921639666901,-0.0324976520460489,-0.0725890892465354,0.0571992826208056,0.0740102016369826,-0.0787542248783825,0.230564646471819,-0.0271605689873029,-0.355551857725184,-0.29996347833292,0.113804648935486,-0.0665189696619671,0.0670253995932422,-0.159704147346633,-0.245393038287259,-0.178644745441051,0.133649653927346,-0.550693538608103,-0.348211340060876,-0.519187096619145,-0.147072149673832,-0.215440392324098,0.0077855235542828,0.0142972023685038,-0.378567119475274,-0.193566310206563,-0.213102938785222,-0.201680168002956
critical,0.033727683354192,0.390880145362481,0.0300287778901673,0.0539079642389299,0.0212304912448356,-0.389575204631854,-0.431546686485008,-0.506023662982619,0.179174942468016,0.291393796689373,0.0478813751842915,-0.0402028372492253,0.36805792022609,-0.0228122737346485,0.131360898167461,0.170553785217003,0.111036541510917,-0.0792619101934466,-0.247574023911017,-0.305514565056148,-0.0092883779020005,0.552556998184772,0.431027363455578,0.029956756458208,-0.0548641781379803,-0.23426139726637,-0.300482038453935,-0.0603043373677598,0.21387393827826,0.0257708433719805,-0.263642737688627,0.149909313545265,-0.0369444041979108,-0.440612333281611,0.108483183794658,0.178899346854495,-0.224599335655122,0.205949187013036,0.0435579646531373,0.126281631221088,0.140120985726682,0.141233796009827
critical,-0.114017273093235,0.207071539265826,0.131465031757445,-0.396318809151252,0.228281827818447,-0.117862343897465,-0.352974293440834,0.0061084581915209,-0.298683806705492,-0.466657343137753,-0.132794975388595,-0.311469439501286,0.290688514979745,-0.46989803155554,0.120360076746492,-0.0251951326975416,-0.645603749622346,-0.616803443486522,-0.474019925479551,0.0653367915985798,-0.0451685845258384,-0.0727734050140402,-0.0826622450576515,-0.346720479159743,0.10989297865899,0.0550171955608391,-0.128850570179033,-0.0858538928733481,-0.040550061520382,-0.251915728059382,-0.235761006246833,-0.389048356729905,-0.400450507297968,-0.342752631400098,-0.627257816929393,0.0705463056361512,0.0950425369586357,-0.252384649408469,-0.0854385405437814,-0.439406834746781,-0.154965295833946,-0.355368110224434
critical,0.491210537483769,0.314466067124744,-0.193281360289421,-0.397270302482642,0.772067984251443,0.0754067971168549,-0.191997761144931,-0.368757159992423,-0.308169944349935,0.58745250999991,0.256335992614415,-0.240899097598615,-0.314764450244219,-0.358356464038529,-0.058755898060438,0.558720875880604,0.030138045989905,0.0578844420201314,-0.161683540623383,-0.722768568241044,0.629444417848515,0.24460046393407,0.549492989716086,-0.0614730031551332,0.51558283775204,-0.0131251480634229,-0.0464663571975474,-0.253193640174343,0.235049215216217,0.580432028822627,-0.131612939934918,-0.0767401812168186,-0.0770606623022533,-0.767005055111583,-0.345010192133319,0.0899257798949227,0.573810809869623,-0.143827599635968,0.230578387897312,0.27297841217332,0.756529255372834,0.0180866544093966
critical,0.217169933316973,0.228147228204618,0.122336080480741,0.0988610722162798,0.266337803060705,-0.45989388961224,-0.281749174817231,-0.352251441076105,0.181705761845946,0.0831937267362425,0.0582146431705667,0.128116341410836,0.15876814112776,-0.0386071036967659,0.414067293692698,0.0065298870443466,-0.121860399940723,0.0197950891316692,-0.404563772267998,-0.432177990988323,0.0078365692260677,0.0358202308790011,0.119629538028405,0.083355988855711,-0.232260827613507,-0.138742514421065,-0.220673125901568,-0.455655890062359,0.460790081470908,-0.104404382699045,-0.387980405997129,0.108584441094126,-0.208101385731208,-0.475518148386153,0.180839029588968,0.156819265092918,-0.239632998598037,0.0410686080689007,0.217368092218872,0.176782405006648,0.270145546793457,0.050369592927404
critical,-0.37175858975282,-0.421949388926006,0.074499797237623,-0.139796666191177,0.326183727127262,0.383639470531196,-0.153340433678359,0.111082566461145,0.0897152479006303,-0.520315967707065,0.128999041119865,0.0875057183656111,0.015363479426144,0.0908271546571193,0.689630342079337,-0.147914409871066,-0.67040046200757,0.261272074647314,0.0462173853886543,-0.038940175079686,0.323171544264278,0.144477526298381,-0.0826671865668099,0.107234813029013,0.386497129403796,-0.015413306965748,0.549684790064757,0.1921107464568,0.163930231632149,0.0571319245695737,0.365214253164884,-0.329397968642401,-0.278350746584771,0.0334986994673519,-0.357138347053161,0.353615409318053,0.0014427874247776,0.221434798900558,-0.170853447805629,-0.232908476238082,-0.248615327145335,-0.22918131015776
